rid,eu_name,authorid,match_type,host_id
1914,Roman Gorbachev,A5091528896,alias,I28407311
1696,Thomas Cocolios,A5040987506,alias,I99464096
3160,Ulrich Wagner,A5055239264,alias,I177802217
2451,Piotr Faliszewski,A5000000572,exact,I686019
1726,Philippe Corboz,A5055142434,alias,I887064364
2830,Hanna Isaksson,A5074735538,exact,I187531555
1841,Silvia Pascoli,A5038469819,alias,I190082696
3143,Clement De Chaisemartin,A5037977205,exact,I205092303
1458,Evelyn Füri,A5030165711,exact,I1294671590
3323,Detlef Van Vuuren,A5082748474,alias,I193662353
1500,Ilona Anniina Riipinen,A5038776980,alias,I161593684
861,Matthijs Brouwer,A5005809475,alias,I2802928900
2363,Martin Albrecht,A5032762987,alias,I118564535
2322,Axel Jacobi Von Wangelin,A5046541409,alias,I159176309
1669,Mikkel Brydegaard,A5057068419,alias,I187531555
3067,Richard David Alexander,A5032451310,fuzzy,I153648349
1578,Diego Perugini,A5078724935,alias,I27483092
3592,Ellen De Bruijn,A5030427932,fuzzy,I121797337
565,Georg Keller,A5036840680,alias,I860889466
2537,Josef Urban,A5031019731,alias,I44504214
2069,Christoph Langhammer,A5049419508,exact,I66862912
2999,Kaisey Mandel,A5026983512,alias,I241749
721,Maximiliano Gabriel Gutierrez,A5068817299,alias,I2801081054
2349,Julien Bachmann,A5002887494,alias,I181369854
2050,Sandro Heuke,A5048010612,exact,I1294671590
776,Claudia Langenberg,A5055584673,exact,I166337079
1269,Yannick Francois Rondelez,A5029632144,fuzzy,I1294671590
2593,Mohsen Rahmani,A5012281799,alias,I52590639
3547,Lars Meyer,A5068448582,alias,I149899117
2384,Jesper Nederlof,A5068357631,exact,I193662353
2005,Eddy Charles Eric Collin,A5065496328,fuzzy,I1294671590
2132,Evgeny Alexandrovich Pidko,A5074252826,fuzzy,I98358874
86,Dana Branzei,A5040416077,exact,I4210114103
3537,Basile Georges Paul Chaix,A5020601268,fuzzy,I154526488
24,Gerbrand Van Der Heden Van Noort,A5080047287,fuzzy,I2800006345
1390,Sofia Olhede,A5083945023,alias,I5124864
2023,Marc Garcia Borràs,A5064302725,exact,I251424209
3933,Beatrice Demarchi,A5064764624,exact,I55143463
2594,Coen De Visser,A5110735519,fuzzy,I98358874
1089,Thomas Richards,A5061639514,exact,I40120149
55,Martin Jinek,A5000173541,exact,I202697423
1483,Anna Nele Meckler,A5027261508,exact,I4432739
1201,David Bikard,A5064065434,exact,I157536573
2962,Talvikki Hovatta,A5089910311,alias,I9927081
1554,Razvan Caracas,A5073263693,alias,I1294671590
91,Richard Stefl,A5036569669,exact,I21449261
1543,Caroline Louise Peacock,A5012135074,fuzzy,I130828816
3878,Erik Bähre,A5002956724,alias,I121797337
3237,Lisa Dellmuth,A5080647482,alias,I161593684
1584,Martin Elsner,A5017048288,exact,I62916508
1170,Xingqi Chen,A5056951575,exact,I123387679
429,Yuval Rinkevich,A5028873839,exact,I3018134672
3097,Rainer Schödel,A5110722720,alias,I134820265
2053,Robert Seidel,A5045272640,exact,I2800795503
2576,Libertario Demi,A5021984927,exact,I193223587
3144,Ghazala Azmat,A5108735243,alias,I205092303
3197,Ricardo Augusto Marcos Rocha Reis,A5006318958,fuzzy,I909854389
1493,Ana Godinho Ferreira,A5055812712,fuzzy,I45129253
2286,Giuseppe Battaglia,A5060078978,exact,I4210147769
1378,Alessandro Giuliani,A5060718297,exact,I861853513
1738,Matthias Schott,A5105724654,alias,I197323543
3157,Benjamin Moll,A5032528341,alias,I909854389
1849,Thomas Pfeifer,A5038592632,alias,I149899117
183,Fyodor Kondrashov,A5072121403,alias,I157556583
530,Jakob Macke,A5080225154,alias,I8087733
2519,Karthikeyan Bhargavan,A5026297326,exact,I1326498283
3246,Xavier Prevost,A5049523120,exact,I15057530
2129,Christoph Günter Salzmann,A5027451469,fuzzy,I45129253
3817,Valentina Arena,A5001005124,exact,I45129253
186,Yardena Rachel Samuels,A5042139239,fuzzy,I53964585
3886,Thomas Alexander Eich,A5025654164,fuzzy,I159176309
2516,Dániel Marx,A5012849997,exact,I4210128801
2646,Marios Kountouris,A5088602155,alias,I1902872
1872,Ariel Amir,A5080479523,alias,I53964585
1457,Diego Miralles,A5064045661,exact,I32597200
1214,André-Christian Stiel,A5044610218,fuzzy,I3018134672
2123,Richard Kramer Campen,A5048925903,alias,I62318514
4171,Sabine Erika Stoll,A5014226773,alias,I202697423
4176,Daniel Li Chen,A5023429436,fuzzy,I4210092408
217,Joost Schymkowitz,A5031589452,alias,I2802017950
1956,Sebastian Huber,A5045049327,alias,I35440088
2547,Anders Møller,A5103189175,exact,I204337017
3202,Pedro Manuel Amaro Da Costa Luz Carneiro,A5002726046,alias,I45129253
3385,Jane Calvert,A5060206174,alias,I98677209
3547,Lars Meyer,A5109197029,exact,I149899117
133,Benedetta Bolognesi,A5103158481,exact,I4210147769
2917,Elena Martínez Fraiz,A5050215240,exact,I4210147769
695,Guoliang Cui,A5037980406,exact,I17937529
1316,Tuomas Orponen,A5091472615,alias,I94722563
2545,Leonardo Mariani,A5036120394,alias,I189158943
4045,Matthieu Husson,A5062205664,exact,I1294671590
847,Daniel Aili,A5008417372,alias,I102134673
1777,Aldo Sady Antognini,A5013618600,alias,I2802229908
4096,Ed Manley,A5049665350,exact,I130828816
3231,Abbey Steele,A5045226820,exact,I887064364
3141,Koen Jochmans,A5089120715,alias,I4210092408
3901,Jutta Bolt,A5065440777,alias,I169381384
4099,Oded Cats,A5112418609,alias,I98358874
2512,Dennis Oliver Hofheinz,A5003704447,fuzzy,I35440088
3355,Sven Aron Oskarsson,A5107959189,fuzzy,I123387679
3871,Monika Salzbrunn,A5073286080,alias,I97565354
3247,Inga Winkler,A5102783009,alias,I913481162
2678,Aloyse Marie Charles Degiron,A5107845774,fuzzy,I1294671590
3534,Inga Dora Sigfusdottir,A5105792354,alias,I123185442
3710,Pol Van Lier,A5089377692,exact,I865915315
804,Thomas Grünewald,A5112634135,exact,I17937529
1737,Pierre Brun,A5106632097,alias,I2738703131
1110,Joseph Schacherer,A5107876890,exact,I68947357
435,Bart Leo Loeys,A5077789994,fuzzy,I149213910
962,Caroline Klaver,A5108113385,alias,I2801952686
1285,Andre Belotto Da Silva,A5070833243,alias,I204730241
926,Susana Marina Chuva De Sousa Lopes,A5110818669,exact,I2800006345
1974,Julie Grollier,A5112600126,alias,I1294671590
3374,Claes Holger De Vreese,A5111211300,fuzzy,I887064364
1060,Daniel Montoya,A5056274244,alias,I4210092744
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5105396752,fuzzy,I2801952686
1658,Tim Langen,A5006507974,exact,I145847075
3125,Mathieu Couttenier,A5071575540,alias,I113428412
1430,Jesper Björklund,A5090460928,alias,I881427289
908,Charles Agyemang,A5112573613,exact,I2802928900
997,Emily Mitchell,A5012590514,exact,I241749
4160,Martin Fotta,A5089934882,alias,I4210108156
1574,Thomas Ingo Rafael Walter,A5007925107,fuzzy,I4210152878
1920,Vincent Jacques,A5104907630,alias,I1294671590
409,Manuel Valiente,A5108832604,alias,I4210089594
3831,Laura Janet Cleaver,A5072392693,fuzzy,I124357947
2723,Sonia Maria Garcia Blanco,A5078328363,exact,I94624287
3895,Nicolas James Laurent Fernando De Warren,A5008328947,fuzzy,I99464096
1903,Pablo Alonso Gonzalez,A5053115163,alias,I165339363
622,Nachum Ulanovsky,A5066373325,alias,I53964585
71,Stephan Gruber,A5101009705,alias,I97565354
1121,Anna-Liisa Laine,A5110717475,alias,I202697423
4022,Claire Zalc,A5013947015,alias,I1294671590
1619,Fabian Meder,A5080178391,exact,I162290304
3118,Yves Le Yaouanq,A5028558761,alias,I142476485
219,Ron Milo,A5101564860,exact,I53964585
2796,Tom Breugelmans,A5022488010,exact,I149213910
1301,Pierre Jacob,A5008296090,alias,I124261006
4021,Urs Matthias Zachmann,A5029360665,exact,I75951250
3901,Jutta Bolt,A5112606072,exact,I169381384
1636,Anna Sandak,A5104156521,alias,I118905719
2308,Jeroen Dirk Cornelis Codée,A5107957254,fuzzy,I121797337
2144,Rolf Erni,A5103774381,alias,I71824836
2071,Tom De Greef,A5103046934,alias,I83019370
2723,Sonia Maria Garcia Blanco,A5110818477,fuzzy,I94624287
1800,Gary Alexander Steele,A5104269610,alias,I98358874
3354,Jochen Peter,A5112460175,alias,I887064364
3868,Christian Robert Lange,A5005730211,fuzzy,I193662353
3271,Tom Van Der Meer,A5082647553,fuzzy,I887064364
925,Tomasz Jan Guzik,A5103098391,fuzzy,I98677209
1420,Gabriele Messori,A5108838266,alias,I123387679
293,Julien Dumont,A5028704834,exact,I1294671590
680,Thomas Marichal,A5060273291,alias,I157674565
2222,Fabien Cougnon,A5057552942,alias,I94722563
2626,Elisa Vianello,A5102867038,exact,I2738703131
539,Julien Bouvier,A5056637853,exact,I1294671590
235,Michaël Philippe Weber,A5001449965,fuzzy,I1294671590
207,Robert John Klose,A5112502284,fuzzy,I40120149
1680,Xin-Yu Luo,A5019520928,alias,I149899117
4035,Willemijn Geertje Ruberg,A5096958309,fuzzy,I193662353
959,Hugo Wilhelmus Antonius Maria De Jong,A5112901992,fuzzy,I3018483916
3739,Chiara Meccariello,A5079684005,exact,I23923803
2430,Ángel Goñi-Moreno,A5053274991,exact,I134820265
3314,Zaili Yang,A5034690093,alias,I63098007
2264,David Portehault,A5012499871,exact,I1294671590
2972,Antoine Strugarek,A5085271241,alias,I2738703131
289,Maya Schuldiner,A5086426687,exact,I53964585
2637,Yonina Eldar,A5005913897,alias,I53964585
704,Marek Basler,A5035190614,alias,I1850255
174,Paola Picotti,A5084914720,exact,I35440088
2734,Chun Huang,A5067895502,alias,I47508984
3337,Victoria Reyes-García,A5080550633,exact,I123044942
2233,Dawid Pinkowicz,A5067823437,exact,I126596746
2476,Saket Saurabh,A5015806060,exact,I4432739
1638,Teresa Pellegrino,A5012179244,exact,I30771326
2666,Drazen Dujic,A5069231238,alias,I5124864
2827,Tanja Tarvainen,A5025562527,alias,I175532246
967,Craig Morgan,A5045508438,alias,I183935753
1929,Yanko Todorov,A5082924162,exact,I1294671590
2849,Philipp Adelhelm,A5025764420,exact,I39343248
1107,Dominic Wright,A5081673437,alias,I102134673
1636,Anna Sandak,A5023451581,exact,I118905719
3911,Maria Nowak,A5060531244,exact,I4654613
2700,Wim Bogaerts,A5055647062,alias,I32597200
492,Mario Pende,A5050474078,alias,I154526488
2324,Sascha Ott,A5045357913,alias,I123387679
2676,Ming Cao,A5021403340,exact,I169381384
2510,Roberto Navigli,A5026648049,exact,I861853513
1905,Lucio Isa,A5015679746,alias,I35440088
3849,Cameron Browne,A5065924402,alias,I34352273
1446,Wim Thiery,A5049409942,exact,I13469542
2503,Thomas Neumann,A5101880157,alias,I62916508
2433,Sebastian Risi,A5020511097,alias,I83467386
2436,Konrad Rieck,A5066077721,exact,I4577782
1562,Wouter Peters,A5071349296,alias,I913481162
2640,Barbara Mazzolai,A5078241160,exact,I30771326
1846,Gilad Perez,A5103551312,exact,I53964585
2726,Davide Iannuzzi,A5008444491,alias,I865915315
2149,Jiri Vanicek,A5056327375,alias,I5124864
898,Shulamit Levenberg,A5012769290,alias,I174306211
2252,Paolo Arosio,A5081005940,exact,I35440088
2649,Davide Scaramuzza,A5057116316,exact,I202697423
437,Lior Gepstein,A5027217970,alias,I174306211
3654,Marko Nardini,A5010382710,alias,I190082696
2482,Lorenzo Rosasco,A5061220999,exact,I83816512
2451,Piotr Faliszewski,A5000000572,alias,I686019
1726,Philippe Corboz,A5055142434,exact,I887064364
2830,Hanna Isaksson,A5074735538,alias,I187531555
1841,Silvia Pascoli,A5038469819,exact,I190082696
3143,Clement De Chaisemartin,A5037977205,alias,I205092303
1458,Evelyn Füri,A5030165711,alias,I1294671590
2363,Martin Albrecht,A5032762987,exact,I118564535
2322,Axel Jacobi Von Wangelin,A5046541409,exact,I159176309
1669,Mikkel Brydegaard,A5057068419,exact,I187531555
1578,Diego Perugini,A5078724935,exact,I27483092
2537,Josef Urban,A5031019731,exact,I44504214
2069,Christoph Langhammer,A5049419508,alias,I66862912
2349,Julien Bachmann,A5002887494,exact,I181369854
2050,Sandro Heuke,A5048010612,alias,I1294671590
776,Claudia Langenberg,A5055584673,alias,I166337079
2593,Mohsen Rahmani,A5012281799,exact,I52590639
3547,Lars Meyer,A5068448582,exact,I149899117
2384,Jesper Nederlof,A5068357631,alias,I193662353
86,Dana Branzei,A5040416077,alias,I4210114103
2023,Marc Garcia Borràs,A5064302725,alias,I251424209
3933,Beatrice Demarchi,A5064764624,alias,I55143463
55,Martin Jinek,A5000173541,alias,I202697423
1483,Anna Nele Meckler,A5027261508,alias,I4432739
1201,David Bikard,A5064065434,alias,I157536573
1554,Razvan Caracas,A5073263693,exact,I1294671590
91,Richard Stefl,A5036569669,alias,I21449261
3878,Erik Bähre,A5002956724,exact,I121797337
3237,Lisa Dellmuth,A5080647482,exact,I161593684
1584,Martin Elsner,A5017048288,alias,I62916508
1170,Xingqi Chen,A5056951575,alias,I123387679
429,Yuval Rinkevich,A5028873839,alias,I3018134672
2053,Robert Seidel,A5045272640,alias,I2800795503
2576,Libertario Demi,A5021984927,alias,I193223587
3144,Ghazala Azmat,A5108735243,exact,I205092303
2286,Giuseppe Battaglia,A5060078978,alias,I4210147769
1378,Alessandro Giuliani,A5060718297,alias,I861853513
1738,Matthias Schott,A5105724654,exact,I197323543
3157,Benjamin Moll,A5032528341,exact,I909854389
1849,Thomas Pfeifer,A5038592632,exact,I149899117
2519,Karthikeyan Bhargavan,A5026297326,alias,I1326498283
3246,Xavier Prevost,A5049523120,alias,I15057530
3817,Valentina Arena,A5001005124,alias,I45129253
2516,Dániel Marx,A5012849997,alias,I4210128801
2646,Marios Kountouris,A5088602155,exact,I1902872
1872,Ariel Amir,A5080479523,exact,I53964585
1457,Diego Miralles,A5064045661,alias,I32597200
3713,Sabine Erika Stoll,A5014226773,alias,I202697423
3219,Daniel Li Chen,A5023429436,fuzzy,I4210092408
217,Joost Schymkowitz,A5031589452,exact,I2802017950
2547,Anders Møller,A5103189175,alias,I204337017
3385,Jane Calvert,A5060206174,exact,I98677209
3547,Lars Meyer,A5109197029,alias,I149899117
133,Benedetta Bolognesi,A5103158481,alias,I4210147769
2917,Elena Martínez Fraiz,A5050215240,alias,I4210147769
695,Guoliang Cui,A5037980406,alias,I17937529
1316,Tuomas Orponen,A5091472615,exact,I94722563
2545,Leonardo Mariani,A5036120394,exact,I189158943
4045,Matthieu Husson,A5062205664,alias,I1294671590
847,Daniel Aili,A5008417372,exact,I102134673
4096,Ed Manley,A5049665350,alias,I130828816
3231,Abbey Steele,A5045226820,alias,I887064364
3141,Koen Jochmans,A5089120715,exact,I4210092408
3901,Jutta Bolt,A5065440777,exact,I169381384
4099,Oded Cats,A5112418609,exact,I98358874
3871,Monika Salzbrunn,A5073286080,exact,I97565354
3534,Inga Dora Sigfusdottir,A5105792354,exact,I123185442
3710,Pol Van Lier,A5089377692,alias,I865915315
804,Thomas Grünewald,A5112634135,alias,I17937529
1110,Joseph Schacherer,A5107876890,alias,I68947357
962,Caroline Klaver,A5108113385,exact,I2801952686
1285,Andre Belotto Da Silva,A5070833243,exact,I204730241
926,Susana Marina Chuva De Sousa Lopes,A5110818669,alias,I2800006345
1974,Julie Grollier,A5112600126,exact,I1294671590
1060,Daniel Montoya,A5056274244,exact,I4210092744
1658,Tim Langen,A5006507974,alias,I145847075
1430,Jesper Björklund,A5090460928,exact,I881427289
4207,Charles Agyemang,A5112573613,exact,I2802928900
997,Emily Mitchell,A5012590514,alias,I241749
4160,Martin Fotta,A5089934882,exact,I4210108156
1920,Vincent Jacques,A5104907630,exact,I1294671590
2723,Sonia Maria Garcia Blanco,A5078328363,alias,I94624287
4166,Nicolas James Laurent Fernando De Warren,A5008328947,fuzzy,I99464096
622,Nachum Ulanovsky,A5066373325,exact,I53964585
71,Stephan Gruber,A5101009705,exact,I97565354
1121,Anna-Liisa Laine,A5110717475,exact,I202697423
4022,Claire Zalc,A5013947015,exact,I1294671590
1619,Fabian Meder,A5080178391,alias,I162290304
3118,Yves Le Yaouanq,A5028558761,exact,I142476485
219,Ron Milo,A5101564860,alias,I53964585
2796,Tom Breugelmans,A5022488010,alias,I149213910
1301,Pierre Jacob,A5008296090,exact,I124261006
4021,Urs Matthias Zachmann,A5029360665,alias,I75951250
3901,Jutta Bolt,A5112606072,alias,I169381384
3354,Jochen Peter,A5112460175,exact,I887064364
293,Julien Dumont,A5028704834,alias,I1294671590
680,Thomas Marichal,A5060273291,exact,I157674565
2626,Elisa Vianello,A5102867038,alias,I2738703131
539,Julien Bouvier,A5056637853,alias,I1294671590
4227,Michaël Philippe Weber,A5001449965,fuzzy,I1294671590
3739,Chiara Meccariello,A5079684005,alias,I23923803
329,Maya Benyamina Schuldiner,A5086426687,fuzzy,I53964585
908,Charles Agyemang,A5112573613,alias,I2802928900
4207,Charles Agyemang,A5112573613,alias,I2802928900
2810,Simen Ellingsen,A5071156343,alias,I204778367
812,Ewout Hoorn,A5027968873,alias,I2801952686
202,Marcus Thomas Pius Gilbert,A5053180525,alias,I124055696
1910,Jens Hjorleifur Bardarson,A5026043009,alias,I86987016
3358,Marieke De Goede,A5042484381,alias,I887064364
836,Rachela Popovtzer,A5039004884,exact,I13955877
1916,Nicolas Roch,A5008465282,alias,I1294671590
2667,Matthias Althoff,A5005383495,alias,I62916508
1728,Simon Gröblacher,A5112342934,exact,I98358874
2396,Gerhard Neumann,A5088394978,exact,I102335020
82,Mariusz Nowacki,A5044820964,alias,I118564535
940,Daniel Razansky,A5082319905,alias,I202697423
1938,Binghai Yan,A5046399891,alias,I53964585
1264,Frank Hollmann,A5039285985,exact,I98358874
3671,Meike Bartels,A5029768836,exact,I865915315
2707,Francesco Poletti,A5068700158,alias,I43439940
1630,Johanna Rosen,A5077791406,alias,I102134673
3534,Inga Dora Sigfusdottir,A5067846824,exact,I123185442
2464,Jian-Jia Chen,A5000417436,alias,I200332995
907,Irinel Anca Catrina,A5046583167,alias,I28166907
1724,Kathrin Wimmer,A5024883254,alias,I169556180
2340,Maria Carmen Galan,A5064848403,alias,I36234482
2051,Michal Leskes,A5043746490,alias,I53964585
2070,Csaba Janaky,A5075233752,exact,I227486990
2740,Sophia Haussener,A5041466191,exact,I5124864
2983,Lena Noack,A5050798999,alias,I75951250
2653,Raphael Jungers,A5056625594,alias,I95674353
2066,Benedikt Fritz Warth,A5041929818,fuzzy,I129774422
3837,Thomas Marcel Douglas,A5012634256,fuzzy,I40120149
594,Ragnhildur Thora Karadottir,A5044032139,exact,I241749
2107,Yuval Ebenstein,A5089836860,exact,I16391192
3376,Helena Cristina Ferreira Machado,A5079541400,alias,I99682543
1503,Wojciech Miloch,A5086688344,alias,I184942183
3372,Lotta Marie Christine Vikström,A5090771140,fuzzy,I90267481
3325,Claudia Elena Aradau,A5071973534,alias,I183935753
597,Amir Amedi,A5034713252,exact,I138898306
419,Ruben Van Boxtel,A5019020568,alias,I4210127118
2705,Gernot Rudolf Mueller-Putz,A5053241501,fuzzy,I4092182
2831,Dorina Maria Opris,A5007993170,fuzzy,I71824836
1440,Sander Nijdam,A5028449814,alias,I83019370
3548,Marina Kalashnikova,A5043494058,exact,I4210104355
2662,Andrea Di Falco,A5009045834,alias,I16835326
2644,Avinoam Zadok,A5026421246,alias,I13955877
2466,Stefan Roth,A5056098625,exact,I31512782
635,Aldo Genovesio,A5005245127,exact,I861853513
3539,Mark Antonius Jan Huijbregts,A5080182359,fuzzy,I145872427
630,Joerg Albert,A5045308729,alias,I45129253
475,Dieter Karl Maximilian Saur,A5090240499,fuzzy,I2802619606
2495,Yaron Lipman,A5039995559,exact,I53964585
2694,Róisín Meabh Owens,A5076048603,alias,I241749
169,Paul Wilmes,A5076512847,alias,I186903577
2163,Ferdinand Cornelius Grozema,A5082384741,fuzzy,I98358874
1090,Yann Mats Clough,A5057350038,fuzzy,I187531555
1544,Athanasios Nenes,A5001150915,exact,I8901234
751,Satu Maarit Mustjoki,A5008868111,fuzzy,I133731052
2617,Christian Kirches,A5053623605,exact,I94509681
3367,Eileen Marie Moyer,A5039934786,fuzzy,I887064364
1449,Florent Gimbert,A5066809808,exact,I1294671590
4129,David Abson,A5016050844,alias,I113456305
933,Gonçalo De Sá E Sousa De Castelo Branco,A5042851935,alias,I28166907
3150,Camille Landais,A5078514269,alias,I909854389
1944,Frank Pollmann,A5049927722,alias,I62916508
1420,Gabriele Messori,A5061617752,alias,I123387679
1505,Angela Gallego-Sala,A5011579501,exact,I23923803
1444,Romain Jolivet,A5052546409,exact,I29607241
1286,Bozhidar Velichkov,A5087382359,alias,I108290504
1404,Martin Hairer,A5016315238,exact,I47508984
2868,Alejandro Antonio Franco,A5080027604,alias,I1294671590
1095,Thijs Ettema,A5086230550,alias,I913481162
871,Camilla Svensson,A5070089176,alias,I28166907
2429,Barbara Plank,A5088832285,exact,I8204097
205,Rotem Sorek,A5024718393,exact,I53964585
3163,Stephen Hansen,A5044176523,exact,I45129253
2071,Tom De Greef,A5102314434,fuzzy,I83019370
1168,Li Tang,A5065125027,alias,I5124864
1942,Guillaume Arthur Francois Schull,A5076893471,fuzzy,I1294671590
4114,Lucy Anne Parker,A5047448066,alias,I111262870
3767,Hubert Feiglstorfer,A5068769793,alias,I138211613
4055,Stefano Benazzi,A5024472507,alias,I9360294
2602,Ferruccio Pisanello,A5073062701,alias,I30771326
2766,Nils Goseberg,A5103919811,alias,I94509681
3287,David Kosar,A5058353802,alias,I21449261
444,Nicolas Adrien Michaël Venteclef,A5019904780,fuzzy,I154526488
2673,Oren Cohen,A5020641761,exact,I174306211
1632,Jaime Martin,A5103086995,alias,I11019714
3064,Emilia Kilpua,A5020163516,exact,I133731052
756,Sebastien Jean Pfeffer,A5043206101,fuzzy,I1294671590
1388,Christian Liedtke,A5102713593,exact,I62916508
2521,Mauro Birattari,A5061782786,alias,I132053463
2650,Fabrizio De Vico Fallani,A5089157446,alias,I1326498283
2530,James Robert Cheney,A5056138547,fuzzy,I98677209
1690,Johannes Fink,A5027590875,alias,I157556583
2685,Etienne Francois Noël Perret,A5028422261,fuzzy,I106785703
969,Jonas Larsson,A5112464570,exact,I187531555
1769,Nicola Neri,A5106314221,alias,I189158943
321,Mohamed Lamkanfi,A5102796633,exact,I32597200
2936,Jürgen Groll,A5017257466,exact,I4210126310
1608,Pablo P Boix,A5040052910,alias,I134820265
1063,Mathieu Lihoreau,A5067924606,exact,I1294671590
973,Massimiliano Pagani,A5075506116,exact,I189158943
1295,David Holmes,A5000435759,exact,I121797337
3670,Simone Pika,A5002820090,exact,I170658231
1231,Sarel-Jacob Fleishman,A5031768744,alias,I53964585
1985,Mikko Pentti Matias Möttönen,A5047643849,fuzzy,I9927081
1727,Albert Schliesser,A5082293397,alias,I124055696
3274,Charles Butcher,A5066118007,alias,I204778367
3928,Katerina Douka,A5009770538,exact,I129774422
880,Johanna Petra Olweus,A5028004266,fuzzy,I184942183
3568,Strijkers Kristof,A5030866937,alias,I1294671590
3219,Daniel Li Chen,A5017324980,fuzzy,I4210092408
1189,Panagiotis Moschou,A5034192143,alias,I8901234
1020,Sophie Sanchez,A5030613963,exact,I123387679
774,Madhuri Salker,A5048649402,alias,I8087733
2494,Natasa Przulj,A5069984203,alias,I2799803557
2763,Andreas Carlson,A5051560174,exact,I184942183
3677,Jelte Wicherts,A5029698090,alias,I193700539
2839,Samuel Sanchez Ordonez,A5065206530,alias,I4210147769
421,Arkaitz Carracedo Perez,A5014972417,alias,I4210112728
1474,Cathy Quantin-Nataf,A5029307055,alias,I100532134
1350,Xin Li,A5100353820,alias,I7882870
1221,Miriam Rosenbaum,A5016954737,alias,I4210162077
3549,Tobias Hauser,A5042016465,alias,I8087733
2032,Thomas Jagau,A5045088990,alias,I99464096
775,Sophia Stoecklein,A5027583465,exact,I8204097
1018,Shuqing Xu,A5042368523,alias,I197323543
2947,Iair Arcavi,A5107883936,exact,I16391192
619,Thomas Nevian,A5077686493,alias,I118564535
3656,Bahador Bahrami,A5000762852,alias,I8204097
58,Michael Hothorn,A5089590993,alias,I114457229
3600,Thomas Wallis,A5042571927,alias,I31512782
21,Magnus Øverlie Arntzen,A5054809561,alias,I54108979
3882,Mathieu Candea,A5057216390,alias,I241749
746,Bruno Miguel De Carvalho E Silva Santos,A5030043762,fuzzy,I141596103
267,Andrea Pauli,A5058477479,alias,I195525897
996,Roberto Salguero-Gómez,A5048557703,exact,I40120149
2500,Dejan Manojlo Kostic,A5048036382,fuzzy,I86987016
562,Federico De Martino,A5090734850,exact,I34352273
746,Bruno Miguel De Carvalho E Silva Santos,A5042551015,fuzzy,I141596103
2065,Nicolas Plumere,A5037500147,alias,I62916508
2950,Johan Mazoyer,A5103289951,exact,I1294671590
2990,Paola Popesso,A5107006836,alias,I1321434546
3020,Benoit Cerutti,A5041456096,exact,I1294671590
1025,Jillian Michelle Petersen,A5063678252,fuzzy,I129774422
1098,Andrea J Betancourt,A5045799799,fuzzy,I146655781
3355,Sven Aron Oskarsson,A5058805863,fuzzy,I123387679
1893,Thomas Salez,A5062740465,alias,I1294671590
2935,Timon Rabczuk,A5108421192,exact,I51441396
960,Dan Peer,A5103097324,alias,I16391192
2544,Stephan Kreutzer,A5062011497,exact,I4577782
3956,Giedre Motuzaite Matuzeviciute,A5024379219,alias,I173212132
1187,Charles Melnyk,A5015411090,alias,I298625061
3292,Rutgerd Boelens,A5003945663,alias,I913481162
3441,Tali Kristal,A5060541841,alias,I91203450
2994,Christian Moestl,A5000417828,alias,I4387154425
993,Cecilia Nilsson,A5054084621,alias,I187531555
4058,Jeremy Edmund Taylor,A5024766062,fuzzy,I142263535
1717,Lorenzo Bianchini,A5013310906,alias,I108290504
997,Emily Mitchell,A5018058827,alias,I241749
1493,Ana Godinho Ferreira,A5103615081,fuzzy,I45129253
4157,Tamara Bjažić Klarin,A5029718785,alias,I4210097228
3170,Michael Francis Mcmahon,A5007518474,alias,I40120149
3105,Jan Stuhler,A5071390181,exact,I50357001
3617,Alex Taylor,A5017792679,alias,I123044942
1216,Kathrin Lang,A5074271707,alias,I35440088
139,Simon Elsässer,A5069126441,alias,I28166907
2604,Lucia Caspani,A5022909078,alias,I115752224
3596,Judith Domínguez Borràs,A5027718334,alias,I71999127
1710,Mikko Voutilainen,A5015158727,alias,I133731052
2018,Francesco De Angelis,A5102893395,alias,I30771326
1523,Carlos Perez Garcia-Pando,A5034402083,exact,I2799803557
3039,Hans Kristian Eriksen,A5105554057,fuzzy,I184942183
248,Peter Walentek,A5017701359,exact,I2801240073
773,Roger Molto Pallares,A5035055430,alias,I4210120689
1378,Alessandro Giuliani,A5013428460,alias,I861853513
3186,Kalina Manova,A5113264418,exact,I45129253
1821,Lucio Cerrito,A5114643364,exact,I116067653
1289,James Maynard,A5074725717,alias,I40120149
378,Anna Obenauf,A5078729702,alias,I195525897
95,Philipp Selenko,A5047530888,alias,I53964585
3285,Charles Wilson,A5033157082,alias,I40120149
563,Ana Joao Gomes Rodrigues,A5104349164,fuzzy,I99682543
1717,Lorenzo Bianchini,A5107880467,alias,I108290504
3329,Jean-Benoit Pilet,A5113458719,alias,I132053463
3735,Samuli Reijula,A5049206353,exact,I133731052
3178,Maria Libertad González Luna,A5101623688,fuzzy,I170486558
3615,Stefano Palminteri,A5102498111,alias,I154526488
1040,Stéphane Hacquard,A5024362734,alias,I149899117
2548,Carsten Curt Eckard Rother,A5102921586,fuzzy,I4210086570
4176,Daniel Li Chen,A5060190552,fuzzy,I4210092408
1912,Robert Vácha,A5029926572,alias,I21449261
822,Valentina Bollati,A5007347746,alias,I189158943
777,Katja Van Den Hurk,A5111227808,alias,I3020210244
3997,Damien Tricoire,A5048954359,exact,I89864525
