rid,eu_name,authorid,match_type,host_id
3413,Milena Tsvetkova,A5069791094,alias,I909854389
244,Lisa Frankel,A5027567583,alias,I4210148920
1978,Ralph Bernhard Ernstorfer,A5046414081,fuzzy,I149899117
241,Katharina Sonnen,A5020842333,alias,I1322597698
1551,Philip Pogge Von Strandmann,A5072408255,fuzzy,I45129253
701,Maria João Lopes Gonçalves De Brito Amorim,A5067340936,alias,I2802805223
1221,Miriam Rosenbaum,A5042503383,fuzzy,I4210162077
980,Ana Isabel De Sousa Teixeira,A5058949558,fuzzy,I28166907
518,Simon Jacob,A5103220023,fuzzy,I2802619606
4071,Constanta Vintila-Ghitulescu,A5033198526,alias,I4210124903
2203,Nir London,A5063473197,alias,I53964585
3674,Máté Miklós Lengyel,A5023602087,fuzzy,I198945027
188,Jan Korbel,A5033477011,exact,I4210138560
1315,Lauri Oksanen,A5014787639,alias,I133731052
3998,Tara Andrews,A5079227238,alias,I129774422
548,Tarja Malm,A5103455150,alias,I175532246
1523,Carlos Perez Garcia-Pando,A5086018458,exact,I2799803557
1278,Mark Howarth,A5112272578,alias,I40120149
529,Ayal Ben-Zvi,A5020821028,alias,I197251160
3537,Basile Georges Paul Chaix,A5107318845,fuzzy,I154526488
3374,Claes Holger De Vreese,A5075389431,fuzzy,I887064364
3883,Nandini Das,A5102800622,exact,I40120149
3910,Béla Vilmos Mihalik,A5093774212,fuzzy,I4210131266
4046,Maria Fusaro,A5042687720,exact,I23923803
2106,Laura Fumagalli,A5067243546,exact,I28407311
889,Bruno De Geest,A5001683073,alias,I32597200
4061,Jo Van Steenbergen,A5038094395,exact,I32597200
1435,Pablo Ortega,A5054457106,alias,I2799803557
3781,Christina M. Kreinecker,A5074621508,exact,I99464096
711,Carlos Filipe Ribeiro Lemos Pereira,A5067710557,fuzzy,I187531555
4073,Tijana Krstic,A5082534843,alias,I198945027
590,Brice Jean Philippe Bathellier,A5010693521,fuzzy,I1294671590
2327,Gilles Albert Gasser,A5019041975,fuzzy,I149758196
1530,Richard Katz,A5067630345,alias,I40120149
1974,Julie Grollier,A5003518506,alias,I1294671590
19,Tristan Wagner,A5065545180,exact,I2738703131
3930,Helle Jensen,A5030608905,fuzzy,I204337017
650,Richard Roland Benton,A5111054061,fuzzy,I97565354
2375,Serena Villata,A5112997683,exact,I1294671590
3305,Benjamin Straumann,A5035554697,alias,I202697423
2529,Derek Dreyer,A5050585539,alias,I149899117
3294,Chinwe Ijeoma Ifejika Speranza,A5103316163,fuzzy,I118564535
2265,Matthew Gibson,A5014528641,alias,I39555362
374,Christoph Stein-Thoeringer,A5009730934,alias,I8087733
4176,Daniel Li Chen,A5100696399,fuzzy,I4210092408
3072,Maria-Rosa Cioni,A5107297553,exact,I2799713863
2747,Philipp Rothemund,A5016447319,alias,I100066346
3395,Yatun Sastramidjaja,A5045020889,exact,I887064364
2972,Antoine Strugarek,A5083434040,alias,I2738703131
834,Dario Greco,A5048340537,exact,I166825849
1786,Sylvain Herve Gigan,A5105465632,fuzzy,I1294671590
2728,Marco Liserre,A5053880143,alias,I3133086891
3437,Jeanine Dagyeli,A5037343994,alias,I129774422
235,Michaël Philippe Weber,A5113620876,fuzzy,I1294671590
3042,Kevin Heng,A5042001835,alias,I118564535
1074,Aris Katzourakis,A5108728937,exact,I40120149
2103,Sebastiaan Y T Van De Meerakker,A5038062650,fuzzy,I145872427
2740,Sophia Haussener,A5104109385,alias,I5124864
3357,Rachel Mary Brooks,A5107789925,fuzzy,I28290843
2854,Christoph Rüdiger Müller,A5104534360,fuzzy,I35440088
4027,Giulia Giannini,A5015133923,alias,I189158943
1145,Andrea Manica,A5105972626,alias,I241749
1829,Shuang Zhang,A5062828291,alias,I79619799
482,Peter Friedl,A5026527299,alias,I145872427
472,Thomas Thum,A5020543934,exact,I34809795
1842,Antonio Acín,A5006366861,alias,I179630473
3061,Daniele Antonangeli,A5004482216,alias,I1294671590
815,Martin Bech,A5043426343,exact,I187531555
3029,Ehud Nakar,A5039967505,alias,I16391192
724,Petr Broz,A5034864461,alias,I97565354
2895,Shahzada Ahmad,A5081850594,exact,I2801587439
59,Chirlmin Joo,A5088856493,exact,I98358874
725,Jan-Willem Veening,A5021934828,alias,I97565354
2652,Mario Caironi,A5002619683,alias,I30771326
1641,Feng Gao,A5100729278,alias,I102134673
2998,Akira Endo,A5036791785,exact,I98358874
1958,Virginie Chamard,A5075664474,exact,I1294671590
2725,Petar Popovski,A5071289803,alias,I891191580
2565,Eran Yahav,A5061044883,alias,I174306211
1486,Damien Daval,A5033507984,alias,I1294671590
2208,Karl Mandel,A5059156002,exact,I181369854
515,Claudia Clopath,A5039497694,alias,I47508984
1581,Todd Alan Ehlers,A5013062960,alias,I8087733
1961,Hendrik Dietz,A5072507626,alias,I62916508
2845,Michael De Volder,A5027615173,alias,I241749
3104,Julia Cagé,A5011821114,exact,I205092303
537,Miriam Melis,A5045189209,alias,I172446870
2788,Camilla Colombo,A5062668990,alias,I93860229
3623,Alejandrina Cristia,A5042831132,exact,I1294671590
2011,Silke Biermann,A5067618257,alias,I142476485
352,Arthur Liesz,A5005297652,exact,I8204097
2816,Jia Min Chin,A5057969566,exact,I129774422
2095,Pierre-Francois Loos,A5039205389,alias,I1294671590
1002,Arnau Sebé-Pedrós,A5004697708,exact,I4210137962
2279,Emilio Pardo,A5007448361,alias,I16097986
3336,Prabha Kotiswaran,A5074885923,alias,I183935753
2766,Nils Goseberg,A5004995298,exact,I94509681
803,Ines Thiele,A5074725115,exact,I188760350
2220,Birgit Esser,A5054566288,exact,I196349391
1637,Christian Müller,A5027252979,exact,I66862912
2297,Paolo Falcaro,A5008169042,alias,I4092182
1576,Nicolas Coltice,A5013155157,alias,I29607241
2387,Manuel Gomez Rodriguez,A5042180520,alias,I149899117
960,Dan Peer,A5108942105,alias,I16391192
4176,Daniel Li Chen,A5080621841,fuzzy,I4210092408
3594,Yuval Hart,A5003719175,exact,I197251160
3642,Markus Siegel,A5063636409,alias,I8087733
708,Doron Merkler,A5074794983,exact,I114457229
1836,Roee Ozeri,A5038915880,alias,I53964585
3584,Sigal Zilcha-Mano,A5087376272,exact,I91203450
1866,Florian Kaiser,A5075071583,alias,I4210112527
1462,Catherine Larose,A5037232032,exact,I1294671590
1163,Iñaki Ruiz Trillo,A5018607362,alias,I170486558
1926,Beena Kalisky,A5055462627,alias,I13955877
2489,Libor Barto,A5071004419,exact,I21250087
4190,Patrice Emmanuel Bertet,A5033073814,fuzzy,I2738703131
3350,Panagiotis Delimatsis,A5027327104,exact,I193700539
1479,Matti Rissanen,A5073788174,alias,I166825849
3115,Gal Oestreicher-Singer,A5079624858,exact,I16391192
1810,Ruth Britto,A5004298140,alias,I205274468
919,Björn Högberg,A5069122955,alias,I28166907
3677,Jelte Wicherts,A5021799332,alias,I193700539
3531,Valentina Mazzucato,A5049878471,alias,I34352273
2375,Serena Villata,A5016281730,exact,I1294671590
3896,Subha Mukherji,A5090952496,exact,I241749
3127,Andrew Rhodes,A5056779507,alias,I4210092408
2842,Blazej Grabowski,A5063712375,alias,I100066346
3227,Tore Wig,A5051438092,alias,I184942183
989,Alex De Mendoza,A5045064147,alias,I166337079
1607,Assaf Gal,A5058222746,alias,I53964585
3857,Matteo Martelli,A5039317288,exact,I9360294
765,Ron Dzikowski,A5023420108,exact,I197251160
101,Vincenzo Costanzo,A5056633333,exact,I189158943
3501,Florian Toepfl,A5063735924,alias,I186354981
1750,Elisabetta Baracchini,A5107809105,exact,I4210150763
3217,Pierpaolo Benigno,A5050335831,alias,I56441308
3258,Sarah Eaton,A5009771753,exact,I39343248
2041,Shuxia Tao,A5037141618,alias,I83019370
3406,Claire Blencowe,A5028479609,exact,I39555362
1293,Markus Bachmayr,A5017726844,exact,I887968799
552,Gaia Novarino,A5049497512,exact,I157556583
4018,Veronique Pouillard,A5039955101,alias,I184942183
2905,Marino Arroyo Balaguer,A5074158304,alias,I9617848
3413,Milena Tsvetkova,A5069791094,exact,I909854389
4209,Ana Isabel De Sousa Teixeira,A5058949558,fuzzy,I28166907
188,Jan Korbel,A5033477011,alias,I4210138560
1315,Lauri Oksanen,A5014787639,exact,I133731052
1523,Carlos Perez Garcia-Pando,A5086018458,alias,I2799803557
1278,Mark Howarth,A5112272578,exact,I40120149
529,Ayal Ben-Zvi,A5020821028,exact,I197251160
3883,Nandini Das,A5102800622,alias,I40120149
4046,Maria Fusaro,A5042687720,alias,I23923803
2106,Laura Fumagalli,A5067243546,alias,I28407311
4061,Jo Van Steenbergen,A5038094395,alias,I32597200
3781,Christina M. Kreinecker,A5074621508,alias,I99464096
4073,Tijana Krstic,A5082534843,exact,I198945027
19,Tristan Wagner,A5065545180,alias,I2738703131
4231,Richard Roland Benton,A5111054061,fuzzy,I97565354
2375,Serena Villata,A5112997683,alias,I1294671590
3305,Benjamin Straumann,A5035554697,exact,I202697423
2529,Derek Dreyer,A5050585539,exact,I149899117
3219,Daniel Li Chen,A5100696399,fuzzy,I4210092408
3072,Maria-Rosa Cioni,A5107297553,alias,I2799713863
2747,Philipp Rothemund,A5016447319,exact,I100066346
3395,Yatun Sastramidjaja,A5045020889,alias,I887064364
2972,Antoine Strugarek,A5083434040,exact,I2738703131
834,Dario Greco,A5048340537,alias,I166825849
2728,Marco Liserre,A5053880143,exact,I3133086891
3437,Jeanine Dagyeli,A5037343994,exact,I129774422
4227,Michaël Philippe Weber,A5113620876,fuzzy,I1294671590
1074,Aris Katzourakis,A5108728937,alias,I40120149
1145,Andrea Manica,A5105972626,exact,I241749
1829,Shuang Zhang,A5062828291,exact,I79619799
1847,Markus Cristinziani,A5032186284,alias,I135140700
1692,Tetiana Hryn'Ova,A5043736797,alias,I1294671590
916,Leendert Trouw,A5060898190,alias,I2800006345
188,Jan Korbel,A5071136927,alias,I4210138560
3093,Marta Volonteri,A5087752642,alias,I1294671590
663,Paul Bourgine,A5006777098,exact,I187531555
3520,Daniele Vignoli,A5075260851,exact,I45084792
644,Giovanna Rachele Mallucci,A5067030643,fuzzy,I241749
996,Roberto Salguero-Gómez,A5069697028,exact,I40120149
395,Amélie Bonnefond,A5025636710,exact,I154526488
2215,Leopoldo Molina-Luna,A5011754505,exact,I31512782
1240,Miina Alina Rautiainen,A5079472711,fuzzy,I9927081
1256,Petra Stephanie Dittrich,A5020918811,alias,I35440088
2350,Wolfgang Schmitt,A5082829143,alias,I205274468
2549,Gustau Camps-Valls,A5039052506,alias,I16097986
1935,Christian Lukas Degen,A5057491317,alias,I35440088
2841,Conor Buckley,A5081947117,alias,I205274468
3096,Giovanna Tinetti,A5022203760,alias,I45129253
3686,Benjamin Ambridge,A5038150862,alias,I146655781
3695,Roland William Fleming,A5048566788,fuzzy,I200763008
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5012921360,fuzzy,I2801952686
3084,Catherine Elizabeth Cox Heymans,A5011140827,fuzzy,I98677209
958,Dominique Lievin Pierre Baeten,A5046625022,fuzzy,I2802928900
2004,Davide Marenduzzo,A5001134453,exact,I98677209
1131,Graham Keith Taylor,A5058791881,fuzzy,I40120149
2109,Francesco Ricci,A5018935401,exact,I116067653
2075,Jakob Doganli-Kibsgaard,A5047292046,alias,I96673099
2172,Valérie Gabelica,A5013458899,exact,I154526488
2878,Jin-Chong Tan,A5073692835,alias,I40120149
1258,Thorsten Schnurbusch,A5089171994,alias,I4210127902
3095,William Percival,A5001753424,alias,I63072094
1736,Nikolay Gromov,A5041807424,alias,I183935753
950,Sebastien Jean Antoine Granier,A5054725044,fuzzy,I154526488
3346,Staffan I. Lindberg,A5082109923,alias,I881427289
2716,Wolfgang Leonhard Kellerer,A5021781616,fuzzy,I62916508
3538,Anna Ray Davies,A5017955133,alias,I205274468
1478,Trude Storelvmo,A5025021005,alias,I184942183
790,Johannes Espolin Roksund Hov,A5087109628,alias,I184942183
23,Julien Philippe Duxin,A5027776611,fuzzy,I124055696
177,Stefan Pfister,A5041096535,alias,I17937529
2136,Joshua Benno Edel,A5077119082,fuzzy,I47508984
1705,Konstantinos Makris,A5021214129,alias,I8901234
3639,Redmond O'Connell,A5003893917,alias,I205274468
2329,Jörg Hartig,A5077253315,alias,I189712700
2300,Heikki Markus Tuononen,A5064601612,fuzzy,I94722563
2161,Alexey Alexandrovich Popov,A5088665202,fuzzy,I3018417779
2683,Stephan Sylvest Keller,A5036535149,alias,I96673099
1889,Annica Black-Schaffer,A5051714581,alias,I123387679
2858,Pouyan Boukany,A5081100121,alias,I98358874
2265,Matthew Gibson,A5072841592,alias,I39555362
3036,Alceste Bonanos,A5065298828,alias,I4210118731
4093,Mark Ward,A5040947740,alias,I205274468
1102,Anna Kuparinen,A5058555514,alias,I94722563
939,Oliver Denis Hantschel,A5008651904,fuzzy,I161103922
2591,Paavo Rasilo,A5030192236,exact,I166825849
2669,Francois Andrieu,A5069215871,alias,I2738703131
2627,Eitan Yaakobi,A5021586372,alias,I174306211
213,Petr Svoboda,A5060049750,alias,I4210138103
2260,John Forwood Bower,A5046252728,fuzzy,I146655781
2569,Rasmus Pagh,A5014293815,alias,I83467386
2195,Seraphine Wegner,A5064508388,alias,I22465464
296,Ewa Paluch,A5020755611,alias,I241749
1265,Nikolaj Gadegaard,A5049586449,alias,I7882870
1984,Eric Jean-Marie Lauga,A5003974917,fuzzy,I241749
1160,Hélène Morlon,A5098030078,alias,I1294671590
3589,Surjo Soekadar,A5042255270,alias,I7877124
2658,Christophe Collette,A5083554070,alias,I157674565
2125,Malte Drescher,A5077199202,alias,I189712700
1582,Hayley Jane Fowler,A5061602805,fuzzy,I84884186
1707,Marcus Huber,A5027058735,exact,I145847075
1949,Alexander Hoegele,A5013851830,alias,I8204097
1745,Jérôme Beugnon,A5106267453,alias,I39804081
3189,Adam Gyorgy Szeidl,A5065432388,fuzzy,I198945027
209,Ian Robert Henderson,A5036043656,alias,I241749
4156,Jaroslav Švelch,A5037686951,alias,I21250087
409,Manuel Valiente,A5056747631,alias,I4210089594
3182,Moritz Henning Peter Schularick,A5073446068,fuzzy,I135140700
4050,Pietro Daniel Omodeo,A5042205000,exact,I149461666
697,Suzan Rooijakkers,A5033008855,alias,I3018483916
1848,Michael Karl Köhl,A5102800988,fuzzy,I135140700
2205,Milena Patricia Arciniegas,A5089113398,fuzzy,I30771326
1033,Laszlo Nagy,A5026813986,alias,I2800351701
3010,Anna Watts,A5037833302,alias,I887064364
3242,Linda Gröning,A5013061549,alias,I4432739
2104,Chiara Cappelli,A5081229473,alias,I157210198
1836,Roee Ozeri,A5091027104,alias,I53964585
2558,Vladimir Kolmogorov,A5112860886,exact,I157556583
1626,Ian Marius Peters,A5061704673,exact,I171892758
1974,Julie Grollier,A5035082537,alias,I1294671590
3260,Wim Hardyns,A5039222863,exact,I32597200
1583,Thorsten Kleine,A5084879320,alias,I22465464
1957,Brian David Gerardot,A5079516724,fuzzy,I32062511
2600,François Leo,A5073461329,alias,I132053463
863,Lena Maier-Hein,A5027292126,alias,I17937529
2393,Jan Kretinsky,A5074485601,exact,I21449261
1344,Vincent Calvez,A5114375058,exact,I1294671590
4076,Cameron Andrew Petrie,A5030822768,alias,I241749
4057,Miles Larmer,A5061022789,exact,I40120149
653,Colin Jon Akerman,A5032933053,fuzzy,I40120149
2043,Karl Börjesson,A5057304913,exact,I881427289
2102,Tobias Weidner,A5032665317,alias,I204337017
1304,Gabor Szabo,A5054049660,exact,I99464096
877,Jean-Baptiste Pingault,A5013110004,exact,I45129253
3131,Gaetano Gaballo,A5050845326,exact,I83860666
365,Liran Shlush,A5034717529,alias,I53964585
1758,Daniele Brida,A5082810697,exact,I186903577
1428,Eva Ternon,A5045085411,alias,I1294671590
2971,Kristina Kislyakova,A5079437698,alias,I129774422
1244,Fernando Montealegre-Zapata,A5049927845,alias,I51532219
2030,Simon Olsson,A5022575407,alias,I66862912
1983,Massimiliano Gennaro Esposito,A5023030824,fuzzy,I186903577
3586,Nathan Faivre,A5051118769,alias,I1294671590
3870,Clemens Wöllner,A5082494917,exact,I159176309
1557,Alexandre Jean-Marie Schubnel,A5065572521,fuzzy,I1294671590
70,Friedrich Förster,A5073848521,alias,I193662353
1465,Jan-Hendrik Hehemann,A5062026003,exact,I180437899
2379,Yakir Vizel,A5024975162,exact,I174306211
3895,Nicolas James Laurent Fernando De Warren,A5076386108,fuzzy,I99464096
3476,Antonio De Lauri,A5081034645,exact,I2800297018
1398,Miklos Abert,A5090415354,exact,I127817813
3605,Abbie Hantgan-Sonko,A5063756359,alias,I1294671590
3473,Maria Melchior,A5082721015,exact,I154526488
388,Ruth Scherz-Shouval,A5006544087,alias,I53964585
16,Petya Violinova Krasteva,A5013510837,alias,I1294671590
1803,Antonin Vacheret,A5103825356,alias,I47508984
566,Tiago Ramos Alegre Branco,A5007641436,fuzzy,I45129253
3564,Andrea Martin,A5074060464,alias,I149899117
1224,Ivan Matic,A5040520718,exact,I149899117
1267,Cristina Maria Da Costa Silva Pereira,A5080716262,fuzzy,I83558840
268,Pekka Katajisto,A5012423760,alias,I133731052
1931,Marie-Ingrid Richard,A5069136323,alias,I2738703131
3347,Stefan Giljum,A5036854135,alias,I102248843
3822,Olga Tribulato,A5051893344,alias,I149461666
955,Vincent Wilfred Vishal-Kapoor Jaddoe,A5107875416,fuzzy,I2801952686
3007,Silvia Galli,A5102003835,alias,I1294671590
4153,Elise Pape,A5034621661,alias,I90669466
1272,Lionel Xavier Dupuy,A5011601478,alias,I4210129734
3229,Mary Rogan,A5048723929,alias,I205274468
2674,David Sarinn Pech,A5028295626,fuzzy,I1294671590
324,Sascha Martens,A5029002091,alias,I129774422
1863,Dominik Kraus,A5063046560,alias,I4665924
2603,Oliver Höhn,A5113862039,alias,I161046081
3375,Károly Takács,A5015566794,alias,I102134673
145,Annaliese Mason,A5017354853,alias,I135140700
128,Francesco Iorio,A5084431909,alias,I4210115812
1451,Pascal Bohleber,A5087770878,exact,I127251866
3374,Claes Holger De Vreese,A5103785726,alias,I887064364
2880,Aleksandr Ovsianikov,A5091349126,alias,I145847075
1881,Moshe Ben Shalom,A5088510360,alias,I16391192
1616,Karin Leistner,A5008244988,exact,I2610724
118,Miao-Ping Chien,A5076454824,exact,I2801952686
628,Jean Livet,A5014215458,alias,I39804081
992,Michael Bok,A5049417712,alias,I187531555
4069,Nadine Schibille,A5006785460,alias,I1294671590
1173,Julia Qüesta,A5039827810,alias,I4210158808
2857,Karen Veroy-Grepl,A5064473378,alias,I83019370
1708,Miguel Fernandes Paulos,A5025389654,alias,I1294671590
2974,Alessandra Silvestri,A5102979651,alias,I121797337
1497,Alberto Vitale Brovarone,A5009989419,alias,I9360294
895,Rudolf Allert De Boer,A5031658795,alias,I2801952686
1759,Simon David Badger,A5017973670,alias,I55143463
3827,Lindiwe Dovey,A5090284553,alias,I31575130
1467,Mustafa Yucel,A5006534189,exact,I201799495
576,Marta De Aragão Pacheco Moita,A5054158726,fuzzy,I113358080
3938,Matteo Millan,A5004741889,exact,I138689650
3768,Susana Viegas,A5061979104,alias,I83558840
3774,Geraldine Le Roux,A5081156306,exact,I161929037
1826,Romain Roger Quidant,A5070996686,fuzzy,I35440088
1698,Balt Van Rees,A5054152988,alias,I142476485
1452,Jia Chen,A5100416035,alias,I62916508
670,Noam Stern-Ginossar,A5082856046,alias,I53964585
2897,Tobias-Rossell Gerard,A5024241530,alias,I134820265
1324,Phan Thanh Nam,A5048239767,alias,I8204097
3534,Inga Dora Sigfusdottir,A5108117394,fuzzy,I123185442
941,Henrik Zetterberg,A5103818906,alias,I881427289
1891,Jeremie Palacci,A5055738338,exact,I157556583
1031,Jarno Vanhatalo,A5057385440,exact,I133731052
2217,Laura Hartmann,A5073720658,exact,I161046081
925,Tomasz Jan Guzik,A5040329167,alias,I98677209
1361,Eva Viehmann,A5006235119,alias,I22465464
572,Pascale Bomont,A5074532965,alias,I154526488
1394,David Perez Garcia,A5103936089,exact,I121748325
4030,Maria De Lurdes Pereira Rosa,A5088188023,alias,I83558840
2975,Victoria Laura Antoci,A5035358816,alias,I96673099
1925,Pierre Thibault,A5009187210,alias,I142444530
2142,Arnaud Comment,A5042577267,alias,I241749
2811,Antonio D'Amore,A5067981873,alias,I4210150906
4100,Emanuele Campiglio,A5080543399,exact,I9360294
360,Benoit Chassaing,A5053821596,alias,I154526488
3742,Cecilia Muratori,A5032321717,alias,I25217355
3187,Julian Di Giovanni,A5071184783,alias,I170486558
3840,Tian Yuan Tan,A5006100628,exact,I40120149
952,Brian Huntly,A5099013894,fuzzy,I241749
4077,Lorenz Rahmstorf,A5071805941,alias,I74656192
2965,Ondrej Pejcha,A5026263890,exact,I21250087
2,Clemens Plaschka,A5112598398,alias,I195525897
3971,Elena Franchi,A5110774155,exact,I193223587
2335,Cristiana Di Valentin,A5076721274,alias,I189158943
4068,Rebekka Asta Elizabeth Von Mallinckrodt,A5063942753,fuzzy,I180437899
2907,Guillermo Jose Rein,A5109432594,fuzzy,I47508984
3127,Andrew Rhodes,A5066774610,alias,I4210092408
3298,Anne Rasmussen,A5004039145,exact,I183935753
746,Bruno Miguel De Carvalho E Silva Santos,A5107862620,fuzzy,I141596103
2715,Robert Huber,A5112417481,alias,I9341345
1609,Samuel Jones,A5060666192,alias,I79619799
1488,Robert Hilton,A5056968044,alias,I40120149
3061,Daniele Antonangeli,A5111158876,alias,I1294671590
2372,Gil Cohen,A5018113933,alias,I16391192
2164,Jianting Ye,A5109664813,alias,I169381384
1460,Wei-Li Hong,A5078847976,alias,I161593684
2033,Nikolay Kosinov,A5107885491,exact,I83019370
4022,Claire Zalc,A5014443416,exact,I1294671590
3594,Yuval Hart,A5102728418,alias,I197251160
1172,Velia Siciliano,A5102898391,alias,I30771326
3651,John Robert Gareth Williams,A5046795259,fuzzy,I130828816
286,Moritz Nowack,A5079001964,alias,I2802017950
112,Claudia Keller Valsecchi,A5019867019,fuzzy,I1850255
1228,Henning Jacob Jessen,A5113237150,fuzzy,I161046081
2620,Carlos Alonso Ramos,A5108113044,alias,I1294671590
3633,Birte Forstmann,A5069594618,alias,I887064364
1474,Cathy Quantin-Nataf,A5081103620,alias,I100532134
722,Serge Mostowy,A5109480889,alias,I4210089966
2032,Thomas Jagau,A5052226863,fuzzy,I99464096
1569,Benjamin John Murray,A5102903529,fuzzy,I130828816
3871,Monika Salzbrunn,A5010218346,exact,I97565354
3632,Daniel Margulies,A5108119313,fuzzy,I1294671590
1392,Peter Keevash,A5093875956,alias,I40120149
2669,Francois Andrieu,A5071461121,alias,I2738703131
1296,Javier Fresán,A5075747054,exact,I39804081
605,Simon Hippenmeyer,A5110924729,alias,I157556583
3285,Charles Wilson,A5047477714,alias,I40120149
3850,Jill Walker Rettberg,A5112732942,alias,I4432739
563,Ana Joao Gomes Rodrigues,A5108827752,fuzzy,I99682543
1292,Antoine Levitt,A5040118029,exact,I277688954
3694,Eveline Adriana Maria Crone,A5109684799,fuzzy,I913958620
2988,Francesco De Gasperin,A5081768423,alias,I875825670
2138,Beatriz Roldan Cuenya,A5065326930,exact,I149899117
746,Bruno Miguel De Carvalho E Silva Santos,A5112022689,fuzzy,I141596103
1531,Karine Sellegri,A5114340128,alias,I1294671590
1574,Thomas Ingo Rafael Walter,A5107934994,fuzzy,I4210152878
242,Edouard Hannezo,A5114026040,exact,I157556583
3798,Patricia Vieira,A5061913426,exact,I4392738281
2048,Stefan Weber,A5101911083,exact,I100066346
204,Nuria Lopez Bigas,A5006614776,alias,I4210122345
2367,Andreas Geiger,A5114401566,exact,I8087733
4150,Carna Brkovic,A5019346720,alias,I197323543
3716,Andrea Evers,A5103895527,fuzzy,I121797337
24,Gerbrand Van Der Heden Van Noort,A5033653145,alias,I2800006345
1257,Ana Isabel Caño Delgado,A5098645781,fuzzy,I4210158808
996,Roberto Salguero-Gómez,A5072763341,alias,I40120149
2272,Nuno Silva,A5051621503,alias,I60858718
3093,Marta Volonteri,A5087752642,exact,I1294671590
663,Paul Bourgine,A5006777098,alias,I187531555
3520,Daniele Vignoli,A5075260851,alias,I45084792
996,Roberto Salguero-Gómez,A5069697028,alias,I40120149
395,Amélie Bonnefond,A5025636710,alias,I154526488
2215,Leopoldo Molina-Luna,A5011754505,alias,I31512782
2350,Wolfgang Schmitt,A5082829143,exact,I205274468
2549,Gustau Camps-Valls,A5039052506,exact,I16097986
2004,Davide Marenduzzo,A5001134453,alias,I98677209
2109,Francesco Ricci,A5018935401,alias,I116067653
2172,Valérie Gabelica,A5013458899,alias,I154526488
2878,Jin-Chong Tan,A5073692835,exact,I40120149
1258,Thorsten Schnurbusch,A5089171994,exact,I4210127902
1736,Nikolay Gromov,A5041807424,exact,I183935753
3346,Staffan I. Lindberg,A5082109923,exact,I881427289
1478,Trude Storelvmo,A5025021005,exact,I184942183
2683,Stephan Sylvest Keller,A5036535149,exact,I96673099
1102,Anna Kuparinen,A5058555514,exact,I94722563
2591,Paavo Rasilo,A5030192236,alias,I166825849
2627,Eitan Yaakobi,A5021586372,exact,I174306211
213,Petr Svoboda,A5060049750,exact,I4210138103
2569,Rasmus Pagh,A5014293815,exact,I83467386
1265,Nikolaj Gadegaard,A5049586449,exact,I7882870
2658,Christophe Collette,A5083554070,exact,I157674565
2125,Malte Drescher,A5077199202,exact,I189712700
1707,Marcus Huber,A5027058735,alias,I145847075
4156,Jaroslav Švelch,A5037686951,exact,I21250087
409,Manuel Valiente,A5056747631,exact,I4210089594
4050,Pietro Daniel Omodeo,A5042205000,alias,I149461666
4189,Michael Karl Köhl,A5102800988,fuzzy,I135140700
3242,Linda Gröning,A5013061549,exact,I4432739
2104,Chiara Cappelli,A5081229473,exact,I157210198
1836,Roee Ozeri,A5091027104,exact,I53964585
2558,Vladimir Kolmogorov,A5112860886,alias,I157556583
1626,Ian Marius Peters,A5061704673,alias,I171892758
1974,Julie Grollier,A5035082537,exact,I1294671590
3260,Wim Hardyns,A5039222863,alias,I32597200
2600,François Leo,A5073461329,exact,I132053463
2393,Jan Kretinsky,A5074485601,alias,I21449261
1344,Vincent Calvez,A5114375058,alias,I1294671590
4057,Miles Larmer,A5061022789,alias,I40120149
2043,Karl Börjesson,A5057304913,alias,I881427289
2102,Tobias Weidner,A5032665317,exact,I204337017
1304,Gabor Szabo,A5054049660,alias,I99464096
877,Jean-Baptiste Pingault,A5013110004,alias,I45129253
3131,Gaetano Gaballo,A5050845326,alias,I83860666
1758,Daniele Brida,A5082810697,alias,I186903577
1428,Eva Ternon,A5045085411,exact,I1294671590
2030,Simon Olsson,A5022575407,exact,I66862912
3586,Nathan Faivre,A5051118769,exact,I1294671590
3870,Clemens Wöllner,A5082494917,alias,I159176309
70,Friedrich Förster,A5073848521,exact,I193662353
1465,Jan-Hendrik Hehemann,A5062026003,alias,I180437899
2379,Yakir Vizel,A5024975162,alias,I174306211
4166,Nicolas James Laurent Fernando De Warren,A5076386108,fuzzy,I99464096
3476,Antonio De Lauri,A5081034645,alias,I2800297018
1398,Miklos Abert,A5090415354,alias,I127817813
3473,Maria Melchior,A5082721015,alias,I154526488
388,Ruth Scherz-Shouval,A5006544087,exact,I53964585
1803,Antonin Vacheret,A5103825356,exact,I47508984
1224,Ivan Matic,A5040520718,alias,I149899117
268,Pekka Katajisto,A5012423760,exact,I133731052
1931,Marie-Ingrid Richard,A5069136323,exact,I2738703131
3347,Stefan Giljum,A5036854135,exact,I102248843
3822,Olga Tribulato,A5051893344,exact,I149461666
4153,Elise Pape,A5034621661,exact,I90669466
3229,Mary Rogan,A5048723929,exact,I205274468
324,Sascha Martens,A5029002091,exact,I129774422
2603,Oliver Höhn,A5113862039,exact,I161046081
3375,Károly Takács,A5015566794,exact,I102134673
128,Francesco Iorio,A5084431909,exact,I4210115812
1451,Pascal Bohleber,A5087770878,alias,I127251866
3374,Claes Holger De Vreese,A5103785726,exact,I887064364
