rid,eu_name,authorid,sci_name,match_type
1489,Stefano Manzoni,A5107749509,Manzoni Stefano,alias
1467,Mustafa Yucel,A5109859077,Mustafa Yücel,alias
1124,Rafael Sanjuan Verdeguer,A5000700661,Rafael Sanjuán Verdeguer,alias
803,Ines Thiele,A5074725115,Ines Thiele,alias
952,Brian Huntly,A5029251605,Brian J.P. Huntly,alias
1105,Patrik Nosil,A5030592051,Patrik Nosil,alias
914,Claudia Allemani,A5107970561,Claudia Allemani,alias
800,Ben Jeurissen,A5052945963,Ben Jeurissen,alias
1295,David Holmes,A5005144283,David Holmes,alias
1446,Wim Thiery,A5049409942,Wim Thiery,alias
1194,Kai Papenfort,A5060415677,Kai Papenfort,alias
1097,Martin Kaltenpoth,A5059004438,Martin Kaltenpoth,alias
111,David Burstein,A5107405335,David Burstein,alias
1091,Julien Cote,A5015359801,Julien Côté,alias
1924,Patrick Maletinsky,A5021879783,Patrick Maletinsky,alias
1726,Philippe Corboz,A5055142434,Philippe Corboz,alias
226,Antonin Morillon,A5061414099,Antonin Morillon,alias
1047,Dedmer Van De Waal,A5014772924,Dedmer B. Van de Waal,alias
1099,Marie Dacke,A5049267273,Marie Dacke,alias
1119,Avigdor Eldar,A5021495858,Avigdor Eldar,alias
1399,Daniel Kral,A5027559065,Daniel Kráľ,alias
1932,Pietro Tierno,A5044821677,Pietro Tierno,alias
723,Luisa Figueiredo,A5031040469,Luísa M. Figueiredo,alias
1559,Hendrik Fuchs,A5011101907,Hendrik Fuchs,alias
1703,Witlef Wieczorek,A5032787487,Witlef Wieczorek,alias
1460,Wei-Li Hong,A5024497574,Baofu Li,alias
1764,Ronald Hanson,A5037076126,Ronald D. Hanson,alias
43,Sebastian Glatt,A5012531471,Sebastian Glatt,alias
572,Pascale Bomont,A5108106520,Pascale Bomont,alias
1165,Gavin Thomas,A5107789905,Gavin Thomas,alias
1350,Xin Li,A5017921288,Li xin,alias
216,Alexander Stark,A5018957135,Stark Alexander,alias
2391,Matthias Niessner,A5007132297,M. Nießner,alias
3400,Laura Taylor,A5061586627,Laura Taylor,alias
2794,Esteban Ferrer,A5103748385,Ferrer Esteban,alias
2641,Yao-Hong Liu,A5103774175,Liu Yao-Hong,alias
2536,Daniel Cremers,A5087710605,Daniel Cremers,alias
2387,Manuel Gomez Rodriguez,A5037480677,Manuel Romero‐Gómez,alias
4132,Massimo Tavoni,A5062402898,Massimo Tavoni,alias
3356,Jason Aaron Reifler,A5037475402,Jason Reifler,alias
3687,Kenneth Smith,A5020926211,Kenny Smith,alias
2694,Róisín Meabh Owens,A5076048603,Róisı́n M. Owens,alias
2607,Emmanuel Lhuillier,A5036081515,Emmanuel Lhuillier,alias
2611,Klas Tybrandt,A5059108681,Klas Tybrandt,alias
3572,Giovanni Petri,A5063367289,Giovanni Petri,alias
2893,Erik Bitzek,A5063333508,Erik Bitzek,alias
4224, ,A5018222715,Pieter Bevelander,alias
3161,Marek Pycia,A5001011963,Marek Pycia,alias
3482,Iñaki Permanyer Ugartemendia,A5084881724,Iñaki Permanyer,alias
4145,Deborah Nadal,A5027503569,DEBORAH NADAL,alias
3345,Roland Erne,A5014907329,Roland Erne,alias
3982,Lucia Raggetti,A5104406950,Lucia Raggetti,alias
1609,Samuel Jones,A5007770269,Samuel Jones,alias
492,Mario Pende,A5096358199,Mario Pende,alias
1177,Emma Andersson,A5069955293,Emma Andersson,alias
1253,Steffen Klamt,A5080707502,Steffen Klamt,alias
999,Jan De Vries,A5100670291,Jan de Vries,alias
1987,Tobias Kampfrath,A5024467226,Tobias Kampfrath,alias
1746,Christoph Weniger,A5021706010,Christoph Weniger,alias
1641,Feng Gao,A5100619268,Feng Gao,alias
1851,Francisco José Rodríguez Fortuño,A5043497375,Francisco J. Rodríguez‐Fortuño,alias
384,Sarah Doyle,A5067053382,Sarah Doyle,alias
1350,Xin Li,A5100354068,Xin Li,alias
584,Tim Vogels,A5085417824,Tim P. Vogels,alias
104,Remco Sprangers,A5051714306,Remco Sprangers,alias
1350,Xin Li,A5100353869,Xin Li,alias
505,Jaime De Juan-Sanz,A5031255857,Jaime de Juan‐Sanz,alias
1352,Tuomo Kuusi,A5110357066,Tuomo Kuusi,alias
1350,Xin Li,A5100680525,Xin Li,alias
1641,Feng Gao,A5021174030,Feng Gao,alias
1101,Ofer Feinerman,A5029463008,Ofer Feinerman,alias
1350,Xin Li,A5100354038,Xin Li,alias
1829,Shuang Zhang,A5100321566,Shuang Zhang,alias
820,Rony Dahan,A5004644725,Rony Dahan,alias
1623,Amelie Heuer-Jungemann,A5066800511,Amelie Heuer‐Jungemann,alias
851,Daniël Pijnappels,A5041678517,Daniël A. Pijnappels,alias
1301,Pierre Jacob,A5111484373,Pierre Jacob,alias
1350,Xin Li,A5100353954,Xin Li,alias
1350,Xin Li,A5113397682,Xin Li,alias
1776,Alexander Schmidt,A5099334682,Alexander Schmidt,alias
1390,Sofia Olhede,A5094544762,Sofia Olhede,alias
248,Peter Walentek,A5007459229,Walentek Peter,alias
386,Elmar Wolf,A5030749100,Elmar Wolf,alias
1399,Daniel Kral,A5027469037,Daniel Kral,alias
1089,Thomas Richards,A5091866593,Richards Thomas,alias
1883,Filipe Maia,A5040953627,filipe maia,alias
3547,Lars Meyer,A5093572213,Lars Meyer,alias
2651,Sandra Hirche,A5094095010,Sandra Hirche,alias
2778,Ciara Murphy,A5095018594,Ciara Murphy,alias
3687,Kenneth Smith,A5045859050,Kenneth Sanders Smith,alias
2305,Stephan Sieber,A5048928672,Stephan A. Sieber,alias
2314,Guillermo Minguez Espallargas,A5031949580,Guillermo Mı́nguez Espallargas,alias
3064,Emilia Kilpua,A5020163516,Emilia Kilpua,alias
3630,Bernhard Staresina,A5087500318,Bernhard P. Staresina,alias
3276,Markus Wagner,A5071508301,Markus R. Wagner,alias
3061,Daniele Antonangeli,A5004482216,Daniele Antonangeli,alias
2998,Akira Endo,A5036791785,Akira Endo,alias
3156,Paolo Pinotti,A5063890448,Paolo Pinotti,alias
4224, ,A5069074805,Rawee Teanpaisan,alias
2908,Isaac Boxx,A5036031568,Isaac Boxx,alias
2813,Wei Cao,A5100694032,Wei Cao,alias
4232, ,A5006069239,Annapaola Franchitto,alias
3456,Tobias Stark,A5087013467,Tobias Stark,alias
3779,Aaron Butts,A5094390754,Aaron Butts,alias
2408,Katrina Ligett,A5104771194,Katrina Ligett,alias
2409,Thomas Schneider,A5102430278,Thomas Schneider,alias
2097,Ian Sharp,A5010863373,Ian Sharp,alias
4146,Marta Dominguez Diaz,A5046274488,Marta Díaz‐Dominguez,alias
2734,Chun Huang,A5110128323,Chun Huang,alias
4017,Felix Riede,A5065442345,Felix Riede,alias
1705,Konstantinos Makris,A5102380056,Konstantinos Makris,alias
1578,Diego Perugini,A5102405619,Perugini Diego,alias
1452,Jia Chen,A5113126126,Chen Jia,alias
1350,Xin Li,A5100354022,Xin Li,alias
1350,Xin Li,A5100353696,Xin Li,alias
1881,Moshe Ben Shalom,A5088510360,Moshe Shalom,alias
1350,Xin Li,A5100353970,Xin Li,alias
535,Hiroshi Ito,A5107596276,Hiroshi Ito,alias
348,Eleanor Raffan,A5027584095,Eleanor Raffan,alias
1402,Joel Fine,A5068382211,Joël Fine,alias
1829,Shuang Zhang,A5048736406,Shuang Zhang,alias
973,Massimiliano Pagani,A5102240642,Massimiliano Pagani,alias
1982,Emanuela Zaccarelli,A5102315625,Emanuela Zaccarelli,alias
482,Peter Friedl,A5102475453,Peter Friedl,alias
266,Ulrika Marklund,A5103293187,Ulrika Marklund,alias
2452,Torsten Hoefler,A5102459643,Torsten Hoefler,alias
3484,Irena Kogan,A5103319151,Irena Kogan,alias
3518,Henrik Vigh,A5094622033,Henrik Vigh,alias
2935,Timon Rabczuk,A5106257042,Timon Rabczuk,alias
2824,Angela Madeo,A5016213848,M Belcher Angela,alias
2432,Gil Segev,A5110784968,Segev Gil,alias
2128,Alexandre Tkatchenko,A5061348343,Tkatchenko Alexandre,alias
2109,Francesco Ricci,A5022923024,Francesco Ricci,alias
3846,Marc Brightman,A5029105908,Marc Brightman,alias
2676,Ming Cao,A5013282143,Ming Cao,alias
4221,Benjamin Lehner,A5053879406,Benjamin A.E. Lehner,alias
3287,David Kosar,A5102172849,David Kosař,alias
2305,Stephan Sieber,A5102176174,Stephan Sieber,alias
2464,Jian-Jia Chen,A5102277596,Chen Jian-Jia,alias
4224, ,A5104796675,— —,alias
4053,Liat Kozma,A5062637310,Liat Kozma,alias
740,Marc Schmidt-Supprian,A5089219567,Marc Schmidt‐Supprian,alias
111,David Burstein,A5101885296,David Burstein,alias
1635,Magnus Jonsson,A5057206902,Magnus P. Jonsson,alias
1295,David Holmes,A5088495021,David Holmes,alias
1637,Christian Müller,A5035471597,Christian Müller,alias
513,Urte Neniskyte,A5075562148,Urtė Neniškytė,alias
256,Matyas Fendrych,A5069334889,Matyáš Fendrych,alias
418,Matthew Campbell,A5101842585,Matthew Campbell,alias
1235,Georgios Skretas,A5081417503,Γεώργιος Σκρέτας,alias
219,Ron Milo,A5101564860,Ron Milo,alias
1350,Xin Li,A5101411468,Xin Li,alias
1350,Xin Li,A5100859723,XIAO-YAN LI,alias
1282, ,A5103126567,Christian Fernández,alias
1350,Xin Li,A5109521145,Xin Li,alias
869,Mathilde Touvier,A5025799976,Touvier Mathilde,alias
98,Danny Huang,A5050075955,Yuhao Huang,alias
979, ,A5022030953,Georgian Bădicu,alias
1282, ,A5022030953,Georgian Bădicu,alias
1291,Alexandra Carpentier,A5021658783,Alexandra Carpentier,alias
1350,Xin Li,A5108069508,Xin Li,alias
979, ,A5062308844,J. Zafarani,alias
306,Ana Martin-Villalba,A5024253253,Martin-Villalba Ana,alias
2465,Michal Feldman,A5103282352,Michal Feldman,alias
3412,Harriet Over,A5056830537,Harriet Over,alias
4224, ,A5103220135,Anna Rita Atti,alias
2586,Per Augustsson,A5017299669,Per Augustsson,alias
2742,Qinghua Lei,A5085238022,Qinghua Lei,alias
2807,Andreas Fischer,A5101588099,Andreas Fischer,alias
2409,Thomas Schneider,A5103225381,T. Schneider,alias
2676,Ming Cao,A5101947348,Ming Cao,alias
3271,Tom Van Der Meer,A5070076633,Tom V. van der Meer,alias
3226,Thibault Schrepel,A5009098941,Thibault Schrepel,alias
3004,Stefan Kraus,A5034330822,Stefan Kraus,alias
3844,Beate Fricke,A5086232926,Beate Fricke,alias
3843,Winfried Rudolf,A5048113968,Winfried Rudolf,alias
3687,Kenneth Smith,A5079641573,Kenneth Smith,alias
3343,Janine Clark,A5068115939,Janine A. Clark,alias
2187,Benjamin Palmer,A5057164553,B. S. Palmer,alias
4224, ,A5062308844,J. Zafarani,alias
3996,Philipp Stockhammer,A5065087354,Philipp W. Stockhammer,alias
4052,Julien Loiseau,A5078680462,Julien Loiseau,alias
1961,Hendrik Dietz,A5063762928,Hendrik Dietz,alias
1185,Guillaume Lobet,A5034378952,L Guillaume,alias
1622,Tong Li,A5107940776,Tong Li,alias
1641,Feng Gao,A5107415236,Feng Gao,alias
535,Hiroshi Ito,A5101113815,Ito Hiroshi,alias
1177,Emma Andersson,A5032450663,Emma Andersson,alias
9,Thomas Sharp,A5110079627,Thomas Sharp,alias
1622,Tong Li,A5114643136,Tong Li,alias
1761,Maurizio Pierini,A5107906057,Maurizio Pierini,alias
1350,Xin Li,A5051465059,Xin Li,alias
1350,Xin Li,A5049793899,Xin Li,alias
987,Ricardo Araújo,A5090051726,R. de S. Araújo,alias
1350,Xin Li,A5101809565,Li Xin,alias
521,Alessandro Gozzi,A5033758172,alessandro gozzi,alias
2813,Wei Cao,A5108048885,Wei Cao,alias
2807,Andreas Fischer,A5099650240,Andreas Fischer,alias
3744,Enrique Jiménez,A5098314699,Enrique Jiménez,alias
3943,Andrea Acri,A5095505247,Andrea Acri,alias
3618,Clare Press,A5006234004,Clare Press,alias
3152,Eduardo Perez,A5109838932,Eduardo Pérez,alias
3741,Joel Thiago Klein,A5049638701,Joel Thiago Klein,alias
2734,Chun Huang,A5012804430,Huang Chun,alias
2813,Wei Cao,A5037768707,Wei Cao,alias
3857,Matteo Martelli,A5009894657,Matteo Martelli,alias
3428,Anna Harris,A5082964474,Anna Harris,alias
2398,Srikanth Srinivasan,A5102541655,Srikanth Srinivasan,alias
3847,Silvia Ferrara,A5089662636,Silvia Ferrara,alias
2395,Alexandru Ioan Tomescu,A5063897224,Alexandru I. Tomescu,alias
3826,Julian Henriques,A5030926796,Julian Henriques,alias
2488,Matteo Maffei,A5081870393,Maffei Matteo,alias
418,Matthew Campbell,A5045304072,Matthew Campbell,alias
960,Dan Peer,A5103097324,Dan Peer,alias
798,Michael White,A5102732243,Michael R. White,alias
1776,Alexander Schmidt,A5101598681,Alexander Schmidt,alias
1350,Xin Li,A5101444640,Xin Li,alias
724,Petr Broz,A5066493534,Petr Brož,alias
1350,Xin Li,A5070842363,X. Q. Li,alias
1409,Martin Burger,A5108423305,M. Burger,alias
50,Robert Ernst,A5023286928,Robert A Ernst,alias
1506,Corrado Cimarelli,A5032009322,Corrado Cimarelli,alias
1692,Tetiana Hryn'Ova,A5107850624,Tetiana Hryn'ova,alias
1871,Nicola Poccia,A5000051042,Poccia Nicola,alias
1399,Daniel Kral,A5112273964,Daniel Kral,alias
1295,David Holmes,A5112719158,David Holmes,alias
134,Xiaoqi Feng,A5112943671,Xiaoqi Feng,alias
1350,Xin Li,A5001468507,Xin Li,alias
1324,Phan Thanh Nam,A5090740718,Thanh Nam Phan,alias
1108,Gentile Francesco Ficetola,A5007433758,Francesco Ficetola,alias
2626,Elisa Vianello,A5102867038,Elisa Vianello,alias
4155,Minh Nguyen,A5103185024,Minh M. Nguyen,alias
2813,Wei Cao,A5101993001,Wei Cao,alias
4155,Minh Nguyen,A5102099657,Minh Nui Nguyen,alias
4232, ,A5066730902,Dwi Irawati,alias
2778,Ciara Murphy,A5048574327,Ciara L. Murphy,alias
2629,Francesco Negro,A5103448083,Francesco Negro,alias
3110,Alessia Russo,A5103922083,Alessia Russo,alias
3730,Peter Webb,A5026311077,Peter Webb,alias
2283,Maksym Kovalenko,A5112558326,M Kovalenko,alias
3922,Raul Carstocea,A5070859850,Raul Cârstocea,alias
2546,Anna-Leena Korhonen,A5040854564,Anna-Leena Korhonen,alias
4155,Minh Nguyen,A5083269389,Minh Hoang Nguyen,alias
3768,Susana Viegas,A5067102861,Susana Viegas,alias
98,Danny Huang,A5051127191,Danny Huang,alias
1930,Christoph Stampfer,A5092949590,Stampfer Christoph,alias
1711,Nathan Goldman,A5102273712,Nathan Goldman,alias
2018,Francesco De Angelis,A5102458137,Francesco De Angelis,alias
1637,Christian Müller,A5104867715,Christian Müller,alias
524,Lisa Fenk,A5078337747,Lisa M. Fenk,alias
293,Julien Dumont,A5044435724,Julien Dumont,alias
93,John Briggs,A5043915892,John Briggs,alias
1350,Xin Li,A5100353770,Xin Li,alias
956,Shy Shoham,A5106425206,Shy Shoham,alias
1177,Emma Andersson,A5032601567,Emma Andersson,alias
1452,Jia Chen,A5063205513,Jia Chen,alias
1649,Viviana Cavaliere,A5105840212,Viviana Cavaliere,alias
1680,Xin-Yu Luo,A5037857717,Yuxin Luo,alias
544,Boyan Bonev,A5049857254,Boyán Bonev,alias
2088,Oren Tal,A5060270648,Tal Oren,alias
3456,Tobias Stark,A5097263802,Tobias Stark,alias
2516,Dániel Marx,A5097364771,Daniel Marx,alias
3285,Charles Wilson,A5104968884,Charles Wilson,alias
2409,Thomas Schneider,A5101211979,Thomas Schneider,alias
3875,Eyal Weizman,A5114599016,Eyal Weizman,alias
2673,Oren Cohen,A5105871319,Oren Cohen,alias
2188,Fernanda Duarte,A5072050356,Fernanda Duarte,alias
3378,Michal Alberstein,A5061589101,Michal Alberstein,alias
2670,Christian Ott,A5105455119,Christian Ott,alias
2589,David Phillips,A5097365552,David Phillips,alias
2589,David Phillips,A5097515423,David Phillips,alias
3476,Antonio De Lauri,A5097553306,Antonio De Lauri,alias
2589,David Phillips,A5097620187,David Phillips,alias
3252,Jorge Fernandes,A5003252828,Jorge Fernandes,alias
3491,Shanshan Lan,A5047905663,Shanshan Lan,alias
3979,Gabor Karman,A5097658559,Gábor Kármán,alias
4093,Mark Ward,A5114750505,Mark Ward,alias
1477,Alida Timar-Gabor,A5107739592,Alida Gabor Timar,alias
1460,Wei-Li Hong,A5103653364,LI Hong-wei,alias
1578,Diego Perugini,A5104002320,Diego Perugini,alias
1350,Xin Li,A5104037765,Xin Li,alias
1452,Jia Chen,A5046750298,Jia Chen,alias
1350,Xin Li,A5104188421,Xin Li,alias
1452,Jia Chen,A5016430366,Chen Jia,alias
1622,Tong Li,A5100544524,Tong Li,alias
3755,Silke Felber,A5092977114,Silke Felber,alias
3750,Sanjukta Sunderason,A5104510326,Sanjukta Sunderason,alias
2770,Daniel Nieto,A5002798218,Daniel Ortega Nieto,alias
2676,Ming Cao,A5064128887,Ming Cao,alias
3123,Joan Llull,A5096767445,Joan Llull,alias
2464,Jian-Jia Chen,A5078101931,Chen Jian-jia,alias
3896,Subha Mukherji,A5114727782,SUBHA MUKHERJI,alias
3911,Maria Nowak,A5065805533,Maria Nowak,alias
3982,Lucia Raggetti,A5104744076,Lucia Raggetti,alias
503,Peter Kok,A5110961984,Peter Kok,alias
514,Amaia Arranz,A5110970846,Amaia Arranz,alias
1350,Xin Li,A5111125033,Xin Li,alias
1622,Tong Li,A5108826501,Tong Li,alias
1350,Xin Li,A5064711271,Xin-li,alias
1,Andreas Bock,A5113070857,Andreas Bock,alias
1282, ,A5076584813,Stephen W. Kalule,alias
861,Matthijs Brouwer,A5068023068,Matthijs Brouwer,alias
2346,Sven Schneider,A5065557693,Sven Schneider,alias
2245,Joseph Moran,A5084777944,Joseph J. Moran,alias
3941,Wei Chu,A5110369310,Wei Chu,alias
3903,Eugene Costello,A5110884349,Eugene Costello,alias
2503,Thomas Neumann,A5110976504,Thomas Neumann,alias
3320,James Woodcock,A5055162440,James D. Woodcock,alias
2742,Qinghua Lei,A5030504384,Qinghua Lei,alias
2375,Serena Villata,A5107082118,Serena Villata,alias
3550,John Mansfield,A5010474953,John Mansfield,alias
3251,Maebh Harding,A5079823089,Maebh Harding,alias
1820,Walter Winter,A5044823472,W A Winter,alias
1390,Sofia Olhede,A5094563833,Sofia Olhede,alias
1776,Alexander Schmidt,A5104817612,Alexander Schmidt,alias
219,Ron Milo,A5101019333,Milo Ron,alias
1350,Xin Li,A5100405544,Xin Li,alias
135,Lynn Vanhaecke,A5020489772,Lynn Vanhaecke,alias
1350,Xin Li,A5022909458,Xin Li,alias
1460,Wei-Li Hong,A5103784077,LI Hong-wei,alias
1168,Li Tang,A5103912694,TANG Li,alias
1829,Shuang Zhang,A5104169272,Shuang ZHANG,alias
360,Benoit Chassaing,A5104856455,Benoît Chassaing,alias
1902,Ajit Srivastava,A5109119081,Ajit Srivastava,alias
1033,Laszlo Nagy,A5048452067,László Nagy,alias
1350,Xin Li,A5033267606,Xin Li,alias
384,Sarah Doyle,A5011174938,Sarah Doyle,alias
1622,Tong Li,A5012977186,Tong Li,alias
1282, ,A5115473649, ,alias
195,Ido Amit,A5048280875,Ido Amit,alias
1778,Thomas Zentgraf,A5051981300,Thomas Zentgraf,alias
1807,Alessandro Bacchetta,A5025191314,Alessandro Bacchetta,alias
1992,Jan Kunes,A5026526510,J. Kuneš,alias
1530,Richard Katz,A5072055335,Richard A. Katz,alias
1038,Eva Stukenbrock,A5005847037,Eva H. Stukenbrock,alias
103,Oliver Daumke,A5059679748,Oliver Daumke,alias
132,Jeroen De Ridder,A5071483953,Jeroen de Ridder,alias
525,Susanne Hoffmann,A5049323019,Susanne Hoffmann‐Eifert,alias
3371,Philip Howard,A5044918254,Philip Howard,alias
3420,Ilona Croy,A5094820766,Ilona Croy,alias
3828,Charlotte Ribeyrol,A5097567897,Charlotte Ribeyrol,alias
3702,Martine Robbeets,A5104810118,Martine Robbeets,alias
3158,Alfred Galichon,A5104816405,Alfred Galichon,alias
3285,Charles Wilson,A5104846508,Charles Wilson,alias
2882,Christian Greiner,A5114626175,Christian Greiner,alias
2224,Thomas Hermans,A5102390455,Thomas Hermans,alias
2950,Johan Mazoyer,A5104234630,Mazoyer Johan,alias
2813,Wei Cao,A5043881985,Wei Cao,alias
2527,Ely Porat,A5049032733,Ely Porat,alias
2734,Chun Huang,A5065440466,Huang Chun,alias
2363,Martin Albrecht,A5060587008,Martin Albrecht,alias
2813,Wei Cao,A5016497786,Wei Cao,alias
3010,Anna Watts,A5083512873,A C Watts,alias
4232, ,A5057799154,Paulus Saari,alias
2394,Dan Garber,A5113106301,Dan Garber,alias
3305,Benjamin Straumann,A5097334400,Benjamin Straumann,alias
4232, ,A5094746926, ,alias
4132,Massimo Tavoni,A5115027873,Massimo Tavoni,alias
2409,Thomas Schneider,A5115411400,Thomas Schneider,alias
2252,Paolo Arosio,A5001560379,Paolo Arosio,alias
2360,Jeroen Johannes Lambertus Maria Cornelissen,A5048407450,Jeroen J. L. M. Cornelissen,alias
3673,Christian Carl Ruff,A5043120916,Christian C. Ruff,alias
3038,Ian Mccarthy,A5055453377,Ian P. McCarthy,alias
2281,Ryan Gilmour,A5050197366,Ryan Gilmour,alias
2091,Fredrik Westerlund,A5090791975,Fredrik Westerlund,alias
1350,Xin Li,A5025381267,Xin Li,alias
283,Patrick Müller,A5039041358,Patrick Müller,alias
128,Francesco Iorio,A5089320397,Francesco Iorio,alias
263,Romain Levayer,A5084785695,Romain Levayer,alias
1460,Wei-Li Hong,A5100689770,Wei Li,alias
1453,Karl Laundal,A5076851651,K. M. Laundal,alias
1350,Xin Li,A5100734823,Xin Li,alias
1622,Tong Li,A5100359005,Tong Li,alias
1350,Xin Li,A5100395645,Xin Li,alias
2029,Jian Cui,A5100607080,Jian Cui,alias
1480,Lisa Wingate,A5044319391,Lisa Yon,alias
1670,Jacob Friedrich Finkenrath,A5043006782,Jacob Finkenrath,alias
1350,Xin Li,A5100772163,Xin Li,alias
1350,Xin Li,A5100353721,Xin Li,alias
2033,Nikolay Kosinov,A5031120288,K. Nikolay,alias
607,Adam Denes,A5088778165,Dénes Ádám,alias
535,Hiroshi Ito,A5109706809,Hiroshi Ito,alias
993,Cecilia Nilsson,A5019167317,C. A. Nilsson,alias
1530,Richard Katz,A5072052746,Richard C. Katz,alias
1111,Andy Gardner,A5069607450,Andy Gardner,alias
525,Susanne Hoffmann,A5014994181,Susanne Hoffmann,alias
1637,Christian Müller,A5003464393,Christian Müller,alias
1860,Christian Schneider,A5022255655,Christian Schneider,alias
3160,Ulrich Wagner,A5104662087,Ulrich Wagner,alias
3275,Kevin Koehler,A5048544808,Kevin Koehler,alias
3661,Anna Franklin,A5012548031,Franklin Anna,alias
2503,Thomas Neumann,A5024484516,T. Neumann,alias
3105,Jan Stuhler,A5071390181,Jan Stuhler,alias
3304,Matthias Vom Hau,A5066756431,Matthias vom Hau,alias
4155,Minh Nguyen,A5100620782,Minh D. Nguyen,alias
3184,Sigrid Suetens,A5021209074,Sigrid Suetens,alias
2194,Aurelien De La Torre,A5003652452,Aurélien de la Torre,alias
3473,Maria Melchior,A5082721015,Maria Melchior,alias
2409,Thomas Schneider,A5098988347,Thomas Schneider,alias
3802,Anna Papaeti,A5031110912,Anna Papaeti,alias
3160,Ulrich Wagner,A5106950536,Ulrich Wagner,alias
3100,Mark Sullivan,A5109553725,Mark Sullivan,alias
2574,Ori Katz,A5067477187,Ori Katz,alias
2632,Fei Ding,A5089100714,Fei Ding,alias
3975,Johann Buessow,A5049199035,Johann Buessow,alias
761,Maria Rescigno,A5089578080,MARIA RESCIGNO,alias
1641,Feng Gao,A5108726751,Feng Gao,alias
1642,Mahmoud Tavakoli,A5060316194,Mahmoud Tavakoli,alias
93,John Briggs,A5105477740,John Briggs,alias
1302,Pierre-Francois Rodriguez,A5019613895,Pierre‐François Rodriguez,alias
1738,Matthias Schott,A5105305800,Matthias Schott,alias
878,Twan Lammers,A5079522186,Twan Lammers,alias
798,Michael White,A5088421747,Michael A. White,alias
1234,Fernando López Gallego,A5033368136,Fernando López‐Gallego,alias
1350,Xin Li,A5031781862,Xinjun Li,alias
1878,Chase Broedersz,A5086345793,Chase P. Broedersz,alias
365,Liran Shlush,A5034717529,Liran I. Shlush,alias
1176,Ben Maoz,A5056536823,Ben M. Maoz,alias
824,Siawoosh Mohammadi,A5086856273,Siawoosh Mohammadi,alias
1637,Christian Müller,A5020021560,Christian L. Müller,alias
219,Ron Milo,A5067175080,Ron Milo,alias
866,Jason Holland,A5024565973,Jason M. Holland,alias
1606,Rui Domingues,A5018425647,Rui M. A. Domingues,alias
29,Laura Baranello,A5039090640,Laura Baranello,alias
595,Janos Szabadics,A5006038863,János Szabadics,alias
669,Daniela Latorre,A5075565802,Daniela Latorre,alias
1445,Olivier Namur,A5083347283,Olivier Namur,alias
1350,Xin Li,A5029930363,Xin Li,alias
4155,Minh Nguyen,A5107345594,Minh Nguyen,alias
3896,Subha Mukherji,A5105500286,Subha Mukherji,alias
2813,Wei Cao,A5103215321,Wei Cao,alias
3123,Joan Llull,A5047047615,Joan Espina Llull,alias
2349,Julien Bachmann,A5032148420,Bachmann Julien,alias
3544,Jörn Fischer,A5024359289,Joern Fischer,alias
2640,Barbara Mazzolai,A5078241160,Barbara Mazzolai,alias
2854,Christoph Rüdiger Müller,A5024347042,Christoph R. Müller,alias
3604,Kamilla Miskowiak,A5044746918,Kamilla Woznica Miskowiak,alias
2292,Syuzanna Harutyunyan,A5012293576,Syuzanna R. Harutyunyan,alias
2396,Gerhard Neumann,A5088394978,Gerhard Neumann,alias
2790,Liesbet Geris,A5030220964,Liesbet Geris,alias
2274,David Mills,A5110234538,David Mills,alias
3635,Bridget Waller,A5020229751,Bridget M. Waller,alias
4232, ,A5061237214,Ateş Kara,alias
2851,Maria Clelia Righi,A5064500027,Maria Clelia Righi,alias
2953,Katharine Mulrey,A5090249041,Katharine Mulrey,alias
3138,Tobias Berg,A5074576628,Tobias Berg,alias
3483,Anna Matysiak,A5080204326,Anna Matysiak,alias
2464,Jian-Jia Chen,A5061283111,Jiajian Chen,alias
4143,Jürgen Schaflechner,A5028522801,Jürgen Schaflechner,alias
3966,Chiara Bonfiglioli,A5000790374,Chiara Bonfiglioli,alias
4027,Giulia Giannini,A5051187376,Giannini Giulia,alias
4078,Cristina Dondi,A5108414298,Cristina Dondi,alias
1578,Diego Perugini,A5086302795,Diego Perugini,alias
84,Helen Walden,A5098661476,Helen Walden,alias
335,James Turner,A5054167916,James Turner,alias
651,Olivier David,A5021194673,O.A. David,alias
556,Luca Bonini,A5106662582,Luca Bonini,alias
855,Jingyuan Fu,A5006921045,Jingyuan Fu,alias
967,Craig Morgan,A5045508438,Craig Morgan,alias
100,Niels Mailand,A5063679562,Niels Mailand,alias
7,Dina Schneidman,A5020529918,Dina Schneidman‐Duhovny,alias
1095,Thijs Ettema,A5086230550,Thijs J. G. Ettema,alias
1083,Nicolas Puillandre,A5001511906,Nicolas Puillandre,alias
1886,Miguel Moreno Ugeda,A5064737524,Miguel M. Ugeda,alias
1476,Marie Spohn,A5015497931,Marie Spohn,alias
84,Helen Walden,A5055937619,Helen Walden,alias
1754,Paolo Crivelli,A5081585128,P. Crivelli,alias
1643,Sedat Nizamoglu,A5009830839,Sedat Nizamoğlu,alias
1625,Kunal Masania,A5082870560,Kunal Masania,alias
72,Naoko Mizuno,A5062504169,Naoko Mizuno,alias
752,Mark Wilson,A5008974536,Mark C. Wilson,alias
902,Davide Rossi,A5084514581,Davide Rossi Sebastiano,alias
677,Florian Schmidt,A5007432909,Florian M. Schmidt,alias
1613,Iñigo Ramiro,A5018426124,I. Ramiro,alias
991,Lucie Etienne,A5048275896,Lucie Etienne,alias
