rid,eu_name,authorid,sci_name,match_type
1414,Balazs Szegedy,A5112443030,Balázs Szegedy,exact
919,Björn Högberg,A5002289127,Björn Högberg,exact
2807,Andreas Fischer,A5105937546,Andreas Fischer,exact
2859,Martí Gich,A5081565629,Martí Gich,exact
1634,Matthew Baker,A5102169920,Matthew Baker,exact
1350,Xin Li,A5100660750,Xin Li,exact
3152,Eduardo Perez,A5069109185,Eduardo Pérez,exact
3448,Erica Weiss,A5076899110,Erica Weiss,exact
134,Xiaoqi Feng,A5112943671,Xiaoqi Feng,exact
190,Romain Koszul,A5093567095,Romain Koszul,exact
1350,Xin Li,A5100353900,Xin Li,exact
1350,Xin Li,A5097058079,Xin Li,exact
1168,Li Tang,A5074411617,Li Tang,exact
18,Julian Stingele,A5019471057,Julian Stingele,exact
2673,Oren Cohen,A5103499910,Oren Cohen,exact
993,Cecilia Nilsson,A5019024079,Cecilia Nilsson,exact
1294,Christian Webb,A5059014160,Christian Webb,exact
482,Peter Friedl,A5026527299,Peter Friedl,exact
2791,Shervin Bagheri,A5014297647,Shervin Bagheri,exact
1350,Xin Li,A5007712763,Xin Li,exact
479,Susana Gonzalez,A5103948674,Susana González,exact
2435,Madeline Balaam,A5078308184,Madeline Balaam,exact
1350,Xin Li,A5017781285,Xin Li,exact
4091,Isaac Sasson,A5010445649,Isaac Sasson,exact
1286,Bozhidar Velichkov,A5112819117,Bozhidar Velichkov,exact
418,Matthew Campbell,A5112402449,Matthew Campbell,exact
2202,Ruth Pérez Fernández,A5090594183,Ruth Pérez Fernández,exact
1452,Jia Chen,A5066961345,Jia Chen,exact
1637,Christian Müller,A5097647444,Christian Müller,exact
986,Charlotte Grossiord,A5075690626,Charlotte Grossiord,exact
431,Ravid Straussman,A5025259421,Ravid Straussman,exact
3237,Lisa Dellmuth,A5029516089,LISA DELLMUTH,exact
2272,Nuno Silva,A5001260196,Nuno Silva,exact
45,Marc Erhardt,A5084242666,Marc Erhardt,exact
1506,Corrado Cimarelli,A5032009322,Corrado Cimarelli,exact
3312,Francesco Ragazzi,A5041985142,Francesco Ragazzi,exact
1171,Zaida Álvarez,A5078839838,Zaida Álvarez,exact
1476,Marie Spohn,A5112758469,Marie Spohn,exact
2998,Akira Endo,A5029659497,Akira Endo,exact
3127,Andrew Rhodes,A5034506734,Andrew Rhodes,exact
2029,Jian Cui,A5009180435,Jian Cui,exact
2061,David Alsteens,A5071387345,David Alsteens,exact
3638,Stefan Van Der Stigchel,A5099524256,Stefan van der Stigchel,exact
3220,Mariacristina De Nardi,A5111905192,Mariacristina De Nardi,exact
1350,Xin Li,A5100680525,Xin Li,exact
668,Christoph Schneider,A5098513882,Christoph Schneider,exact
4021,Urs Matthias Zachmann,A5029360665,Urs Matthias Zachmann,exact
3530,Michele Graziano Ceddia,A5071351712,Michele Graziano Ceddia,exact
3769,Noémie Etienne,A5104912507,Noemie Etienne,exact
3460,Loes Keijsers,A5082987372,Loes Keijsers,exact
1641,Feng Gao,A5045500611,Feng Gao,exact
2428,Frank Hutter,A5078422201,Frank Hutter,exact
4030,Maria De Lurdes Pereira Rosa,A5103261909,Maria de Lurdes Pereira Rosa,exact
2551,Steve Kremer,A5085316790,Steve Kremer,exact
418,Matthew Campbell,A5102082632,Matthew Campbell,exact
2398,Srikanth Srinivasan,A5060893002,Srikanth Srinivasan,exact
663,Paul Bourgine,A5092259978,Paul Bourgine,exact
3781,Christina M. Kreinecker,A5074621508,Christina M. Kreinecker,exact
1017,Matthias Fischer,A5061831442,Matthias Fischer,exact
2363,Martin Albrecht,A5100926706,Martin Albrecht,exact
3739,Chiara Meccariello,A5114356391,Chiara Meccariello,exact
3601,Michaël Peyrot,A5097221039,Michaël Peyrot,exact
486,Roberto Coppari,A5002983120,Roberto Coppari,exact
962,Caroline Klaver,A5108113385,Caroline Klaver,exact
1350,Xin Li,A5062329959,Xin Li,exact
283,Patrick Müller,A5039041358,Patrick Müller,exact
2807,Andreas Fischer,A5110110841,Andreas Fischer,exact
3982,Lucia Raggetti,A5100093909,Lucia Raggetti,exact
315,Annika Guse,A5023312680,Annika Guse,exact
987,Ricardo Araújo,A5063477053,Ricardo Araujo,exact
3597,Philipp Kanske,A5032090455,Philipp Kanske,exact
2345,Maria Jesus Vicent Docon,A5049066047,María Jesús Vicent Docón,exact
1350,Xin Li,A5100772159,Xin Li,exact
1776,Alexander Schmidt,A5020362252,Alexander Schmidt,exact
3459,Suvi Saarikallio,A5007264746,Suvi Saarikallio,exact
1917,Dennis Meier,A5041645777,Dennis Meier,exact
283,Patrick Müller,A5103270591,Patrick Müller,exact
2559,Eike Kiltz,A5095656013,Eike Kiltz,exact
390,Luc Friboulet,A5025583232,Luc Friboulet,exact
2282,Thibault Cantat,A5012380688,Thibault Cantat,exact
1457,Diego Miralles,A5105434331,Diego Miralles,exact
940,Daniel Razansky,A5082319905,Daniel Razansky,exact
723,Luisa Figueiredo,A5074886363,Luísa Figueiredo,exact
3830,Isabelle Torrance,A5097724306,Isabelle Torrance,exact
3174,Jakub Steiner,A5029973134,Jakub Steiner,exact
556,Luca Bonini,A5106662582,Luca Bonini,exact
3800,Ronny Vollandt,A5097684877,Ronny Vollandt,exact
3486,Sonja Zmerli,A5104727011,Sonja Zmerli,exact
3222,Taisuke Otsu,A5049853792,Taisuke Otsu,exact
3238,Eldar Haber,A5106212435,Eldar Haber,exact
3303,Carl Henrik Knutsen,A5031648851,Carl Henrik Knutsen,exact
1860,Christian Schneider,A5025579437,Christian Schneider,exact
3488,Jennifer Gabrys,A5030599574,Jennifer Gabrys,exact
2759,Xiaodong Liang,A5017362865,Xiaodong Liang,exact
2790,Liesbet Geris,A5030220964,Liesbet Geris,exact
1378,Alessandro Giuliani,A5108691531,Alessandro Giuliani,exact
283,Patrick Müller,A5102023679,Patrick Müller,exact
3268,Aoife Daly,A5086530124,Aoife Daly,exact
3518,Henrik Vigh,A5078315010,Henrik Vigh,exact
4129,David Abson,A5109560014,David Abson,exact
4131,Annette Baudisch,A5105440533,Annette Baudisch,exact
3437,Jeanine Dagyeli,A5037343994,Jeanine Dağyeli,exact
3279,Luis Simon,A5076863749,Luis Simón,exact
3941,Wei Chu,A5102402216,Wei Chu,exact
1191,Marc Güell Cargol,A5053568867,Marc Güell Cargol,exact
2782,Richard Stevens,A5111337279,Richard Stevens,exact
535,Hiroshi Ito,A5010249669,Hiroshi Itô,exact
753,Sophie Ugolini,A5071765199,Sophie Ugolini,exact
2022,Freddy Bouchet,A5102565493,Freddy Bouchet,exact
1224,Ivan Matic,A5013555514,Ivan Matić,exact
1350,Xin Li,A5100658187,Xin Li,exact
3546,Joerg Fingerhut,A5098380785,Joerg Fingerhut,exact
2575,Sarah Verhulst,A5038482778,Sarah Verhulst,exact
3828,Charlotte Ribeyrol,A5099570518,Charlotte Ribeyrol,exact
3934,M. Talha Cicek,A5089155834,M. Talha Çiçek,exact
3119,Daniel Wilhelm,A5091025078,Daniel Wilhelm,exact
1530,Richard Katz,A5112814209,Richard Katz,exact
466,Lars Zender,A5007870642,Lars Zender,exact
788,Oriol Mitjà Villar,A5052091850,Oriol Mitjà Villar,exact
1829,Shuang Zhang,A5100321557,Shuang Zhang,exact
1776,Alexander Schmidt,A5022357547,Alexander Schmidt,exact
1114,Yin Chen,A5102033604,Yin Chen,exact
1350,Xin Li,A5100353809,Xin Li,exact
2734,Chun Huang,A5080160518,Chun Huang,exact
3316,Stefanie Walter,A5102468600,Stefanie Walter,exact
1350,Xin Li,A5102784440,Xin Li,exact
1863,Dominik Kraus,A5109436150,Dominik Kraus,exact
3449,Miri Yemini,A5024461173,Miri Yemini,exact
62,Gad Asher,A5012740914,Gad Asher,exact
2759,Xiaodong Liang,A5101649199,Xiaodong Liang,exact
2212,Fabian Pfrengle,A5033406149,Fabian Pfrengle,exact
287,Cesar Nombela,A5089356341,César Nombela,exact
3242,Linda Gröning,A5013061549,Linda Gröning,exact
4232, ,A5044110102,— —,exact
1350,Xin Li,A5042247544,Xin Li,exact
1399,Daniel Kral,A5027559065,Daniel Kráľ,exact
4224, ,A5044110102,— —,exact
1282, ,A5044110102,— —,exact
979, ,A5044110102,— —,exact
3489,Shaul Shalvi,A5077814535,Shaul Shalvi,exact
1350,Xin Li,A5108166736,Xin Li,exact
4155,Minh Nguyen,A5101697080,Minh Nguyen,exact
3277,Barbara Vis,A5062911752,Barbara Vis,exact
3759,Merlijn Hurx,A5059303553,Merlijn Hurx,exact
1350,Xin Li,A5100638776,Xin Li,exact
1867,Matjaz Humar,A5071582293,Matjaž Humar,exact
3832,Massimo Leone,A5107654777,Massimo Leone,exact
1350,Xin Li,A5100343147,Xin Li,exact
3576,Lisa Genzel,A5027934644,Lisa Genzel,exact
1936,Edward Laird,A5106223022,Edward Laird,exact
3452,Marta Bucholc,A5109564252,Marta Bucholc,exact
2813,Wei Cao,A5019669090,Wei Cao,exact
1452,Jia Chen,A5103271138,Jia Chen,exact
2106,Laura Fumagalli,A5075047243,Laura Fumagalli,exact
902,Davide Rossi,A5011168153,Davide Rossi,exact
1622,Tong Li,A5100359006,Tong Li,exact
1337,Asaf Nachmias,A5054638358,Asaf Nachmias,exact
1641,Feng Gao,A5103238121,Feng Gao,exact
3138,Tobias Berg,A5012486882,Tobias Berg,exact
1017,Matthias Fischer,A5109350737,Matthias Fischer,exact
3037,Andrea Miglio,A5003530833,Andrea Miglio,exact
3298,Anne Rasmussen,A5107591106,Anne Rasmussen,exact
2794,Esteban Ferrer,A5073259063,Esteban Ferrer,exact
798,Michael White,A5095289957,Michael White,exact
3739,Chiara Meccariello,A5098857968,Chiara Meccariello,exact
1631,Sabine Van Rijt,A5007398191,Sabine van Rijt,exact
3462,Ana Cristina Santos,A5040017231,Ana Cristina Santos,exact
2865,Rachel Evans,A5061923575,Rachel Evans,exact
1324,Phan Thanh Nam,A5098805334,Phan Thanh Nam,exact
479,Susana Gonzalez,A5012912707,Susana González,exact
2847,Kirsi Mikkonen,A5011870833,Kirsi Mikkonen,exact
3269,Roja Fazaeli,A5080620059,Roja Fazaeli,exact
2734,Chun Huang,A5085342962,Chun Huang,exact
3772,Ernst Van Den Hemel,A5045453089,Ernst van den Hemel,exact
224,Diether Lambrechts,A5078760536,Diether Lambrechts,exact
3547,Lars Meyer,A5006737724,Lars Meyer,exact
2022,Freddy Bouchet,A5114601731,Freddy Bouchet,exact
4107,Victor Wegner Maus,A5020284398,Victor Wegner Maus,exact
1350,Xin Li,A5111932132,Xin Li,exact
2367,Andreas Geiger,A5114401566,Andreas Geiger,exact
1841,Silvia Pascoli,A5104492238,Silvia Pascoli,exact
559,Ilaria Testa,A5047592440,Ilaria Testa,exact
1448,Andreas Nilsson,A5083853560,Andreas Nilsson,exact
3832,Massimo Leone,A5094225562,Massimo Leone,exact
3615,Stefano Palminteri,A5102498111,Stefano Palminteri,exact
2872,Salvador Pané Vidal,A5049117034,Salvador Pane Vidal,exact
2834,Dimitrios Zevgolis,A5113465391,Dimitrios Zevgolis,exact
3317,Niels Petersen,A5104923207,Niels Petersen,exact
535,Hiroshi Ito,A5055963655,Hiroshi Itô,exact
509,Sabine Krabbe,A5079856012,Sabine Krabbe,exact
745,Pavel Tolar,A5083722680,Pavel Tolar,exact
3104,Julia Cagé,A5092729947,Julia Cagé,exact
3987,Claudio Ottoni,A5044736504,Claudio Ottoni,exact
1168,Li Tang,A5026537644,Li Tang,exact
1776,Alexander Schmidt,A5075397889,Alexander Schmidt,exact
335,James Turner,A5103175311,James Turner,exact
2036,Ilia Kaminker,A5057678945,Ilia Kaminker,exact
1622,Tong Li,A5101200063,Tong Li,exact
93,John Briggs,A5107733334,John Briggs,exact
2133,Daniel Summerer,A5056825378,Daniel Summerer,exact
828,Eleni Tomazou,A5094657265,Eleni Tomazou,exact
1911,Giovanni Volpe,A5053795821,Giovanni Volpe,exact
3309,Rune Slothuus,A5089657516,Rune Slothuus,exact
3855,Nicolai Sinai,A5050463959,NICOLAI SINAI,exact
3276,Markus Wagner,A5088003965,Markus Wagner,exact
1350,Xin Li,A5100353990,Xin Li,exact
1017,Matthias Fischer,A5104808716,Matthias Fischer,exact
1622,Tong Li,A5101546623,Tong Li,exact
855,Jingyuan Fu,A5068098680,Jingyuan Fu,exact
966,Patrizio Lancellotti,A5108096312,Patrizio Lancellotti,exact
2682,Gianluca Fiori,A5061426001,Gianluca Fiori,exact
3246,Xavier Prevost,A5042022595,Xavier Prevost,exact
3982,Lucia Raggetti,A5100094262,Lucia Raggetti,exact
2807,Andreas Fischer,A5041515257,Andréas Fischer,exact
3907,Debjani Bhattacharyya,A5020681699,Debjani Bhattacharyya,exact
3791,Timo Mueller,A5110217412,Timo Mueller,exact
397,Timo Mueller,A5110217412,Timo Mueller,exact
3152,Eduardo Perez,A5048825694,Eduardo Pérez,exact
1622,Tong Li,A5100359043,Tong Li,exact
3834,Markus Messling,A5100189502,Markus Messling,exact
3941,Wei Chu,A5072855782,Wei Chu,exact
2676,Ming Cao,A5101206323,Ming Cao,exact
1624,Manuel Mendes,A5092747952,Manuel Mendes,exact
3804,Julia Lajta-Novak,A5068650473,Julia Lajta-Novak,exact
1489,Stefano Manzoni,A5105702759,Stefano Manzoni,exact
1089,Thomas Richards,A5091079504,Thomas Richards,exact
1304,Gabor Szabo,A5098262998,Gábor Szabó,exact
1829,Shuang Zhang,A5100321569,Shuang Zhang,exact
762,Mohamed-Ali Hakimi,A5107047663,Mohamed-Ali Hakimi,exact
1471,Sophie Bonnet,A5102449276,Sophie Bonnet,exact
425,Ganna Panasyuk,A5072057688,Ganna Panasyuk,exact
2146,Jana Roithova,A5060009734,Jana Roithová,exact
1392,Peter Keevash,A5023231478,Peter Keevash,exact
1350,Xin Li,A5100734409,Xin Li,exact
3337,Victoria Reyes-García,A5080550633,Victòria Reyes-García,exact
829,Avi Schroeder,A5004510357,Avi Schroeder,exact
2935,Timon Rabczuk,A5108421192,Timon Rabczuk,exact
1625,Kunal Masania,A5082870560,Kunal Masania,exact
677,Florian Schmidt,A5103148809,Florian Schmidt,exact
3239,Frederik Dhondt,A5103102654,Frederik Dhondt,exact
3998,Tara Andrews,A5085008830,Tara Andrews,exact
800,Ben Jeurissen,A5052945963,Ben Jeurissen,exact
2708,Abu Sebastian,A5017236774,Abu Sebastian,exact
1089,Thomas Richards,A5099897679,Thomas Richards,exact
3163,Stephen Hansen,A5033504000,Stephen Hansen,exact
1304,Gabor Szabo,A5087786497,Gábor Szabó,exact
2396,Gerhard Neumann,A5031846953,GERHARD NEUMANN,exact
2734,Chun Huang,A5114227834,Chun Huang,exact
668,Christoph Schneider,A5103185684,Christoph Schneider,exact
3208,Jose Luis Peydro Alcalde,A5079370524,José Luis Peydró Alcalde,exact
3358,Marieke De Goede,A5042484381,Marieke de Goede,exact
1883,Filipe Maia,A5110308515,Filipe Maia,exact
1114,Yin Chen,A5100597245,Yin Chen,exact
1331,Kathrin Bringmann,A5089032048,Kathrin Bringmann,exact
695,Guoliang Cui,A5002815882,Guoliang Cui,exact
163,Joseph Marsh,A5113992010,Joseph Marsh,exact
601,Smita Saxena,A5113042501,Smita Saxena,exact
3135,Gabriel Zucman,A5090091703,Gabriel Zucman,exact
212,Haikun Liu,A5101629855,Haikun Liu,exact
4056,Elisheva Baumgarten,A5079659873,Elisheva Baumgarten,exact
1350,Xin Li,A5100627984,Xin Li,exact
2422,Jasmin Christian Blanchette,A5079200257,Jasmin Christian Blanchette,exact
2505,Srdan Capkun,A5021744792,Srdan Capkun,exact
1622,Tong Li,A5103730263,Tong Li,exact
1622,Tong Li,A5094131221,Tong Li,exact
3274,Charles Butcher,A5041494740,Charles Butcher,exact
791,Georg Winter,A5001107639,Georg Winter,exact
1483,Anna Nele Meckler,A5027261508,Anna Nele Meckler,exact
923,Mary Cannon,A5105463149,Mary Cannon,exact
2503,Thomas Neumann,A5030397077,Thomas Neumann,exact
564,Susanne Schreiber,A5067638731,Susanne Schreiber,exact
1350,Xin Li,A5100638774,Xin Li,exact
1350,Xin Li,A5100353719,Xin Li,exact
184,Benjamin Rowland,A5104932238,Benjamin Rowland,exact
1530,Richard Katz,A5084374342,Richard Katz,exact
2165,Joachim Dzubiella,A5070790975,Joachim Dzubiella,exact
459,Andrea Alimonti,A5083212112,Andrea Alimonti,exact
4207,Charles Agyemang,A5067202010,Charles Agyemang,exact
908,Charles Agyemang,A5067202010,Charles Agyemang,exact
3582,Matthias Urban,A5101453287,Matthias Urban,exact
1350,Xin Li,A5100744542,Xin Li,exact
3305,Benjamin Straumann,A5114531784,Benjamin Straumann,exact
949,Lorraine Brennan,A5003874766,Lorraine Brennan,exact
461,Eva Gonzalez Suarez,A5032787506,Eva González‐Suárez,exact
651,Olivier David,A5101464334,Olivier David,exact
2998,Akira Endo,A5034322290,Akira Endo,exact
1352,Tuomo Kuusi,A5110357066,Tuomo Kuusi,exact
1295,David Holmes,A5112090113,David Holmes,exact
1350,Xin Li,A5000420885,Xin Li,exact
1350,Xin Li,A5101873789,Xin Li,exact
1641,Feng Gao,A5078450025,Feng Gao,exact
124,Aurele Piazza,A5052876695,Aurèle Piazza,exact
1641,Feng Gao,A5101698415,Feng Gao,exact
3392,Edward Simpson,A5112776251,Edward Simpson,exact
119,Simone Köhler,A5041403283,Simone Kohler,exact
1593,Yentl Swolfs,A5079902821,Yentl Swolfs,exact
3704,Sid Kouider,A5115609533,Sid Kouider,exact
4073,Tijana Krstic,A5094076678,Tijana Krstic,exact
1883,Filipe Maia,A5021776860,Filipe Maia,exact
3471,Simon Chauchard,A5045934118,Simon Chauchard,exact
3528,Christiaan Willem Simon Monden,A5110883201,Christiaan Willem Simon Monden,exact
4212,David Posada Gonzalez,A5027306462,David Posada González,exact
1162,David Posada Gonzalez,A5027306462,David Posada González,exact
675,Ondrej Stepanek,A5102999212,Ondřej Štěpánek,exact
2398,Srikanth Srinivasan,A5114007958,Srikanth Srinivasan,exact
3584,Sigal Zilcha-Mano,A5087376272,Sigal Zilcha‐Mano,exact
1319,Nicolas Curien,A5106267956,Nicolas Curien,exact
1133,Mariangela Bonizzoni,A5089901991,Mariangela Bonizzoni,exact
3574,Siri Leknes,A5082617490,Siri Leknes,exact
1171,Zaida Álvarez,A5057679210,Zaida Álvarez,exact
3473,Maria Melchior,A5082721015,Maria Melchior,exact
3338,Daniel Moeckli,A5023940791,Daniel Moeckli,exact
1075,Tanja Stadler,A5108711246,Tanja Stadler,exact
3287,David Kosar,A5058353802,David Kosař,exact
1535,Alessandro Tagliabue,A5049870717,Alessandro Tagliabue,exact
3109,Luis Aguiar,A5083191074,Luís Aguiar,exact
1624,Manuel Mendes,A5002226161,Manuel Mendes,exact
320,David Sprinzak,A5071779550,David Sprinzak,exact
2676,Ming Cao,A5108886800,Ming Cao,exact
2409,Thomas Schneider,A5013708883,Thomas Schneider,exact
134,Xiaoqi Feng,A5114146246,Xiaoqi Feng,exact
1637,Christian Müller,A5084918433,Christian Müller,exact
1776,Alexander Schmidt,A5008555148,Alexander Schmidt,exact
3620,Bernhard Spitzer,A5072151768,Bernhard Spitzer,exact
1908,Alexey Chernikov,A5110699318,Alexey Chernikov,exact
2140,Jerome Wenger,A5107861039,Jérôme Wenger,exact
993,Cecilia Nilsson,A5071509448,Cecilia Nilsson,exact
2797,Philip Cardiff,A5003527782,Philip Cardiff,exact
84,Helen Walden,A5098661476,Helen Walden,exact
276,Miki Matsuda,A5112236475,Miki Matsuda,exact
4232, ,A5075190452,— —,exact
2778,Ciara Murphy,A5095018594,Ciara Murphy,exact
4224, ,A5075190452,— —,exact
1282, ,A5075190452,— —,exact
979, ,A5075190452,— —,exact
1350,Xin Li,A5036379174,Xin Li,exact
2813,Wei Cao,A5043005556,Wei Cao,exact
4232, ,A5047157306,— —,exact
4224, ,A5047157306,— —,exact
1282, ,A5047157306,— —,exact
979, ,A5047157306,— —,exact
2807,Andreas Fischer,A5055130740,Andreas Fischer,exact
1452,Jia Chen,A5100416032,Jia Chen,exact
1350,Xin Li,A5101893494,Xin Li,exact
1641,Feng Gao,A5008147142,Feng Gao,exact
2587,Nikos Deligiannis,A5043511500,Nikos Deligiannis,exact
1350,Xin Li,A5101876783,Xin Li,exact
1829,Shuang Zhang,A5100321559,Shuang Zhang,exact
3104,Julia Cagé,A5099390947,Julia Cagé,exact
535,Hiroshi Ito,A5108035544,Hiroshi Ito,exact
1405,Anna Wienhard,A5079677109,Anna Wienhard,exact
3191,Gilat Levy,A5051398775,Gilat Levy,exact
3771,Karin Kukkonen,A5001477689,Karin Kukkonen,exact
2029,Jian Cui,A5101676313,Jian Cui,exact
283,Patrick Müller,A5102769437,Patrick Müller,exact
3238,Eldar Haber,A5066026585,Eldar Haber,exact
1350,Xin Li,A5067665566,Xin Li,exact
804,Thomas Grünewald,A5020043810,Thomas Grunewald,exact
2409,Thomas Schneider,A5100724916,Thomas Schneider,exact
2018,Francesco De Angelis,A5029831708,Francesco De Angelis,exact
2967,Adam Ingram,A5089894578,Adam Ingram,exact
4022,Claire Zalc,A5094670778,Claire Zalc,exact
218,Marta Radman-Livaja,A5056530950,Marta Radman‐Livaja,exact
2577,Ivan Dokmanic,A5002015062,Ivan Dokmanić,exact
2865,Rachel Evans,A5069190118,Rachel Evans,exact
3515,Christian Borch,A5021757804,Christian Borch,exact
898,Shulamit Levenberg,A5012769290,Shulamit Levenberg,exact
2707,Francesco Poletti,A5068700158,Francesco Poletti,exact
472,Thomas Thum,A5022934464,Thomas Thüm,exact
3594,Yuval Hart,A5102728418,Yuval Hart,exact
3423,Radhika Gupta,A5101183744,Radhika Gupta,exact
1641,Feng Gao,A5104031947,Feng Gao,exact
1632,Jaime Martin,A5084731949,JAIME MARTÍN,exact
3847,Silvia Ferrara,A5110894538,Silvia Ferrara,exact
3942,Yair Furstenberg,A5099877254,Yair Furstenberg,exact
1185,Guillaume Lobet,A5023803941,Guillaume Lobet,exact
4069,Nadine Schibille,A5006785460,Nadine Schibille,exact
2890,Gerasimos Konstantatos,A5000051253,Gerasimos Konstantatos,exact
2516,Dániel Marx,A5083629001,Daniel Marx,exact
2819,Gerasimos Konstantatos,A5000051253,Gerasimos Konstantatos,exact
2589,David Phillips,A5111724026,David Phillips,exact
1641,Feng Gao,A5102370143,Feng Gao,exact
4027,Giulia Giannini,A5074347972,Giulia Giannini,exact
3814,Ludek Broz,A5099237820,Ludek Broz,exact
3552,Okko Räsänen,A5016518233,Okko Räsänen,exact
919,Björn Högberg,A5069122955,Björn Högberg,exact
3979,Gabor Karman,A5104960303,Gábor Kármán,exact
1622,Tong Li,A5103017836,Tong Li,exact
1517,Adrian Jäggi,A5023114017,Adrian Jäggi,exact
3871,Monika Salzbrunn,A5073286080,Monika Salzbrunn,exact
3371,Philip Howard,A5099333453,Philip Howard,exact
2766,Nils Goseberg,A5004995298,Nils Goseberg,exact
2188,Fernanda Duarte,A5103160197,Fernanda Duarte,exact
1350,Xin Li,A5100680526,Xin Li,exact
1637,Christian Müller,A5035121619,Christian Müller,exact
1641,Feng Gao,A5021174030,Feng Gao,exact
798,Michael White,A5024893058,Michael White,exact
479,Susana Gonzalez,A5036564672,Susana Gonzalez,exact
1641,Feng Gao,A5069875493,Feng Gao,exact
3476,Antonio De Lauri,A5081034645,Antonio De Lauri,exact
401,Milena Bellin,A5064346511,Milena Bellin,exact
3109,Luis Aguiar,A5014530782,Luís Aguiar,exact
86,Dana Branzei,A5040416077,Dana Branzei,exact
1350,Xin Li,A5100612408,Xin Li,exact
3006,Pier-Emmanuel Tremblay,A5049843538,Pier-Emmanuel Tremblay,exact
3443,Moris Triventi,A5001480581,Moris Triventi,exact
360,Benoit Chassaing,A5028881892,Benoit Chassaing,exact
1890,Péter Makk,A5108657928,Peter Makk,exact
1829,Shuang Zhang,A5074186717,Shuang Zhang,exact
1350,Xin Li,A5088290419,Xin Li,exact
479,Susana Gonzalez,A5113706958,Susana Gonzalez,exact
1637,Christian Müller,A5018563051,Christian Müller,exact
2487,Davide Balzarotti,A5002025561,Davide Balzarotti,exact
3771,Karin Kukkonen,A5012725888,KARIN KUKKONEN,exact
2314,Guillermo Minguez Espallargas,A5019376129,Guillermo Mínguez‐Espallargas,exact
1350,Xin Li,A5100660747,Xin Li,exact
3152,Eduardo Perez,A5109316094,Eduardo Pérez,exact
2734,Chun Huang,A5111903954,Chun Huang,exact
1350,Xin Li,A5100353972,Xin Li,exact
1281,Dror Noy,A5050708337,Dror Noy,exact
2396,Gerhard Neumann,A5098636840,GERHARD NEUMANN,exact
3252,Jorge Fernandes,A5109298068,Jorge Fernandes,exact
335,James Turner,A5104061369,James Turner,exact
1017,Matthias Fischer,A5101821401,Matthias Fischer,exact
671,Matthieu Mahevas,A5113240877,Matthieu Mahevas,exact
1960,Isabelle Cantat,A5000372089,Isabelle Cantat,exact
3286,Elisabeth Ivarsflaten,A5054413363,Elisabeth Ivarsflaten,exact
2272,Nuno Silva,A5012656552,Nuno Silva,exact
1350,Xin Li,A5032988476,Xin Li,exact
2813,Wei Cao,A5073255331,Wei Cao,exact
682,Maria Tsoumakidou,A5078676208,Maria Tsoumakidou,exact
2759,Xiaodong Liang,A5057689831,Xiaodong Liang,exact
1168,Li Tang,A5064002671,Li Tang,exact
179,Nicola Iovino,A5062326051,Nicola Iovino,exact
283,Patrick Müller,A5101647274,Patrick Müller,exact
1168,Li Tang,A5101495957,Li Tang,exact
1017,Matthias Fischer,A5001544744,Matthias Fischer,exact
4093,Mark Ward,A5079704521,Mark Ward,exact
1001,Jussi Lehtonen,A5110660469,Jussi Lehtonen,exact
2372,Gil Cohen,A5110912100,Gil Cohen,exact
793,Alessio Cantore,A5060154023,Alessio Cantore,exact
1571,Dirk Sachse,A5043648418,Dirk Sachse,exact
994,Emilia Santos,A5108595952,Emilia Santos,exact
1778,Thomas Zentgraf,A5051981300,Thomas Zentgraf,exact
2619,Sebastian Reineke,A5105757909,Sebastian Reineke,exact
1961,Hendrik Dietz,A5057940153,Hendrik Dietz,exact
135,Lynn Vanhaecke,A5019803130,Lynn Vanhaecke,exact
1389,Søren Galatius,A5089158851,Søren Galatius,exact
3128,Luigi Iovino,A5047143725,Luigi Iovino,exact
1350,Xin Li,A5100703013,Xin Li,exact
1350,Xin Li,A5100310397,Xin Li,exact
2632,Fei Ding,A5052083401,Fei Ding,exact
2346,Sven Schneider,A5084489599,Sven Schneider,exact
2813,Wei Cao,A5048776378,Wei Cao,exact
429,Yuval Rinkevich,A5028873839,Yuval Rinkevich,exact
3972,João Cascalheira,A5042749131,Joao Cascalheira,exact
991,Lucie Etienne,A5112099199,Lucie Etienne,exact
1622,Tong Li,A5038594086,Tong Li,exact
133,Benedetta Bolognesi,A5102378882,Benedetta Bolognesi,exact
705,Noam Stern-Ginossar,A5082856046,Noam Stern‐Ginossar,exact
670,Noam Stern-Ginossar,A5082856046,Noam Stern‐Ginossar,exact
995,Susan Johnston,A5000750988,Susan Johnston,exact
205,Rotem Sorek,A5051417124,Rotem Sorek,exact
1776,Alexander Schmidt,A5099619982,Alexander Schmidt,exact
2676,Ming Cao,A5102117340,Ming Cao,exact
479,Susana Gonzalez,A5109139406,Susana Gonzalez,exact
2236,Philipp Heretsch,A5045730028,Philipp Heretsch,exact
1350,Xin Li,A5100353724,Xin Li,exact
3843,Winfried Rudolf,A5097501304,Winfried Rudolf,exact
2742,Qinghua Lei,A5102483579,Qinghua Lei,exact
153,Felix Meissner,A5022086942,Felix Meissner,exact
1350,Xin Li,A5100353858,Xin Li,exact
3423,Radhika Gupta,A5043879710,Radhika Gupta,exact
3495,Ayse Uskul,A5008533719,Ayşe Üskül,exact
3906,Volha Bartash,A5095879471,Volha Bartash,exact
213,Petr Svoboda,A5103418182,Petr Svoboda,exact
1776,Alexander Schmidt,A5099750404,Alexander Schmidt,exact
