row_id,inst_name,cc,method,host_openalex_id,matched_name,ror
2414,National Institute of Applied Sciences Rennes (INSA Rennes),FR,api_top,I28221208,Institut National des Sciences Appliquées de Rennes,https://ror.org/04xaa4j22
2415,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2420,Bogazici University,TR,api_top,I4405392,Boğaziçi University,https://ror.org/03z9tma90
2424,Polytechnic School - Palaiseau,FR,api_top,I142476485,École Polytechnique,https://ror.org/05hy3tk52
2446,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2461,Kristiania University College Oslo,NO,api_top,I2800207870,Høyskolen Kristiania,https://ror.org/03gss5916
2464,Dortmund University of Technology,DE,api_top,I200332995,TU Dortmund University,https://ror.org/01k97gp34
2492,Technical University of Aachen,DE,api_top,I887968799,RWTH Aachen University,https://ror.org/04xfq0f34
2501,Normal Superior School of Rennes,FR,api_top,I4210146044,École Normale Supérieure de Rennes,https://ror.org/03rxtdc22
2502,Polytechnic School - Palaiseau,FR,api_top,I142476485,École Polytechnique,https://ror.org/05hy3tk52
2514,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2519,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2538,Technical University of Catalonia,ES,api_top,I9617848,Universitat Politècnica de Catalunya,https://ror.org/03mb6wj31
2551,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2553,Technical University of Aachen,DE,api_top,I887968799,RWTH Aachen University,https://ror.org/04xfq0f34
2579,Technnical University of Madrid,ES,api_top,I88060688,Universidad Politécnica de Madrid,https://ror.org/03n6nwv02
2583,Izmir Biomedicine and Genome Centre,TR,api_top,I4405261022,Izmir Biomedicine and Genome Center,https://ror.org/04n6j6456
2585,Free University and Medical Center Amsterdam (VU-VUmc),NL,manual_override,I865915315,Vrije Universiteit Amsterdam,https://ror.org/008xxew50
2588,Technical University of Braunschweig,DE,api_top,I94509681,Technische Universität Braunschweig,https://ror.org/010nsgg66
2591,Tampere Universities,FI,api_top,I166825849,Tampere University,https://ror.org/033003e23
2597,CentraleSupelec,FR,api_top,I4210107720,CentraleSupélec,https://ror.org/019tcpt25
2611,University of Linkoeping,SE,api_top,I102134673,Linköping University,https://ror.org/05ynxx418
2617,Technical University of Braunschweig,DE,api_top,I94509681,Technische Universität Braunschweig,https://ror.org/010nsgg66
2628,Helmholtz Centre Dresden-Rossendorf,DE,api_top,I2801798921,Helmholtz-Zentrum Dresden-Rossendorf,https://ror.org/01zy2cs03
2650,National Institute for Research in Computer Science and Automatic Control (INRIA),FR,api_top,I1326498283,Institut national de recherche en sciences et technologies du numérique,https://ror.org/02kvxyf05
2657,Free University and Medical Center Amsterdam (VU-VUmc),NL,manual_override,I865915315,Vrije Universiteit Amsterdam,https://ror.org/008xxew50
2717,Lyon Central School (ECL),FR,api_top,I112936343,École Centrale de Lyon,https://ror.org/05s6rge65
