rid,eu_name,authorid,match_type,host_id,passed,n_papers,source
1,Andreas Bock,A5065250034,exact,,True,125,round4_semtie
2,Clemens Plaschka,A5006479386,exact,I195525897,True,24,round4_semtie
9,Thomas Sharp,A5085976588,alias,I36234482,False,80,round4_maxpapers
14,Eva Kowalinski,A5049088846,exact,,True,29,round4_semtie
15,Christian Münch,A5012478165,exact,,True,145,round4_semtie
30,Elodie Laine,A5076453514,alias,I39804081,True,100,round4_semtie
50,Robert Ernst,A5043813423,alias,I91712215,True,380,round4_semtie
55,Martin Jinek,A5000173541,exact,I202697423,True,155,round4_semtie
59,Chirlmin Joo,A5088856493,exact,I98358874,True,142,round4_semtie
67,Alwin Köhler,A5051857909,alias,,True,35,round4_semtie
68,Thomas Arnesen,A5032682346,alias,I4432739,True,136,round4_semtie
71,Stephan Gruber,A5007805763,alias,I97565354,True,102,round4_semtie
78,David Komander,A5086480636,exact,,True,158,round4_semtie
83,Petr Cejka,A5056096904,alias,,True,128,round4_semtie
84,Helen Walden,A5055937619,alias,I7882870,True,72,round4_semtie
89,Irina Gutsche,A5039571597,exact,I1294671590,True,104,round4_semtie
94,Nils Wiedemann,A5068752218,alias,,True,104,round4_semtie
96,Mart Loog,A5090178938,exact,I56085075,True,79,round4_semtie
101,Vincenzo Costanzo,A5056633333,exact,I189158943,True,112,round4_semtie
118,Miao-Ping Chien,A5076454824,alias,I2801952686,True,55,round4_semtie
132,Jeroen De Ridder,A5071483953,exact,I3018483916,True,168,round4_semtie
147,Nir Yosef,A5026299103,exact,I53964585,True,277,round4_semtie
148,Darío Jesús Lupiáñez García,A5009382919,alias,,False,1,round4_maxpapers
163,Joseph Marsh,A5002238592,alias,I98677209,True,167,round4_semtie
166,Alfredo Castello Palomares,A5097923988,alias,,False,1,round4_maxpapers
174,Paola Picotti,A5084914720,alias,I35440088,True,158,round4_semtie
179,Nicola Iovino,A5024510416,exact,,True,41,round4_semtie
187,Theodore Alexandrov,A5023802736,exact,I4210138560,True,270,round4_semtie
195,Ido Amit,A5048280875,alias,I53964585,True,378,round4_semtie
198,Anders Peter Brodersen,A5045230635,fuzzy,,False,5,round4_maxpapers
200,Amos Tanay,A5083312685,exact,I53964585,True,188,round4_semtie
204,Nuria Lopez Bigas,A5057300983,alias,I4210122345,True,328,round4_semtie
205,Rotem Sorek,A5024718393,exact,I53964585,True,161,round4_semtie
213,Petr Svoboda,A5063809380,exact,I4210138103,True,212,round4_semtie
219,Ron Milo,A5024451873,alias,I53964585,True,189,round4_semtie
229,Jonathan Lawrence Marchini,A5051043751,fuzzy,I40120149,True,216,round4_semtie
242,Edouard Hannezo,A5027982101,exact,I157556583,True,114,round4_semtie
246,Marie-Cécile Caillaud,A5017462808,alias,I1294671590,True,50,round4_semtie
253,Shotaro Otsuka,A5082422826,alias,,True,35,round4_semtie
261,Vincenzo Calvanese,A5038217290,alias,,True,64,round4_semtie
266,Ulrika Marklund,A5087519517,alias,I28166907,True,27,round4_semtie
276,Miki Matsuda,A5113732636,alias,,False,8,round4_maxpapers
287,Cesar Nombela,A5089356341,exact,,True,250,round4_semtie
288,Jérôme Gros,A5089103667,exact,I157536573,True,64,round4_semtie
290,Ana Garcia Saez,A5041672678,alias,I180923762,True,170,round4_semtie
293,Julien Dumont,A5002172208,alias,I1294671590,True,70,round4_semtie
294,Ari Pekka Mähönen,A5076653362,exact,I133731052,True,77,round4_semtie
306,Ana Martin-Villalba,A5003387515,exact,I17937529,True,110,round4_semtie
313,Simon Alberti,A5008277442,alias,,True,159,round4_semtie
321,Mohamed Lamkanfi,A5014558436,alias,I32597200,True,132,round4_semtie
330,Thomas Greb,A5005431192,exact,,True,83,round4_semtie
347,Francesco Paneni,A5050799541,alias,I202697423,True,312,round4_semtie
351,Ihsan Ekin Demir,A5088890575,alias,I2802619606,True,321,round4_semtie
358,Direna Alonso-Curbelo,A5010025130,alias,I4210122345,True,83,round4_semtie
360,Benoit Chassaing,A5018718565,alias,I154526488,True,273,round4_semtie
370,José Pedro Friedmann Angeli,A5065710911,alias,,True,100,round4_semtie
373,Pedro Sousa-Victor,A5075912749,exact,,True,35,round4_semtie
386,Elmar Wolf,A5081972858,exact,,True,146,round4_semtie
387,Carmine Settembre,A5056795266,exact,I71267560,True,86,round4_semtie
388,Ruth Scherz-Shouval,A5006544087,exact,I53964585,True,106,round4_semtie
397,Timo Mueller,A5113212927,alias,,False,187,round4_maxpapers
404,Guillaume Canaud,A5042298336,exact,I204730241,True,101,round4_semtie
405,Jorge Alegre-Cebollada,A5005585216,exact,I2809107791,True,99,round4_semtie
409,Manuel Valiente,A5070418898,exact,I4210089594,True,258,round4_semtie
415,Simon Holst Bekker-Jensen,A5063029794,alias,I124055696,False,103,round4_maxpapers
418,Matthew Campbell,A5008861348,alias,I205274468,True,309,round4_semtie
419,Ruben Van Boxtel,A5019020568,alias,I4210127118,True,173,round4_semtie
429,Yuval Rinkevich,A5027977934,alias,I3018134672,True,62,round4_semtie
430,Nadia Mercader Huber,A5014798491,alias,I118564535,True,96,round4_semtie
442,Ana Dias Neto Domingos Jansen,A5085473640,fuzzy,,False,196,round4_maxpapers
445,Marc Claret Carles,A5029410280,fuzzy,,False,6,round4_maxpapers
455,Triantafyllos Chavakis,A5086672334,exact,,True,372,round4_semtie
466,Lars Zender,A5052075637,exact,I8087733,True,326,round4_semtie
472,Thomas Thum,A5020543934,alias,I34809795,True,605,round4_semtie
477,Massimo Santoro,A5048243012,alias,I138689650,True,366,round4_semtie
480,Eleanor Elizabeth Patton,A5046316908,fuzzy,,False,2,round4_maxpapers
484,Paolo Salomoni,A5051777812,alias,,True,148,round4_semtie
509,Sabine Krabbe,A5079856012,alias,,True,20,round4_semtie
522,Susanne Wegmann,A5008475864,exact,,True,88,round4_semtie
529,Ayal Ben-Zvi,A5066671374,exact,I197251160,True,43,round4_semtie
535,Hiroshi Ito,A5044544721,alias,,True,1826,round4_semtie
537,Miriam Melis,A5045189209,alias,I172446870,True,158,round4_semtie
539,Julien Bouvier,A5010173240,alias,I1294671590,True,49,round4_semtie
548,Tarja Malm,A5000776705,alias,I175532246,True,188,round4_semtie
549,Frederic Gambino,A5021903452,alias,I1294671590,True,32,round4_semtie
552,Gaia Novarino,A5049497512,alias,I157556583,True,60,round4_semtie
557,Claire Wyart,A5030843888,alias,I154526488,True,112,round4_semtie
559,Ilaria Testa,A5077962429,alias,I86987016,True,104,round4_semtie
565,Georg Keller,A5036840680,alias,I860889466,False,96,round4_maxpapers
570,Martin Fuhrmann,A5082020011,exact,,True,94,round4_semtie
572,Pascale Bomont,A5074532965,exact,I154526488,True,105,round4_semtie
574,Camilla Bellone,A5002276509,exact,I114457229,True,74,round4_semtie
594,Ragnhildur Thora Karadottir,A5044032139,exact,I241749,True,71,round4_semtie
597,Amir Amedi,A5034713252,alias,I138898306,True,168,round4_semtie
599,Susana Lima,A5063057508,fuzzy,I113358080,False,29,round4_maxpapers
605,Simon Hippenmeyer,A5080499335,alias,I157556583,True,107,round4_semtie
616,Nathalie Rouach,A5033299269,alias,,True,164,round4_semtie
618,Petra Ritter,A5059814273,alias,I7877124,True,8,round4_semtie
622,Nachum Ulanovsky,A5086304017,exact,I53964585,True,59,round4_semtie
627,Sebastian Kadener,A5038140921,exact,I197251160,True,88,round4_semtie
631,André Fischer,A5040773420,exact,,True,354,round4_semtie
632,Christoph Kayser,A5010335917,exact,,True,273,round4_semtie
635,Aldo Genovesio,A5005245127,exact,I861853513,True,93,round4_semtie
650,Richard Roland Benton,A5078310984,fuzzy,I97565354,True,184,round4_semtie
668,Christoph Schneider,A5033849275,exact,I202697423,True,241,round4_semtie
669,Daniela Latorre,A5075565802,exact,,True,34,round4_semtie
670,Noam Stern-Ginossar,A5082856046,alias,I53964585,True,107,round4_semtie
671,Matthieu Mahevas,A5031127153,alias,I197681013,True,141,round4_semtie
678,Leïla Perié,A5055849177,alias,,True,94,round4_semtie
680,Thomas Marichal,A5076651905,alias,I157674565,True,127,round4_semtie
683,Liliana Mancio Silva,A5028637796,exact,I154526488,True,46,round4_semtie
687,Neta Regev-Rudzki,A5087526855,exact,I53964585,True,69,round4_semtie
696,Moritz Treeck,A5003714113,exact,,True,85,round4_semtie
702,Ziv Shulman Ben-Avraham,A5034305916,fuzzy,,False,1,round4_maxpapers
705,Noam Stern-Ginossar,A5082856046,exact,I53964585,True,107,round4_semtie
708,Doron Merkler,A5074794983,exact,I114457229,True,219,round4_semtie
718,Wolfgang Kastenmüller,A5037220835,exact,,True,127,round4_semtie
722,Serge Mostowy,A5000285007,alias,I4210089966,True,199,round4_semtie
725,Jan-Willem Veening,A5021934828,alias,I97565354,True,182,round4_semtie
727,Dietmar Zehn,A5016497210,exact,I62916508,True,135,round4_semtie
738,Matthias Marti,A5004504354,alias,I7882870,True,154,round4_semtie
740,Marc Schmidt-Supprian,A5089219567,alias,I2802619606,True,128,round4_semtie
760,Pablo Pelegrin Vivancos,A5060565561,exact,,False,1,round4_maxpapers
763,Karina Elizabeth De Visser,A5012101402,fuzzy,,False,1,round4_maxpapers
765,Ron Dzikowski,A5023420108,exact,I197251160,True,62,round4_semtie
768,Federico Mingozzi,A5049298836,exact,I4210127167,True,195,round4_semtie
777,Katja Van Den Hurk,A5049510588,alias,I3020210244,True,123,round4_semtie
786,Gustaf Edgren,A5075852201,alias,I28166907,True,240,round4_semtie
792,Hrvoje Bogunovic,A5089575197,alias,,True,283,round4_semtie
796,Michael Sommerauer,A5080852796,exact,,True,78,round4_semtie
798,Michael White,A5056258333,exact,I157536573,True,230,round4_semtie
809,Jakob Stokholm,A5031414961,exact,,True,246,round4_semtie
814,Bettina Husebo,A5039904067,alias,I4432739,False,186,round4_maxpapers
819,Wolfgang Bogner,A5023652216,exact,,True,305,round4_semtie
822,Valentina Bollati,A5007836073,exact,I189158943,True,411,round4_semtie
827,Ritse Mann,A5073381909,alias,I2802934949,False,309,round4_maxpapers
834,Dario Greco,A5028682033,exact,I166825849,True,294,round4_semtie
836,Rachela Popovtzer,A5039004884,alias,I13955877,True,117,round4_semtie
847,Daniel Aili,A5033045367,alias,I102134673,True,121,round4_semtie
848,Waldo Nogueira Vazquez,A5077493283,fuzzy,,False,1,round4_maxpapers
857,Christoph Bock,A5059183480,exact,I4210127611,True,449,round4_semtie
869,Mathilde Touvier,A5106788643,exact,I154526488,True,847,round4_semtie
872,Aron Philip Kater,A5085320086,fuzzy,,False,1,round4_maxpapers
874,Ali Ertürk,A5050828185,alias,I3018134672,True,95,round4_semtie
877,Jean-Baptiste Pingault,A5013110004,alias,I45129253,True,204,round4_semtie
881,Steven Alexander Niederer,A5000435552,alias,I183935753,False,543,round4_maxpapers
889,Bruno De Geest,A5083147395,alias,I32597200,True,53,round4_semtie
902,Davide Rossi,A5015790909,exact,,True,890,round4_semtie
903,Jan Herman Veldink,A5069816083,alias,I3018483916,False,488,round4_maxpapers
904,Matthias Meier,A5053507788,alias,I3018134672,True,182,round4_semtie
908,Charles Agyemang,A5067202010,exact,I2802928900,True,471,round4_semtie
910,Olivier Couture,A5028875960,alias,I1294671590,True,115,round4_semtie
917,Andrea Bertotti,A5031287599,exact,I55143463,True,403,round4_semtie
923,Mary Cannon,A5006791816,alias,,True,570,round4_semtie
924,Mikko Olavi Niemi,A5047851431,fuzzy,I133731052,False,345,round4_maxpapers
925,Tomasz Jan Guzik,A5040329167,alias,I98677209,False,408,round4_maxpapers
926,Susana Marina Chuva De Sousa Lopes,A5006746843,fuzzy,I2800006345,True,256,round4_semtie
930,Unnur Valdimarsdóttir,A5010145550,exact,I165368041,False,395,round4_maxpapers
940,Daniel Razansky,A5082319905,exact,I202697423,True,636,round4_semtie
941,Henrik Zetterberg,A5079766290,exact,I881427289,True,3278,round4_semtie
943,Weimin Ye,A5100601148,exact,I28166907,True,665,round4_semtie
946,Niel Hens,A5042663607,alias,I878454856,True,607,round4_semtie
949,Lorraine Brennan,A5003874766,exact,I100930933,True,419,round4_semtie
952,Brian Huntly,A5029251605,alias,I241749,True,282,round4_semtie
953,Frederic Amant,A5023783658,alias,I99464096,True,1092,round4_semtie
954,Raphaël Rodriguez,A5004676065,alias,I80043,True,208,round4_semtie
959,Hugo Wilhelmus Antonius Maria De Jong,A5051038749,fuzzy,I3018483916,True,173,round4_semtie
960,Dan Peer,A5038855686,exact,I16391192,True,185,round4_semtie
962,Caroline Klaver,A5029529953,alias,I2801952686,False,588,round4_maxpapers
966,Patrizio Lancellotti,A5034995895,exact,I157674565,True,1050,round4_semtie
967,Craig Morgan,A5045508438,alias,I183935753,True,611,round4_semtie
969,Jonas Larsson,A5112464570,alias,I187531555,True,154,round4_semtie
970,Jennifer Irene Keiser,A5033452459,fuzzy,I158937107,True,520,round4_semtie
972,Giuseppe Testa,A5087706646,alias,I189158943,True,269,round4_semtie
973,Massimiliano Pagani,A5075506116,exact,I189158943,True,105,round4_semtie
983,Ronit Satchi-Fainaro,A5061202040,alias,I16391192,True,249,round4_semtie
991,Lucie Etienne,A5048275896,exact,I1294671590,True,106,round4_semtie
993,Cecilia Nilsson,A5054084621,exact,I187531555,True,98,round4_semtie
996,Roberto Salguero-Gómez,A5069697028,alias,I40120149,True,257,round4_semtie
997,Emily Mitchell,A5012590514,exact,I241749,True,150,round4_semtie
1000,Anton Potapov,A5014102183,exact,,True,113,round4_semtie
1002,Arnau Sebé-Pedrós,A5004697708,exact,I4210137962,True,78,round4_semtie
1003,Arnaud Sentis,A5022540401,alias,,True,110,round4_semtie
1004,Henrik Salje,A5086547092,alias,I241749,True,209,round4_semtie
1016,Pieter De Frenne,A5000715083,exact,I32597200,True,339,round4_semtie
1017,Matthias Fischer,A5080341519,exact,I149899117,True,109,round4_semtie
1024,Antoine Wystrach,A5061323512,exact,I1294671590,True,88,round4_semtie
1026,Zuzana Musilová,A5008296954,alias,I21250087,True,90,round4_semtie
1035,Alvaro Sanchez,A5049086349,exact,,True,128,round4_semtie
1045,Johan Decelle,A5057021217,exact,I1294671590,True,83,round4_semtie
1046,Petr Keil,A5055421718,alias,I205984670,True,98,round4_semtie
1053,Nicola Segata,A5068576885,alias,I193223587,True,419,round4_semtie
1054,Amelia-Elena Rotaru,A5050995136,exact,I177969490,False,68,round4_maxpapers
1059,Tal Dagan,A5004587704,exact,,True,149,round4_semtie
1064,Yossi Yovel,A5016325693,alias,I16391192,True,210,round4_semtie
1068,Mederic Diard,A5048213818,alias,I1850255,True,31,round4_semtie
1074,Aris Katzourakis,A5058450513,alias,I40120149,True,131,round4_semtie
1075,Tanja Stadler,A5055449742,exact,I35440088,True,316,round4_semtie
1079,Rita Covas,A5008198078,alias,,True,83,round4_semtie
1083,Nicolas Puillandre,A5001511906,exact,I4210123595,True,141,round4_semtie
1093,Karla Gisela Kristin Tessmar-Raible,A5055395658,fuzzy,,False,1,round4_maxpapers
1107,Dominic Wright,A5068690309,alias,I102134673,True,147,round4_semtie
1110,Joseph Schacherer,A5091722749,exact,I68947357,True,137,round4_semtie
1121,Anna-Liisa Laine,A5089207824,alias,I202697423,True,159,round4_semtie
1122,Juan Antonio Gabaldón Estevan,A5073271482,fuzzy,,False,11,round4_maxpapers
1132,Stephanie Bedhomme,A5024965499,exact,I1294671590,True,53,round4_semtie
1133,Mariangela Bonizzoni,A5089901991,exact,I25217355,True,141,round4_semtie
1139,Ignacio González Bravo,A5074079969,fuzzy,I1294671590,False,200,round4_maxpapers
1140,Josefa Gonzalez Perez,A5008899556,alias,,True,383,round4_semtie
1143,Samuel Alizon,A5083653654,exact,I1294671590,True,228,round4_semtie
1145,Andrea Manica,A5006178689,exact,I241749,True,379,round4_semtie
1160,Hélène Morlon,A5084776094,exact,I1294671590,True,167,round4_semtie
1163,Iñaki Ruiz Trillo,A5018607362,alias,I170486558,True,214,round4_semtie
1167,Bastien Bissaro,A5007511324,alias,,True,72,round4_semtie
1168,Li Tang,A5065125027,exact,I5124864,True,237,round4_semtie
1172,Velia Siciliano,A5030631840,alias,I30771326,True,47,round4_semtie
1177,Emma Andersson,A5030754446,exact,I28166907,False,252,round4_maxpapers
1181,Korbinian Schneeberger,A5008117650,alias,,True,147,round4_semtie
1185,Guillaume Lobet,A5023803941,exact,I95674353,True,222,round4_semtie
1190,Murat Sunbul,A5047141737,exact,,True,165,round4_semtie
1199,Caroline Gutjahr,A5065949573,exact,,True,110,round4_semtie
1200,Moussa Benhamed,A5070486620,alias,I204730241,True,88,round4_semtie
1201,David Bikard,A5064065434,alias,I157536573,True,97,round4_semtie
1203,Clara Sanchez Rodriguez,A5083521633,exact,,True,77,round4_semtie
1220,Abel Garcia Pino,A5025516016,alias,I132053463,True,66,round4_semtie
1228,Henning Jacob Jessen,A5030496315,alias,I161046081,True,252,round4_semtie
1232,Rob Lavigne,A5056568447,alias,I99464096,True,498,round4_semtie
1239,Cecilia Maria Sahlgren,A5052741873,alias,I130217899,False,129,round4_maxpapers
1240,Miina Alina Rautiainen,A5079472711,fuzzy,I9927081,False,217,round4_maxpapers
1243,Chris Barnes,A5018040610,alias,I45129253,True,4,round4_semtie
1245,Etienne Bucher,A5063098798,alias,,True,90,round4_semtie
1252,Thomas Reinier Maxim Barends,A5041806853,fuzzy,I149899117,False,81,round4_maxpapers
1268,Christopher Guy Bass,A5111739313,fuzzy,,False,121,round4_maxpapers
1277,Kris Verheyen,A5025403876,exact,I32597200,True,963,round4_semtie
1278,Mark Howarth,A5012100815,exact,I40120149,True,138,round4_semtie
1292,Antoine Levitt,A5040118029,exact,I277688954,True,48,round4_semtie
1304,Gabor Szabo,A5054049660,exact,I99464096,True,81,round4_semtie
1306,Andrea Seppi,A5048852896,alias,,True,70,round4_semtie
1313,Benjamin Gess,A5091000281,exact,I4577782,True,147,round4_semtie
1315,Lauri Oksanen,A5044437642,alias,I133731052,True,111,round4_semtie
1320,Hendrik Weber,A5001883810,alias,I22465464,True,86,round4_semtie
1324,Phan Thanh Nam,A5048239767,alias,I8204097,True,155,round4_semtie
1331,Kathrin Bringmann,A5089032048,alias,I180923762,True,375,round4_semtie
1333,Simon Riche,A5005759805,exact,I198244214,True,106,round4_semtie
1343,Choonghong Tadahiro Oh,A5048680727,fuzzy,,False,2,round4_maxpapers
1344,Vincent Calvez,A5114375058,alias,I1294671590,True,103,round4_semtie
1346,Pierre Berger,A5030919165,alias,I1294671590,True,98,round4_semtie
1350,Xin Li,A5100353932,exact,I7882870,True,449,round4_semtie
1351,Stefano Favaro,A5083953277,exact,I55143463,True,185,round4_semtie
1357,Siddhartha Mishra,A5101961582,alias,I35440088,True,246,round4_semtie
1369,Laszlo Szekelyhidi,A5077855474,alias,,True,168,round4_semtie
1372,Anna Ershler,A5038347500,fuzzy,,False,1,round4_maxpapers
1374,Clement Mouhot,A5060848970,exact,I241749,True,145,round4_semtie
1378,Alessandro Giuliani,A5013428460,exact,I861853513,True,626,round4_semtie
1379,Gianluigi Rozza,A5061558433,exact,I138549579,True,572,round4_semtie
1381,Victor Rotger Cerdà,A5006215137,fuzzy,,False,7,round4_maxpapers
1386,Andreas Thom,A5010043767,alias,,True,233,round4_semtie
1389,Søren Galatius,A5089158851,exact,I124055696,True,130,round4_semtie
1392,Peter Keevash,A5023231478,alias,I40120149,True,182,round4_semtie
1394,David Perez Garcia,A5037099975,alias,I121748325,True,170,round4_semtie
1407,Jose Maria Martell Berrocal,A5038937908,fuzzy,,False,173,round4_maxpapers
1416,Donato Giovannelli,A5089320122,alias,I71267560,True,172,round4_semtie
1420,Gabriele Messori,A5061617752,alias,I123387679,True,303,round4_semtie
1421,Anna Pakhomova,A5055262354,exact,,True,223,round4_semtie
1423,Eva Stueeken,A5074674276,alias,I16835326,True,15,round4_semtie
1424,Aloisia Nuijens,A5028455474,fuzzy,,False,1,round4_maxpapers
1435,Pablo Ortega,A5054457106,alias,I2799803557,True,187,round4_semtie
1445,Olivier Namur,A5083347283,alias,I99464096,True,158,round4_semtie
1447,Martin Schiller,A5050832722,alias,I124055696,True,137,round4_semtie
1448,Andreas Nilsson,A5047834365,exact,I187531555,True,90,round4_semtie
1452,Jia Chen,A5086814847,exact,I62916508,True,641,round4_semtie
1460,Wei-Li Hong,A5053211960,exact,I161593684,True,165,round4_semtie
1463,Nicolas Brantut,A5014620465,exact,,True,195,round4_semtie
1465,Jan-Hendrik Hehemann,A5062026003,alias,I180437899,True,102,round4_semtie
1467,Mustafa Yucel,A5006534189,exact,I201799495,True,90,round4_semtie
1471,Sophie Bonnet,A5083944985,exact,I4210166444,True,193,round4_semtie
1474,Cathy Quantin-Nataf,A5029307055,exact,I100532134,True,162,round4_semtie
1475,Faysal Bibi,A5038250577,exact,I1313606977,True,103,round4_semtie
1477,Alida Timar-Gabor,A5016545451,exact,I3125347698,True,167,round4_semtie
1479,Matti Rissanen,A5073788174,exact,I166825849,True,335,round4_semtie
1480,Lisa Wingate,A5045245314,exact,,True,239,round4_semtie
1485,Frederic Moynier,A5036994564,alias,I148261361,True,523,round4_semtie
1488,Robert Hilton,A5003424407,alias,I40120149,True,242,round4_semtie
1493,Ana Godinho Ferreira,A5039305073,fuzzy,I45129253,True,179,round4_semtie
1504,Madeleine Clare Sperryn White,A5091159076,fuzzy,,False,26,round4_maxpapers
1505,Angela Gallego-Sala,A5011579501,alias,I23923803,True,129,round4_semtie
1507,Stijn De Schepper,A5002139453,exact,I4210107808,True,150,round4_semtie
1509,Horst Machguth,A5036217745,alias,I154338468,True,179,round4_semtie
1515,Bruno Dhuime,A5086220526,alias,I1294671590,True,109,round4_semtie
1518,Michael Sigl,A5023875272,exact,I118564535,True,266,round4_semtie
1523,Carlos Perez Garcia-Pando,A5040545550,alias,I2799803557,True,462,round4_semtie
1524,Ulrike Herzschuh,A5085075467,alias,I127251866,True,710,round4_semtie
1531,Karine Sellegri,A5028858445,exact,I1294671590,True,262,round4_semtie
1534,Helge Niemann,A5075104775,alias,,True,255,round4_semtie
1538,Christoph Karl Thomas,A5074981980,alias,I54009628,False,344,round4_maxpapers
1545,Philip Stier,A5087616218,alias,I40120149,True,533,round4_semtie
1559,Hendrik Fuchs,A5057217648,alias,I171892758,True,313,round4_semtie
1566,Sari Hannele Korhonen,A5066081714,fuzzy,,False,24,round4_maxpapers
1568,Guillaume Dupont-Nivet,A5006751458,alias,I1294671590,True,292,round4_semtie
1569,Benjamin John Murray,A5031447909,alias,I130828816,False,372,round4_maxpapers
1578,Diego Perugini,A5078724935,exact,I27483092,True,275,round4_semtie
1586,Giulio Di Toro,A5058567673,exact,I138689650,True,477,round4_semtie
1591,Yu Ogawa,A5062856177,exact,,True,138,round4_semtie
1597,Sara Abalde-Cela,A5022060261,alias,,True,49,round4_semtie
1602,Xuekun Lu,A5000724287,exact,I166337079,True,72,round4_semtie
1622,Tong Li,A5100359057,exact,,True,500,round4_semtie
1636,Anna Sandak,A5023451581,alias,I118905719,True,143,round4_semtie
1641,Feng Gao,A5100729278,exact,I102134673,True,869,round4_semtie
1649,Viviana Cavaliere,A5105659374,alias,,True,619,round4_semtie
1664,Franz Herzog,A5054539660,exact,I98677209,True,165,round4_semtie
1668,Tim Schröder,A5029645305,alias,I39343248,True,171,round4_semtie
1673,Astrid Eichhorn,A5010105121,alias,,True,207,round4_semtie
1707,Marcus Huber,A5027058735,alias,I145847075,True,228,round4_semtie
1717,Lorenzo Bianchini,A5013310906,alias,I108290504,True,567,round4_semtie
1728,Simon Gröblacher,A5112342934,alias,I98358874,True,137,round4_semtie
1731,Leticia Tarruell Pellegrin,A5068132442,fuzzy,,False,3,round4_maxpapers
1737,Pierre Brun,A5104062094,alias,I2738703131,True,59,round4_semtie
1738,Matthias Schott,A5071143509,alias,I197323543,True,588,round4_semtie
1740,Francesco Benini,A5037607367,alias,I138549579,True,78,round4_semtie
1750,Elisabetta Baracchini,A5114378273,alias,I4210150763,True,388,round4_semtie
1757,Reinhild Fatima Yvonne Peters,A5107448738,fuzzy,I28407311,True,31,round4_semtie
1764,Ronald Hanson,A5039442806,alias,I98358874,True,1143,round4_semtie
1776,Alexander Schmidt,A5067866874,alias,I887968799,True,1648,round4_semtie
1782,Benjamin Wolf Freivogel,A5015191174,fuzzy,,False,3,round4_maxpapers
1787,Aleksandra Maria Walczak,A5016850339,fuzzy,I1294671590,True,311,round4_semtie
1788,Marc Tobias Schumann,A5102951517,fuzzy,,False,12,round4_maxpapers
1790,Tuomas Veli Valtteri Lappi,A5089748557,fuzzy,,False,9,round4_maxpapers
1803,Antonin Vacheret,A5063689819,alias,I47508984,True,29,round4_semtie
1807,Alessandro Bacchetta,A5025191314,exact,I25217355,True,205,round4_semtie
1815,Kieran Thomas Joseph Flanagan,A5101668087,fuzzy,,False,187,round4_maxpapers
1818,Uriel Levy,A5014032344,exact,I197251160,False,459,round4_maxpapers
1821,Lucio Cerrito,A5007925027,alias,I116067653,True,2641,round4_semtie
1824,Jeremy Lloyd O'Brien,A5011294609,fuzzy,,False,3,round4_maxpapers
1825,Markus Aspelmeyer,A5073463154,alias,I129774422,True,268,round4_semtie
1828,Tobias Johannes Jakob Boris Christoph Schätz,A5065642406,fuzzy,,False,10,round4_maxpapers
1829,Shuang Zhang,A5100321581,alias,I79619799,True,1050,round4_semtie
1831,Jens Limpert,A5003592165,alias,,True,1053,round4_semtie
1832,Sebastien André Marcel Bize,A5106859499,fuzzy,,True,4,round4_semtie
1836,Roee Ozeri,A5038915880,exact,I53964585,True,218,round4_semtie
1841,Silvia Pascoli,A5038469819,alias,I190082696,True,145,round4_semtie
1846,Gilad Perez,A5103551312,exact,I53964585,True,149,round4_semtie
1860,Christian Schneider,A5011588936,exact,I129877168,True,617,round4_semtie
1872,Ariel Amir,A5080479523,exact,I53964585,True,189,round4_semtie
1893,Thomas Salez,A5062740465,alias,I1294671590,True,241,round4_semtie
1899,Stefan Kaiser,A5081594966,alias,,True,251,round4_semtie
1902,Ajit Srivastava,A5024977858,alias,,True,111,round4_semtie
1903,Pablo Alonso Gonzalez,A5078591848,exact,I165339363,True,119,round4_semtie
1906,Silvia Vignolini,A5050782114,alias,I241749,True,261,round4_semtie
1908,Alexey Chernikov,A5088371748,alias,,True,126,round4_semtie
1912,Robert Vácha,A5065633302,exact,I21449261,True,146,round4_semtie
1919,Francesco Cardarelli,A5073809598,exact,I157210198,True,133,round4_semtie
1920,Vincent Jacques,A5062152732,alias,I1294671590,True,161,round4_semtie
1925,Pierre Thibault,A5009187210,exact,I142444530,True,487,round4_semtie
1953,Ivan Guilhem Daniel Favero,A5033271744,fuzzy,I1294671590,True,167,round4_semtie
1958,Virginie Chamard,A5075664474,alias,I1294671590,True,134,round4_semtie
1961,Hendrik Dietz,A5072507626,exact,I62916508,True,187,round4_semtie
1965,Massimiliano Stengel,A5053056300,exact,,True,156,round4_semtie
1972,Ralf Seidel,A5074416216,alias,,True,160,round4_semtie
1974,Julie Grollier,A5035082537,alias,I1294671590,True,278,round4_semtie
1981,Fernando Moreno-Herrero,A5018736467,alias,I134820265,False,110,round4_maxpapers
1982,Emanuela Zaccarelli,A5024556594,alias,,True,239,round4_semtie
