rid,us_name,authorid,match_type,host_id
2106,YANG YANG,A5100397717,alias,I26538001
485,Jane L Lehr,A5099127641,exact,I149919469
1124,Xuan Wang,A5100329027,exact,I859038795
1052,Shih-Chun Lin,A5114377379,alias,I137902535
2106,YANG YANG,A5100397767,exact,I26538001
1701,Yin Li,A5100979407,exact,I135310074
2854,Hongchang Gao,A5112587596,alias,I84392919
2409,Yang Wang,A5029040392,alias,I145608581
1121,Yang Wang,A5029040392,alias,I145608581
2330,Zhengtian Xu,A5110959975,alias,I193531525
1124,Xuan Wang,A5100328984,alias,I859038795
1320,Yan Wang,A5060542920,exact,I33213144
602,Wei Liu,A5114207477,alias,I859038795
2644,Melissa C Smith,A5042700995,fuzzy,I8078737
1974,Mehdi Sadi,A5093276767,alias,I82497590
463,Wei Zhang,A5100699829,alias,I63966007
2204,Bella Bose,A5108188514,alias,I131249849
1705,Wei Tang,A5054738516,exact,I39422238
602,Wei Liu,A5100431814,alias,I859038795
2330,Zhengtian Xu,A5110959975,exact,I193531525
1124,Xuan Wang,A5100328984,exact,I859038795
1320,Yan Wang,A5060542920,alias,I33213144
602,Wei Liu,A5114207477,exact,I859038795
1974,Mehdi Sadi,A5093276767,exact,I82497590
463,Wei Zhang,A5100699829,exact,I63966007
1705,Wei Tang,A5054738516,alias,I39422238
602,Wei Liu,A5100431814,exact,I859038795
2966,Meredith Kupinski,A5037930301,alias,I138006243
536,Panpan Zhang,A5100411733,exact,I901861585
2011,Erin K Molloy,A5045334836,fuzzy,I66946132
2811,Tracy A Hammond,A5075250507,fuzzy,I91045830
2856,Dinshaw S Balsara,A5077912016,fuzzy,I107639228
341,Tyler R Kartzinel,A5073382238,fuzzy,I27804330
41,Shuang Zhang,A5100321571,exact,I91045830
1956,Justus C Ndukaife,A5005967434,fuzzy,I200719446
2704,Jeffrey E Shield,A5051506809,fuzzy,I114395901
2247,Md Mahbubul Islam,A5046600331,exact,I185443292
2542,Eun-Hwa Kim,A5079286249,exact,I102298084
2624,John R Schaibley,A5066838571,fuzzy,I138006243
31,Patrick J Walsh,A5037620851,fuzzy,I79576946
501,Daniel C Floryan,A5086567929,fuzzy,I44461941
2987,Stephanie J Lunn,A5067592592,fuzzy,I19700959
2602,Peng Wang,A5100396091,alias,I58956616
1882,David J Berg,A5101983540,fuzzy,I83328450
2968,Donald A Hantula,A5077752619,fuzzy,I84392919
1853,Patrick P Edger,A5001730410,fuzzy,I87216513
2520,Erin L Landguth,A5043190186,fuzzy,I6750721
1337,Billy M Williams,A5037471842,fuzzy,I160664669
1176,Roland Mundil,A5042881068,alias,I1325733142
1785,David van Dijk,A5019679682,alias,I32971472
2981,Alessandro Alabastri,A5059307028,alias,I74775410
2576,H David Jeong,A5023847318,alias,I91045830
1467,Mimi M Recker,A5001765476,fuzzy,I121980950
2634,Ryan Behunin,A5003889338,alias,I203172682
974,Peter Veres,A5048905624,alias,I82495205
521,Qifei Niu,A5014934575,exact,I120156002
1364,Yingmei Liu,A5101414933,exact,I115475287
2486,Michael A Grubb,A5057246676,fuzzy,I56722557
1796,Xiaojing Wang,A5055435981,alias,I140172145
2716,Wing Lam,A5036039220,exact,I162714631
1932,Katherine McAuliffe,A5057595868,alias,I103531236
783,Jean-Philippe Tessonnier,A5021135468,alias,I173911158
2731,Peter Morton,A5076606274,alias,I91045830
2102,Ru-yu Lai,A5020756113,alias,I130238516
893,Sarah Cannon,A5032733831,alias,I106107269
556,Louis Bouchard,A5053925403,alias,I161318765
2485,Chiara Borrelli,A5021194983,alias,I5388228
1855,Zheng Fan,A5050996662,exact,I44461941
280,Aaron H Morris,A5041878749,fuzzy,I27837315
2003,Christina M Rost,A5014759418,fuzzy,I859038795
2591,Sarah A Wilson,A5101938339,fuzzy,I143302722
2229,Jennifer Jacobs,A5058644728,exact,I154570441
2618,Martha Escobar,A5058835370,exact,I177721651
2832,Alexander R Tye,A5068314771,fuzzy,I218822139
1365,Megan E Cattau,A5077064108,fuzzy,I120156002
2909,Nathan Ahlgren,A5055904764,alias,I130785548
1863,Luis E Zambrano-Cruzatty,A5099294465,fuzzy,I7947594
358,Lei Fan,A5017743726,alias,I44461941
2384,Andrew Katz,A5079726704,exact,I859038795
751,Andrew H Owens,A5034304163,fuzzy,I205783295
366,Kuei-Chun Wang,A5056149788,exact,I55732556
1831,Alex Abramson,A5018503273,exact,I130701444
1885,Sagar Vijay,A5015466659,alias,I154570441
1592,Hannah Zierden,A5021503157,alias,I66946132
1656,Lisa C McManus,A5044601653,fuzzy,I1331384533
2672,Rodrigo O Spinola,A5020235955,fuzzy,I184840846
2041,Bijaya Adhikari,A5052463345,exact,I126307644
2599,Quentin C Sedlacek,A5086682879,fuzzy,I178169726
993,Alejandro Rico-Guevara,A5046143048,alias,I201448701
2592,Emily Wakild,A5030441949,exact,I120156002
2717,Rut Pedrosa Pamies,A5033107151,alias,I1338920048
672,Bonnie Ferri,A5076929592,alias,I130701444
2563,Michael T Ruggiero,A5055136612,fuzzy,I5388228
2925,Christos Athanasiou,A5087518328,alias,I130701444
1452,Ge Gao,A5101730038,alias,I66946132
1080,Susanta Ghosh,A5012521601,alias,I11957088
1706,Tolga Karsili,A5085877515,fuzzy,I79516672
543,Guosheng Fu,A5000943631,alias,I107639228
2670,Jennifer E Broatch,A5051843155,fuzzy,I55732556
2630,Steve Smith,A5083105026,alias,I184647316
251,Suhas S Jain,A5023212336,fuzzy,I130701444
1779,Sara M Beery,A5055165096,fuzzy,I63966007
1145,Michael K West,A5082097672,fuzzy,I184647316
708,Wenbin Zhang,A5100710814,alias,I19700959
1126,Mike Williams,A5107399136,exact,I63966007
1139,Bo Xiao,A5062706653,exact,I11957088
1124,Xuan Wang,A5100328989,alias,I859038795
1569,Yang Xiao,A5009050006,exact,I143302722
1262,Shana Moothedath,A5087007662,alias,I173911158
732,Chadia Affane Aji,A5032573422,alias,I6026837
242,Yang Liu,A5100707405,alias,I74973139
2655,Paea J LePendu,A5059906626,fuzzy,I103635307
2950,Maanak Gupta,A5102483629,exact,I63920570
2871,Saonli Basu,A5113347637,alias,I130238516
2502,Nicholas V Kessler,A5056033076,fuzzy,I138006243
981,Xingyu Zhou,A5101753195,alias,I185443292
2417,Xiaohui Yuan,A5100610021,exact,I123534392
1024,Andrea M Ogilvie,A5054901202,fuzzy,I91045830
42,Kevin A Adkins,A5076207736,fuzzy,I84475105
2017,Hamed Rahmani,A5066586950,exact,I57206974
1061,Jian J Zhang,A5100409964,fuzzy,I201448701
2249,Yingying Wu,A5028495724,alias,I33213144
2928,Deborah C Good,A5034583572,fuzzy,I6750721
2979,Qian Zhang,A5100401738,exact,I103163165
2936,Laura Rabin,A5102086615,alias,I83041322
2613,Chang Liu,A5100353349,alias,I24603500
1815,Yixin Wang,A5100328544,exact,I27837315
2322,Oluseye K Onajole,A5076512597,fuzzy,I102101047
415,Yi Wang,A5100364983,exact,I76835614
1242,Meng Wang,A5111002272,exact,I44461941
878,Matthew Shannon,A5091607760,alias,I99490713
785,Marianna Maiaru,A5055307981,exact,I78577930
2861,Andrew L Gillen,A5008559038,fuzzy,I12912129
1385,Robert L Moore,A5102788721,fuzzy,I33213144
124,Minxiang Zeng,A5109593170,alias,I12315562
838,Tegan S Brennan,A5011404640,fuzzy,I108468826
2358,Joanna York,A5015133609,alias,I86501945
1640,Song Gao,A5100539054,alias,I135310074
2590,Yu-Xiang Wang,A5115602729,fuzzy,I36258959
891,Li Ke,A5100343450,alias,I201448701
2880,Qiang S Cheng,A5100767866,fuzzy,I143302722
668,Matt D Carling,A5057993560,fuzzy,I12834331
463,Wei Zhang,A5101143458,alias,I63966007
1397,Maria Apostolaki,A5026774096,alias,I20089843
2337,Justin C Major,A5052092015,fuzzy,I44265643
76,Kai Gong,A5050827377,alias,I74775410
1966,Lu Cheng,A5022914600,alias,I39422238
1934,Maitreyi E Das,A5037941689,fuzzy,I103531236
2477,Xin Zhang,A5051020416,exact,I111088046
2433,Nikki M Seymour,A5058187280,fuzzy,I72903472
815,Bert Rivera-Marchand,A5058686116,exact,I71146071
2106,YANG YANG,A5100397613,exact,I26538001
1833,Samuel Carton,A5081096921,alias,I161057412
40,Andrea Contina,A5020004054,exact,I2802326326
1725,Christopher S Kim,A5102724352,fuzzy,I185071736
1610,Yang Zhang,A5050166961,alias,I137902535
2910,Alparslan E Bayrak,A5064426673,fuzzy,I186143895
1401,Srikanthan Ramesh,A5055206579,alias,I115475287
2541,Mostafa Yourdkhani,A5084230225,alias,I55732556
2905,Ming Liu,A5100322864,alias,I135310074
2314,Yubo Qi,A5067434756,exact,I32389192
2966,Meredith Kupinski,A5037930301,exact,I138006243
536,Panpan Zhang,A5100411733,alias,I901861585
41,Shuang Zhang,A5100321571,alias,I91045830
2542,Eun-Hwa Kim,A5079286249,alias,I102298084
2602,Peng Wang,A5100396091,exact,I58956616
1636,Billy M Williams,A5037471842,fuzzy,I160664669
1176,Roland Mundil,A5042881068,exact,I1325733142
1785,David van Dijk,A5019679682,exact,I32971472
2981,Alessandro Alabastri,A5059307028,exact,I74775410
521,Qifei Niu,A5014934575,alias,I120156002
1364,Yingmei Liu,A5101414933,alias,I115475287
1796,Xiaojing Wang,A5055435981,exact,I140172145
2716,Wing Lam,A5036039220,alias,I162714631
1932,Katherine McAuliffe,A5057595868,exact,I103531236
783,Jean-Philippe Tessonnier,A5021135468,exact,I173911158
2102,Ru-yu Lai,A5020756113,exact,I130238516
893,Sarah Cannon,A5032733831,exact,I106107269
1855,Zheng Fan,A5050996662,alias,I44461941
2229,Jennifer Jacobs,A5058644728,alias,I154570441
2618,Martha Escobar,A5058835370,alias,I177721651
358,Lei Fan,A5017743726,exact,I44461941
2890,Andrew Katz,A5079726704,exact,I859038795
366,Kuei-Chun Wang,A5056149788,alias,I55732556
1831,Alex Abramson,A5018503273,alias,I130701444
1885,Sagar Vijay,A5015466659,exact,I154570441
2041,Bijaya Adhikari,A5052463345,alias,I126307644
993,Alejandro Rico-Guevara,A5046143048,exact,I201448701
2592,Emily Wakild,A5030441949,alias,I120156002
2717,Rut Pedrosa Pamies,A5033107151,exact,I1338920048
672,Bonnie Ferri,A5076929592,exact,I130701444
1452,Ge Gao,A5101730038,exact,I66946132
1080,Susanta Ghosh,A5012521601,exact,I11957088
543,Guosheng Fu,A5000943631,exact,I107639228
708,Wenbin Zhang,A5100710814,exact,I19700959
1126,Mike Williams,A5107399136,alias,I63966007
1139,Bo Xiao,A5062706653,alias,I11957088
1124,Xuan Wang,A5100328989,exact,I859038795
1569,Yang Xiao,A5009050006,alias,I143302722
1262,Shana Moothedath,A5087007662,exact,I173911158
732,Chadia Affane Aji,A5032573422,exact,I6026837
2950,Maanak Gupta,A5102483629,alias,I63920570
2871,Saonli Basu,A5113347637,exact,I130238516
981,Xingyu Zhou,A5101753195,exact,I185443292
2417,Xiaohui Yuan,A5100610021,alias,I123534392
2017,Hamed Rahmani,A5066586950,alias,I57206974
2249,Yingying Wu,A5028495724,exact,I33213144
2979,Qian Zhang,A5100401738,alias,I103163165
2936,Laura Rabin,A5102086615,exact,I83041322
2613,Chang Liu,A5100353349,exact,I24603500
1815,Yixin Wang,A5100328544,alias,I27837315
415,Yi Wang,A5100364983,alias,I76835614
1242,Meng Wang,A5111002272,alias,I44461941
878,Matthew Shannon,A5091607760,exact,I99490713
785,Marianna Maiaru,A5055307981,alias,I78577930
124,Minxiang Zeng,A5109593170,exact,I12315562
463,Wei Zhang,A5101143458,exact,I63966007
1397,Maria Apostolaki,A5026774096,exact,I20089843
76,Kai Gong,A5050827377,exact,I74775410
2477,Xin Zhang,A5051020416,alias,I111088046
815,Bert Rivera-Marchand,A5058686116,alias,I71146071
2106,YANG YANG,A5100397613,alias,I26538001
40,Andrea Contina,A5020004054,alias,I2802326326
2541,Mostafa Yourdkhani,A5084230225,exact,I55732556
2860,Ying Wang,A5100322864,alias,I135310074
2314,Yubo Qi,A5067434756,alias,I32389192
2384,Andrew Katz,A5079726704,alias,I859038795
2890,Andrew Katz,A5079726704,alias,I859038795
1100,Farid Ahmed,A5102017555,exact,I2802326326
1254,Tao Gao,A5051467847,exact,I223532165
1121,Yang Wang,A5100322715,alias,I145608581
2106,YANG YANG,A5100397669,alias,I26538001
1701,Yin Li,A5080487524,alias,I135310074
1320,Yan Wang,A5100322769,exact,I33213144
672,Bonnie Ferri,A5108245217,alias,I130701444
2890,Andrew Katz,A5108275080,alias,I859038795
1588,Yoon H Kim,A5100621084,fuzzy,I63966007
2907,Jie Ding,A5042794702,exact,I130238516
1124,Xuan Wang,A5078292155,alias,I859038795
310,Nicole S Wein,A5091698334,fuzzy,I27837315
1561,Weiwei Jia,A5105023951,alias,I17626003
1350,Min Zhang,A5100402911,alias,I47500952
1614,Xu Wang,A5102001370,alias,I27837315
37,Luis A Ceferino,A5094333733,fuzzy,I95457486
1100,Farid Ahmed,A5102017555,alias,I2802326326
1254,Tao Gao,A5051467847,alias,I223532165
1121,Yang Wang,A5100322715,exact,I145608581
2106,YANG YANG,A5100397669,exact,I26538001
1701,Yin Li,A5080487524,exact,I135310074
1320,Yan Wang,A5100322769,alias,I33213144
2384,Andrew Katz,A5108275080,alias,I859038795
2907,Jie Ding,A5042794702,alias,I130238516
1124,Xuan Wang,A5078292155,exact,I859038795
1561,Weiwei Jia,A5105023951,exact,I17626003
1350,Min Zhang,A5100402911,exact,I47500952
1614,Xu Wang,A5102001370,exact,I27837315
2409,Yang Wang,A5100322715,exact,I145608581
2409,Yang Wang,A5100322715,alias,I145608581
1751,Yong-Jie Hu,A5091112732,alias,I72816309
935,John Dabiri,A5072842791,alias,I122411786
1670,Heejin Jeong,A5068209902,exact,I55732556
1396,Maxwell Millar-Blanchaer,A5008078263,fuzzy,I154570441
1374,Khairi Reda,A5060626774,alias,I39422238
1610,Yang Zhang,A5100354734,exact,I137902535
1079,Pengcheng Dai,A5016782700,exact,I74775410
854,James Cahoon,A5006320259,alias,I114027177
2899,Andrew Parsekian,A5049920825,alias,I12834331
2170,Christa A Kelleher,A5006904826,fuzzy,I184759092
2210,Laura A Katz,A5024826537,fuzzy,I202524275
2658,Lauren B Davis,A5069686900,fuzzy,I35777872
1385,Robert L Moore,A5043260259,fuzzy,I33213144
1359,Ritambhara Singh,A5070578596,exact,I27804330
371,Rakibul Hasan,A5081469015,exact,I55732556
2483,Sasha Wagner,A5022674236,alias,I165799507
1541,Si Jung Kim,A5064939179,alias,I133999245
2715,Joseph L Allen,A5007920939,fuzzy,I65571275
1023,William J Davis,A5077504928,fuzzy,I91036609
367,Juan J Manfredi,A5072602476,fuzzy,I170201317
825,Christopher A Lepczyk,A5072956454,fuzzy,I82497590
2346,Grant M Rotskoff,A5071403558,fuzzy,I97018004
1298,Bin Zhang,A5023560103,exact,I63966007
2529,Vera Gluscevic,A5041566825,alias,I1174212
1323,Panagiotis E Souganidis,A5066466020,fuzzy,I40347166
1212,Monique Borgerhoff Mulder,A5081576422,exact,I1308548392
2417,Xiaohui Yuan,A5101543726,alias,I123534392
1705,Wei Tang,A5009121711,alias,I39422238
258,Azadeh Ansari,A5003979955,alias,I130701444
530,Christina O Lee,A5080924936,fuzzy,I95457486
1652,Erik E Santiso,A5064519981,fuzzy,I137902535
202,Mikael Vejdemo-Johansson,A5049695343,exact,I121847817
2509,Nathan B Crane,A5044700287,fuzzy,I100005738
2002,Elodie Pozzi,A5011704669,alias,I47838141
1110,Douglas E Spearot,A5060135475,fuzzy,I33213144
728,Erich Grotewold,A5021399007,alias,I87216513
2578,Fang Wang,A5065372059,exact,I76835614
1908,Miguel A Acevedo,A5060302736,fuzzy,I33213144
1224,Daniel Anglés-Alcázar,A5008589829,alias,I140172145
129,Yuanwen Jiang,A5085972136,exact,I79576946
511,Connor G Bischak,A5048628755,fuzzy,I223532165
38,Bruno Nachtergaele,A5082684634,alias,I84218800
888,Anne M Baranger,A5031194172,fuzzy,I95457486
660,Kerri M Crawford,A5010616834,fuzzy,I44461941
291,Tong Huang,A5051963490,alias,I26538001
413,Soroosh Shafiee,A5096114626,exact,I205783295
1550,Sloan Coats,A5058928456,alias,I1331384533
843,Brendan R Eagan,A5061166172,fuzzy,I135310074
898,Dibakar Datta,A5049423398,alias,I118118575
1939,Zhizhang Xie,A5020451303,alias,I91045830
1131,Jacob Wenegrat,A5089396075,alias,I66946132
891,Li Ke,A5108718080,alias,I201448701
2166,Leslie S Babonis,A5036148526,fuzzy,I205783295
1035,Sandip P Harimkar,A5034733145,fuzzy,I115475287
1742,Jason Lee,A5059740024,alias,I95457486
2052,Luke T Roling,A5015241487,fuzzy,I173911158
1324,Kacy Gordon,A5044188303,alias,I114027177
877,Sarah A Wilson,A5101938339,fuzzy,I44265643
452,Hung Tran,A5103117172,alias,I12315562
834,Cody W Edwards,A5079018829,fuzzy,I162714631
637,Kristin Bartlett,A5037494295,alias,I143302722
81,Megan G Behringer,A5027309077,fuzzy,I200719446
2016,Aleksandr Kazachkov,A5025774365,alias,I33213144
387,Ziv D Scully,A5014560251,fuzzy,I205783295
1935,Ivan Ruchkin,A5021509994,alias,I33213144
2163,Stephanie J Madon,A5040516780,fuzzy,I55732556
764,Sarah L Harris,A5065027413,fuzzy,I133999245
463,Wei Zhang,A5100441715,alias,I63966007
1175,John W Williams,A5031452897,fuzzy,I135310074
157,Christopher J Caruvana,A5015521305,fuzzy,I592451
2228,Angela M Oliverio,A5035890361,fuzzy,I70983195
565,Matthew R Edwards,A5086315430,fuzzy,I97018004
2404,Bagrat Mailyan,A5089971523,alias,I106959904
1829,Fei Dai,A5113910816,alias,I1331384533
152,Wentao Tang,A5101909403,exact,I137902535
2132,Yifan Sun,A5041025969,exact,I16285277
107,Muhammad Ali Gulzar,A5003747461,alias,I859038795
2979,Qian Zhang,A5114378267,exact,I103163165
2854,Hongchang Gao,A5014924409,alias,I84392919
952,Gregory T Rushton,A5031043172,fuzzy,I169615421
2504,Amir Pahlavan,A5038718370,alias,I32971472
2809,Zacchaeus G Compson,A5077171703,fuzzy,I123534392
2758,Rui Zhang,A5100422048,alias,I86501945
1614,Xu Wang,A5100407848,exact,I27837315
1799,Brian T Smith,A5034865246,fuzzy,I1338124936
2442,Ariful I Bhuiyan,A5089012734,fuzzy,I52913039
1651,Anthony Boccanfuso,A5069631223,alias,I4210113537
364,Thomas W Scanlon,A5044959389,fuzzy,I95457486
1742,Jason Lee,A5100657725,alias,I95457486
2284,Aleksey Charapko,A5003813132,exact,I161057412
2462,David Andrew B Hyde,A5040432863,fuzzy,I200719446
1154,Kiran C Jayaram,A5058932186,fuzzy,I2613432
2590,Yu-Xiang Wang,A5023418354,fuzzy,I36258959
767,Jia Liu,A5086864360,alias,I33213144
1799,Brian T Smith,A5109072738,fuzzy,I1338124936
2120,Amy Y Xu,A5018380045,fuzzy,I121820613
508,Zhanqing Li,A5059270308,exact,I66946132
30,Jihong A Ma,A5029136335,fuzzy,I111236770
2054,Jiasi Chen,A5061832197,exact,I27837315
1747,Tong Shu,A5103106461,exact,I123534392
53,Selyna P Beverly,A5072962321,fuzzy,I138216421
979,Shuai Li,A5100424126,exact,I33213144
2717,Rut Pedrosa Pamies,A5000986126,alias,I1338920048
655,Yan Li,A5101685252,exact,I107672454
1239,Ali M Hamed,A5038661442,fuzzy,I177328695
1964,Stephen Archer,A5101558254,exact,I2800663845
2193,Hanumanthrao Kannan,A5003945796,alias,I82495205
2513,Wen Wu,A5102238143,fuzzy,I368840534
181,Gong Chen,A5100389824,alias,I130701444
771,Joel Atallah,A5048389516,alias,I192396691
891,Li Ke,A5100343513,alias,I201448701
2952,John W Williams,A5040602391,fuzzy,I135310074
222,Yu Huang,A5070896899,fuzzy,I200719446
1487,Andrew Lee,A5100450491,exact,I137902535
2929,Marzia Cescon,A5097983992,alias,I44461941
1504,Mei Yang,A5100438299,alias,I133999245
1868,Nathan E Glatt-Holtz,A5058571963,fuzzy,I592451
2931,Dustin Carroll,A5077609398,exact,I51504820
1750,Varghese M Vaidyan,A5107611156,fuzzy,I125467818
242,Yang Liu,A5100355692,alias,I74973139
778,Jan Edwards,A5109680704,alias,I62315932
1069,Derek Gingerich,A5045986761,alias,I124727415
2859,James W Moffett,A5108080787,fuzzy,I1174212
2889,Jong Hyun Ham,A5111522307,alias,I134386540
1979,Andrea M Balbas,A5020021456,fuzzy,I131249849
1904,Aaron J Sholders,A5030068936,fuzzy,I92446798
2477,Xin Zhang,A5100763925,exact,I111088046
1584,Sandra Gesing,A5091197632,alias,I36258959
2353,Wei Zhang,A5100441733,alias,I12315562
1614,Xu Wang,A5072629719,alias,I27837315
1395,Michael K Brown,A5103044490,fuzzy,I82497590
415,Yi Wang,A5100721619,exact,I76835614
2256,Zheng Dong,A5101493153,exact,I185443292
568,Chang Liu,A5011791178,exact,I140172145
1810,Carl Yang,A5101444039,alias,I150468666
2692,Xing Gao,A5100622644,alias,I86501945
400,Yu Sun,A5015598445,alias,I145311948
1751,Yong-Jie Hu,A5091112732,exact,I72816309
1670,Heejin Jeong,A5068209902,alias,I55732556
1374,Khairi Reda,A5060626774,exact,I39422238
1610,Yang Zhang,A5100354734,alias,I137902535
1079,Pengcheng Dai,A5016782700,alias,I74775410
1359,Ritambhara Singh,A5070578596,alias,I27804330
371,Rakibul Hasan,A5081469015,alias,I55732556
2483,Sasha Wagner,A5022674236,exact,I165799507
1541,Si Jung Kim,A5064939179,exact,I133999245
1298,Bin Zhang,A5023560103,alias,I63966007
2529,Vera Gluscevic,A5041566825,exact,I1174212
1212,Monique Borgerhoff Mulder,A5081576422,alias,I1308548392
2417,Xiaohui Yuan,A5101543726,exact,I123534392
1705,Wei Tang,A5009121711,exact,I39422238
258,Azadeh Ansari,A5003979955,exact,I130701444
202,Mikael Vejdemo-Johansson,A5049695343,alias,I121847817
2002,Elodie Pozzi,A5011704669,exact,I47838141
728,Erich Grotewold,A5021399007,exact,I87216513
2578,Fang Wang,A5065372059,alias,I76835614
1224,Daniel Anglés-Alcázar,A5008589829,exact,I140172145
129,Yuanwen Jiang,A5085972136,alias,I79576946
38,Bruno Nachtergaele,A5082684634,exact,I84218800
291,Tong Huang,A5051963490,exact,I26538001
413,Soroosh Shafiee,A5096114626,alias,I205783295
352,Sloan Coats,A5058928456,exact,I1331384533
1653,Brendan R Eagan,A5061166172,fuzzy,I135310074
898,Dibakar Datta,A5049423398,exact,I118118575
1939,Zhizhang Xie,A5020451303,exact,I91045830
452,Hung Tran,A5103117172,exact,I12315562
1935,Ivan Ruchkin,A5021509994,exact,I33213144
463,Wei Zhang,A5100441715,exact,I63966007
2952,John W Williams,A5031452897,fuzzy,I135310074
1829,Fei Dai,A5113910816,exact,I1331384533
152,Wentao Tang,A5101909403,alias,I137902535
2132,Yifan Sun,A5041025969,alias,I16285277
107,Muhammad Ali Gulzar,A5003747461,exact,I859038795
2979,Qian Zhang,A5114378267,alias,I103163165
2854,Hongchang Gao,A5014924409,exact,I84392919
2758,Rui Zhang,A5100422048,exact,I86501945
1614,Xu Wang,A5100407848,alias,I27837315
1430,Anthony Boccanfuso,A5069631223,alias,I4210113537
1742,Jason Lee,A5100657725,exact,I95457486
2284,Aleksey Charapko,A5003813132,alias,I161057412
508,Zhanqing Li,A5059270308,alias,I66946132
2054,Jiasi Chen,A5061832197,alias,I27837315
1747,Tong Shu,A5103106461,alias,I123534392
979,Shuai Li,A5100424126,alias,I33213144
2717,Rut Pedrosa Pamies,A5000986126,exact,I1338920048
655,Yan Li,A5101685252,alias,I107672454
1964,Stephen Archer,A5101558254,alias,I2800663845
2193,Hanumanthrao Kannan,A5003945796,exact,I82495205
771,Joel Atallah,A5048389516,exact,I192396691
1175,John W Williams,A5040602391,fuzzy,I135310074
1487,Andrew Lee,A5100450491,alias,I137902535
2929,Marzia Cescon,A5097983992,exact,I44461941
1504,Mei Yang,A5100438299,exact,I133999245
2931,Dustin Carroll,A5077609398,alias,I51504820
242,Yang Liu,A5100355692,exact,I74973139
778,Jan Edwards,A5109680704,exact,I62315932
2889,Jong Hyun Ham,A5111522307,exact,I134386540
2047,Andrea M Balbas,A5020021456,fuzzy,I131249849
2477,Xin Zhang,A5100763925,alias,I111088046
1584,Sandra Gesing,A5091197632,exact,I36258959
2353,Wei Zhang,A5100441733,exact,I12315562
1614,Xu Wang,A5072629719,exact,I27837315
415,Yi Wang,A5100721619,alias,I76835614
2256,Zheng Dong,A5101493153,alias,I185443292
568,Chang Liu,A5011791178,alias,I140172145
1810,Carl Yang,A5101444039,exact,I150468666
2692,Xing Gao,A5100622644,exact,I86501945
400,Yu Sun,A5015598445,exact,I145311948
1550,Sloan Coats,A5058928456,exact,I1331384533
352,Sloan Coats,A5058928456,alias,I1331384533
655,Yan Li,A5026897121,alias,I107672454
1395,Michael K Brown,A5076297908,fuzzy,I82497590
2106,YANG YANG,A5100397778,exact,I26538001
891,Li Ke,A5100343550,alias,I201448701
1517,Ming C Hammond,A5094235718,fuzzy,I223532165
2718,Michelle Smith,A5019062990,alias,I205783295
1320,Yan Wang,A5100322496,alias,I33213144
1843,Elizabeth Qian,A5059159562,alias,I130701444
1121,Yang Wang,A5063323262,alias,I145608581
1581,Qi Zhang,A5100360194,alias,I107077323
2106,YANG YANG,A5100397778,alias,I26538001
1320,Yan Wang,A5100322496,exact,I33213144
1843,Elizabeth Qian,A5059159562,exact,I130701444
2409,Yang Wang,A5063323262,alias,I145608581
1581,Qi Zhang,A5100360194,exact,I107077323
1121,Yang Wang,A5063323262,exact,I145608581
2409,Yang Wang,A5063323262,exact,I145608581
874,Felix Warneken,A5024921128,exact,I27837315
1321,Christopher E Miles,A5036077055,fuzzy,I223532165
651,Tiffany M Barnes,A5083076004,fuzzy,I137902535
1875,David Saldana,A5023803863,alias,I186143895
1150,Lisa Holland,A5040230130,alias,I12097938
2934,Erica J Crespi,A5030472994,fuzzy,I72951846
1507,Lisa D Brown,A5031581947,fuzzy,I83909951
2321,Mark T Stacey,A5016686168,fuzzy,I95457486
2989,Russell J Composto,A5074582280,fuzzy,I79576946
1043,Colin R Meyer,A5042908854,fuzzy,I107672454
2512,Maya L Gomes,A5025798106,fuzzy,I145311948
206,Vignesh Sundaresan,A5022523999,alias,I368840534
1669,Xin Liang,A5103064768,alias,I143302722
1818,Naomi T Fitter,A5090905513,fuzzy,I131249849
2787,David G Schmale,A5085488093,fuzzy,I859038795
2403,Xiaogang Ma,A5071393418,alias,I155093810
2402,Christopher P Scheitle,A5006612722,fuzzy,I12097938
1023,William J Davis,A5009859610,fuzzy,I91036609
2829,Dejan Slepcev,A5004682327,alias,I74973139
1333,Richard Seager,A5000493164,exact,I78577930
2423,Mark A Torres,A5090104374,fuzzy,I74775410
2499,Shinsei Ryu,A5053662519,alias,I20089843
2553,Alan J Kaufman,A5020476917,fuzzy,I66946132
533,Joon-Ho Choi,A5004522965,alias,I1174212
1955,Jacob W Faber,A5041240817,fuzzy,I57206974
2605,Sarah L Swisher,A5050774215,fuzzy,I130238516
1470,Leonid Mirny,A5017406892,alias,I63966007
2037,Kevin D Dorfman,A5080268173,fuzzy,I130238516
1688,Xinhua Bai,A5036147792,alias,I184647316
1126,Mike Williams,A5108065580,alias,I63966007
2907,Jie Ding,A5069838077,alias,I130238516
965,Xuqing Wu,A5008560262,alias,I44461941
222,Yu Huang,A5055069752,alias,I200719446
2843,Michael Hartinger,A5065569295,alias,I1298453700
1609,Daniela Inclezan,A5022062603,alias,I83328450
1501,Laura Gagliardi,A5062631568,exact,I40347166
0,Joseph R Burger,A5037765593,fuzzy,I143302722
2880,Qiang S Cheng,A5100768220,fuzzy,I143302722
63,Anne J Shiu,A5042332739,fuzzy,I91045830
2256,Zheng Dong,A5062514822,alias,I185443292
2883,Ramsey R Harcourt,A5015581719,fuzzy,I201448701
