rid,us_name,authorid,match_type,host_id
1353,Paul Higgins,A5048846112,exact,I1298748095
563,Murielle Watzky,A5020145081,fuzzy,I71966907
180,Styliani Avraamidou,A5062147977,alias,I135310074
1790,Ge Ou,A5015846787,alias,I33213144
1064,Xiaolong Liu,A5100393819,alias,I107639228
2924,Ana I Torres,A5027983186,fuzzy,I74973139
399,Javad Khazaei,A5041147963,exact,I186143895
146,Masoud Jahandar Lashaki,A5024246686,alias,I63772739
2656,Adam S Charles,A5062177768,fuzzy,I145311948
2158,Gabriel A Cook,A5039782766,fuzzy,I115475287
1298,Bin Zhang,A5100392806,alias,I63966007
2072,Lauren F Bergquist,A5001814138,alias,I32971472
2421,Kevin M Pitt,A5014559211,fuzzy,I114395901
1974,Mehdi Sadi,A5036369307,alias,I82497590
522,Yisha Xiang,A5063225585,alias,I44461941
434,Narayanan Rengaswamy,A5070430560,exact,I138006243
2501,Faisal Aqlan,A5021017364,alias,I142740786
2810,Zhonghua Xu,A5100523231,alias,I859038795
2763,Shixiang Zhu,A5074367596,alias,I74973139
245,Kai Wu,A5073951891,exact,I12315562
953,Patrick A Rafter,A5038578153,fuzzy,I2613432
1233,Elizabeth Paul,A5070073675,alias,I78577930
1234,Xiaolei Huang,A5053404777,alias,I94658018
2339,James J McCarty,A5108588363,fuzzy,I52669646
2191,Bo Zhao,A5005734123,exact,I44461941
1568,Xiaorui Liu,A5009156496,alias,I137902535
2539,Allen Mensinger,A5018093948,alias,I1338920048
1385,Robert L Moore,A5093404800,fuzzy,I33213144
2081,Andrew McShan,A5011793026,alias,I130701444
1426,Anna M Nierenberg,A5006631263,fuzzy,I156087764
2441,Tomas Gonzalez-Fernandez,A5066184840,alias,I186143895
980,Kevin Carr,A5087404058,exact,I4210149261
1599,Tirthankar Roy,A5003844700,exact,I114395901
1614,Xu Wang,A5101889925,alias,I27837315
1261,Nicholas P McKay,A5113163968,fuzzy,I203172682
1406,Mary E Foltz,A5002949222,fuzzy,I115475287
2758,Rui Zhang,A5101750692,alias,I86501945
1088,Irene Tung,A5061413715,alias,I290598920
1070,Willis B Jones,A5111808810,fuzzy,I11874761
2419,Yanan Wang,A5100385394,exact,I114395901
1080,Susanta Ghosh,A5027767677,alias,I11957088
1640,Song Gao,A5007542519,alias,I135310074
1361,Zane K Li,A5013213435,fuzzy,I137902535
1072,Mania Aghaei Meibodi,A5024588953,alias,I27837315
2207,Qing Zhao,A5102705262,alias,I12912129
2746,Dan T Bergstralh,A5042927941,fuzzy,I76835614
41,Shuang Zhang,A5007892503,alias,I91045830
463,Wei Zhang,A5100441734,alias,I63966007
382,Yuan Ping,A5018202477,alias,I135310074
463,Wei Zhang,A5101766670,alias,I63966007
242,Yang Liu,A5100356143,alias,I74973139
2211,Jacqueline A Smith,A5103235741,fuzzy,I137853757
2860,Ying Wang,A5100364888,alias,I135310074
1509,Bin Chen,A5102216705,alias,I1331384533
1610,Yang Zhang,A5100354713,alias,I137902535
1701,Yin Li,A5101249418,exact,I135310074
1707,Kan Li,A5100342149,alias,I66958751
2353,Wei Zhang,A5100428737,alias,I12315562
1355,Brittany N Hupp,A5014237407,fuzzy,I162714631
1273,Tyler M Stack,A5020538270,fuzzy,I196272386
1701,Yin Li,A5100759456,alias,I135310074
2077,Ruijuan Xu,A5080728082,alias,I137902535
1320,Yan Wang,A5100322900,alias,I33213144
1682,Yuchen Liu,A5100373054,alias,I137902535
1671,Jinyoung Park,A5100428898,exact,I57206974
1350,Min Zhang,A5100402837,alias,I47500952
1377,Alex G Novoselov,A5089905547,fuzzy,I223532165
2979,Qian Zhang,A5037808540,exact,I103163165
573,Peng Guo,A5056002620,exact,I125467818
2718,Michelle Smith,A5102778025,alias,I205783295
2171,Andrew Higginbotham,A5041875872,alias,I40347166
935,John Dabiri,A5097994185,fuzzy,I122411786
2094,Jun-Chau Chien,A5112448720,alias,I95457486
67,Jiming Jiang,A5015531023,alias,I84218800
1747,Tong Shu,A5056821569,alias,I123534392
1280,Xiao Liu,A5032647094,alias,I130701444
2191,Bo Zhao,A5101890484,alias,I44461941
1640,Song Gao,A5101938899,exact,I135310074
720,Weihang Zhu,A5072028806,exact,I44461941
1320,Yan Wang,A5100322502,exact,I33213144
1320,Yan Wang,A5083516425,exact,I33213144
218,Chen Sun,A5101488443,alias,I27804330
945,Paul Ruth,A5072444330,alias,I114027177
1988,Takamitsu Ito,A5049005458,alias,I130701444
2465,Melissa Burt,A5048639636,exact,I92446798
2810,Zhonghua Xu,A5037231596,alias,I859038795
1249,Derk Joester,A5109268288,exact,I111979921
516,Claudia Ratti,A5034860260,exact,I44461941
2762,Deliang Fan,A5047916979,exact,I55732556
2477,Xin Zhang,A5100327617,exact,I111088046
1969,MONICA NESBITT,A5031320421,alias,I592451
2984,Dawei Zhou,A5022696348,alias,I859038795
965,Xuqing Wu,A5101263473,alias,I44461941
1763,Pei Sun,A5016004165,exact,I223532165
2453,Hamidreza Aghasi,A5037801789,exact,I204250578
2387,Cheng Wang,A5101782463,exact,I173911158
1568,Xiaorui Liu,A5072369461,alias,I137902535
2162,Kaushik Ragunathan,A5034301215,exact,I6902469
2882,Grigory Fedyukovich,A5027818967,exact,I103163165
1565,Hua Wei,A5100777770,exact,I55732556
718,Benjamin Nachman,A5054491740,exact,I97018004
2106,YANG YANG,A5100733872,exact,I26538001
1353,Paul Higgins,A5048846112,alias,I1298748095
180,Styliani Avraamidou,A5062147977,exact,I135310074
1790,Ge Ou,A5015846787,exact,I33213144
1064,Xiaolong Liu,A5100393819,exact,I107639228
399,Javad Khazaei,A5041147963,alias,I186143895
146,Masoud Jahandar Lashaki,A5024246686,exact,I63772739
1298,Bin Zhang,A5100392806,exact,I63966007
1974,Mehdi Sadi,A5036369307,exact,I82497590
522,Yisha Xiang,A5063225585,exact,I44461941
434,Narayanan Rengaswamy,A5070430560,alias,I138006243
2501,Faisal Aqlan,A5021017364,exact,I142740786
2810,Zhonghua Xu,A5100523231,exact,I859038795
2763,Shixiang Zhu,A5074367596,exact,I74973139
245,Kai Wu,A5073951891,alias,I12315562
1233,Elizabeth Paul,A5070073675,exact,I78577930
1234,Xiaolei Huang,A5053404777,exact,I94658018
2191,Bo Zhao,A5005734123,alias,I44461941
2441,Tomas Gonzalez-Fernandez,A5066184840,exact,I186143895
980,Kevin Carr,A5087404058,alias,I4210149261
1614,Xu Wang,A5101889925,exact,I27837315
2758,Rui Zhang,A5101750692,exact,I86501945
1088,Irene Tung,A5061413715,exact,I290598920
2419,Yanan Wang,A5100385394,alias,I114395901
1640,Song Gao,A5007542519,exact,I135310074
1072,Mania Aghaei Meibodi,A5024588953,exact,I27837315
2207,Qing Zhao,A5102705262,exact,I12912129
41,Shuang Zhang,A5007892503,exact,I91045830
463,Wei Zhang,A5100441734,exact,I63966007
463,Wei Zhang,A5101766670,exact,I63966007
242,Yang Liu,A5100356143,exact,I74973139
1610,Yang Zhang,A5100354713,exact,I137902535
1701,Yin Li,A5101249418,alias,I135310074
1707,Kan Li,A5100342149,exact,I66958751
2077,Ruijuan Xu,A5080728082,exact,I137902535
1320,Yan Wang,A5100322900,exact,I33213144
1682,Yuchen Liu,A5100373054,exact,I137902535
1671,Jinyoung Park,A5100428898,alias,I57206974
1350,Min Zhang,A5100402837,exact,I47500952
2979,Qian Zhang,A5037808540,alias,I103163165
573,Peng Guo,A5056002620,alias,I125467818
2718,Michelle Smith,A5102778025,exact,I205783295
2171,Andrew Higginbotham,A5041875872,exact,I40347166
2094,Jun-Chau Chien,A5112448720,exact,I95457486
67,Jiming Jiang,A5015531023,exact,I84218800
1747,Tong Shu,A5056821569,exact,I123534392
1280,Xiao Liu,A5032647094,exact,I130701444
2191,Bo Zhao,A5101890484,exact,I44461941
2828,Tomas Gonzalez-Fernandez,A5066184840,exact,I186143895
2828,Tomas Gonzalez-Fernandez,A5066184840,alias,I186143895
1320,Yan Wang,A5104132114,alias,I33213144
1258,Amy Dejongh Curry,A5018644457,fuzzy,I94658018
2749,Emily J Beverly,A5076029226,fuzzy,I130238516
1614,Xu Wang,A5100673708,alias,I27837315
763,Robert F Anderson,A5079557293,fuzzy,I78577930
68,Yuxin Chen,A5100416087,alias,I40347166
2659,Adalbert Gerald Soosai Raj,A5108831563,exact,I36258959
222,Yu Huang,A5102023428,exact,I200719446
1067,Shiyi Chen,A5100631624,alias,I155093810
242,Yang Liu,A5100355795,exact,I74973139
668,Matt D Carling,A5109219486,fuzzy,I12834331
2691,Mohammed A Qazi,A5053095577,fuzzy,I6026837
1701,Yin Li,A5100411680,exact,I135310074
848,Cesar A Uribe,A5108950455,fuzzy,I74775410
1320,Yan Wang,A5104132114,exact,I33213144
1614,Xu Wang,A5100673708,exact,I27837315
68,Yuxin Chen,A5100416087,exact,I40347166
2659,Adalbert Gerald Soosai Raj,A5108831563,alias,I36258959
222,Yu Huang,A5102023428,alias,I200719446
242,Yang Liu,A5100355795,alias,I74973139
1701,Yin Li,A5100411680,alias,I135310074
2071,Cesar A Uribe,A5108950455,fuzzy,I74775410
2950,Maanak Gupta,A5047952246,alias,I63920570
891,Li Ke,A5105508680,alias,I201448701
1715,Zhongyang Li,A5100773636,alias,I140172145
2871,Saonli Basu,A5058258081,exact,I130238516
1266,Ozgun Babur,A5006448195,exact,I33434090
1271,Jordi Cabana,A5052912774,alias,I39422238
2184,William Wylie,A5067628220,alias,I70983195
321,Seth D Newsome,A5082666143,fuzzy,I169521973
1723,Adina Paytan,A5109465808,exact,I185103710
2800,Diane Markoff,A5035029905,alias,I123127086
742,Laura P Ford,A5038305877,fuzzy,I87208437
631,Lars Hansen,A5070761679,alias,I130238516
1605,Tyler B Smith,A5011044707,fuzzy,I17001226
2808,Amy Y Liu,A5100776764,fuzzy,I184565670
1249,Derk Joester,A5046468644,exact,I111979921
696,Timothy J Nokes-Malach,A5073862769,fuzzy,I170201317
133,Yao Yang,A5012460628,alias,I205783295
390,Wendy L Applequist,A5077996158,fuzzy,I2802431724
1849,Dipankar Maity,A5090451555,alias,I102149020
1312,David L Hysell,A5113159356,fuzzy,I205783295
2511,Yinlun Huang,A5032455689,alias,I185443292
1234,Xiaolei Huang,A5027237221,alias,I94658018
2772,Xiaofei Wang,A5100363486,alias,I75256744
621,Ruiqing Shen,A5027558966,alias,I115475287
1610,Yang Zhang,A5100354731,alias,I137902535
118,Florent P Baudier,A5001062856,fuzzy,I91045830
1528,Frank Li,A5050884723,alias,I130701444
1599,Tirthankar Roy,A5071516225,alias,I114395901
485,Jane L Lehr,A5061316154,fuzzy,I149919469
1890,Caroline M Ajo-Franklin,A5000355786,fuzzy,I74775410
916,Dan Li,A5100380810,alias,I201448701
2477,Xin Zhang,A5101807748,alias,I111088046
1199,Megan Cimino,A5036046813,alias,I185103710
2344,Calvin Henard,A5041281489,alias,I123534392
1146,Caitlin Whalen,A5009752667,alias,I201448701
1887,Bridget E Hegarty,A5002092433,alias,I58956616
2807,Benjamin Halpern,A5103061166,alias,I154570441
1476,Trevor J Jones,A5064161727,fuzzy,I74973139
1387,Monica Gentili,A5055370413,alias,I142740786
747,Mallory M Rice,A5059121507,fuzzy,I226560621
1258,Amy Dejongh Curry,A5078104720,fuzzy,I94658018
181,Gong Chen,A5045305534,alias,I130701444
1888,Anna V Little,A5063777231,fuzzy,I223532165
1360,Xuan Zhang,A5100697673,alias,I156087764
905,Ann Carla Staver,A5018977438,alias,I20089843
654,Vitaly Shmatikov,A5038206174,alias,I205783295
2495,Ben Xu,A5049030970,alias,I44461941
292,Xuemin Lu,A5049940913,exact,I107639228
326,Mattia Fazzini,A5059830348,exact,I130238516
1884,Yuan Wang,A5054409245,exact,I97018004
1532,Javad Hashemi,A5102999974,exact,I63772739
727,Benjamin P Warner,A5006179506,fuzzy,I169521973
981,Xingyu Zhou,A5051891202,alias,I185443292
2051,Andrew B Davies,A5063589119,fuzzy,I136199984
68,Yuxin Chen,A5100416074,exact,I40347166
2701,Jie Xu,A5019176524,alias,I33213144
990,Nanette I Marcum-Dietrich,A5086151138,fuzzy,I104651037
1750,Varghese M Vaidyan,A5090994008,fuzzy,I125467818
2353,Wei Zhang,A5014921180,exact,I12315562
290,Hantang Qin,A5082697804,exact,I135310074
369,Xi Wang,A5021428067,alias,I86501945
2186,Joshua Modell,A5024206759,fuzzy,I145311948
1796,Xiaojing Wang,A5100411584,exact,I140172145
1216,Colleen M Witzenburg,A5052683196,fuzzy,I135310074
415,Yi Wang,A5100364972,exact,I76835614
1307,Caterina Strambio De Castillia,A5038795878,exact,I166722992
1147,Jorge A Marchand,A5059494605,fuzzy,I201448701
614,Jeffrey P Walters,A5050185557,fuzzy,I201448701
1042,Hao Sun,A5005804154,exact,I40253897
463,Wei Zhang,A5045834384,exact,I63966007
1807,Diliang Chen,A5009208057,alias,I161057412
514,Christine R Kirkpatrick,A5060540398,fuzzy,I36258959
1298,Bin Zhang,A5100392858,alias,I63966007
195,Alexander J Pak,A5004172217,fuzzy,I167576493
2758,Rui Zhang,A5040976660,exact,I86501945
1786,Sarah M Brown,A5007625707,fuzzy,I17626003
1277,Alan A Kaptanoglu,A5057282926,fuzzy,I57206974
1719,Reza Gheissari,A5085479654,alias,I111979921
1356,Luca V Delacretaz,A5089019137,fuzzy,I40347166
2558,Eleny-Nicoleta Ionel,A5109166002,exact,I97018004
2758,Rui Zhang,A5100422102,alias,I86501945
487,Alison Bain,A5001246019,exact,I131249849
68,Yuxin Chen,A5100416078,alias,I40347166
2348,Mark Brinton,A5043448627,alias,I35429941
1742,Jason Lee,A5100657717,alias,I95457486
2595,Andrew F Thompson,A5077989274,fuzzy,I122411786
2905,Ming Liu,A5100347785,alias,I135310074
1452,Ge Gao,A5042889658,alias,I66946132
1242,Meng Wang,A5028100583,fuzzy,I44461941
217,Lily Wang,A5100335873,alias,I162714631
2953,Xiaoxia Huang,A5017402480,exact,I70983195
1504,Mei Yang,A5113137108,alias,I133999245
568,Chang Liu,A5100353201,exact,I140172145
512,Karen S Molek,A5047819232,fuzzy,I83683471
325,Pranjal Nautiyal,A5078971415,exact,I115475287
2979,Qian Zhang,A5100635758,alias,I103163165
463,Wei Zhang,A5100441660,alias,I63966007
1440,Shenghua Wu,A5111182390,exact,I83809506
2013,Ji Yong Shin,A5059352538,alias,I12912129
744,Robert B Rose,A5111489753,fuzzy,I137902535
1715,Zhongyang Li,A5100773638,alias,I140172145
786,Lin Lin,A5100342078,exact,I95457486
1328,Cara H Haney,A5039705679,fuzzy,I170201317
2620,Adrienne Simoes Correa,A5058737671,fuzzy,I95457486
2477,Xin Zhang,A5063953966,exact,I111088046
2769,Hannah I Shamloo,A5048362536,fuzzy,I29867402
463,Wei Zhang,A5100754823,alias,I63966007
2254,Alexandra E Strom,A5075986062,fuzzy,I202524275
1585,Tingjun Chen,A5109416502,exact,I170897317
1532,Javad Hashemi,A5103556052,exact,I63772739
2590,Yu-Xiang Wang,A5100445080,fuzzy,I36258959
2076,Mehdi Khazaeli,A5091684348,exact,I119942576
1874,Ravi Karkar,A5003260642,alias,I24603500
2609,Caiwen Ding,A5030060072,alias,I130238516
1518,Chen Shi,A5100631623,alias,I82497590
1705,Wei Tang,A5085022536,exact,I39422238
716,Goli Nossoni,A5085064620,alias,I40253897
1062,Trevor M Leslie,A5066200410,fuzzy,I180949307
2613,Chang Liu,A5100353172,exact,I24603500
2772,Xiaofei Wang,A5100363484,alias,I75256744
2564,Ali A Ansari,A5080379072,fuzzy,I11786554
1966,Lu Cheng,A5102542046,exact,I39422238
1790,Ge Ou,A5013739466,alias,I33213144
1684,Joaquín Moraga,A5093494915,alias,I161318765
2950,Maanak Gupta,A5047952246,exact,I63920570
1715,Zhongyang Li,A5100773636,exact,I140172145
2871,Saonli Basu,A5058258081,alias,I130238516
1266,Ozgun Babur,A5006448195,alias,I33434090
1271,Jordi Cabana,A5052912774,exact,I39422238
2184,William Wylie,A5067628220,exact,I70983195
1723,Adina Paytan,A5109465808,alias,I185103710
1249,Derk Joester,A5046468644,alias,I111979921
133,Yao Yang,A5012460628,exact,I205783295
1849,Dipankar Maity,A5090451555,exact,I102149020
2511,Yinlun Huang,A5032455689,exact,I185443292
1234,Xiaolei Huang,A5027237221,exact,I94658018
2772,Xiaofei Wang,A5100363486,exact,I75256744
621,Ruiqing Shen,A5027558966,exact,I115475287
1610,Yang Zhang,A5100354731,exact,I137902535
1528,Frank Li,A5050884723,exact,I130701444
1599,Tirthankar Roy,A5071516225,exact,I114395901
916,Dan Li,A5100380810,exact,I201448701
1387,Monica Gentili,A5055370413,exact,I142740786
1360,Xuan Zhang,A5100697673,exact,I156087764
654,Vitaly Shmatikov,A5038206174,exact,I205783295
2495,Ben Xu,A5049030970,exact,I44461941
292,Xuemin Lu,A5049940913,alias,I107639228
326,Mattia Fazzini,A5059830348,alias,I130238516
1884,Yuan Wang,A5054409245,alias,I97018004
1532,Javad Hashemi,A5102999974,alias,I63772739
68,Yuxin Chen,A5100416074,alias,I40347166
2701,Jie Xu,A5019176524,exact,I33213144
2353,Wei Zhang,A5014921180,alias,I12315562
290,Hantang Qin,A5082697804,alias,I135310074
369,Xi Wang,A5021428067,exact,I86501945
1796,Xiaojing Wang,A5100411584,alias,I140172145
415,Yi Wang,A5100364972,alias,I76835614
1307,Caterina Strambio De Castillia,A5038795878,alias,I166722992
1042,Hao Sun,A5005804154,alias,I40253897
463,Wei Zhang,A5045834384,alias,I63966007
1807,Diliang Chen,A5009208057,exact,I161057412
1298,Bin Zhang,A5100392858,exact,I63966007
2758,Rui Zhang,A5040976660,alias,I86501945
1719,Reza Gheissari,A5085479654,exact,I111979921
2558,Eleny-Nicoleta Ionel,A5109166002,alias,I97018004
2758,Rui Zhang,A5100422102,exact,I86501945
487,Alison Bain,A5001246019,alias,I131249849
68,Yuxin Chen,A5100416078,exact,I40347166
1742,Jason Lee,A5100657717,exact,I95457486
2905,Ming Liu,A5100347785,exact,I135310074
1452,Ge Gao,A5042889658,exact,I66946132
2953,Xiaoxia Huang,A5017402480,alias,I70983195
1504,Mei Yang,A5113137108,exact,I133999245
568,Chang Liu,A5100353201,alias,I140172145
325,Pranjal Nautiyal,A5078971415,alias,I115475287
2979,Qian Zhang,A5100635758,exact,I103163165
463,Wei Zhang,A5100441660,exact,I63966007
1440,Shenghua Wu,A5111182390,alias,I83809506
2013,Ji Yong Shin,A5059352538,exact,I12912129
1715,Zhongyang Li,A5100773638,exact,I140172145
786,Lin Lin,A5100342078,alias,I95457486
2477,Xin Zhang,A5063953966,alias,I111088046
463,Wei Zhang,A5100754823,exact,I63966007
1585,Tingjun Chen,A5109416502,alias,I170897317
1532,Javad Hashemi,A5103556052,alias,I63772739
2076,Mehdi Khazaeli,A5091684348,alias,I119942576
1874,Ravi Karkar,A5003260642,exact,I24603500
2609,Caiwen Ding,A5030060072,exact,I130238516
1705,Wei Tang,A5085022536,alias,I39422238
716,Goli Nossoni,A5085064620,exact,I40253897
2613,Chang Liu,A5100353172,alias,I24603500
2772,Xiaofei Wang,A5100363484,exact,I75256744
1966,Lu Cheng,A5102542046,alias,I39422238
1684,Joaquín Moraga,A5093494915,exact,I161318765
2084,James Shepherd,A5031439303,alias,I87216513
239,Sameer Deshpande,A5082018351,alias,I135310074
2513,Wen Wu,A5069931779,fuzzy,I368840534
2350,Megan M Butala,A5075481811,fuzzy,I33213144
2607,Yoel Rodriguez,A5097091497,alias,I50568159
1617,Varun Mishra,A5004254348,alias,I12912129
2299,Yuan Cao,A5101949866,exact,I95457486
1940,Laura M Hurley,A5077477494,fuzzy,I592451
106,Qian Zhang,A5107250096,exact,I103635307
1827,Zhiqian Chen,A5101965632,alias,I99041443
763,Robert F Anderson,A5111467434,fuzzy,I78577930
2814,Nepomuk Otte,A5103996730,fuzzy,I130701444
783,Jean-Philippe Tessonnier,A5103903526,exact,I173911158
398,Aritra Mitra,A5106470034,alias,I137902535
152,Wentao Tang,A5102893400,alias,I137902535
2236,Matthew A McCary,A5026384512,fuzzy,I74775410
902,Woo Y Lee,A5074639221,fuzzy,I108468826
1829,Fei Dai,A5110790532,exact,I1331384533
1748,Matthew R Walter,A5110929108,fuzzy,I160992636
2121,Sarah Dean,A5034027561,alias,I205783295
1662,Dana N Reinemann,A5080778190,fuzzy,I368840534
239,Sameer Deshpande,A5082018351,exact,I135310074
2607,Yoel Rodriguez,A5097091497,exact,I50568159
2299,Yuan Cao,A5101949866,alias,I95457486
106,Qian Zhang,A5107250096,alias,I103635307
1827,Zhiqian Chen,A5101965632,exact,I99041443
783,Jean-Philippe Tessonnier,A5103903526,alias,I173911158
152,Wentao Tang,A5102893400,exact,I137902535
1829,Fei Dai,A5110790532,alias,I1331384533
2121,Sarah Dean,A5034027561,exact,I205783295
1659,Ishan G Thakkar,A5083056788,fuzzy,I143302722
1017,Lucas A Bang,A5061187880,fuzzy,I133543626
1953,Weiwen Jiang,A5019027088,exact,I162714631
1259,Angeline G Pendergrass,A5015849102,fuzzy,I205783295
1753,Thomas Hou,A5059824798,alias,I859038795
1372,Anne B McCoy,A5046613137,fuzzy,I201448701
1508,Lauren Andrews,A5036971797,fuzzy,I24603500
490,Gabrielle Gaustad,A5015444230,alias,I49502546
301,Weilu Gao,A5001678605,alias,I223532165
1828,Maryam Rahnemoonfar,A5010792548,alias,I186143895
1873,Jose Pablo Vazquez-Medina,A5027325862,exact,I95457486
2000,Jimmy H Saw,A5005089302,fuzzy,I193531525
1320,Yan Wang,A5100322823,alias,I33213144
1607,Yorie Nakahira,A5084147009,alias,I74973139
957,Russell W Mailen,A5057333871,fuzzy,I82497590
1585,Tingjun Chen,A5034818470,alias,I170897317
1523,Harry Arnold,A5043551823,alias,I145311948
1984,Sujit S Datta,A5063823945,fuzzy,I122411786
2775,Harry E Schoeller,A5110201392,fuzzy,I7079364
364,Thomas W Scanlon,A5027882126,fuzzy,I95457486
707,Arianne J Cease,A5045766168,fuzzy,I55732556
1395,Michael K Brown,A5028420558,fuzzy,I82497590
255,Aobo Li,A5020186567,exact,I36258959
1898,Adriana Rocha Lima,A5068524877,alias,I79272384
2313,Susan E Perry,A5005385786,fuzzy,I161318765
2632,Jacqueline Urla,A5049190402,alias,I24603500
1243,Katrina D Barron,A5034296934,fuzzy,I107639228
488,Luca F Di Cerbo,A5081089792,fuzzy,I33213144
2936,Laura Rabin,A5103703479,fuzzy,I83041322
1803,Sandra E Safo,A5070820216,fuzzy,I130238516
26,Lan Zhang,A5100322308,exact,I8078737
831,Anand K Gramopadhye,A5014880083,fuzzy,I8078737
2638,Jeffrey Ross-Ibarra,A5083430943,alias,I84218800
1352,Suzanne S Bohlson,A5011158259,fuzzy,I204250578
2926,Arnold J Bloom,A5014172578,fuzzy,I84218800
2439,Ka Un Lao,A5058617942,exact,I184840846
1897,Joseph C Ayoob,A5087052833,fuzzy,I170201317
2075,Laura Edsberg,A5032369938,alias,I137296409
1918,Derek V Mallia,A5069329318,fuzzy,I223532165
601,Amanda Achberger,A5012781709,alias,I121820613
2104,Sunil K Sukumaran,A5042702040,fuzzy,I114395901
1815,Yixin Wang,A5101934111,alias,I27837315
1014,Ethan Bueno de Mesquita,A5056063783,exact,I40347166
2260,Vivishek Sudhir,A5048486979,exact,I63966007
1097,Shan Li,A5040192831,alias,I186143895
1474,Austin D Gray,A5017457100,fuzzy,I859038795
2443,Xuan Zhang,A5010392575,alias,I12912129
1549,Wenjie Xiong,A5008550066,exact,I859038795
737,Amanda M Holland-Minkley,A5005093323,fuzzy,I28527212
242,Yang Liu,A5100351175,alias,I74973139
142,Tianjun Lu,A5035331464,exact,I143302722
1366,Esteban A Hernandez Vargas,A5051418152,fuzzy,I155093810
903,Susan R Vanderplas,A5090140316,alias,I114395901
286,Jeong Joon Park,A5073988659,exact,I27837315
117,Shirley Li,A5100426717,alias,I204250578
2902,Shi J Sim,A5032792064,fuzzy,I130701444
1195,Tim L Andersen,A5007449362,fuzzy,I120156002
686,Narges Norouzi,A5082852383,alias,I95457486
1830,Herman R Gluck,A5001799964,fuzzy,I79576946
1998,Ralf C Kotulla,A5075900375,fuzzy,I135310074
2069,Lindsay B Case,A5003361057,fuzzy,I63966007
1022,Karen A High,A5043514708,fuzzy,I8078737
2653,Christina J Schneider,A5062981201,fuzzy,I36258959
1867,Songling Shan,A5015238599,alias,I82497590
2025,Michelle H Wilkerson,A5019886241,fuzzy,I95457486
1298,Bin Zhang,A5100392884,alias,I63966007
1634,Elizabeth Roberto,A5027128329,exact,I74775410
1801,Lei S Li,A5100440234,fuzzy,I74775410
1848,Elena Agapie,A5015415555,exact,I204250578
2602,Peng Wang,A5100396017,exact,I58956616
2797,Steven J Bromley,A5011078796,fuzzy,I82497590
599,Elizabeth Harvey,A5005327012,alias,I161057412
1459,Chicheng Zhang,A5066555678,alias,I138006243
1738,Vijay K Shah,A5083496212,fuzzy,I137902535
1288,Boya Xiong,A5065915537,alias,I130238516
1320,Yan Wang,A5089191258,alias,I33213144
2369,Clyde R Varner,A5099381617,fuzzy,I176692203
981,Xingyu Zhou,A5067378652,alias,I185443292
1534,Kathryn Mann,A5083634119,alias,I205783295
2098,Nikole K Lewis,A5079558896,fuzzy,I205783295
1232,Akshay Venkatesh,A5114444440,alias,I40036882
229,Kimberly G Fluet,A5040236570,fuzzy,I5388228
1977,Martha M Munoz,A5031423099,fuzzy,I32971472
859,Naledi M Saul,A5032471873,fuzzy,I180670191
2302,Fereshteh Billiot,A5059824285,alias,I96749437
249,Bobby L Wilson,A5102828227,fuzzy,I201448701
1547,Eric Larson,A5047115153,alias,I27804330
381,Mingzhe Chen,A5101892812,alias,I145608581
2998,Shabnam Semnani,A5012570882,fuzzy,I36258959
1588,Yoon H Kim,A5100621083,fuzzy,I63966007
175,Peipei Zhou,A5063866156,exact,I27804330
2311,Zhichao Cao,A5038377797,exact,I55732556
1796,Xiaojing Wang,A5100411597,exact,I140172145
614,Jeffrey P Walters,A5034631575,fuzzy,I201448701
1917,Ruobing Bai,A5004334120,alias,I12912129
1257,Samuel D Punshon-Smith,A5078922502,fuzzy,I114832834
393,Anne E Egger,A5098211481,fuzzy,I29867402
35,Daniel Fried,A5003637850,exact,I74973139
255,Aobo Li,A5016189936,alias,I36258959
2565,Woochul Lee,A5040830494,alias,I1331384533
2129,Lina Quan,A5033964677,alias,I859038795
1668,Mark Mondrinos,A5007627568,alias,I114832834
2066,Michelle B Sabick,A5071915724,fuzzy,I131651094
1742,Jason Lee,A5066654413,fuzzy,I95457486
25,Leah Spangler,A5039738985,alias,I184840846
533,Joon-Ho Choi,A5074609712,exact,I1174212
1855,Zheng Fan,A5082293355,alias,I44461941
316,Richard d'Arcy,A5006495466,alias,I55732556
1121,Yang Wang,A5035193524,exact,I145608581
474,Dominic J Dal Bello,A5090313433,fuzzy,I78734956
1298,Bin Zhang,A5100392799,exact,I63966007
2443,Xuan Zhang,A5100342935,alias,I12912129
2056,Andrea S Carlini,A5010375388,fuzzy,I154570441
1525,Lixin Wang,A5100331165,exact,I592451
671,Tin C Nguyen,A5018043372,fuzzy,I185443292
160,Xiaomei Wang,A5101509274,exact,I142740786
2065,Jing Li,A5100337131,exact,I368840534
1833,Samuel Carton,A5086610894,alias,I161057412
68,Yuxin Chen,A5100416079,alias,I40347166
2754,Markus P Nemitz,A5075236868,fuzzy,I121934306
1877,Ali C Gurbuz,A5036752295,fuzzy,I137902535
1573,Elizabeth A Nagy,A5043260417,fuzzy,I109301148
968,Beth Frankel-Merenstein,A5081411342,alias,I154264771
1298,Bin Zhang,A5100392923,alias,I63966007
545,Connie Wu,A5063885457,alias,I27837315
2590,Yu-Xiang Wang,A5100445256,fuzzy,I36258959
759,Manuel A Jimenez,A5012010509,fuzzy,I60388903
2068,Sean W Freeman,A5037555208,fuzzy,I82495205
