row_id,code,scheme-name,funding-commencement-year,grant-status,lead-investigator,primary-field-of-research,current-admin-organisation,host_openalex_id,matched_name,method,relevance,ror,announcement-admin-organisation,announcement_host_openalex_id
0,FT250100003,ARC Future Fellowships,2025,Active,Prof Belinda Liddell,5205 - Social and Personality Psychology,The University of Newcastle,,,pending,,,The University of Newcastle,
1,FT250100023,ARC Future Fellowships,2025,Active,Prof Benjamin Isakhan,"4302 - Heritage, Archive and Museum Studies",Deakin University,,,pending,,,Deakin University,
2,FT250100040,ARC Future Fellowships,2025,Active,A/Prof Douglas Brumley,4901 - Applied Mathematics,The University of Melbourne,,,pending,,,The University of Melbourne,
3,FT250100051,ARC Future Fellowships,2025,Active,Dr Miriam Matamales,3109 - Zoology,The University of New South Wales,,,pending,,,The University of New South Wales,
4,FT250100055,ARC Future Fellowships,2025,Active,Dr Jathan Sadowski,4410 - Sociology,Monash University,,,pending,,,Monash University,
5,FT250100072,ARC Future Fellowships,2025,Active,Dr Aude Bernard,4403 - Demography,The University of Queensland,,,pending,,,The University of Queensland,
6,FT250100092,ARC Future Fellowships,2025,Active,Prof Lina Yao,4605 - Data Management and Data Science,Macquarie University,,,pending,,,Macquarie University,
7,FT250100095,ARC Future Fellowships,2025,Active,A/Prof Karen Hughes,"4501 - Aboriginal and Torres Strait Islander Culture, Language and History",La Trobe University,,,pending,,,La Trobe University,
8,FT250100099,ARC Future Fellowships,2025,Active,Dr Filip Slaveski,4303 - Historical Studies,The Australian National University,,,pending,,,The Australian National University,
9,FT250100107,ARC Future Fellowships,2025,Active,Dr Poppy Watson,5204 - Cognitive and Computational Psychology,University of Technology Sydney,,,pending,,,University of Technology Sydney,
10,FT250100113,ARC Future Fellowships,2025,Active,Dr Ben Scheele,4104 - Environmental Management,The Australian National University,,,pending,,,The Australian National University,
11,FT250100116,ARC Future Fellowships,2025,Active,Prof David Byrne,3801 - Applied Economics,The University of Melbourne,,,pending,,,The University of Melbourne,
12,FT250100128,ARC Future Fellowships,2025,Active,Prof Samuel Baron,5003 - Philosophy,The University of Melbourne,,,pending,,,The University of Melbourne,
13,FT250100132,ARC Future Fellowships,2025,Active,Prof Md Jahangir Hossain,4008 - Electrical Engineering,University of Technology Sydney,,,pending,,,University of Technology Sydney,
14,FT250100159,ARC Future Fellowships,2025,Active,Prof Jia Wu,4605 - Data Management and Data Science,Macquarie University,,,pending,,,Macquarie University,
15,FT250100160,ARC Future Fellowships,2025,Active,A/Prof Anne Thomas,4904 - Pure Mathematics,The University of Sydney,,,pending,,,The University of Sydney,
16,FT250100162,ARC Future Fellowships,2025,Active,Dr Edward Simpson,5106 - Nuclear and Plasma Physics,The Australian National University,,,pending,,,The Australian National University,
17,FT250100168,ARC Future Fellowships,2025,Active,Dr Maxim Goryachev,5108 - Quantum Physics,The University of Western Australia,,,pending,,,The University of Western Australia,
18,FT250100171,ARC Future Fellowships,2025,Active,Dr Cameron Bentley,3406 - Physical Chemistry,Monash University,,,pending,,,Monash University,
19,FT250100180,ARC Future Fellowships,2025,Active,Dr Shuying Wu,4016 - Materials Engineering,The University of Sydney,,,pending,,,The University of Sydney,
20,FT250100182,ARC Future Fellowships,2025,Active,Dr Rajeev Roychand,4005 - Civil Engineering,RMIT University,,,pending,,,RMIT University,
21,FT250100191,ARC Future Fellowships,2025,Active,A/Prof Maté Biro,3101 - Biochemistry and Cell Biology,The University of Sydney,,,pending,,,The University of Sydney,
22,FT250100199,ARC Future Fellowships,2025,Active,Dr Tiangang Cui,4903 - Numerical and Computational Mathematics,The University of Sydney,,,pending,,,The University of Sydney,
23,FT250100204,ARC Future Fellowships,2025,Active,Dr Wenjie Tian,4016 - Materials Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
24,FT250100206,ARC Future Fellowships,2025,Active,A/Prof Sharna Jamadar,5202 - Biological Psychology,Monash University,,,pending,,,Monash University,
25,FT250100208,ARC Future Fellowships,2025,Active,A/Prof Alina Ostafe,4904 - Pure Mathematics,The University of New South Wales,,,pending,,,The University of New South Wales,
26,FT250100217,ARC Future Fellowships,2025,Active,A/Prof Michelle Voyer,4803 - International and Comparative Law,University of Wollongong,,,pending,,,University of Wollongong,
27,FT250100226,ARC Future Fellowships,2025,Active,Prof Dawei Su,4016 - Materials Engineering,RMIT University,,,pending,,,RMIT University,
28,FT250100237,ARC Future Fellowships,2025,Active,Dr Dugald Reid,3108 - Plant Biology,La Trobe University,,,pending,,,La Trobe University,
29,FT250100239,ARC Future Fellowships,2025,Active,A/Prof Ruirui Qiao,4016 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
30,FT250100252,ARC Future Fellowships,2025,Active,A/Prof Pengyi Yang,3102 - Bioinformatics and Computational Biology,The University of Sydney,,,pending,,,The University of Sydney,
31,FT250100270,ARC Future Fellowships,2025,Active,A/Prof Bjørn Nansen,4701 - Communication and Media Studies,The University of Melbourne,,,pending,,,The University of Melbourne,
32,FT250100305,ARC Future Fellowships,2025,Active,Dr Suzy Killmister,5003 - Philosophy,Monash University,,,pending,,,Monash University,
33,FT250100311,ARC Future Fellowships,2025,Active,Prof Matthew Currell,3707 - Hydrology,Griffith University,,,pending,,,Griffith University,
34,FT250100313,ARC Future Fellowships,2025,Active,Dr Katarzyna Koltowska,3101 - Biochemistry and Cell Biology,The University of Queensland,,,pending,,,The University of Queensland,
35,FT250100327,ARC Future Fellowships,2025,Active,Dr Grace Shephard,3706 - Geophysics,The Australian National University,,,pending,,,The Australian National University,
36,FT250100334,ARC Future Fellowships,2025,Active,Dr Leon Smyth,3109 - Zoology,Monash University,,,pending,,,Monash University,
37,FT250100335,ARC Future Fellowships,2025,Active,A/Prof Liton Kamruzzaman,3304 - Urban and Regional Planning,Monash University,,,pending,,,Monash University,
38,FT250100337,ARC Future Fellowships,2025,Active,Prof Zuduo Zheng,"3509 - Transportation, Logistics and Supply Chains",The University of Queensland,,,pending,,,The University of Queensland,
39,FT250100341,ARC Future Fellowships,2025,Active,A/Prof Seth Cheetham,3106 - Industrial Biotechnology,The University of Queensland,,,pending,,,The University of Queensland,
40,FT250100360,ARC Future Fellowships,2025,Active,Prof Bo Xia,3302 - Building,Queensland University of Technology,,,pending,,,Queensland University of Technology,
41,FT250100365,ARC Future Fellowships,2025,Active,Dr Chengxue Qin,3214 - Pharmacology and Pharmaceutical Sciences,Monash University,,,pending,,,Monash University,
42,FT250100371,ARC Future Fellowships,2025,Active,Prof Peter Macreadie,4104 - Environmental Management,RMIT University,,,pending,,,RMIT University,
43,FT250100383,ARC Future Fellowships,2025,Active,Prof John Carty,4401 - Anthropology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
44,FT250100401,ARC Future Fellowships,2025,Active,A/Prof Sonia Graham,4406 - Human Geography,University of Wollongong,,,pending,,,University of Wollongong,
45,FT250100412,ARC Future Fellowships,2025,Active,Dr Stefan Loehr,3799 - Other Earth Sciences,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
46,FT250100413,ARC Future Fellowships,2025,Active,Dr Amy Pennay,4410 - Sociology,La Trobe University,,,pending,,,La Trobe University,
47,FT250100415,ARC Future Fellowships,2025,Active,Dr Michelle Wille,3107 - Microbiology,The University of Melbourne,,,pending,,,The University of Melbourne,
48,FT250100438,ARC Future Fellowships,2025,Active,Prof Rosemary Langford,4801 - Commercial Law,The University of Melbourne,,,pending,,,The University of Melbourne,
49,FT250100446,ARC Future Fellowships,2025,Active,A/Prof Charles Butcher,4408 - Political Science,Macquarie University,,,pending,,,Macquarie University,
50,FT250100448,ARC Future Fellowships,2025,Active,Prof Hamid Laga,4603 - Computer Vision and Multimedia Computation,Murdoch University,,,pending,,,Murdoch University,
51,FT250100453,ARC Future Fellowships,2025,Active,Dr Barbara Barbosa Neves,4410 - Sociology,The University of Sydney,,,pending,,,The University of Sydney,
52,FT250100459,ARC Future Fellowships,2025,Active,A/Prof Wafa Johal,4608 - Human-Centred Computing,The University of Melbourne,,,pending,,,The University of Melbourne,
53,FT250100460,ARC Future Fellowships,2025,Active,Dr Benjamin Gully,3101 - Biochemistry and Cell Biology,La Trobe University,,,pending,,,Monash University,
54,FT250100495,ARC Future Fellowships,2025,Active,A/Prof Lyndel Bates,4402 - Criminology,Griffith University,,,pending,,,Griffith University,
55,FT250100503,ARC Future Fellowships,2025,Active,Prof Mark Alfano,5003 - Philosophy,Macquarie University,,,pending,,,Macquarie University,
56,FT250100508,ARC Future Fellowships,2025,Active,Dr Pirooz Zareie,3204 - Immunology,The University of Melbourne,,,pending,,,The University of Melbourne,
57,FT250100520,ARC Future Fellowships,2025,Active,Prof Rachael Gallagher,4104 - Environmental Management,Western Sydney University,,,pending,,,Western Sydney University,
58,FT250100521,ARC Future Fellowships,2025,Active,Dr Jun-Jie Zeng,4005 - Civil Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,University of South Australia,
59,FT250100529,ARC Future Fellowships,2025,Active,Dr Hannah Pitt,4206 - Public Health,Deakin University,,,pending,,,Deakin University,
60,FT250100533,ARC Future Fellowships,2025,Active,A/Prof Lisa Mielke,3204 - Immunology,La Trobe University,,,pending,,,La Trobe University,
61,FT250100563,ARC Future Fellowships,2025,Active,Prof Adeel Razi,5202 - Biological Psychology,Monash University,,,pending,,,Monash University,
62,FT250100565,ARC Future Fellowships,2025,Active,Dr Haoran Ren,4018 - Nanotechnology,Monash University,,,pending,,,Monash University,
63,FT250100569,ARC Future Fellowships,2025,Active,Dr Luke Munn,4701 - Communication and Media Studies,The University of Queensland,,,pending,,,The University of Queensland,
64,FT250100584,ARC Future Fellowships,2025,Active,A/Prof Meead Saberi,"3509 - Transportation, Logistics and Supply Chains",The University of New South Wales,,,pending,,,The University of New South Wales,
65,FT250100595,ARC Future Fellowships,2025,Active,Dr Samintha Perera,4019 - Resources Engineering and Extractive Metallurgy,The University of Melbourne,,,pending,,,The University of Melbourne,
66,FT250100606,ARC Future Fellowships,2025,Active,Prof Withawat Withayachumnankul,4006 - Communications Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
67,FT250100607,ARC Future Fellowships,2025,Active,Dr Miaoqiang Lyu,4016 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
68,FT250100610,ARC Future Fellowships,2025,Active,A/Prof Ruifeng Yan,4008 - Electrical Engineering,The University of Queensland,,,pending,,,The University of Queensland,
69,FT250100612,ARC Future Fellowships,2025,Active,Prof Tema Milstein,4701 - Communication and Media Studies,The University of New South Wales,,,pending,,,The University of New South Wales,
70,FT250100621,ARC Future Fellowships,2025,Active,A/Prof Anne Karine Lagendijk,3101 - Biochemistry and Cell Biology,The University of Queensland,,,pending,,,The University of Queensland,
71,FT250100646,ARC Future Fellowships,2025,Active,Dr Andrew Walker,3404 - Medicinal and Biomolecular Chemistry,The University of Queensland,,,pending,,,The University of Queensland,
72,FT250100652,ARC Future Fellowships,2025,Active,Dr Siqi Ma,4604 - Cybersecurity and Privacy,University of Wollongong,,,pending,,,The University of New South Wales,
73,FT250100662,ARC Future Fellowships,2025,Active,Dr Thomas Evans-Soma,5101 - Astronomical Sciences,The University of Newcastle,,,pending,,,The University of Newcastle,
74,FT250100670,ARC Future Fellowships,2025,Active,Prof Kristin Gainey,5205 - Social and Personality Psychology,The University of Western Australia,,,pending,,,The University of Western Australia,
75,FT250100684,ARC Future Fellowships,2025,Active,Dr Shekhar Chandra,4603 - Computer Vision and Multimedia Computation,The University of Queensland,,,pending,,,The University of Queensland,
76,FT250100699,ARC Future Fellowships,2025,Active,Dr Munkhbayar Batmunkh,4016 - Materials Engineering,Griffith University,,,pending,,,Griffith University,
77,FT250100734,ARC Future Fellowships,2025,Active,Dr Peter Spackman,3407 - Theoretical and Computational Chemistry,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
78,FT250100737,ARC Future Fellowships,2025,Active,A/Prof Felecia Watkin Lui,"4505 - Aboriginal and Torres Strait Islander Peoples, Society and Community",James Cook University,,,pending,,,James Cook University,
79,FT250100748,ARC Future Fellowships,2025,Active,Dr Rebecca Nealon,5101 - Astronomical Sciences,Monash University,,,pending,,,Monash University,
80,FT250100757,ARC Future Fellowships,2025,Active,Prof Amy MacDonald,3901 - Curriculum and Pedagogy,Charles Sturt University,I153230381,Charles Sturt University,exact,139310.66,https://ror.org/00wfvh315,Charles Sturt University,I153230381
81,FT250100772,ARC Future Fellowships,2025,Active,Dr Jenny Munro,4401 - Anthropology,The University of Queensland,,,pending,,,The University of Queensland,
82,FT250100777,ARC Future Fellowships,2025,Active,A/Prof Ben Etherington,4705 - Literary Studies,Western Sydney University,,,pending,,,Western Sydney University,
83,FT250100812,ARC Future Fellowships,2025,Active,Prof Morten Allentoft,3105 - Genetics,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
84,FT250100813,ARC Future Fellowships,2025,Active,A/Prof Anusha Withanage Don,4608 - Human-Centred Computing,The University of Sydney,,,pending,,,The University of Sydney,
85,FT250100816,ARC Future Fellowships,2025,Active,Dr Lesley Alton,3109 - Zoology,Monash University,,,pending,,,Monash University,
86,FT250100821,ARC Future Fellowships,2025,Active,Dr Sinead Keaveney,3402 - Inorganic Chemistry,University of Wollongong,,,pending,,,University of Wollongong,
87,FT250100831,ARC Future Fellowships,2025,Active,A/Prof Gang Li,4004 - Chemical Engineering,The University of Melbourne,,,pending,,,The University of Melbourne,
88,FT250100834,ARC Future Fellowships,2025,Active,Dr Mat Langford,4904 - Pure Mathematics,The Australian National University,,,pending,,,The Australian National University,
89,FT250100844,ARC Future Fellowships,2025,Active,Dr Xin Cao,4605 - Data Management and Data Science,The University of New South Wales,,,pending,,,The University of New South Wales,
90,FT250100852,ARC Future Fellowships,2025,Active,Dr Zengxia Pei,4016 - Materials Engineering,The University of Sydney,,,pending,,,The University of Sydney,
91,FT250100853,ARC Future Fellowships,2025,Active,Prof Yijiao Jiang,4016 - Materials Engineering,Macquarie University,,,pending,,,Macquarie University,
92,FT250100854,ARC Future Fellowships,2025,Active,Dr Emilie Dotte-Sarout,"4513 - Pacific Peoples Culture, Language and History",The University of Western Australia,,,pending,,,The University of Western Australia,
93,FT250100855,ARC Future Fellowships,2025,Active,A/Prof Junning Chen,4017 - Mechanical Engineering,The University of Sydney,,,pending,,,The University of Sydney,
94,FT250100875,ARC Future Fellowships,2025,Active,Dr Peter Wich,3403 - Macromolecular and Materials Chemistry,The University of New South Wales,,,pending,,,The University of New South Wales,
95,FT250100879,ARC Future Fellowships,2025,Active,Prof Lan Nguyen,3101 - Biochemistry and Cell Biology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
96,FT250100880,ARC Future Fellowships,2025,Active,Dr Glen Wheeler,4904 - Pure Mathematics,University of Wollongong,,,pending,,,University of Wollongong,
97,FT250100881,ARC Future Fellowships,2025,Active,A/Prof Kathryn Fitzsimmons,3709 - Physical Geography and Environmental Geoscience,Monash University,,,pending,,,Monash University,
98,FT250100922,ARC Future Fellowships,2025,Active,Prof Andrew Lawrence,3405 - Organic Chemistry,The Australian National University,,,pending,,,The Australian National University,
99,FT250100951,ARC Future Fellowships,2025,Active,A/Prof Katharine Turner,4904 - Pure Mathematics,The Australian National University,,,pending,,,The Australian National University,
100,FT240100010,ARC Future Fellowships,2024,Active,Prof Lara Malins,3404 - Medicinal and Biomolecular Chemistry,The Australian National University,,,pending,,,The Australian National University,
101,FT240100011,ARC Future Fellowships,2024,Active,A/Prof Heather Ford,4701 - Communication and Media Studies,University of Technology Sydney,,,pending,,,University of Technology Sydney,
102,FT240100016,ARC Future Fellowships,2024,Active,Dr Xu Huang,5101 - Astronomical Sciences,University of Southern Queensland,,,pending,,,University of Southern Queensland,
103,FT240100020,ARC Future Fellowships,2024,Active,Dr Jun Zhang,4012 - Fluid Mechanics and Thermal Engineering,Griffith University,,,pending,,,Griffith University,
104,FT240100022,ARC Future Fellowships,2024,Active,Prof Gianluca Demartini,4605 - Data Management and Data Science,The University of Queensland,,,pending,,,The University of Queensland,
105,FT240100030,ARC Future Fellowships,2024,Active,Dr Justyna Miszkiewicz,4401 - Anthropology,The University of Queensland,,,pending,,,The University of Queensland,
106,FT240100038,ARC Future Fellowships,2024,Active,A/Prof Georgios Konstantinou,"4009 - Electronics, Sensors and Digital Hardware",The University of New South Wales,,,pending,,,The University of New South Wales,
107,FT240100041,ARC Future Fellowships,2024,Active,Dr Denis Fougerouse,3705 - Geology,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
108,FT240100043,ARC Future Fellowships,2024,Active,A/Prof Xingliang Yuan,4604 - Cybersecurity and Privacy,The University of Melbourne,,,pending,,,Monash University,
109,FT240100067,ARC Future Fellowships,2024,Active,A/Prof Vi Khanh Truong,3106 - Industrial Biotechnology,Flinders University,,,pending,,,Flinders University,
110,FT240100071,ARC Future Fellowships,2024,Active,Prof Caillan Davenport,4303 - Historical Studies,The Australian National University,,,pending,,,The Australian National University,
111,FT240100089,ARC Future Fellowships,2024,Active,Prof Martijn Konings,4410 - Sociology,The University of Sydney,,,pending,,,The University of Sydney,
112,FT240100092,ARC Future Fellowships,2024,Active,A/Prof Andrew Flies,3204 - Immunology,University of Tasmania,,,pending,,,University of Tasmania,
113,FT240100140,ARC Future Fellowships,2024,Active,Prof Nadim Darwish,3406 - Physical Chemistry,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
114,FT240100146,ARC Future Fellowships,2024,Active,Prof Jessica Frith,4018 - Nanotechnology,Monash University,,,pending,,,Monash University,
115,FT240100162,ARC Future Fellowships,2024,Active,Prof Girish Lakhwani,3403 - Macromolecular and Materials Chemistry,The University of Sydney,,,pending,,,The University of Sydney,
116,FT240100170,ARC Future Fellowships,2024,Active,A/Prof Jianzhong Qi,4605 - Data Management and Data Science,The University of Melbourne,,,pending,,,The University of Melbourne,
117,FT240100181,ARC Future Fellowships,2024,Active,Dr Oliver Griffith,3109 - Zoology,Macquarie University,,,pending,,,Macquarie University,
118,FT240100194,ARC Future Fellowships,2024,Active,Dr Jianguang Fang,4017 - Mechanical Engineering,University of Technology Sydney,,,pending,,,University of Technology Sydney,
119,FT240100198,ARC Future Fellowships,2024,Active,Dr Ceri Shipton,4301 - Archaeology,The Australian National University,,,pending,,,The Australian National University,
120,FT240100200,ARC Future Fellowships,2024,Active,Dr Rachael Swain,3604 - Performing Arts,The University of New South Wales,,,pending,,,The University of New South Wales,
121,FT240100203,ARC Future Fellowships,2024,Active,A/Prof Hoang Phuong Phan,4017 - Mechanical Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
122,FT240100210,ARC Future Fellowships,2024,Active,A/Prof Luke Glanville,4408 - Political Science,The Australian National University,,,pending,,,The Australian National University,
123,FT240100222,ARC Future Fellowships,2024,Active,A/Prof Jun Li,4005 - Civil Engineering,University of Technology Sydney,,,pending,,,University of Technology Sydney,
124,FT240100224,ARC Future Fellowships,2024,Active,Dr Ingrid Ward,4301 - Archaeology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Western Australia,
125,FT240100229,ARC Future Fellowships,2024,Active,A/Prof Jamie Hicks,3402 - Inorganic Chemistry,The Australian National University,,,pending,,,The Australian National University,
126,FT240100230,ARC Future Fellowships,2024,Active,Dr Hannah Filmer,5202 - Biological Psychology,The University of Queensland,,,pending,,,The University of Queensland,
127,FT240100236,ARC Future Fellowships,2024,Active,Dr Danielle Harris,4402 - Criminology,Griffith University,,,pending,,,Griffith University,
128,FT240100256,ARC Future Fellowships,2024,Active,Dr Thomas Ford,4705 - Literary Studies,La Trobe University,,,pending,,,La Trobe University,
129,FT240100262,ARC Future Fellowships,2024,Active,Dr Lisa Stafford,3304 - Urban and Regional Planning,Griffith University,,,pending,,,Griffith University,
130,FT240100269,ARC Future Fellowships,2024,Active,Dr Xi Zheng,4612 - Software Engineering,Macquarie University,,,pending,,,Macquarie University,
131,FT240100278,ARC Future Fellowships,2024,Active,Prof Jane Catford,4102 - Ecological Applications,The Australian National University,,,pending,,,The Australian National University,
132,FT240100280,ARC Future Fellowships,2024,Active,Prof Hang Ta,4004 - Chemical Engineering,Griffith University,,,pending,,,Griffith University,
133,FT240100291,ARC Future Fellowships,2024,Active,A/Prof Kylie Dunning,3109 - Zoology,The University of Adelaide,,,pending,,,The University of Adelaide,
134,FT240100301,ARC Future Fellowships,2024,Active,A/Prof Xiaoshan Lin,4005 - Civil Engineering,RMIT University,,,pending,,,RMIT University,
135,FT240100306,ARC Future Fellowships,2024,Active,A/Prof Andrew King,3702 - Climate Change Science,The University of Melbourne,,,pending,,,The University of Melbourne,
136,FT240100307,ARC Future Fellowships,2024,Active,Prof Min Xu,4603 - Computer Vision and Multimedia Computation,University of Technology Sydney,,,pending,,,University of Technology Sydney,
137,FT240100322,ARC Future Fellowships,2024,Active,Dr Jordana Silverstein,4303 - Historical Studies,The University of Melbourne,,,pending,,,The University of Melbourne,
138,FT240100330,ARC Future Fellowships,2024,Active,Dr Witold Bloch,3403 - Macromolecular and Materials Chemistry,Flinders University,,,pending,,,Flinders University,
139,FT240100338,ARC Future Fellowships,2024,Active,Prof Hanlin Shang,4905 - Statistics,Macquarie University,,,pending,,,Macquarie University,
140,FT240100348,ARC Future Fellowships,2024,Active,Prof Thuy (Kate) Nguyen,4005 - Civil Engineering,RMIT University,,,pending,,,RMIT University,
141,FT240100352,ARC Future Fellowships,2024,Active,Dr Sergei Slussarenko,5108 - Quantum Physics,Griffith University,,,pending,,,Griffith University,
142,FT240100361,ARC Future Fellowships,2024,Active,Dr Ramiro Lafuente,4904 - Pure Mathematics,The University of Queensland,,,pending,,,The University of Queensland,
143,FT240100370,ARC Future Fellowships,2024,Active,Dr Fernando Martinez Coma,4408 - Political Science,Griffith University,,,pending,,,Griffith University,
144,FT240100376,ARC Future Fellowships,2024,Active,A/Prof Fengwang Li,4004 - Chemical Engineering,The University of Sydney,,,pending,,,The University of Sydney,
145,FT240100378,ARC Future Fellowships,2024,Active,Dr Hongyi Xu,3402 - Inorganic Chemistry,The Australian National University,,,pending,,,The University of Queensland,
146,FT240100383,ARC Future Fellowships,2024,Active,Prof Daniel Franks,4404 - Development Studies,The University of Queensland,,,pending,,,The University of Queensland,
147,FT240100384,ARC Future Fellowships,2024,Active,Prof Melissa Crouch,4807 - Public Law,The University of New South Wales,,,pending,,,The University of New South Wales,
148,FT240100396,ARC Future Fellowships,2024,Active,Dr Stephen Muirhead,4905 - Statistics,Monash University,,,pending,,,The University of Melbourne,
149,FT240100398,ARC Future Fellowships,2024,Active,Prof Sophie Primig,4014 - Manufacturing Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
150,FT240100405,ARC Future Fellowships,2024,Active,Dr Christopher Baker,4018 - Nanotechnology,The University of Queensland,,,pending,,,The University of Queensland,
151,FT240100418,ARC Future Fellowships,2024,Active,A/Prof Ben Fulcher,5199 - Other Physical Sciences,The University of Sydney,,,pending,,,The University of Sydney,
152,FT240100420,ARC Future Fellowships,2024,Active,A/Prof Danny Wilson,3207 - Medical Microbiology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
153,FT240100422,ARC Future Fellowships,2024,Closed,Prof Robin Beck,4101 - Climate Change Impacts and Adaptation,Flinders University,,,pending,,,Flinders University,
154,FT240100427,ARC Future Fellowships,2024,Active,A/Prof Jonathan Plett,3107 - Microbiology,Western Sydney University,,,pending,,,Western Sydney University,
155,FT240100466,ARC Future Fellowships,2024,Active,Dr Gregory Walter,3104 - Evolutionary Biology,University of Tasmania,,,pending,,,The Australian National University,
156,FT240100473,ARC Future Fellowships,2024,Active,Prof Joanne Whittaker,3706 - Geophysics,University of Tasmania,,,pending,,,University of Tasmania,
157,FT240100475,ARC Future Fellowships,2024,Active,Prof Hongqi Sun,4018 - Nanotechnology,The University of Western Australia,,,pending,,,The University of Western Australia,
158,FT240100491,ARC Future Fellowships,2024,Active,A/Prof Md. Arifur Rahim,4016 - Materials Engineering,Monash University,,,pending,,,The University of Sydney,
159,FT240100498,ARC Future Fellowships,2024,Active,Dr Craig Anderson,5101 - Astronomical Sciences,The Australian National University,,,pending,,,The Australian National University,
160,FT240100502,ARC Future Fellowships,2024,Active,Prof Chris Greening,3107 - Microbiology,Monash University,,,pending,,,Monash University,
161,FT240100506,ARC Future Fellowships,2024,Active,Prof Tim Adair,4403 - Demography,The University of Melbourne,,,pending,,,The University of Melbourne,
162,FT240100511,ARC Future Fellowships,2024,Active,Prof Lisa Kervin,3903 - Education Systems,Monash University,,,pending,,,University of Wollongong,
163,FT240100514,ARC Future Fellowships,2024,Active,Prof Porun Liu,4016 - Materials Engineering,Griffith University,,,pending,,,Griffith University,
164,FT240100519,ARC Future Fellowships,2024,Active,A/Prof Rebecca Carey,3705 - Geology,University of Tasmania,,,pending,,,University of Tasmania,
165,FT240100520,ARC Future Fellowships,2024,Active,Dr Timothy Ballard,5201 - Applied and Developmental Psychology,The University of Queensland,,,pending,,,The University of Queensland,
166,FT240100522,ARC Future Fellowships,2024,Active,Dr Ben Shaw,"4513 - Pacific Peoples Culture, Language and History",The Australian National University,,,pending,,,The Australian National University,
167,FT240100555,ARC Future Fellowships,2024,Active,Dr Daniel Bennett,5204 - Cognitive and Computational Psychology,The University of Melbourne,,,pending,,,Monash University,
168,FT240100558,ARC Future Fellowships,2024,Active,Prof Emma Thomas,5205 - Social and Personality Psychology,Flinders University,,,pending,,,Flinders University,
169,FT240100578,ARC Future Fellowships,2024,Active,Prof Ben Colagiuri,5204 - Cognitive and Computational Psychology,The University of Sydney,,,pending,,,The University of Sydney,
170,FT240100584,ARC Future Fellowships,2024,Active,A/Prof Junming Ho,3407 - Theoretical and Computational Chemistry,The University of New South Wales,,,pending,,,The University of New South Wales,
171,FT240100587,ARC Future Fellowships,2024,Active,A/Prof Shino Konishi,"4501 - Aboriginal and Torres Strait Islander Culture, Language and History",The University of Western Australia,,,pending,,,The University of Western Australia,
172,FT240100592,ARC Future Fellowships,2024,Active,A/Prof Cecilia Gonzalez Tokman,4901 - Applied Mathematics,The University of Queensland,,,pending,,,The University of Queensland,
173,FT240100596,ARC Future Fellowships,2024,Active,Dr Nana Wang,4016 - Materials Engineering,University of Technology Sydney,,,pending,,,University of Wollongong,
174,FT240100607,ARC Future Fellowships,2024,Active,Dr S. Saman Razavi,3707 - Hydrology,The University of New South Wales,,,pending,,,The Australian National University,
175,FT240100614,ARC Future Fellowships,2024,Active,Dr Barnaby Norris,5101 - Astronomical Sciences,The University of Sydney,,,pending,,,The University of Sydney,
176,FT240100621,ARC Future Fellowships,2024,Active,Dr Maria Fernanda Adame,4105 - Pollution and Contamination,Griffith University,,,pending,,,Griffith University,
177,FT240100641,ARC Future Fellowships,2024,Active,Prof Ferry Melchels,4003 - Biomedical Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,University of South Australia,
178,FT240100653,ARC Future Fellowships,2024,Declined,Prof Nicole Curato,4408 - Political Science,University of Canberra,,,pending,,,University of Canberra,
179,FT240100665,ARC Future Fellowships,2024,Active,Prof Dalia Nassar,5002 - History and Philosophy of Specific Fields,The University of Sydney,,,pending,,,The University of Sydney,
180,FT240100673,ARC Future Fellowships,2024,Active,Prof Jiefeng Hu,"4007 - Control Engineering, Mechatronics and Robotics",Federation University Australia,,,pending,,,Federation University Australia,
