row_id,code,scheme-name,funding-commencement-year,grant-status,lead-investigator,primary-field-of-research,current-admin-organisation,host_openalex_id,matched_name,method,relevance,ror,announcement-admin-organisation,announcement_host_openalex_id
511,FT200100099,ARC Future Fellowships,2020,Active,Prof Kate Seear,1608 - Sociology,Deakin University,,,pending,,,La Trobe University,
512,FT200100100,ARC Future Fellowships,2020,Active,Prof Haiqing Yu,2001 - Communication and Media Studies,RMIT University,,,pending,,,RMIT University,
513,FT200100102,ARC Future Fellowships,2020,Active,Dr Kathryn Allen,0406 - Physical Geography and Environmental Geoscience,University of Tasmania,,,pending,,,University of Tasmania,
514,FT200100108,ARC Future Fellowships,2020,Closed,Prof David Chapple,0603 - Evolutionary Biology,Monash University,,,pending,,,Monash University,
515,FT200100135,ARC Future Fellowships,2020,Active,A/Prof Simon Williams,0601 - Biochemistry and Cell Biology,The Australian National University,,,pending,,,The Australian National University,
516,FT200100148,ARC Future Fellowships,2020,Active,Prof Stefan Trueck,1402 - Applied Economics,Macquarie University,,,pending,,,Macquarie University,
517,FT200100154,ARC Future Fellowships,2020,Active,Dr Stephen Warren-Smith,0205 - Optical Physics,University of South Australia,,,pending,,,University of South Australia,
518,FT200100169,ARC Future Fellowships,2020,Active,Prof Daniel Ortiz-Barrientos,0604 - Genetics,The University of Queensland,,,pending,,,The University of Queensland,
519,FT200100179,ARC Future Fellowships,2020,Active,A/Prof Alison Crowther,2101 - Archaeology,The University of Queensland,,,pending,,,The University of Queensland,
520,FT200100183,ARC Future Fellowships,2020,Closed,A/Prof Kaiming Bi,0905 - Civil Engineering,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
521,FT200100185,ARC Future Fellowships,2020,Active,Prof Markus Müllner,0303 - Macromolecular and Materials Chemistry,The University of Sydney,,,pending,,,The University of Sydney,
522,FT200100188,ARC Future Fellowships,2020,Declined,Dr Erich Round,2004 - Linguistics,The University of Queensland,,,pending,,,The University of Queensland,
523,FT200100190,ARC Future Fellowships,2020,Active,Prof Peter Kim,0102 - Applied Mathematics,The University of Sydney,,,pending,,,The University of Sydney,
524,FT200100192,ARC Future Fellowships,2020,Active,Dr Celine Frere,0602 - Ecology,The University of Queensland,,,pending,,,University of the Sunshine Coast,
525,FT200100209,ARC Future Fellowships,2020,Active,Prof Amanda Cooklin,1603 - Demography,La Trobe University,,,pending,,,La Trobe University,
526,FT200100218,ARC Future Fellowships,2020,Active,Dr Peishen Zhao,1115 - Pharmacology and Pharmaceutical Sciences,Monash University,,,pending,,,Monash University,
527,FT200100221,ARC Future Fellowships,2020,Closed,Dr Yin Xiang Setoh,0605 - Microbiology,Monash University,,,pending,,,Monash University,
528,FT200100242,ARC Future Fellowships,2020,Active,Dr Barry Thompson,0604 - Genetics,The Australian National University,,,pending,,,The Australian National University,
529,FT200100243,ARC Future Fellowships,2020,Closed,Prof Stephen Moggach,0306 - Physical Chemistry (Incl. Structural),The University of Western Australia,,,pending,,,The University of Western Australia,
530,FT200100246,ARC Future Fellowships,2020,Active,Prof Hinze Hogendoorn,1701 - Psychology,Queensland University of Technology,,,pending,,,The University of Melbourne,
531,FT200100259,ARC Future Fellowships,2020,Active,Prof Huacheng Zhang,0912 - Materials Engineering,RMIT University,,,pending,,,Monash University,
532,FT200100264,ARC Future Fellowships,2020,Active,Prof Qilin Wang,0907 - Environmental Engineering,University of Technology Sydney,,,pending,,,University of Technology Sydney,
533,FT200100270,ARC Future Fellowships,2020,Closed,A/Prof Nichollas Scott,0601 - Biochemistry and Cell Biology,The University of Melbourne,,,pending,,,The University of Melbourne,
534,FT200100279,ARC Future Fellowships,2020,Closed,A/Prof Bin Luo,0912 - Materials Engineering,The University of Queensland,,,pending,,,The University of Queensland,
535,FT200100301,ARC Future Fellowships,2020,Active,A/Prof Melanie MacGregor,0303 - Macromolecular and Materials Chemistry,Flinders University,,,pending,,,University of South Australia,
536,FT200100314,ARC Future Fellowships,2020,Active,A/Prof Carissa Klein,0502 - Environmental Science and Management,The University of Queensland,,,pending,,,The University of Queensland,
537,FT200100317,ARC Future Fellowships,2020,Closed,A/Prof Alexandr Simonov,0306 - Physical Chemistry (Incl. Structural),Monash University,,,pending,,,Monash University,
538,FT200100329,ARC Future Fellowships,2020,Closed,Adj A/Prof Martijn Cloos,0903 - Biomedical Engineering,The University of Queensland,,,pending,,,The University of Queensland,
539,FT200100346,ARC Future Fellowships,2020,Active,A/Prof Holly High,1601 - Anthropology,Deakin University,,,pending,,,The University of Sydney,
540,FT200100353,ARC Future Fellowships,2020,Active,A/Prof David White,1701 - Psychology,The University of New South Wales,,,pending,,,The University of New South Wales,
541,FT200100369,ARC Future Fellowships,2020,Closed,Dr Ke Meng,0906 - Electrical and Electronic Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
542,FT200100372,ARC Future Fellowships,2020,Active,Prof Mark Moore,2101 - Archaeology,The University of New England,,,pending,,,The University of New England,
543,FT200100375,ARC Future Fellowships,2020,Active,Prof Aaron Robotham,0201 - Astronomical and Space Sciences,The University of Western Australia,,,pending,,,The University of Western Australia,
544,FT200100381,ARC Future Fellowships,2020,Active,A/Prof Steven Lade,0502 - Environmental Science and Management,The Australian National University,,,pending,,,The Australian National University,
545,FT200100390,ARC Future Fellowships,2020,Active,Prof Tanya Smith,2101 - Archaeology,Griffith University,,,pending,,,Griffith University,
546,FT200100399,ARC Future Fellowships,2020,Active,A/Prof Po-Lam Yung,0101 - Pure Mathematics,The Australian National University,,,pending,,,The Australian National University,
547,FT200100401,ARC Future Fellowships,2020,Active,A/Prof Elizabeth Hinde,0601 - Biochemistry and Cell Biology,The University of Melbourne,,,pending,,,The University of Melbourne,
548,FT200100421,ARC Future Fellowships,2020,Active,Prof Stephen Gould,0801 - Artificial Intelligence and Image Processing,The Australian National University,,,pending,,,The Australian National University,
549,FT200100422,ARC Future Fellowships,2020,Active,Prof Rachel Ong ViforJ,1205 - Urban and Regional Planning,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
550,FT200100427,ARC Future Fellowships,2020,Closed,Prof Kama Maclean,2103 - Historical Studies,The University of New South Wales,,,pending,,,The University of New South Wales,
551,FT200100431,ARC Future Fellowships,2020,Closed,Prof David Ridout,0105 - Mathematical Physics,The University of Melbourne,,,pending,,,The University of Melbourne,
552,FT200100446,ARC Future Fellowships,2020,Closed,Prof Emilie Sauret,0915 - Interdisciplinary Engineering,Queensland University of Technology,,,pending,,,Queensland University of Technology,
553,FT200100449,ARC Future Fellowships,2020,Active,Prof Edward Burton,0402 - Geochemistry,Southern Cross University,,,pending,,,Southern Cross University,
554,FT200100457,ARC Future Fellowships,2020,Active,Prof Yinghui Tian,0905 - Civil Engineering,The University of Melbourne,,,pending,,,The University of Melbourne,
555,FT200100464,ARC Future Fellowships,2020,Active,A/Prof Patrick Faulkner,2101 - Archaeology,The University of Sydney,,,pending,,,The University of Sydney,
556,FT200100495,ARC Future Fellowships,2020,Active,Prof Brydie-Leigh Bartleet,1904 - Performing Arts and Creative Writing,Griffith University,,,pending,,,Griffith University,
557,FT200100502,ARC Future Fellowships,2020,Closed,A/Prof Jay Bertran-Gonzalez,1701 - Psychology,The University of New South Wales,,,pending,,,The University of New South Wales,
558,FT200100519,ARC Future Fellowships,2020,Active,Prof Harald Janovjak,0604 - Genetics,Flinders University,,,pending,,,Monash University,
559,FT200100525,ARC Future Fellowships,2020,Active,Prof Sandy O'Sullivan,2002 - Cultural Studies,Macquarie University,,,pending,,,University of the Sunshine Coast,
560,FT200100536,ARC Future Fellowships,2020,Active,Prof Frank Neumann,0801 - Artificial Intelligence and Image Processing,The University of Adelaide,,,pending,,,The University of Adelaide,
561,FT200100539,ARC Future Fellowships,2020,Active,Prof Sarah Phillips,1606 - Political Science,The University of Sydney,,,pending,,,The University of Sydney,
562,FT200100572,ARC Future Fellowships,2020,Active,Prof Thomas Ve,0601 - Biochemistry and Cell Biology,Griffith University,,,pending,,,Griffith University,
563,FT200100573,ARC Future Fellowships,2020,Active,Prof Andrea Gaynor,2103 - Historical Studies,The University of Western Australia,,,pending,,,The University of Western Australia,
564,FT200100590,ARC Future Fellowships,2020,Active,Dr Simon Gross,0906 - Electrical and Electronic Engineering,Macquarie University,,,pending,,,Macquarie University,
565,FT200100597,ARC Future Fellowships,2020,Closed,Prof Susanne Protschky,2103 - Historical Studies,Deakin University,,,pending,,,Monash University,
566,FT200100604,ARC Future Fellowships,2020,Active,Prof Nicola Henry,1699 - Other Studies In Human Society,RMIT University,,,pending,,,RMIT University,
567,FT200100613,ARC Future Fellowships,2020,Active,Prof Shahar Hameiri,1606 - Political Science,The University of Queensland,,,pending,,,The University of Queensland,
568,FT200100619,ARC Future Fellowships,2020,Active,Prof Meera Parish,0206 - Quantum Physics,Monash University,,,pending,,,Monash University,
569,FT200100630,ARC Future Fellowships,2020,Active,Prof Yuting Zhang,1605 - Policy and Administration,The University of Melbourne,,,pending,,,The University of Melbourne,
570,FT200100656,ARC Future Fellowships,2020,Active,Prof Fleur Johns,1801 - Law,The University of Sydney,,,pending,,,The University of New South Wales,
571,FT200100703,ARC Future Fellowships,2020,Active,Dr Vanessa Kellermann,0603 - Evolutionary Biology,La Trobe University,,,pending,,,Monash University,
572,FT200100707,ARC Future Fellowships,2020,Closed,Prof Neeraj Sharma,0302 - Inorganic Chemistry,The University of New South Wales,,,pending,,,The University of New South Wales,
573,FT200100730,ARC Future Fellowships,2020,Active,Prof Dan Liu,1007 - Nanotechnology,RMIT University,,,pending,,,Deakin University,
574,FT200100732,ARC Future Fellowships,2020,Active,Prof Rebecca Traub,0707 - Veterinary Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
575,FT200100761,ARC Future Fellowships,2020,Active,Prof Dana Kulic,0906 - Electrical and Electronic Engineering,Monash University,,,pending,,,Monash University,
576,FT200100787,ARC Future Fellowships,2020,Active,Prof Lu Qin,0806 - Information Systems,University of Technology Sydney,,,pending,,,University of Technology Sydney,
577,FT200100798,ARC Future Fellowships,2020,Active,Prof William Donald,0301 - Analytical Chemistry,The University of New South Wales,,,pending,,,The University of New South Wales,
578,FT200100809,ARC Future Fellowships,2020,Closed,Prof Megan MacKenzie,1606 - Political Science,The University of Sydney,,,pending,,,The University of Sydney,
579,FT200100813,ARC Future Fellowships,2020,Active,A/Prof Christopher Watkin,2203 - Philosophy,Monash University,,,pending,,,Monash University,
580,FT200100816,ARC Future Fellowships,2020,Active,Dr Martina Demuro,2101 - Archaeology,The University of Adelaide,,,pending,,,The University of Adelaide,
581,FT200100820,ARC Future Fellowships,2020,Closed,Prof Adrian Russell,0905 - Civil Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
582,FT200100822,ARC Future Fellowships,2020,Active,Prof Laura Wilson,0603 - Evolutionary Biology,The Australian National University,,,pending,,,Monash University,
583,FT200100834,ARC Future Fellowships,2020,Active,Dr Ruth Singer,2004 - Linguistics,The University of Melbourne,,,pending,,,The University of Melbourne,
584,FT200100837,ARC Future Fellowships,2020,Active,Prof Allan McRae,0604 - Genetics,The University of Queensland,,,pending,,,The University of Queensland,
585,FT200100843,ARC Future Fellowships,2020,Active,A/Prof Jessica Taubert,1701 - Psychology,The University of Queensland,,,pending,,,The University of Queensland,
586,FT200100844,ARC Future Fellowships,2020,Active,Dr Sahand Mahmoodian,0206 - Quantum Physics,The University of Sydney,,,pending,,,University of Technology Sydney,
587,FT200100846,ARC Future Fellowships,2020,Closed,A/Prof Lennart Bach,0405 - Oceanography,University of Tasmania,,,pending,,,University of Tasmania,
588,FT200100870,ARC Future Fellowships,2020,Active,Dr Camille Mellin,0602 - Ecology,The University of Adelaide,,,pending,,,The University of Adelaide,
589,FT200100871,ARC Future Fellowships,2020,Active,Dr Daniel Huber,0201 - Astronomical and Space Sciences,The University of Sydney,,,pending,,,The University of Sydney,
590,FT200100880,ARC Future Fellowships,2020,Active,A/Prof Timothy Scott,0910 - Manufacturing Engineering,Monash University,,,pending,,,Monash University,
591,FT200100884,ARC Future Fellowships,2020,Active,Prof Ha Bui,0905 - Civil Engineering,Monash University,,,pending,,,Monash University,
592,FT200100899,ARC Future Fellowships,2020,Closed,Dr Melanie White,0601 - Biochemistry and Cell Biology,The University of Queensland,,,pending,,,The University of Queensland,
593,FT200100914,ARC Future Fellowships,2020,Active,Prof Christopher Danta,2005 - Literary Studies,The Australian National University,,,pending,,,The University of New South Wales,
594,FT200100918,ARC Future Fellowships,2020,Active,Dr Victoria Blair,0302 - Inorganic Chemistry,Monash University,,,pending,,,Monash University,
595,FT200100928,ARC Future Fellowships,2020,Active,Prof Matthew McKay,0906 - Electrical and Electronic Engineering,The University of Melbourne,,,pending,,,The University of New South Wales,
596,FT200100939,ARC Future Fellowships,2020,Active,Prof Antonio Tricoli,0912 - Materials Engineering,The University of Sydney,,,pending,,,The Australian National University,
597,FT200100942,ARC Future Fellowships,2020,Active,Dr Leonardo Gollo,1701 - Psychology,Monash University,,,pending,,,Monash University,
598,FT200100949,ARC Future Fellowships,2020,Active,Prof Scott Ling,0602 - Ecology,University of Tasmania,,,pending,,,University of Tasmania,
599,FT200100981,ARC Future Fellowships,2020,Active,A/Prof Michael Wheeler,0105 - Mathematical Physics,The University of Melbourne,,,pending,,,The University of Melbourne,
600,FT200100985,ARC Future Fellowships,2020,Active,A/Prof Lily (Yali) Li,0905 - Civil Engineering,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
601,FT190100011,ARC Future Fellowships,2019,Active,Prof Luke Morgan,1201 - Architecture,Monash University,,,pending,,,Monash University,
602,FT190100014,ARC Future Fellowships,2019,Closed,Prof Bob Wong,0602 - Ecology,Monash University,,,pending,,,Monash University,
603,FT190100015,ARC Future Fellowships,2019,Closed,A/Prof Jennifer Donelson,0602 - Ecology,James Cook University,,,pending,,,James Cook University,
604,FT190100017,ARC Future Fellowships,2019,Closed,A/Prof Mark Hackett,0301 - Analytical Chemistry,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
605,FT190100039,ARC Future Fellowships,2019,Active,Prof Gholamreza Haffari,0801 - Artificial Intelligence and Image Processing,Monash University,,,pending,,,Monash University,
606,FT190100058,ARC Future Fellowships,2019,Closed,Prof Dr Da-Wei Wang,0912 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
607,FT190100062,ARC Future Fellowships,2019,Closed,Prof Dimitrie Culcer,0204 - Condensed Matter Physics,The University of New South Wales,,,pending,,,The University of New South Wales,
608,FT190100072,ARC Future Fellowships,2019,Closed,Prof Richard Sandberg,0915 - Interdisciplinary Engineering,The University of Melbourne,,,pending,,,The University of Melbourne,
609,FT190100077,ARC Future Fellowships,2019,Closed,Prof Elizabeth Pellicano,1701 - Psychology,Macquarie University,,,pending,,,Macquarie University,
610,FT190100082,ARC Future Fellowships,2019,Closed,A/Prof Shane Ellis,0301 - Analytical Chemistry,University of Wollongong,,,pending,,,University of Wollongong,
611,FT190100083,ARC Future Fellowships,2019,Active,Prof Danail Obreschkow,0201 - Astronomical and Space Sciences,The University of Western Australia,,,pending,,,The University of Western Australia,
612,FT190100106,ARC Future Fellowships,2019,Active,A/Prof Daniel Burgarth,0206 - Quantum Physics,Macquarie University,,,pending,,,Macquarie University,
613,FT190100114,ARC Future Fellowships,2019,Closed,Prof Karen McNamara,1604 - Human Geography,The University of Queensland,,,pending,,,The University of Queensland,
614,FT190100129,ARC Future Fellowships,2019,Closed,Prof Glen Lichtwark,1106 - Human Movement and Sports Science,Queensland University of Technology,,,pending,,,The University of Queensland,
615,FT190100144,ARC Future Fellowships,2019,Active,Prof Ramon Lobato,2001 - Communication and Media Studies,Swinburne University of Technology,,,pending,,,RMIT University,
616,FT190100147,ARC Future Fellowships,2019,Closed,Dr David Ripley,2203 - Philosophy,Monash University,,,pending,,,Monash University,
617,FT190100148,ARC Future Fellowships,2019,Closed,Prof Simone Ciampi,0306 - Physical Chemistry (Incl. Structural),Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
618,FT190100155,ARC Future Fellowships,2019,Active,Prof Ryan Shannon,0201 - Astronomical and Space Sciences,Swinburne University of Technology,,,pending,,,Swinburne University of Technology,
619,FT190100156,ARC Future Fellowships,2019,Active,A/Prof Guo Chen,0906 - Electrical and Electronic Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
620,FT190100188,ARC Future Fellowships,2019,Closed,Prof Pingan Song,0912 - Materials Engineering,University of Southern Queensland,,,pending,,,University of Southern Queensland,
621,FT190100197,ARC Future Fellowships,2019,Closed,A/Prof Yang Song,0801 - Artificial Intelligence and Image Processing,The University of New South Wales,,,pending,,,The University of New South Wales,
622,FT190100200,ARC Future Fellowships,2019,Active,Prof Charles Kemp,1702 - Cognitive Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
623,FT190100211,ARC Future Fellowships,2019,Active,A/Prof Simon McIlroy,0605 - Microbiology,Queensland University of Technology,,,pending,,,The University of Queensland,
624,FT190100215,ARC Future Fellowships,2019,Active,A/Prof David Garrett,0903 - Biomedical Engineering,RMIT University,,,pending,,,The University of Melbourne,
625,FT190100218,ARC Future Fellowships,2019,Closed,Prof Alex Collie,1605 - Policy and Administration,Monash University,,,pending,,,Monash University,
626,FT190100231,ARC Future Fellowships,2019,Active,A/Prof Natasha Hurley-Walker,0201 - Astronomical and Space Sciences,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
627,FT190100232,ARC Future Fellowships,2019,Closed,Prof Lisa Ford,2103 - Historical Studies,The University of New South Wales,,,pending,,,The University of New South Wales,
628,FT190100234,ARC Future Fellowships,2019,Active,Prof Emily Nicholson,0502 - Environmental Science and Management,The University of Melbourne,,,pending,,,Deakin University,
629,FT190100243,ARC Future Fellowships,2019,Active,Dr Carmel O'Shannessy,2004 - Linguistics,The Australian National University,,,pending,,,The Australian National University,
630,FT190100244,ARC Future Fellowships,2019,Active,A/Prof Zoe Doubleday,0602 - Ecology,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,University of South Australia,
631,FT190100247,ARC Future Fellowships,2019,Active,Prof Tanya Jakimow,1699 - Other Studies In Human Society,The Australian National University,,,pending,,,The University of New South Wales,
632,FT190100255,ARC Future Fellowships,2019,Closed,Prof Eva Alisic,1607 - Social Work,The University of Melbourne,,,pending,,,The University of Melbourne,
633,FT190100258,ARC Future Fellowships,2019,Closed,A/Prof Timothy Verhoeven,2103 - Historical Studies,Monash University,,,pending,,,Monash University,
634,FT190100263,ARC Future Fellowships,2019,Closed,Dr Endre Szili,0910 - Manufacturing Engineering,University of South Australia,,,pending,,,University of South Australia,
635,FT190100265,ARC Future Fellowships,2019,Closed,Prof Karla Hutt,0608 - Zoology,Monash University,,,pending,,,Monash University,
636,FT190100266,ARC Future Fellowships,2019,Closed,A/Prof Kate Lawlor,0601 - Biochemistry and Cell Biology,Monash University,,,pending,,,Monash University,
637,FT190100280,ARC Future Fellowships,2019,Closed,A/Prof Daniel Heath,0903 - Biomedical Engineering,The University of Melbourne,,,pending,,,The University of Melbourne,
638,FT190100293,ARC Future Fellowships,2019,Closed,Prof Colette Boskovic,0302 - Inorganic Chemistry,The University of Melbourne,,,pending,,,The University of Melbourne,
639,FT190100298,ARC Future Fellowships,2019,Closed,Prof Pauline Grosjean,1402 - Applied Economics,The University of New South Wales,,,pending,,,The University of New South Wales,
640,FT190100300,ARC Future Fellowships,2019,Active,Prof Katharine Greenaway,1701 - Psychology,The University of Melbourne,,,pending,,,The University of Melbourne,
641,FT190100306,ARC Future Fellowships,2019,Closed,A/Prof Tyler Neely,0206 - Quantum Physics,The University of Queensland,,,pending,,,The University of Queensland,
642,FT190100313,ARC Future Fellowships,2019,Active,A/Prof Karen Cheney,1109 - Neurosciences,The University of Queensland,,,pending,,,The University of Queensland,
643,FT190100335,ARC Future Fellowships,2019,Active,Prof Renee Jeffery,1606 - Political Science,Griffith University,,,pending,,,Griffith University,
644,FT190100339,ARC Future Fellowships,2019,Closed,Prof Natalie Klein,1801 - Law,The University of New South Wales,,,pending,,,The University of New South Wales,
645,FT190100361,ARC Future Fellowships,2019,Active,Prof Yansong Shen,0904 - Chemical Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
646,FT190100372,ARC Future Fellowships,2019,Active,Prof Ellie Rennie,2001 - Communication and Media Studies,RMIT University,,,pending,,,RMIT University,
647,FT190100374,ARC Future Fellowships,2019,Closed,Prof Howard Bondell,0104 - Statistics,The University of Melbourne,,,pending,,,The University of Melbourne,
648,FT190100383,ARC Future Fellowships,2019,Closed,Prof Jizheng He,0503 - Soil Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
649,FT190100403,ARC Future Fellowships,2019,Active,Dr Sridevi Sureshkumar,0604 - Genetics,Monash University,,,pending,,,Monash University,
650,FT190100404,ARC Future Fellowships,2019,Active,Prof Luke Bennetts,0102 - Applied Mathematics,The University of Melbourne,,,pending,,,The University of Adelaide,
651,FT190100410,ARC Future Fellowships,2019,Active,Prof Ben White,1801 - Law,Queensland University of Technology,,,pending,,,Queensland University of Technology,
652,FT190100413,ARC Future Fellowships,2019,Active,A/Prof Paul Spence,0405 - Oceanography,University of Tasmania,,,pending,,,The University of Sydney,
653,FT190100429,ARC Future Fellowships,2019,Active,Prof Parastoo Sadeghi,0804 - Data Format,The University of New South Wales,,,pending,,,The Australian National University,
654,FT190100449,ARC Future Fellowships,2019,Closed,Dr Shari Breen,0201 - Astronomical and Space Sciences,Macquarie University,,,pending,,,Macquarie University,
655,FT190100451,ARC Future Fellowships,2019,Active,Prof Michael Higgins,1007 - Nanotechnology,University of Wollongong,,,pending,,,University of Wollongong,
656,FT190100462,ARC Future Fellowships,2019,Active,Prof Lee Skerratt,0707 - Veterinary Sciences,The University of Melbourne,,,pending,,,The University of Melbourne,
657,FT190100475,ARC Future Fellowships,2019,Closed,Prof Elise Bant,1801 - Law,The University of Western Australia,,,pending,,,The University of Melbourne,
658,FT190100477,ARC Future Fellowships,2019,Active,Prof Kirsty Gover,1801 - Law,The University of Melbourne,,,pending,,,The University of Melbourne,
659,FT190100482,ARC Future Fellowships,2019,Closed,A/Prof Volker Herzig,0703 - Crop and Pasture Production,University of the Sunshine Coast,,,pending,,,The University of Queensland,
660,FT190100484,ARC Future Fellowships,2019,Closed,Prof Bernd Gludovatz,0912 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
661,FT190100485,ARC Future Fellowships,2019,Closed,Prof Haolan Xu,0912 - Materials Engineering,University of South Australia,,,pending,,,University of South Australia,
662,FT190100516,ARC Future Fellowships,2019,Closed,A/Prof Sam Stehbens,0601 - Biochemistry and Cell Biology,The University of Queensland,,,pending,,,The University of Queensland,
663,FT190100525,ARC Future Fellowships,2019,Closed,Prof Gustavo Carneiro,0801 - Artificial Intelligence and Image Processing,The University of Adelaide,,,pending,,,The University of Adelaide,
664,FT190100544,ARC Future Fellowships,2019,Closed,A/Prof Cameron Bracken,0604 - Genetics,University of South Australia,,,pending,,,University of South Australia,
665,FT190100552,ARC Future Fellowships,2019,Active,Prof Paul Medwell,0913 - Mechanical Engineering,Adelaide University,I4405259444,Adelaide University,exact,41.817158,https://ror.org/028g18b61,The University of Adelaide,
666,FT190100559,ARC Future Fellowships,2019,Closed,A/Prof Andrew Cox,0601 - Biochemistry and Cell Biology,The University of Melbourne,,,pending,,,The University of Melbourne,
667,FT190100567,ARC Future Fellowships,2019,Active,A/Prof Petra Gemeinboeck,"1902 - Film, Television and Digital Media",Swinburne University of Technology,,,pending,,,The University of New South Wales,
668,FT190100572,ARC Future Fellowships,2019,Closed,A/Prof Kristian Kempe,0303 - Macromolecular and Materials Chemistry,Monash University,,,pending,,,Monash University,
669,FT190100574,ARC Future Fellowships,2019,Closed,Prof Ilya Mandel,0201 - Astronomical and Space Sciences,Monash University,,,pending,,,Monash University,
670,FT190100590,ARC Future Fellowships,2019,Closed,Prof Jeff Powell,0605 - Microbiology,Western Sydney University,,,pending,,,Western Sydney University,
671,FT190100599,ARC Future Fellowships,2019,Active,Prof Rick Stuart-Smith,0602 - Ecology,University of Tasmania,,,pending,,,University of Tasmania,
672,FT190100605,ARC Future Fellowships,2019,Active,Dr Hollis Taylor,1904 - Performing Arts and Creative Writing,The University of Sydney,,,pending,,,Macquarie University,
673,FT190100613,ARC Future Fellowships,2019,Active,Dr Claudia Haake,2103 - Historical Studies,La Trobe University,,,pending,,,La Trobe University,
674,FT190100619,ARC Future Fellowships,2019,Active,A/Prof Scott Findlay,0204 - Condensed Matter Physics,Monash University,,,pending,,,Monash University,
675,FT190100623,ARC Future Fellowships,2019,Closed,Prof Antonio Di Ieva,0801 - Artificial Intelligence and Image Processing,Macquarie University,,,pending,,,Macquarie University,
676,FT190100630,ARC Future Fellowships,2019,Active,Prof Tom Wilkening,1402 - Applied Economics,The University of Melbourne,,,pending,,,The University of Melbourne,
677,FT190100632,ARC Future Fellowships,2019,Active,Dr James East,0101 - Pure Mathematics,Western Sydney University,,,pending,,,Western Sydney University,
678,FT190100636,ARC Future Fellowships,2019,Closed,Prof Yan Jiao,0912 - Materials Engineering,The University of Adelaide,,,pending,,,The University of Adelaide,
679,FT190100645,ARC Future Fellowships,2019,Active,A/Prof Robyn Araujo,0102 - Applied Mathematics,The University of Melbourne,,,pending,,,Queensland University of Technology,
680,FT190100658,ARC Future Fellowships,2019,Closed,Prof Zhenguo Huang,0912 - Materials Engineering,University of Technology Sydney,,,pending,,,University of Technology Sydney,
681,FT190100674,ARC Future Fellowships,2019,Active,A/Prof Susan Baker,0705 - Forestry Sciences,University of Tasmania,,,pending,,,University of Tasmania,
682,FT190100687,ARC Future Fellowships,2019,Active,Prof Tom Murray,"1902 - Film, Television and Digital Media",Macquarie University,,,pending,,,Macquarie University,
683,FT190100688,ARC Future Fellowships,2019,Active,Prof Delphine Lannuzel,0405 - Oceanography,University of Tasmania,,,pending,,,University of Tasmania,
684,FT190100697,ARC Future Fellowships,2019,Closed,A/Prof Nathan Holmes,1701 - Psychology,The University of New South Wales,,,pending,,,The University of New South Wales,
685,FT190100708,ARC Future Fellowships,2019,Closed,Prof Ullrich Ecker,1702 - Cognitive Sciences,The University of Western Australia,,,pending,,,The University of Western Australia,
686,FT190100729,ARC Future Fellowships,2019,Closed,Prof Juan Salazar,2002 - Cultural Studies,Western Sydney University,,,pending,,,Western Sydney University,
687,FT190100733,ARC Future Fellowships,2019,Closed,Prof Ana Traven,0604 - Genetics,Monash University,,,pending,,,Monash University,
688,FT190100734,ARC Future Fellowships,2019,Closed,Prof Longbing Cao,0801 - Artificial Intelligence and Image Processing,Macquarie University,,,pending,,,University of Technology Sydney,
689,FT190100735,ARC Future Fellowships,2019,Active,Prof Muhammad Hossain,0905 - Civil Engineering,The University of Western Australia,,,pending,,,The University of Western Australia,
690,FT190100736,ARC Future Fellowships,2019,Closed,A/Prof Kate Macdonald,1606 - Political Science,The University of Melbourne,,,pending,,,The University of Melbourne,
691,FT190100756,ARC Future Fellowships,2019,Closed,Prof Xiaojing Hao,0912 - Materials Engineering,The University of New South Wales,,,pending,,,The University of New South Wales,
692,FT190100794,ARC Future Fellowships,2019,Closed,A/Prof Tanya Zivkovic,1601 - Anthropology,The University of Adelaide,,,pending,,,The University of Adelaide,
693,FT190100801,ARC Future Fellowships,2019,Active,Prof Jun Li,0905 - Civil Engineering,Curtin University,I205640436,Curtin University,exact,205591.45,https://ror.org/02n415q13,Curtin University,I205640436
694,FT190100803,ARC Future Fellowships,2019,Closed,A/Prof Emma Sherratt,0608 - Zoology,The University of Adelaide,,,pending,,,The University of Adelaide,
