row_id,code,institution,host_openalex_id,matched_name
647,FT190100374,The University of Melbourne,I165779595,The University of Melbourne
648,FT190100383,The University of Melbourne,I165779595,The University of Melbourne
649,FT190100403,Monash University,I56590836,Monash University
650,FT190100404,The University of Melbourne,I165779595,The University of Melbourne
651,FT190100410,Queensland University of Technology,I160993911,Queensland University of Technology
652,FT190100413,University of Tasmania,I129801699,University of Tasmania
653,FT190100429,The University of New South Wales,I31746571,(manual)
654,FT190100449,Macquarie University,I99043593,Macquarie University
655,FT190100451,University of Wollongong,I204824540,University of Wollongong
656,FT190100462,The University of Melbourne,I165779595,The University of Melbourne
657,FT190100475,The University of Western Australia,I177877127,The University of Western Australia
658,FT190100477,The University of Melbourne,I165779595,The University of Melbourne
659,FT190100482,University of the Sunshine Coast,I174025329,University of the Sunshine Coast
660,FT190100484,The University of New South Wales,I31746571,(manual)
661,FT190100485,University of South Australia,I170239107,University of South Australia
662,FT190100516,The University of Queensland,I165143802,The University of Queensland
663,FT190100525,The University of Adelaide,I5681781,The University of Adelaide
664,FT190100544,University of South Australia,I170239107,University of South Australia
665,FT190100552,Adelaide University,I4405259444,Adelaide University
666,FT190100559,The University of Melbourne,I165779595,The University of Melbourne
667,FT190100567,Swinburne University of Technology,I57093077,Swinburne University of Technology
668,FT190100572,Monash University,I56590836,Monash University
669,FT190100574,Monash University,I56590836,Monash University
670,FT190100590,Western Sydney University,I63525965,Western Sydney University
671,FT190100599,University of Tasmania,I129801699,University of Tasmania
672,FT190100605,The University of Sydney,I129604602,The University of Sydney
673,FT190100613,La Trobe University,I196829312,La Trobe University
674,FT190100619,Monash University,I56590836,Monash University
675,FT190100623,Macquarie University,I99043593,Macquarie University
676,FT190100630,The University of Melbourne,I165779595,The University of Melbourne
677,FT190100632,Western Sydney University,I63525965,Western Sydney University
678,FT190100636,The University of Adelaide,I5681781,The University of Adelaide
679,FT190100645,The University of Melbourne,I165779595,The University of Melbourne
680,FT190100658,University of Technology Sydney,I114017466,University of Technology Sydney
681,FT190100674,University of Tasmania,I129801699,University of Tasmania
682,FT190100687,Macquarie University,I99043593,Macquarie University
683,FT190100688,University of Tasmania,I129801699,University of Tasmania
684,FT190100697,The University of New South Wales,I31746571,(manual)
685,FT190100708,The University of Western Australia,I177877127,The University of Western Australia
686,FT190100729,Western Sydney University,I63525965,Western Sydney University
687,FT190100733,Monash University,I56590836,Monash University
688,FT190100734,Macquarie University,I99043593,Macquarie University
689,FT190100735,The University of Western Australia,I177877127,The University of Western Australia
690,FT190100736,The University of Melbourne,I165779595,The University of Melbourne
691,FT190100756,The University of New South Wales,I31746571,(manual)
692,FT190100794,The University of Adelaide,I5681781,The University of Adelaide
693,FT190100801,Curtin University,I205640436,Curtin University
694,FT190100803,The University of Adelaide,I5681781,The University of Adelaide
695,FT190100812,The University of Western Australia,I177877127,The University of Western Australia
696,FT190100814,The University of Queensland,I165143802,The University of Queensland
697,FT190100819,The Australian National University,I118347636,(manual)
698,FT190100829,The University of Sydney,I129604602,The University of Sydney
699,FT190100854,The University of Adelaide,I5681781,The University of Adelaide
700,FT190100855,Queensland University of Technology,I160993911,Queensland University of Technology
701,FT180100009,Australian Catholic University,I86695891,Australian Catholic University
702,FT180100014,The University of Queensland,I165143802,The University of Queensland
703,FT180100020,Swinburne University of Technology,I57093077,Swinburne University of Technology
704,FT180100024,The Australian National University,I118347636,(manual)
705,FT180100027,The University of Melbourne,I165779595,The University of Melbourne
706,FT180100031,The University of New South Wales,I31746571,(manual)
707,FT180100037,The University of Melbourne,I165779595,The University of Melbourne
708,FT180100038,Flinders University,I169541294,Flinders University
709,FT180100049,Monash University,I56590836,Monash University
710,FT180100055,Griffith University,I11701301,Griffith University
711,FT180100058,The University of Adelaide,I5681781,The University of Adelaide
712,FT180100066,The University of Western Australia,I177877127,The University of Western Australia
713,FT180100067,Monash University,I56590836,Monash University
714,FT180100069,The Australian National University,I118347636,(manual)
715,FT180100075,The University of Melbourne,I165779595,The University of Melbourne
716,FT180100081,The University of Adelaide,I5681781,The University of Adelaide
717,FT180100082,RMIT University,I82951845,RMIT University
718,FT180100099,La Trobe University,I196829312,La Trobe University
719,FT180100100,The Australian National University,I118347636,(manual)
720,FT180100116,The University of Sydney,I129604602,The University of Sydney
721,FT180100123,The University of Newcastle,I78757542,(manual)
722,FT180100139,Griffith University,I11701301,Griffith University
723,FT180100140,Monash University,I56590836,Monash University
724,FT180100154,Deakin University,I149704539,Deakin University
725,FT180100157,Queensland University of Technology,I160993911,Queensland University of Technology
726,FT180100162,RMIT University,I82951845,RMIT University
727,FT180100172,The University of Queensland,I165143802,The University of Queensland
728,FT180100186,The University of Queensland,I165143802,The University of Queensland
729,FT180100194,Swinburne University of Technology,I57093077,Swinburne University of Technology
730,FT180100204,The University of Western Australia,I177877127,The University of Western Australia
731,FT180100211,The University of Melbourne,I165779595,The University of Melbourne
732,FT180100214,The University of Sydney,I129604602,The University of Sydney
733,FT180100216,The University of Melbourne,I165779595,The University of Melbourne
734,FT180100231,The University of Sydney,I129604602,The University of Sydney
735,FT180100232,The University of Sydney,I129604602,The University of Sydney
736,FT180100240,Deakin University,I149704539,Deakin University
737,FT180100248,Monash University,I56590836,Monash University
738,FT180100250,The University of Queensland,I165143802,The University of Queensland
739,FT180100252,Monash University,I56590836,Monash University
740,FT180100255,The University of Melbourne,I165779595,The University of Melbourne
741,FT180100256,The University of Sydney,I129604602,The University of Sydney
742,FT180100257,Monash University,I56590836,Monash University
743,FT180100260,The University of New South Wales,I31746571,(manual)
744,FT180100280,The University of Sydney,I129604602,The University of Sydney
745,FT180100289,Flinders University,I169541294,Flinders University
746,FT180100295,The University of Melbourne,I165779595,The University of Melbourne
747,FT180100302,The Australian National University,I118347636,(manual)
748,FT180100309,Flinders University,I169541294,Flinders University
749,FT180100312,University of Technology Sydney,I114017466,University of Technology Sydney
750,FT180100317,Griffith University,I11701301,Griffith University
751,FT180100321,Curtin University,I205640436,Curtin University
752,FT180100324,The University of Melbourne,I165779595,The University of Melbourne
753,FT180100327,University of Wollongong,I204824540,University of Wollongong
754,FT180100333,La Trobe University,I196829312,La Trobe University
755,FT180100338,Queensland University of Technology,I160993911,Queensland University of Technology
756,FT180100343,Swinburne University of Technology,I57093077,Swinburne University of Technology
757,FT180100353,The University of Queensland,I165143802,The University of Queensland
758,FT180100354,The University of Queensland,I165143802,The University of Queensland
759,FT180100361,Griffith University,I11701301,Griffith University
760,FT180100371,The Australian National University,I118347636,(manual)
761,FT180100374,Monash University,I56590836,Monash University
762,FT180100375,The Australian National University,I118347636,(manual)
763,FT180100385,Curtin University,I205640436,Curtin University
764,FT180100387,Queensland University of Technology,I160993911,Queensland University of Technology
765,FT180100397,The University of Melbourne,I165779595,The University of Melbourne
766,FT180100407,The University of Adelaide,I5681781,The University of Adelaide
767,FT180100409,The University of Western Australia,I177877127,The University of Western Australia
768,FT180100417,The University of New South Wales,I31746571,(manual)
769,FT180100447,Macquarie University,I99043593,Macquarie University
770,FT180100458,Queensland University of Technology,I160993911,Queensland University of Technology
771,FT180100462,Macquarie University,I99043593,Macquarie University
772,FT180100466,The University of Adelaide,I5681781,The University of Adelaide
773,FT180100476,The Australian National University,I118347636,(manual)
774,FT180100491,The University of Western Australia,I177877127,The University of Western Australia
775,FT180100494,The University of New South Wales,I31746571,(manual)
776,FT180100495,The Australian National University,I118347636,(manual)
777,FT180100496,The University of Sydney,I129604602,The University of Sydney
778,FT180100519,The University of Melbourne,I165779595,The University of Melbourne
779,FT180100521,The University of Melbourne,I165779595,The University of Melbourne
780,FT180100524,University of Wollongong,I204824540,University of Wollongong
781,FT180100533,Monash University,I56590836,Monash University
782,FT180100541,The University of New South Wales,I31746571,(manual)
783,FT180100543,The University of Queensland,I165143802,The University of Queensland
784,FT180100565,The University of Adelaide,I5681781,The University of Adelaide
785,FT180100572,The University of Western Australia,I177877127,The University of Western Australia
786,FT180100585,University of Wollongong,I204824540,University of Wollongong
787,FT180100594,Monash University,I56590836,Monash University
788,FT180100606,The University of New South Wales,I31746571,(manual)
789,FT180100610,Monash University,I56590836,Monash University
790,FT180100622,The University of New South Wales,I31746571,(manual)
791,FT180100625,The University of Western Australia,I177877127,The University of Western Australia
792,FT180100632,The Australian National University,I118347636,(manual)
793,FT180100634,Flinders University,I169541294,Flinders University
794,FT180100652,University of the Sunshine Coast,I174025329,University of the Sunshine Coast
795,FT180100653,The University of Sydney,I129604602,The University of Sydney
796,FT180100674,The University of Adelaide,I5681781,The University of Adelaide
797,FT180100683,The University of Western Australia,I177877127,The University of Western Australia
798,FT180100692,The University of Queensland,I165143802,The University of Queensland
799,FT180100698,Queensland University of Technology,I160993911,Queensland University of Technology
800,FT180100705,University of Technology Sydney,I114017466,University of Technology Sydney
801,FT170100004,Charles Darwin University,I29894533,Charles Darwin University
802,FT170100006,The University of Melbourne,I165779595,The University of Melbourne
803,FT170100011,The University of Melbourne,I165779595,The University of Melbourne
804,FT170100019,The Australian National University,I118347636,(manual)
805,FT170100021,The Australian National University,I118347636,(manual)
806,FT170100022,RMIT University,I82951845,RMIT University
807,FT170100024,Curtin University,I205640436,Curtin University
808,FT170100025,Griffith University,I11701301,Griffith University
809,FT170100033,Monash University,I56590836,Monash University
810,FT170100037,The University of Sydney,I129604602,The University of Sydney
811,FT170100040,Monash University,I56590836,Monash University
812,FT170100042,The University of Queensland,I165143802,The University of Queensland
813,FT170100047,The University of Queensland,I165143802,The University of Queensland
814,FT170100048,Monash University,I56590836,Monash University
815,FT170100059,The University of Melbourne,I165779595,The University of Melbourne
816,FT170100061,The University of Queensland,I165143802,The University of Queensland
817,FT170100070,Queensland University of Technology,I160993911,Queensland University of Technology
818,FT170100072,The University of Queensland,I165143802,The University of Queensland
819,FT170100077,The University of Newcastle,I78757542,(manual)
820,FT170100079,The University of New South Wales,I31746571,(manual)
821,FT170100080,The University of Queensland,I165143802,The University of Queensland
822,FT170100084,The University of Western Australia,I177877127,The University of Western Australia
823,FT170100088,The University of Adelaide,I5681781,The University of Adelaide
824,FT170100094,The University of New South Wales,I31746571,(manual)
825,FT170100096,The University of Queensland,I165143802,The University of Queensland
826,FT170100101,Deakin University,I149704539,Deakin University
827,FT170100105,Macquarie University,I99043593,Macquarie University
828,FT170100106,The University of New South Wales,I31746571,(manual)
829,FT170100120,Curtin University,I205640436,Curtin University
830,FT170100124,The University of Melbourne,I165779595,The University of Melbourne
831,FT170100128,University of Technology Sydney,I114017466,University of Technology Sydney
832,FT170100140,The University of Queensland,I165143802,The University of Queensland
833,FT170100144,Monash University,I56590836,Monash University
834,FT170100153,The University of Sydney,I129604602,The University of Sydney
835,FT170100156,La Trobe University,I196829312,La Trobe University
836,FT170100162,The University of New South Wales,I31746571,(manual)
837,FT170100174,Monash University,I56590836,Monash University
838,FT170100194,The University of Queensland,I165143802,The University of Queensland
839,FT170100195,The University of Western Australia,I177877127,The University of Western Australia
840,FT170100196,The University of Queensland,I165143802,The University of Queensland
841,FT170100210,Macquarie University,I99043593,Macquarie University
842,FT170100213,The University of Queensland,I165143802,The University of Queensland
843,FT170100214,The University of Queensland,I165143802,The University of Queensland
844,FT170100220,University of Wollongong,I204824540,University of Wollongong
845,FT170100224,The University of New South Wales,I31746571,(manual)
846,FT170100229,The Australian National University,I118347636,(manual)
847,FT170100231,The Australian National University,I118347636,(manual)
848,FT170100235,Curtin University,I205640436,Curtin University
849,FT170100239,The University of Sydney,I129604602,The University of Sydney
850,FT170100243,The University of New South Wales,I31746571,(manual)
851,FT170100254,Monash University,I56590836,Monash University
852,FT170100259,Monash University,I56590836,Monash University
853,FT170100261,The Australian National University,I118347636,(manual)
854,FT170100262,The University of Sydney,I129604602,The University of Sydney
855,FT170100273,Swinburne University of Technology,I57093077,Swinburne University of Technology
856,FT170100274,Queensland University of Technology,I160993911,Queensland University of Technology
857,FT170100279,University of the Sunshine Coast,I174025329,University of the Sunshine Coast
858,FT170100281,The Australian National University,I118347636,(manual)
859,FT170100283,The University of Sydney,I129604602,The University of Sydney
860,FT170100288,Macquarie University,I99043593,Macquarie University
861,FT170100294,Queensland University of Technology,I160993911,Queensland University of Technology
862,FT170100301,The Australian National University,I118347636,(manual)
863,FT170100313,Monash University,I56590836,Monash University
864,FT170100315,Curtin University,I205640436,Curtin University
865,FT170100316,The University of Sydney,I129604602,The University of Sydney
866,FT170100327,Southern Cross University,I66809481,Southern Cross University
867,FT170100328,Monash University,I56590836,Monash University
868,FT170100331,The Australian National University,I118347636,(manual)
869,FT170100341,The University of New South Wales,I31746571,(manual)
870,FT170100342,Western Sydney University,I63525965,Western Sydney University
871,FT170100358,The University of Melbourne,I165779595,The University of Melbourne
872,FT170100359,The University of New South Wales,I31746571,(manual)
873,FT170100363,The University of Melbourne,I165779595,The University of Melbourne
874,FT170100371,The University of New South Wales,I31746571,(manual)
875,FT170100373,The University of Western Australia,I177877127,The University of Western Australia
876,FT170100374,The University of Melbourne,I165779595,The University of Melbourne
877,FT170100376,Swinburne University of Technology,I57093077,Swinburne University of Technology
878,FT170100392,Monash University,I56590836,Monash University
879,FT170100399,University of Technology Sydney,I114017466,University of Technology Sydney
880,FT170100401,The University of Queensland,I165143802,The University of Queensland
881,FT170100409,The University of Melbourne,I165779595,The University of Melbourne
882,FT170100417,Macquarie University,I99043593,Macquarie University
883,FT170100420,The University of Melbourne,I165779595,The University of Melbourne
884,FT170100431,University of South Australia,I170239107,University of South Australia
885,FT170100437,The University of Adelaide,I5681781,The University of Adelaide
886,FT170100441,Monash University,I56590836,Monash University
887,FT170100447,The University of New South Wales,I31746571,(manual)
888,FT170100448,The University of Adelaide,I5681781,The University of Adelaide
889,FT170100452,The University of Queensland,I165143802,The University of Queensland
890,FT170100460,The University of Newcastle,I78757542,(manual)
891,FT170100470,The University of Melbourne,I165779595,The University of Melbourne
892,FT160100007,La Trobe University,I196829312,La Trobe University
893,FT160100010,University of Technology Sydney,I114017466,University of Technology Sydney
894,FT160100017,Deakin University,I149704539,Deakin University
895,FT160100018,The Australian National University,I118347636,(manual)
896,FT160100022,Monash University,I56590836,Monash University
897,FT160100028,The University of New South Wales,I31746571,(manual)
898,FT160100029,The Australian National University,I118347636,(manual)
899,FT160100035,Monash University,I56590836,Monash University
900,FT160100039,The University of New South Wales,I31746571,(manual)
901,FT160100046,Monash University,I56590836,Monash University
902,FT160100047,James Cook University,I86467917,James Cook University
903,FT160100048,Monash University,I56590836,Monash University
904,FT160100055,The University of Queensland,I165143802,The University of Queensland
905,FT160100056,University of Tasmania,I129801699,University of Tasmania
906,FT160100063,Monash University,I56590836,Monash University
907,FT160100066,Swinburne University of Technology,I57093077,Swinburne University of Technology
908,FT160100068,The Australian National University,I118347636,(manual)
909,FT160100073,Monash University,I56590836,Monash University
910,FT160100074,Monash University,I56590836,Monash University
911,FT160100075,Monash University,I56590836,Monash University
912,FT160100077,Deakin University,I149704539,Deakin University
913,FT160100083,The University of Melbourne,I165779595,The University of Melbourne
914,FT160100092,La Trobe University,I196829312,La Trobe University
915,FT160100093,Deakin University,I149704539,Deakin University
916,FT160100094,The University of New South Wales,I31746571,(manual)
917,FT160100095,The University of New South Wales,I31746571,(manual)
918,FT160100096,The University of Sydney,I129604602,The University of Sydney
919,FT160100098,The University of Sydney,I129604602,The University of Sydney
920,FT160100104,The Australian National University,I118347636,(manual)
921,FT160100107,The University of Sydney,I129604602,The University of Sydney
922,FT160100108,The University of Adelaide,I5681781,The University of Adelaide
923,FT160100112,Monash University,I56590836,Monash University
924,FT160100113,The University of New South Wales,I31746571,(manual)
925,FT160100115,Swinburne University of Technology,I57093077,Swinburne University of Technology
926,FT160100119,Griffith University,I11701301,Griffith University
927,FT160100126,RMIT University,I82951845,RMIT University
928,FT160100139,University of Wollongong,I204824540,University of Wollongong
929,FT160100143,The Australian National University,I118347636,(manual)
930,FT160100144,Monash University,I56590836,Monash University
931,FT160100149,The Australian National University,I118347636,(manual)
932,FT160100153,The Australian National University,I118347636,(manual)
933,FT160100162,Monash University,I56590836,Monash University
934,FT160100166,The University of Melbourne,I165779595,The University of Melbourne
935,FT160100167,The University of Sydney,I129604602,The University of Sydney
936,FT160100178,The Australian National University,I118347636,(manual)
937,FT160100191,Monash University,I56590836,Monash University
938,FT160100195,University of Technology Sydney,I114017466,University of Technology Sydney
939,FT160100198,The University of Melbourne,I165779595,The University of Melbourne
940,FT160100205,The University of Newcastle,I78757542,(manual)
941,FT160100206,The Australian National University,I118347636,(manual)
942,FT160100207,Queensland University of Technology,I160993911,Queensland University of Technology
943,FT160100212,The University of Queensland,I165143802,The University of Queensland
944,FT160100218,The University of Melbourne,I165779595,The University of Melbourne
945,FT160100219,The University of New South Wales,I31746571,(manual)
946,FT160100226,The Australian National University,I118347636,(manual)
947,FT160100229,University of South Australia,I170239107,University of South Australia
948,FT160100232,Monash University,I56590836,Monash University
949,FT160100233,The University of Western Australia,I177877127,The University of Western Australia
950,FT160100235,The University of Sydney,I129604602,The University of Sydney
951,FT160100242,The University of Queensland,I165143802,The University of Queensland
952,FT160100244,Monash University,I56590836,Monash University
953,FT160100250,The University of Western Australia,I177877127,The University of Western Australia
954,FT160100251,University of Wollongong,I204824540,University of Wollongong
955,FT160100252,RMIT University,I82951845,RMIT University
956,FT160100259,The University of Western Australia,I177877127,The University of Western Australia
957,FT160100267,The University of Adelaide,I5681781,The University of Adelaide
958,FT160100271,The University of Melbourne,I165779595,The University of Melbourne
959,FT160100274,Monash University,I56590836,Monash University
960,FT160100276,The University of Melbourne,I165779595,The University of Melbourne
961,FT160100281,Queensland University of Technology,I160993911,Queensland University of Technology
962,FT160100293,RMIT University,I82951845,RMIT University
963,FT160100298,The University of Queensland,I165143802,The University of Queensland
964,FT160100300,University of South Australia,I170239107,University of South Australia
965,FT160100301,University of Technology Sydney,I114017466,University of Technology Sydney
966,FT160100303,Curtin University,I205640436,Curtin University
967,FT160100313,The University of Adelaide,I5681781,The University of Adelaide
968,FT160100314,The University of Queensland,I165143802,The University of Queensland
969,FT160100318,Flinders University,I169541294,Flinders University
970,FT160100344,Griffith University,I11701301,Griffith University
971,FT160100353,The University of Newcastle,I78757542,(manual)
972,FT160100355,Griffith University,I11701301,Griffith University
973,FT160100357,RMIT University,I82951845,RMIT University
974,FT160100360,The Australian National University,I118347636,(manual)
975,FT160100366,University of South Australia,I170239107,University of South Australia
976,FT160100393,Macquarie University,I99043593,Macquarie University
977,FT160100397,University of Technology Sydney,I114017466,University of Technology Sydney
978,FT160100402,The Australian National University,I118347636,(manual)
979,FT160100409,The Australian National University,I118347636,(manual)
980,FT160100411,The University of Sydney,I129604602,The University of Sydney
981,FT160100417,The University of Sydney,I129604602,The University of Sydney
982,FT160100423,The Australian National University,I118347636,(manual)
983,FT160100428,Monash University,I56590836,Monash University
984,FT160100437,University of South Australia,I170239107,University of South Australia
985,FT160100450,Griffith University,I11701301,Griffith University
986,FT160100453,Macquarie University,I99043593,Macquarie University
987,FT160100454,Monash University,I56590836,Monash University
988,FT160100463,The University of Sydney,I129604602,The University of Sydney
989,FT160100477,University of Tasmania,I129801699,University of Tasmania
990,FT160100495,The University of New South Wales,I31746571,(manual)
991,FT160100514,Western Sydney University,I63525965,Western Sydney University
992,FT150100024,The Australian National University,I118347636,(manual)
993,FT150100042,The University of Queensland,I165143802,The University of Queensland
994,FT150100049,Monash University,I56590836,Monash University
995,FT150100067,The University of Melbourne,I165779595,The University of Melbourne
996,FT150100074,The University of Melbourne,I165779595,The University of Melbourne
997,FT150100079,The University of Western Australia,I177877127,The University of Western Australia
998,FT150100099,The University of Sydney,I129604602,The University of Sydney
999,FT150100105,Monash University,I56590836,Monash University
1000,FT150100109,University of Wollongong,I204824540,University of Wollongong
1001,FT150100110,Monash University,I56590836,Monash University
1002,FT150100115,Macquarie University,I99043593,Macquarie University
1003,FT150100131,The University of Melbourne,I165779595,The University of Melbourne
1004,FT150100138,University of Wollongong,I204824540,University of Wollongong
1005,FT150100139,The Australian National University,I118347636,(manual)
1006,FT150100141,The University of Melbourne,I165779595,The University of Melbourne
1007,FT150100147,The University of Queensland,I165143802,The University of Queensland
1008,FT150100162,The University of Western Australia,I177877127,The University of Western Australia
1009,FT150100168,The University of Western Australia,I177877127,The University of Western Australia
1010,FT150100179,The University of Newcastle,I78757542,(manual)
1011,FT150100190,La Trobe University,I196829312,La Trobe University
1012,FT150100197,Macquarie University,I99043593,Macquarie University
1013,FT150100207,Monash University,I56590836,Monash University
1014,FT150100212,La Trobe University,I196829312,La Trobe University
1015,FT150100215,Griffith University,I11701301,Griffith University
1016,FT150100232,The University of Melbourne,I165779595,The University of Melbourne
1017,FT150100237,Monash University,I56590836,Monash University
1018,FT150100250,The University of Adelaide,I5681781,The University of Adelaide
1019,FT150100266,Monash University,I56590836,Monash University
1020,FT150100269,Swinburne University of Technology,I57093077,Swinburne University of Technology
1021,FT150100281,Monash University,I56590836,Monash University
1022,FT150100294,The University of Sydney,I129604602,The University of Sydney
1023,FT150100297,The University of Melbourne,I165779595,The University of Melbourne
1024,FT150100330,The University of Melbourne,I165779595,The University of Melbourne
1025,FT150100333,Macquarie University,I99043593,Macquarie University
1026,FT150100341,The University of Sydney,I129604602,The University of Sydney
1027,FT150100342,Macquarie University,I99043593,Macquarie University
1028,FT150100347,The University of Queensland,I165143802,The University of Queensland
1029,FT150100370,Griffith University,I11701301,Griffith University
1030,FT150100398,Queensland University of Technology,I160993911,Queensland University of Technology
1031,FT150100403,Flinders University,I169541294,Flinders University
1032,FT150100406,University of Tasmania,I129801699,University of Tasmania
1033,FT150100408,Queensland University of Technology,I160993911,Queensland University of Technology
1034,FT150100415,Swinburne University of Technology,I57093077,Swinburne University of Technology
1035,FT150100420,The Australian National University,I118347636,(manual)
1036,FT150100426,Monash University,I56590836,Monash University
1037,FT150100450,Monash University,I56590836,Monash University
1038,FT150100452,The Australian National University,I118347636,(manual)
1039,FT150100479,The University of Queensland,I165143802,The University of Queensland
1040,FT150100492,The University of Queensland,I165143802,The University of Queensland
1041,FT150100541,University of South Australia,I170239107,University of South Australia
1042,FT140100574,University of Technology Sydney,I114017466,University of Technology Sydney
1043,FT140100645,The Australian National University,I118347636,(manual)
1044,FT140101162,Western Sydney University,I63525965,Western Sydney University
1045,FT140100516,The University of Queensland,I165143802,The University of Queensland
1046,FT140100195,University of Technology Sydney,I114017466,University of Technology Sydney
1047,FT140100214,The University of Melbourne,I165779595,The University of Melbourne
1048,FT140100313,Griffith University,I11701301,Griffith University
1049,FT140100698,University of Wollongong,I204824540,University of Wollongong
1050,FT140100873,The University of Melbourne,I165779595,The University of Melbourne
1051,FT140101044,University of Canberra,I188329596,University of Canberra
1052,FT140100826,Curtin University,I205640436,Curtin University
1053,FT140100048,The University of New South Wales,I31746571,(manual)
1054,FT140100018,The University of Queensland,I165143802,The University of Queensland
1055,FT140101152,Queensland University of Technology,I160993911,Queensland University of Technology
1056,FT140100596,University of Tasmania,I129801699,University of Tasmania
1057,FT140100834,The Australian National University,I118347636,(manual)
1058,FT140100452,Macquarie University,I99043593,Macquarie University
1059,FT140100610,The University of Newcastle,I78757542,(manual)
1060,FT140101020,Western Sydney University,I63525965,Western Sydney University
1061,FT140100515,The University of New South Wales,I31746571,(manual)
1062,FT140100861,The University of Melbourne,I165779595,The University of Melbourne
1063,FT140100681,University of the Sunshine Coast,I174025329,University of the Sunshine Coast
1064,FT140100422,The Australian National University,I118347636,(manual)
1065,FT140100255,Macquarie University,I99043593,Macquarie University
1066,FT140100047,The University of Melbourne,I165779595,The University of Melbourne
1067,FT140100535,The University of New South Wales,I31746571,(manual)
1068,FT140101270,University of Tasmania,I129801699,University of Tasmania
1069,FT140101112,Curtin University,I205640436,Curtin University
1070,FT140100646,University of Tasmania,I129801699,University of Tasmania
1071,FT140101192,The University of Adelaide,I5681781,The University of Adelaide
1072,FT140100824,The University of Sydney,I129604602,The University of Sydney
1073,FT140100128,Monash University,I56590836,Monash University
1074,FT140101082,Curtin University,I205640436,Curtin University
1075,FT140100073,Monash University,I56590836,Monash University
1076,FT140100408,The University of Adelaide,I5681781,The University of Adelaide
1077,FT140101285,RMIT University,I82951845,RMIT University
1078,FT140101368,The University of Newcastle,I78757542,(manual)
1079,FT140100135,The University of New South Wales,I31746571,(manual)
1080,FT140100977,The University of Queensland,I165143802,The University of Queensland
1081,FT140101351,University of Tasmania,I129801699,University of Tasmania
1082,FT140100415,The University of Sydney,I129604602,The University of Sydney
1083,FT140100625,The University of Queensland,I165143802,The University of Queensland
1084,FT140100338,The University of Queensland,I165143802,The University of Queensland
1085,FT140100191,Curtin University,I205640436,Curtin University
1086,FT140100019,The University of Newcastle,I78757542,(manual)
1087,FT140101256,Monash University,I56590836,Monash University
1088,FT140100594,Hudson Institute of Medical Research,I2802600346,Hudson Institute of Medical Research
1089,FT140100081,University of Technology Sydney,I114017466,University of Technology Sydney
1090,FT140100147,The University of New South Wales,I31746571,(manual)
1091,FT140101262,The Australian National University,I118347636,(manual)
1092,FT140101208,University of Technology Sydney,I114017466,University of Technology Sydney
1093,FT140100544,The University of Melbourne,I165779595,The University of Melbourne
1094,FT140100273,The University of Queensland,I165143802,The University of Queensland
1095,FT140100299,The University of Melbourne,I165779595,The University of Melbourne
1096,FT140100481,The University of New South Wales,I31746571,(manual)
1097,FT140101029,Monash University,I56590836,Monash University
1098,FT140100986,Queensland University of Technology,I160993911,Queensland University of Technology
1099,FT140100743,The University of Melbourne,I165779595,The University of Melbourne
1100,FT140100514,RMIT University,I82951845,RMIT University
1101,FT140100783,The University of Sydney,I129604602,The University of Sydney
1102,FT140100291,The University of New South Wales,I31746571,(manual)
1103,FT140100992,Queensland University of Technology,I160993911,Queensland University of Technology
1104,FT140100114,Monash University,I56590836,Monash University
1105,FT140100266,The University of Melbourne,I165779595,The University of Melbourne
1106,FT140100383,The University of Melbourne,I165779595,The University of Melbourne
1107,FT140100780,The University of Adelaide,I5681781,The University of Adelaide
1108,FT140100822,The University of Sydney,I129604602,The University of Sydney
1109,FT140100101,University of Wollongong,I204824540,University of Wollongong
1110,FT140100865,The University of Queensland,I165143802,The University of Queensland
1111,FT140100226,Macquarie University,I99043593,Macquarie University
1112,FT140101201,Monash University,I56590836,Monash University
1113,FT140100604,The Australian National University,I118347636,(manual)
1114,FT140101287,The University of Melbourne,I165779595,The University of Melbourne
1115,FT140100773,The University of Adelaide,I5681781,The University of Adelaide
1116,FT140100770,University of Tasmania,I129801699,University of Tasmania
1117,FT140100456,The University of Melbourne,I165779595,The University of Melbourne
1118,FT140100763,The Australian National University,I118347636,(manual)
1119,FT140100837,The University of New South Wales,I31746571,(manual)
1120,FT140100577,The University of Melbourne,I165779595,The University of Melbourne
1121,FT140100084,Griffith University,I11701301,Griffith University
1122,FT140100504,Monash University,I56590836,Monash University
1123,FT140101309,The University of Queensland,I165143802,The University of Queensland
1124,FT140100818,Monash University,I56590836,Monash University
1125,FT140100746,Queensland University of Technology,I160993911,Queensland University of Technology
1126,FT140100322,The University of New South Wales,I31746571,(manual)
1127,FT140101145,Queensland University of Technology,I160993911,Queensland University of Technology
1128,FT140100399,The University of Newcastle,I78757542,(manual)
1129,FT140100794,Monash University,I56590836,Monash University
1130,FT140101059,The Australian National University,I118347636,(manual)
1131,FT140100355,The University of Adelaide,I5681781,The University of Adelaide
1132,FT140101247,Macquarie University,I99043593,Macquarie University
1133,FT140100244,The University of Adelaide,I5681781,The University of Adelaide
1134,FT140101308,The University of Sydney,I129604602,The University of Sydney
1135,FT140100650,The University of Queensland,I165143802,The University of Queensland
1136,FT140101061,The University of Sydney,I129604602,The University of Sydney
1137,FT140100993,The Australian National University,I118347636,(manual)
1138,FT140101327,The University of Melbourne,I165779595,The University of Melbourne
1139,FT140100032,The University of New South Wales,I31746571,(manual)
