rid,aus_name,authorid,sci_name,match_type
123,Jun Li,A5100361975,Jun Li,exact
1154,Bo Li,A5100705286,Bo Li,exact
693,Jun Li,A5100362070,Jun Li,exact
324,Zhe Liu,A5071744518,Zhe Liu,exact
123,Jun Li,A5100362070,Jun Li,exact
240,Yang Liu,A5067245130,Yang Liu,exact
492,Zhi Li,A5100706263,Zhi Li,exact
722,Kristina Murphy,A5001906574,Kristina Murphy,exact
728,Jian Yang,A5101507281,Jian Yang,exact
1154,Bo Li,A5100758169,Bo Li,exact
2000,Jian Li,A5102725229,Jian Li,exact
782,Danyang Wang,A5100632506,Danyang Wang,exact
234,JIA WANG,A5100313091,Jia WANG,exact
1269,Philip Stevenson,A5111453749,Philip Stevenson,exact
240,Yang Liu,A5100355918,Yang Liu,exact
128,Thomas Ford,A5104235777,Thomas Ford,exact
845,Chuan Zhao,A5114216781,Chuan Zhao,exact
231,Yi Liu,A5089764705,Yi Liu,exact
1029,Hui Feng,A5059033191,Hui Feng,exact
728,Jian Yang,A5072174871,Jian Yang,exact
2204,Jie Zhang,A5100311155,Jie Zhang,exact
747,Thomas White,A5087116895,Thomas White,exact
2060,Vanessa Venturi,A5003763816,Vanessa Venturi,exact
1067,Juno Kim,A5101127425,Juno Kim,exact
1397,Andrew Anderson,A5109255610,Andrew Anderson,exact
1924,Yun Liu,A5109462742,Yun liu,exact
1601,Rui Zhang,A5100422017,Rui Zhang,exact
1484,Tao Liu,A5025491192,Tao Liu,exact
592,Melanie White,A5085774318,Melanie White,exact
800,Hao Liu,A5016705513,Hao Liu,exact
573,Dan Liu,A5100326882,Dan Liu,exact
240,Yang Liu,A5100355695,Yang Liu,exact
189,Chen Li,A5100369898,Chen Li,exact
136,Min Xu,A5111190797,Min Xu,exact
1484,Tao Liu,A5004390838,Tao Liu,exact
1924,Yun Liu,A5041169276,Yun Liu,exact
945,David Harvey,A5033829573,David Harvey,exact
1333,David Evans,A5107166851,DAVID EVANS,exact
1025,Richard McDermid,A5106629829,Richard McDermid,exact
1411,John Bamberg,A5102291383,John Bamberg,exact
218,Ling Chen,A5092157091,Ling Chen,exact
231,Yi Liu,A5100330460,Yi Liu,exact
693,Jun Li,A5020388716,Jun Li,exact
815,David Bissell,A5059488256,David Bissell,exact
136,Min Xu,A5103211538,Min Xu,exact
123,Jun Li,A5020388716,Jun Li,exact
102,Xu Huang,A5081235308,Xu HUANG,exact
1924,Yun Liu,A5042042573,Yun Liu,exact
189,Chen Li,A5100369781,Chen Li,exact
135,Andrew King,A5105206218,Andrew King,exact
189,Chen Li,A5092364018,Chen Li,exact
704,Benjamin Schwessinger,A5070501215,Benjamin Schwessinger,exact
264,James Meese,A5108548394,James Meese,exact
456,Guohua Jia,A5073232362,Guohua Jia,exact
2163,Jeremy Smith,A5061360570,Jeremy Smith,exact
240,Yang Liu,A5100719836,Yang Liu,exact
1080,Neil McIntyre,A5102082994,Neil McIntyre,exact
304,Travis Johnson,A5103492923,Travis Johnson,exact
949,Yit Heng Chooi,A5043215577,Yit‐Heng Chooi,exact
1154,Bo Li,A5100374409,Bo Li,exact
240,Yang Liu,A5100326376,Yang Liu,exact
2204,Jie Zhang,A5101711830,Jie Zhang,exact
445,Jack Hall,A5066866626,Jack Hall,exact
573,Dan Liu,A5058865033,Dan Liu,exact
103,Jun Zhang,A5092362500,Jun Zhang,exact
250,Martin Porr,A5021905207,Martin Porr,exact
720,Dong Xu,A5038777022,Dong Xu,exact
1390,Craig White,A5111645429,Craig White,exact
1334,Paul Jackson,A5020769160,Paul Jackson,exact
231,Yi Liu,A5100330580,Yi Liu,exact
240,Yang Liu,A5005326520,Yang Liu,exact
693,Jun Li,A5100550384,Jun Li,exact
123,Jun Li,A5100550384,Jun Li,exact
1593,Min Chen,A5025815811,Min Chen,exact
1154,Bo Li,A5075392333,Bo Li,exact
1154,Bo Li,A5102696346,Bo Li,exact
1484,Tao Liu,A5100674965,Tao Liu,exact
130,Xi Zheng,A5101082109,Xi Zheng,exact
693,Jun Li,A5100361894,Jun Li,exact
123,Jun Li,A5100361894,Jun Li,exact
541,Ke Meng,A5100650529,Ke Meng,exact
242,Zhiliang Wang,A5102570655,Zhiliang Wang,exact
136,Min Xu,A5111679813,Min Xu,exact
2121,Katherine Andrews,A5049442379,Katherine Andrews,exact
189,Chen Li,A5022871524,Chen Li,exact
1642,Brian Anderson,A5103039227,Brian Anderson,exact
739,Andreas Leibbrandt,A5056114255,Andreas Leibbrandt,exact
231,Yi Liu,A5100744145,Yi Liu,exact
1818,Gregory Lane,A5082793177,Gregory Lane,exact
831,Ying Zhang,A5100608460,Ying Zhang,exact
103,Jun Zhang,A5101594365,Jun Zhang,exact
231,Yi Liu,A5014860610,Yi Liu,exact
1296,Yingjie Yang,A5112728987,Yingjie Yang,exact
921,Yuan Chen,A5092026941,Yuan Chen,exact
1484,Tao Liu,A5100601873,Tao Liu,exact
1601,Rui Zhang,A5024362813,Rui Zhang,exact
1639,Jung Ho Kim,A5100426040,Jung-Ho Kim,exact
2204,Jie Zhang,A5061758500,Jie Zhang,exact
2166,Gael Martin,A5044634105,Gael Martin,exact
2032,Colin Smith,A5066133202,COLIN SMITH,exact
87,Gang Li,A5100438679,Gang Li,exact
569,Yuting Zhang,A5018636980,Yuting Zhang,exact
1593,Min Chen,A5100337226,Min Chen,exact
707,Bishakhdatta Gayen,A5017181481,Bishakhdatta Gayen,exact
14,Jia Wu,A5005895773,Jia Wu,exact
366,Chris Clark,A5002671147,Chris Clark,exact
1593,Min Chen,A5100337259,Min Chen,exact
624,David Garrett,A5078607873,David Garrett,exact
1171,Anoma Pieris,A5096853613,Anoma Pieris,exact
606,Da-Wei Wang,A5110028098,DA WEI WANG,exact
492,Zhi Li,A5014835616,Zhi Li,exact
2141,Andrew Martin,A5087547134,Andrew Martin,exact
1089,Anna Clark,A5102476926,Anna Clark,exact
248,Min Hong,A5006130083,Min Hong,exact
216,Jin Zhang,A5101829311,Jin Zhang,exact
218,Ling Chen,A5103300609,Ling Chen,exact
1076,Giang Nguyen,A5061608681,Giang Nguyen,exact
87,Gang Li,A5107221312,Gang Li,exact
1600,Tong Lin,A5102812998,Tong Lin,exact
419,Li Wei,A5103656697,Li Wei,exact
240,Yang Liu,A5106770472,Yang Liu,exact
2085,David White,A5110301815,DAVID WHITE,exact
540,David White,A5110301815,DAVID WHITE,exact
831,Ying Zhang,A5100386105,Ying Zhang,exact
240,Yang Liu,A5100355973,Yang Liu,exact
374,Sebastian Duchene,A5107234544,Sebastian Duchene,exact
419,Li Wei,A5100359705,Li Wei,exact
512,Haiqing Yu,A5027249849,Haiqing Yu,exact
189,Chen Li,A5092030970,Chen Li,exact
1924,Yun Liu,A5100321971,Yun Liu,exact
800,Hao Liu,A5100458825,Hao Liu,exact
857,Andrew Marshall,A5063630584,Andrew Marshall,exact
192,Liang Zheng,A5100915312,Liang Zheng,exact
87,Gang Li,A5100409195,Gang Li,exact
87,Gang Li,A5093975761,Gang Li,exact
1297,Gerard Goggin,A5092229224,Gerard Goggin,exact
720,Dong Xu,A5101589574,Dong Xu,exact
2161,Christina Lim,A5053388050,Christina Lim,exact
831,Ying Zhang,A5101759860,Ying Zhang,exact
1753,Dan Li,A5100380783,Dan Li,exact
103,Jun Zhang,A5100433097,Jun Zhang,exact
197,Xiaodan Huang,A5067838025,Xiaodan Huang,exact
1384,Yin Paradies,A5029141180,Yin Paradies,exact
240,Yang Liu,A5115604608,Yang Liu,exact
921,Yuan Chen,A5100400937,Yuan Chen,exact
921,Yuan Chen,A5101081407,Yuan Chen,exact
1121,Susan Harris Rimmer,A5103595697,Susan Harris-Rimmer,exact
492,Zhi Li,A5101700326,Zhi Li,exact
248,Min Hong,A5103279804,Min Hong,exact
103,Jun Zhang,A5100786879,Jun Zhang,exact
800,Hao Liu,A5100458827,Hao Liu,exact
1386,Xiaodong Huang,A5077777960,Xiaodong Huang,exact
231,Yi Liu,A5102208540,Yi Liu,exact
136,Min Xu,A5113882120,Min Xu,exact
231,Yi Liu,A5054842703,Yi Liu,exact
1753,Dan Li,A5044894669,Dan Li,exact
240,Yang Liu,A5101820456,Yang Liu,exact
1002,Olivier Alard,A5034349319,Olivier Alard,exact
739,Andreas Leibbrandt,A5066666786,Andreas Leibbrandt,exact
1331,Paul Donnelly,A5109727958,Paul Donnelly,exact
1484,Tao Liu,A5100338075,Tao Liu,exact
2003,Charles Warren,A5104674321,Charles Warren,exact
800,Hao Liu,A5052566269,Hao Liu,exact
921,Yuan Chen,A5103189679,Yuan Chen,exact
1379,Weihua Liu,A5106787080,WeiHua Liu,exact
831,Ying Zhang,A5047665294,Ying Zhang,exact
189,Chen Li,A5047977957,Chen Li,exact
651,Ben White,A5086860303,Ben White,exact
1076,Giang Nguyen,A5114549616,Giang Nguyen,exact
485,Christopher Brown,A5032629783,Christopher Brown,exact
2204,Jie Zhang,A5100436714,Jie Zhang,exact
1484,Tao Liu,A5101742224,Tao Liu,exact
1322,Yongping Wei,A5024191118,YongPing Wei,exact
240,Yang Liu,A5100672394,Yang Liu,exact
831,Ying Zhang,A5100386282,Ying Zhang,exact
1593,Min Chen,A5068898036,Min Chen,exact
2108,Kristy Sanderson,A5035840968,Kristy Sanderson,exact
240,Yang Liu,A5104222004,Yang Liu,exact
1953,Ashish Sharma,A5100701437,Ashish Sharma,exact
831,Ying Zhang,A5102687519,Ying Zhang,exact
438,Amanda Johnson,A5014989283,Amanda Johnson,exact
369,Jun Huang,A5109202851,Jun Huang,exact
693,Jun Li,A5061628373,Jun Li,exact
123,Jun Li,A5061628373,Jun Li,exact
1299,Prashant Sonar,A5036147982,Prashant Sonar,exact
515,Simon Williams,A5113980399,Simon Williams,exact
462,Simon Williams,A5113980399,Simon Williams,exact
87,Gang Li,A5012774665,Gang Li,exact
1924,Yun Liu,A5110182881,Yun Liu,exact
2204,Jie Zhang,A5100436790,Jie Zhang,exact
2069,David Wilson,A5097055889,David Wilson,exact
218,Ling Chen,A5100411111,Ling Chen,exact
419,Li Wei,A5100811101,Li Wei,exact
1924,Yun Liu,A5099257287,Yun Liu,exact
1569,Salit Kark,A5033454060,Salit Kark,exact
2000,Jian Li,A5068480415,Jian Li,exact
471,Michael Livingston,A5111242384,Michael Livingston,exact
189,Chen Li,A5091964924,Chen Li,exact
1753,Dan Li,A5100380794,Dan Li,exact
939,Benjamin Phillips,A5028863237,Benjamin Phillips,exact
948,Jessica Purcell,A5113312015,Jessica Purcell,exact
189,Chen Li,A5092191542,Chen Li,exact
81,Jenny Munro,A5099767377,Jenny Munro,exact
1903,Stephen Williams,A5113704595,Stephen Williams,exact
1847,Hilde Tubex,A5109512147,Hilde Tubex,exact
64,Meead Saberi,A5013479513,Meead Saberi,exact
728,Jian Yang,A5101649422,Jian Yang,exact
534,Bin Luo,A5101935392,Bin Luo,exact
1154,Bo Li,A5078402842,Bo Li,exact
2204,Jie Zhang,A5100436801,Jie Zhang,exact
1803,Sarah Johnson,A5071517169,Sarah Johnson,exact
693,Jun Li,A5103006899,Jun Li,exact
123,Jun Li,A5103006899,Jun Li,exact
2070,Sanjay Srivastava,A5111384731,Sanjay Srivastava,exact
1385,Andrew Mitchell,A5025104224,Andrew Mitchell,exact
2000,Jian Li,A5100402459,Jian Li,exact
102,Xu Huang,A5101492309,Xu Huang,exact
619,Guo Chen,A5101329790,Guo Chen,exact
1753,Dan Li,A5100690024,Dan Li,exact
89,Xin Cao,A5061005401,Xin Cao,exact
231,Yi Liu,A5104035273,Yi Liu,exact
240,Yang Liu,A5100693705,Yang Liu,exact
2172,Rowena Ball,A5111170488,Rowena Ball,exact
1833,Anthony White,A5000072623,Anthony White,exact
2104,David Hunter,A5104925829,David Hunter,exact
87,Gang Li,A5074629060,Gang Li,exact
240,Yang Liu,A5100355661,Yang Liu,exact
240,Yang Liu,A5100646411,Yang Liu,exact
907,Ali Nazari,A5101715047,Ali Nazari,exact
1484,Tao Liu,A5100338122,Tao Liu,exact
537,Alexandr Simonov,A5028254739,Alexandr Simonov,exact
1924,Yun Liu,A5115499804,Yun Liu,exact
1368,Xiaolin Wang,A5059047351,Xiaolin Wang,exact
921,Yuan Chen,A5012805292,Yuan Chen,exact
231,Yi Liu,A5100744146,Yi Liu,exact
130,Xi Zheng,A5031702298,Xi Zheng,exact
572,Neeraj Sharma,A5067680494,Neeraj SHARMA,exact
1368,Xiaolin Wang,A5100395145,Xiaolin Wang,exact
234,JIA WANG,A5100404641,Jia Wang,exact
231,Yi Liu,A5100739897,Yi Liu,exact
240,Yang Liu,A5044916248,Yang Liu,exact
103,Jun Zhang,A5092000575,Jun Zhang,exact
1936,Stephen Turner,A5102230064,Stephen Turner,exact
189,Chen Li,A5100369795,Chen Li,exact
919,Thom van Dooren,A5099200736,Thom van Dooren,exact
240,Yang Liu,A5100355693,Yang Liu,exact
1753,Dan Li,A5100380651,Dan Li,exact
573,Dan Liu,A5088296077,Dan Liu,exact
240,Yang Liu,A5037930344,Yang Liu,exact
231,Yi Liu,A5103452961,Yi Liu,exact
724,Timothy Clark,A5109248180,Timothy Clark,exact
419,Li Wei,A5108104004,Li Wei,exact
1871,Paul Francis,A5020868927,Paul Francis,exact
1195,Michael Shields,A5099358188,Michael Shields,exact
831,Ying Zhang,A5100386110,Ying Zhang,exact
1601,Rui Zhang,A5100421932,Rui Zhang,exact
279,Chang Xu,A5104283743,Chang Xu,exact
1116,Eloise Foo,A5078500104,Eloise Foo,exact
1600,Tong Lin,A5063715758,Tong Lin,exact
242,Zhiliang Wang,A5046351867,Zhiliang Wang,exact
130,Xi Zheng,A5112191376,Xi Zheng,exact
2204,Jie Zhang,A5077478614,Jie Zhang,exact
27,Dawei Su,A5031489991,Dawei Su,exact
682,Tom Murray,A5108983373,Tom Murray,exact
492,Zhi Li,A5100308396,Zhi Li,exact
845,Chuan Zhao,A5110960394,Chuan ZHAO,exact
189,Chen Li,A5035638088,Chen Li,exact
103,Jun Zhang,A5092364327,Jun Zhang,exact
1753,Dan Li,A5104086126,Dan Li,exact
1639,Jung Ho Kim,A5009933828,Jung Ho Kim,exact
468,Hongzhi Yin,A5088492734,Hongzhi Yin,exact
794,Timothy Smith,A5103798179,Timothy Smith,exact
1601,Rui Zhang,A5103325709,Rui Zhang,exact
1924,Yun Liu,A5115602468,Yun Liu,exact
857,Andrew Marshall,A5086741726,Andrew Marshall,exact
965,Jonathan Marshall,A5113701526,Jonathan Marshall,exact
1049,Shujun Zhang,A5100615526,Shujun Zhang,exact
800,Hao Liu,A5100458816,Hao Liu,exact
720,Dong Xu,A5075260529,Dong Xu,exact
363,Han Lin,A5100932031,Han Lin,exact
693,Jun Li,A5046930443,Jun Li,exact
123,Jun Li,A5046930443,Jun Li,exact
1601,Rui Zhang,A5100422203,Rui Zhang,exact
1494,Gary Owens,A5069354460,Gary Owens,exact
63,Luke Munn,A5099813509,Luke Munn,exact
279,Chang Xu,A5083689765,Chang Xu,exact
189,Chen Li,A5095054299,Chen Li,exact
1753,Dan Li,A5109768584,Dan Li,exact
972,Kai He,A5020804213,Kai-he,exact
800,Hao Liu,A5073590393,Hao Liu,exact
2000,Jian Li,A5100402471,Jian Li,exact
216,Jin Zhang,A5100717975,Jin Zhang,exact
1579,Ross Young,A5062774982,Ross Young,exact
103,Jun Zhang,A5016442366,Jun Zhang,exact
965,Jonathan Marshall,A5099706707,Jonathan Marshall,exact
512,Haiqing Yu,A5100956287,Haiqing Yu,exact
2106,Suresh Mahalingam,A5040747937,Suresh Mahalingam,exact
472,Timothy Gould,A5025797745,TIMOTHY GOULD,exact
1371,John Hellstrom,A5084322926,John Hellström,exact
737,Matthew Hall,A5107036640,MATTHEW HALL,exact
240,Yang Liu,A5100355927,Yang Liu,exact
1484,Tao Liu,A5101766487,Tao Liu,exact
1496,Qing Li,A5104999424,Qing-Li,exact
1359,Melanie Swalwell,A5097953955,Melanie Swalwell,exact
930,Sebastiana Nervegna,A5010488331,Sebastiana Nervegna,exact
192,Liang Zheng,A5101475342,Liang Zheng,exact
2023,Laurajane Smith,A5104786734,Laurajane Smith,exact
728,Jian Yang,A5100966418,Jian Yang,exact
443,Zhong-Hua Chen,A5101657453,Zhong-Hua Chen,exact
2085,David White,A5112376154,David White,exact
540,David White,A5112376154,David White,exact
240,Yang Liu,A5100604471,Yang Liu,exact
1601,Rui Zhang,A5089010453,Rui Zhang,exact
407,Shirui Pan,A5008056593,Shirui Pan,exact
728,Jian Yang,A5030689045,Jian Yang,exact
1892,Christopher Wright,A5108544371,Christopher Wright,exact
1898,David Beattie,A5084392266,David Beattie,exact
103,Jun Zhang,A5100742014,Jun Zhang,exact
1753,Dan Li,A5113407881,Dan Li,exact
4,Jathan Sadowski,A5101449906,Jathan Sadowski,exact
1067,Juno Kim,A5101567686,Juno Kim,exact
2204,Jie Zhang,A5100436834,Jie Zhang,exact
2204,Jie Zhang,A5114672760,Jie Zhang,exact
748,Mike Morley,A5110561164,Mike Morley,exact
1313,Hui Hu,A5100422503,Hui Hu,exact
1753,Dan Li,A5004874079,Dan Li,exact
441,Kristian Ruming,A5059547619,Kristian Ruming,exact
2204,Jie Zhang,A5080783101,Jie Zhang,exact
1601,Rui Zhang,A5100421981,Rui Zhang,exact
1645,Jennifer Lewis,A5057486431,Jennifer Lewis,exact
587,Lennart Bach,A5110716870,Lennart Bach,exact
1601,Rui Zhang,A5009095033,Rui Zhang,exact
136,Min Xu,A5103156987,Min Xu,exact
234,JIA WANG,A5103330250,Jia Wang,exact
492,Zhi Li,A5101497801,Zhi Li,exact
103,Jun Zhang,A5092308889,Jun Zhang,exact
1753,Dan Li,A5113372125,Dan Li,exact
728,Jian Yang,A5027643367,Jian Yang,exact
831,Ying Zhang,A5100740586,Ying Zhang,exact
573,Dan Liu,A5055474656,Dan Liu,exact
1313,Hui Hu,A5100705079,Hui Hu,exact
1238,Marc Kvansakul,A5066995121,Marc Kvansakul,exact
1484,Tao Liu,A5100632935,Tao Liu,exact
1768,Michael Smith,A5011221700,Michael Smith,exact
136,Min Xu,A5100413855,Min Xu,exact
2000,Jian Li,A5100402393,Jian Li,exact
1154,Bo Li,A5100374445,Bo Li,exact
1501,Chunhua Shen,A5110194458,Chunhua Shen,exact
1154,Bo Li,A5100707526,Bo Li,exact
974,Koji Tanaka,A5101412945,Koji Tanaka,exact
1970,Michael Brown,A5099199669,Michael Brown,exact
572,Neeraj Sharma,A5093995658,Neeraj Sharma,exact
218,Ling Chen,A5100990825,Ling Chen,exact
231,Yi Liu,A5086757613,Yi Liu,exact
1601,Rui Zhang,A5100422108,Rui Zhang,exact
1371,John Hellstrom,A5113990615,John Hellström,exact
218,Ling Chen,A5100688636,Ling Chen,exact
270,Julie Brown,A5097446775,Julie Brown,exact
1744,Gabriel Molina Terriza,A5083339333,Gabriel Molina‐Terriza,exact
513,Kathryn Allen,A5016105049,Kathryn Allen,exact
14,Jia Wu,A5073080758,Jia Wu,exact
240,Yang Liu,A5101844646,Yang Liu,exact
983,Adam Clulow,A5099212723,Adam Clulow,exact
806,Daniel Harris,A5018272142,Daniel Harris,exact
720,Dong Xu,A5063078694,Dong Xu,exact
103,Jun Zhang,A5100433183,Jun Zhang,exact
972,Kai He,A5100749793,Kai He,exact
1857,Helen MacDonald,A5072725442,Helen Macdonald,exact
1753,Dan Li,A5101641430,Dan Li,exact
1368,Xiaolin Wang,A5100395146,Xiaolin Wang,exact
103,Jun Zhang,A5092281695,Jun Zhang,exact
643,Renee Jeffery,A5020786862,Renée Jeffery,exact
1029,Hui Feng,A5080058092,Hui Feng,exact
831,Ying Zhang,A5104103663,Ying Zhang,exact
1706,Stephanie Brown,A5048700639,Stephanie Brown,exact
2215,Thomas Reuter,A5092291884,Thomas Reuter,exact
218,Ling Chen,A5092129961,Ling Chen,exact
2000,Jian Li,A5100402571,Jian Li,exact
492,Zhi Li,A5109299130,Zhi Li,exact
1154,Bo Li,A5100374427,Bo Li,exact
1046,Jonathan Adams,A5104096442,Jonathan Adams,exact
1411,John Bamberg,A5033315445,John Bamberg,exact
1306,Zi Huang,A5078170935,Zi Huang,exact
487,Weiwei Lei,A5101088357,Weiwei Lei,exact
693,Jun Li,A5114734417,Jun Li,exact
123,Jun Li,A5114734417,Jun Li,exact
150,Christopher Baker,A5045996006,Christopher Baker,exact
2088,Ba-Ngu Vo,A5098642873,Ba-Ngu-Vo,exact
492,Zhi Li,A5045240490,Zhi Li,exact
1496,Qing Li,A5100404028,Qing Li,exact
87,Gang Li,A5101312880,Gang Li,exact
934,Mark Holmes,A5033864602,Mark Holmes,exact
231,Yi Liu,A5102966822,Yi Liu,exact
103,Jun Zhang,A5092019746,Jun Zhang,exact
589,Daniel Huber,A5106573628,Daniel Huber,exact
1522,Martin Wechselberger,A5089288259,Martin Wechselberger,exact
1080,Neil McIntyre,A5099423982,Neil Mcintyre,exact
682,Tom Murray,A5113440088,Tom Murray,exact
1713,Cordelia Fine,A5048276354,Cordelia Fine,exact
2107,Thomas Huber,A5103111314,Thomas Huber,exact
189,Chen Li,A5041328087,Chen Li,exact
1472,David Turner,A5109195769,David Turner,exact
840,Jianhua Guo,A5101879804,Jianhua Guo,exact
1998,Anthony Kemp,A5006602680,Anthony Kemp,exact
1083,Ian McCulloch,A5033269456,Ian McCulloch,exact
231,Yi Liu,A5101572439,Yi Liu,exact
532,Qilin Wang,A5057831294,Qilin Wang,exact
560,Frank Neumann,A5017126066,Frank Neumann,exact
240,Yang Liu,A5100757371,Yang Liu,exact
470,Ayesha Tulloch,A5022753818,Ayesha Tulloch,exact
749,Qiang Fu,A5037401832,Qiang Fu,exact
240,Yang Liu,A5008370828,Yang Liu,exact
324,Zhe Liu,A5103756130,Zhe Liu,exact
2204,Jie Zhang,A5098782750,JIE ZHANG,exact
1601,Rui Zhang,A5100422149,Rui Zhang,exact
693,Jun Li,A5100362045,Jun Li,exact
343,Jee Hyun Kim,A5031476498,Jee-Hyun Kim,exact
123,Jun Li,A5100362045,Jun Li,exact
2157,Peter Anderson,A5034369376,Peter Anderson,exact
1154,Bo Li,A5103203556,Bo Li,exact
103,Jun Zhang,A5108336730,Jun Zhang,exact
369,Jun Huang,A5101989914,Jun Huang,exact
1385,Andrew Mitchell,A5101533649,Andrew Mitchell,exact
693,Jun Li,A5100361724,Jun Li,exact
240,Yang Liu,A5100355851,Yang Liu,exact
123,Jun Li,A5100361724,Jun Li,exact
1982,Yuan Feng,A5109302379,Yuan Feng,exact
231,Yi Liu,A5101978295,Yi Liu,exact
287,Jianfeng Mao,A5050195423,Jianfeng Mao,exact
2204,Jie Zhang,A5100436631,Jie Zhang,exact
2163,Jeremy Smith,A5101621785,Jeremy Smith,exact
1124,Julian Millie,A5099285720,Julian Millie,exact
728,Jian Yang,A5104389116,Jian Yang,exact
2187,Jin Zou,A5003746258,Jin Zou,exact
189,Chen Li,A5092364947,Chen Li,exact
1154,Bo Li,A5100374408,Bo Li,exact
1601,Rui Zhang,A5044208623,Rui Zhang,exact
2000,Jian Li,A5100402454,Jian Li,exact
1154,Bo Li,A5100374441,Bo Li,exact
1425,Zheng Jiang,A5101694556,Zheng Jiang,exact
492,Zhi Li,A5100382274,Zhi Li,exact
102,Xu Huang,A5103268102,Xu Huang,exact
1601,Rui Zhang,A5042465626,Rui Zhang,exact
240,Yang Liu,A5100356015,Yang Liu,exact
87,Gang Li,A5100438755,Gang Li,exact
231,Yi Liu,A5076407839,Yi Liu,exact
231,Yi Liu,A5038145795,Yi Liu,exact
1503,Catherine Mills,A5017365292,CATHERINE MILLS,exact
573,Dan Liu,A5080205256,Dan Liu,exact
248,Min Hong,A5101143172,Min Hong,exact
14,Jia Wu,A5110676563,Jia Wu,exact
1803,Sarah Johnson,A5062270424,Sarah Johnson,exact
14,Jia Wu,A5110130442,Jia Wu,exact
234,JIA WANG,A5101885436,Jia Wang,exact
1514,Mark Halsey,A5061221134,Mark Halsey,exact
1488,Simon Avenell,A5104371802,Simon Avenell,exact
2172,Rowena Ball,A5058161910,Rowena Ball,exact
240,Yang Liu,A5100574531,Yang Liu,exact
1484,Tao Liu,A5115603722,Tao Liu,exact
798,Alexander Scheuermann,A5008192091,Alexander Scheuermann,exact
62,Haoran Ren,A5053189435,Haoran Ren,exact
1981,Johnson Mak,A5076804968,Johnson Mak,exact
2000,Jian Li,A5038875664,Jian Li,exact
2204,Jie Zhang,A5013923227,Jie Zhang,exact
1559,Yonghui Li,A5103386248,Yonghui Li,exact
216,Jin Zhang,A5100717976,Jin Zhang,exact
1051,Leanne Weber,A5016810863,Leanne Weber,exact
1323,Clare Wright,A5047299338,Clare Wright,exact
387,Sarina Sarina,A5106337044,Sarina Sarina,exact
14,Jia Wu,A5078476990,Jia Wu,exact
1484,Tao Liu,A5113244582,Tao Liu,exact
1723,Paul Young,A5110874955,Paul Young,exact
728,Jian Yang,A5057550024,Jian Yang,exact
655,Michael Higgins,A5101165626,Michael Higgins,exact
1708,Haibo Yu,A5016853752,Haibo Yu,exact
764,Ziqi Sun,A5090342634,Ziqi Sun,exact
492,Zhi Li,A5100382295,Zhi Li,exact
831,Ying Zhang,A5100674304,Ying Zhang,exact
369,Jun Huang,A5101488478,Jun Huang,exact
2000,Jian Li,A5102786632,Jian Li,exact
615,Ramon Lobato,A5099868658,Ramon Lobato,exact
1953,Ashish Sharma,A5079763100,Ashish Sharma,exact
419,Li Wei,A5103907181,Li Wei,exact
2000,Jian Li,A5103648051,Jian Li,exact
1614,James Bailey,A5065024170,James Bailey,exact
103,Jun Zhang,A5076077208,Jun Zhang,exact
1484,Tao Liu,A5100357450,Tao Liu,exact
492,Zhi Li,A5100382216,Zhi Li,exact
800,Hao Liu,A5100458812,Hao Liu,exact
189,Chen Li,A5102817261,Chen Li,exact
1791,John Hammond,A5005518555,John Hammond,exact
1307,Frances Kuo,A5105038723,Frances Kuo,exact
747,Thomas White,A5108784011,Thomas White,exact
1504,Gregory Brown,A5112829491,Gregory Brown,exact
1484,Tao Liu,A5100601871,Tao Liu,exact
1982,Yuan Feng,A5103449397,Yuan Feng,exact
240,Yang Liu,A5100676061,Yang Liu,exact
240,Yang Liu,A5064535090,Yang Liu,exact
2127,Nick Barker,A5050230579,NICK BARKER,exact
461,Gurutzeta Guillera-Arroita,A5100261311,Gurutzeta Guillera‐Arroita,exact
758,Tatsuya Amano,A5021671161,Tatsuya Amano,exact
2011,Maria Nugent,A5021570335,Maria Nugent,exact
1984,James Murphy,A5061276614,James Murphy,exact
240,Yang Liu,A5102950324,Yang Liu,exact
1484,Tao Liu,A5100715772,Tao Liu,exact
492,Zhi Li,A5100756458,Zhi Li,exact
2043,Karlheinz Peter,A5049936296,Karlheinz Peter,exact
1484,Tao Liu,A5042780954,Tao Liu,exact
686,Juan Salazar,A5013615280,Juan Salazar,exact
560,Frank Neumann,A5102812900,Frank Neumann,exact
1560,Lucy Marshall,A5053383515,Lucy Marshall,exact
1669,Daniel Fitzpatrick,A5096324170,Daniel Fitzpatrick,exact
921,Yuan Chen,A5100400895,Yuan Chen,exact
103,Jun Zhang,A5056896173,Jun Zhang,exact
218,Ling Chen,A5100411149,Ling Chen,exact
262,Andrii Slonchak,A5072578794,Andrii Slonchak,exact
693,Jun Li,A5100779596,Jun Li,exact
1180,Julie Smith,A5049099669,Julie Smith,exact
123,Jun Li,A5100779596,Jun Li,exact
324,Zhe Liu,A5101702699,Zhe Liu,exact
1601,Rui Zhang,A5008958601,Rui Zhang,exact
189,Chen Li,A5092275490,Chen Li,exact
240,Yang Liu,A5101930391,Yang Liu,exact
272,Yanjun Zhou,A5054394496,Yanjun Zhou,exact
216,Jin Zhang,A5019503804,Jin Zhang,exact
1496,Qing Li,A5100404174,Qing Li,exact
1484,Tao Liu,A5100338107,Tao Liu,exact
