rid,aus_name,authorid,sci_name,match_type
363,Han Lin,A5061030350,Lin Han,alias
168,Emma Thomas,A5031526787,Emma Thomas‐Jones,alias
962,Anna Hickey-Moody,A5005242120,Anna Hickey‐Moody,alias
745,Karin Nordstrom,A5081200507,Karin Nordström,alias
1229,Wendy Rogers,A5023226955,Wendy Stainton Rogers,alias
917,Jiangtao Xu,A5091250822,Jiangtao Xu,alias
1450,Jane Ford,A5107896462,Jane B. Ford,alias
1521,Timothy Carroll,A5049011326,Timothy Carroll,alias
1600,Tong Lin,A5004033692,Tong Lin,alias
1601,Rui Zhang,A5045710874,Rui Zhang,alias
800,Hao Liu,A5048002549,Hao Liu,alias
720,Dong Xu,A5021106761,Dong Xu,alias
1496,Qing Li,A5046948974,Qing Li,alias
2050,John Gooding,A5045621149,J. Justin Gooding,alias
2075,Zhong Tao,A5063140909,Tao Zhong,alias
2075,Zhong Tao,A5101512335,Tao Zhong,alias
2083,Bart Knols,A5077876869,Bart GJ Knols,alias
2124,Phillip Cassey,A5089061217,Phillip Cassey,alias
2137,Spencer Whitney,A5088450469,Spencer M. Whitney,alias
2186,Sarah Russell,A5035071567,S. S. Russell,alias
419,Li Wei,A5103250383,Wei Li,alias
831,Ying Zhang,A5102969107,Ying Zhang,alias
1496,Qing Li,A5055407734,Qing Li,alias
324,Zhe Liu,A5101702699,Zhe Liu,alias
573,Dan Liu,A5102718045,Dan Liu,alias
231,Yi Liu,A5002473554,Yi Liu,alias
1601,Rui Zhang,A5101812274,Zhang Rui,alias
130,Xi Zheng,A5102006406,Xi Zheng,alias
782,Danyang Wang,A5114179857,Danyang Wang,alias
800,Hao Liu,A5101605259,Hao Liu,alias
1484,Tao Liu,A5101961821,Tao Liu,alias
240,Yang Liu,A5103257498,Yang Liu,alias
1982,Yuan Feng,A5103155081,F.T. Yuan,alias
136,Min Xu,A5102004785,Min Xu,alias
240,Yang Liu,A5008041114,Yang Liu,alias
419,Li Wei,A5101930813,Wei Li,alias
419,Li Wei,A5114221829,Wei Li,alias
1892,Christopher Wright,A5101808677,Christopher Wright,alias
1786,Daniel Macdonald,A5089277321,Daniel E. MacDonald,alias
1708,Haibo Yu,A5102028385,Haibo Yu,alias
1679,Lan Fu,A5101595790,L.-X. Fu,alias
1708,Haibo Yu,A5102824711,Haibo Yu,alias
324,Zhe Liu,A5103158306,Zhe Liu,alias
572,Neeraj Sharma,A5086264313,Neeraj Sharma,alias
1496,Qing Li,A5091507861,Qing Li,alias
831,Ying Zhang,A5004938926,Ying Zhang,alias
419,Li Wei,A5043197140,Wei Li,alias
2000,Jian Li,A5101897394,Jian Li,alias
1354,Sarah Biddulph,A5053206545,Sarah Biddulph,alias
240,Yang Liu,A5103238144,Yang Liu,alias
279,Chang Xu,A5103212352,Chang Xu,alias
1386,Xiaodong Huang,A5101826844,Xiaodong Huang,alias
1154,Bo Li,A5101671129,Bo Li,alias
728,Jian Yang,A5101621355,Jian Yang,alias
1202,Guoyin Li,A5101572495,Guoyin Li,alias
1151,Hua Xia,A5101568336,Xia Hua,alias
1638,Kelly Smith,A5113485729,Kelly Smith,alias
729,Michael Murphy,A5101554279,Michael J. Murphy,alias
723,Muhammad Cheema,A5103005301,Muhammad A. Cheema,alias
419,Li Wei,A5107922737,Li Wei,alias
1165,Girish Nair,A5108413351,Girish K. Nair,alias
786,Yi Du,A5039531652,Yi Du,alias
103,Jun Zhang,A5034507062,Jun Zhang,alias
240,Yang Liu,A5083873574,Yang Liu,alias
800,Hao Liu,A5031685183,Hao Liu,alias
800,Hao Liu,A5033271438,Hao Liu,alias
1601,Rui Zhang,A5042977935,Rui Zhang,alias
621,Yang Song,A5095924914,Yang Song,alias
747,Thomas White,A5090291208,White Thomas,alias
227,Jingrun Ran,A5107093939,Jingrun Ran,alias
747,Thomas White,A5063025024,Thomas White,alias
123,Jun Li,A5115509294,Jun Li,alias
240,Yang Liu,A5020827523,L. P. Yang,alias
420,Wanli Ouyang,A5111363120,Wanli Ouyang,alias
693,Jun Li,A5102993834,Jun Li,alias
270,Julie Brown,A5103045162,Julie Brown,alias
2038,Martin Thomas,A5103482864,Thomas Martin,alias
240,Yang Liu,A5103606879,Liu Yang,alias
1405,Pablo Moscato,A5103622825,Moscato Pablo,alias
2000,Jian Li,A5103652860,Li Jian,alias
569,Yuting Zhang,A5103666148,Zhang Yu-ting,alias
87,Gang Li,A5103667576,Li Gang,alias
1970,Michael Brown,A5035412569,Michael Brown,alias
2000,Jian Li,A5045433759,Jian Li,alias
921,Yuan Chen,A5046535073,Y. Chen,alias
420,Wanli Ouyang,A5093983347,Wanli Ouyang,alias
532,Qilin Wang,A5095027720,Qilin Wang,alias
621,Yang Song,A5095029265,song yang,alias
728,Jian Yang,A5095035482,Jian Yang,alias
530,Hinze Hogendoorn,A5033574613,Hinze Hogendoorn,alias
573,Dan Liu,A5041288871,Dan Liu,alias
240,Yang Liu,A5085076616,Yang Liu,alias
492,Zhi Li,A5055435575,Zhi Li,alias
1154,Bo Li,A5081256836,Bo Li,alias
1953,Ashish Sharma,A5115060291,Ashish Sharma,alias
782,Danyang Wang,A5115067152,Danyang Wang,alias
419,Li Wei,A5115666597,Wei Li,alias
103,Jun Zhang,A5090962454,J. Zhang,alias
1484,Tao Liu,A5045233087,Tao Liu,alias
1902,Gary Hill,A5071053233,Gary W. Hill,alias
75,Shekhar Chandra,A5084148433,Chandra Shekhar,alias
452,Simon Murphy,A5101499749,Simon J. Murphy,alias
231,Yi Liu,A5045682212,Yi Liu,alias
2032,Colin Smith,A5103116138,C. Ray Smith,alias
71,Andrew Walker,A5103518918,Andrew J. Walker,alias
322,Emily O'Gorman,A5024219772,Emily O’Gorman,alias
240,Yang Liu,A5101650029,Yang Liu,alias
1472,David Turner,A5103874932,D. S. Turner,alias
621,Yang Song,A5009294460,Song Yang,alias
1601,Rui Zhang,A5017407634,Rui Zhang,alias
1319,Jason Wong,A5102775278,Jason T. Wong,alias
240,Yang Liu,A5025537865,Yang Liu,alias
831,Ying Zhang,A5047665294,Ying Zhang,alias
324,Zhe Liu,A5071702335,ZHE LIU,alias
189,Chen Li,A5073157245,Li Chen,alias
921,Yuan Chen,A5111611232,YUAN CHEN,alias
1717,Robyn Langdon,A5112030621,Robyn Langdon,alias
1768,Michael Smith,A5112787705,Michael J. Smith,alias
2068,Mark Kendall,A5113441265,Mark Kendall,alias
2082,Mohammad Jalal Abbasi Shavazi,A5029752779,Mohammad Jalal Abbasi‐Shavazi,alias
2129,Ying Tan,A5105972648,Ying Ying Tan,alias
2144,Yuesheng Li,A5101914940,Yuesheng Li,alias
2187,Jin Zou,A5114114545,Jin Zou,alias
2204,Jie Zhang,A5114672760,Jie Zhang,alias
2204,Jie Zhang,A5115072003,Jie Zhang,alias
2204,Jie Zhang,A5066901420,Jie Zhang,alias
72,Siqi Ma,A5012152006,S. Ma,alias
87,Gang Li,A5101528104,Gang Li,alias
103,Jun Zhang,A5092055037,Jun Zhang,alias
103,Jun Zhang,A5091971251,Jun Zhang,alias
103,Jun Zhang,A5092032738,Jun Zhang,alias
103,Jun Zhang,A5092506642,Jun Zhang,alias
103,Jun Zhang,A5091952485,Jun Zhang,alias
103,Jun Zhang,A5100705776,Jun Zhang,alias
123,Jun Li,A5102716052,Jun Li,alias
123,Jun Li,A5100361793,Jun Li,alias
123,Jun Li,A5100647726,Jun Li,alias
136,Min Xu,A5103065800,Min Xu,alias
136,Min Xu,A5103056228,Min Xu,alias
184,Fabio Cortesi,A5008527692,Fabio Cortesi,alias
190,Andrew Phillips,A5111559825,Andrew Phillips,alias
231,Yi Liu,A5056168665,Yi Liu,alias
233,David Nisbet,A5060401074,David Nisbet,alias
248,Min Hong,A5110191581,Min Hong,alias
272,Yanjun Zhou,A5102395550,Yanjun Zhou,alias
363,Han Lin,A5006239904,Han Lin,alias
369,Jun Huang,A5012837632,Jun Huang,alias
419,Li Wei,A5078653336,Wei Li,alias
419,Li Wei,A5103164462,Wei Jiang,alias
419,Li Wei,A5034949655,Li Wei,alias
448,Matthew Fitzpatrick,A5024309345,Matthew Fitzpatrick,alias
485,Christopher Brown,A5101661745,Christopher M. Brown,alias
496,Anthony Brown,A5111683585,Anthony S. Brown,alias
507,Yao Zheng,A5023473154,Yao Zheng,alias
515,Simon Williams,A5103071760,Simon Williams,alias
531,Huacheng Zhang,A5101401722,Huacheng Zhang,alias
534,Bin Luo,A5100299758,Luo Bin,alias
590,Timothy Scott,A5040308080,Timothy A. Scott,alias
621,Yang Song,A5101772949,Song Yang,alias
621,Yang Song,A5000650303,S. Alex Yang,alias
621,Yang Song,A5103084324,Yang Song,alias
693,Jun Li,A5037472526,J. Li,alias
728,Jian Yang,A5101736091,Jian Yang,alias
737,Matthew Hall,A5101502741,Matthew R. Hall,alias
769,Michael Richardson,A5001901949,Michael R. Richardson,alias
800,Hao Liu,A5101285332,Hao Liu,alias
806,Daniel Harris,A5111904480,Daniel Harris,alias
831,Ying Zhang,A5101693155,Ying Zhang,alias
831,Ying Zhang,A5071864995,Ying Zhang,alias
857,Andrew Marshall,A5000140976,Marshall Andrew,alias
899,Bernhard Müller,A5028583916,Bernhard Müller,alias
927,Elisa Hill,A5069788701,Elisa L. Hill‐Yardin,alias
972,Kai He,A5047383261,Kai He,alias
972,Kai He,A5103161350,Kai He,alias
1049,Shujun Zhang,A5082965927,Shujun Zhang,alias
1058,Andrew Barron,A5113691400,Andrew Barron,alias
1131,Stephen Bell,A5069327814,Stephen Bell,alias
1151,Hua Xia,A5101444348,Xia Hua,alias
1154,Bo Li,A5101431603,Bo Hu Li,alias
1156,Francesca Martin,A5102824113,Fran Martin,alias
1180,Julie Smith,A5032347375,Julie Smith,alias
1191,Olivia Carter,A5103631405,Carter Olivia,alias
1281,Lisa Butler,A5040663989,Lisa Butler,alias
1361,Dacheng Tao,A5101409300,Dacheng Tao,alias
1368,Xiaolin Wang,A5103943473,Wang Xiao-lin,alias
1371,John Hellstrom,A5026671736,John Hellström,alias
1386,Xiaodong Huang,A5101961763,Xiaodong Huang,alias
1436,Hongxia Wang,A5104122474,Hongxia Wang,alias
1475,Thomas Carlson,A5111827810,Thomas P. Carlson,alias
1484,Tao Liu,A5101658191,Tao Liu,alias
1484,Tao Liu,A5006729322,Tao Liu,alias
1496,Qing Li,A5060673711,Qing Li,alias
1504,Gregory Brown,A5101407439,Gregory G. Brown,alias
1560,Lucy Marshall,A5113895113,Lucy Marshall,alias
1601,Rui Zhang,A5101647700,Rui Zhang,alias
1601,Rui Zhang,A5100421994,Rui Zhang,alias
1601,Rui Zhang,A5103082433,Rui Zhang,alias
1614,James Bailey,A5084096431,Bailey James,alias
1753,Dan Li,A5104083328,Li Dan,alias
1768,Michael Smith,A5102021022,M. Hamblin Smith,alias
1806,Andrew Francis,A5073849573,Andrew Kehler Francis,alias
1856,Craig O'Neill,A5037735809,Craig O’Neill,alias
1886,Andrew Harris,A5101436545,Andrew Harris,alias
1892,Christopher Wright,A5102907058,Christopher T. Wright,alias
1924,Yun Liu,A5111542975,Yun Liu,alias
1939,Jakob Hohwy,A5083789193,Jakob Hohwy,alias
1970,Michael Brown,A5022787224,M. J. I. Brown,alias
2032,Colin Smith,A5001675153,C.A. Smith,alias
2069,David Wilson,A5111950364,David Wilson,alias
2075,Zhong Tao,A5101837682,Tao P. Zhong,alias
2085,David White,A5085410156,David White,alias
2157,Peter Anderson,A5101815504,Peter M. Anderson,alias
2157,Peter Anderson,A5102863688,Peter G. Anderson,alias
2204,Jie Zhang,A5101467140,Jie Zhang,alias
636,Kate Lawlor,A5072976299,Kate Lawlor,alias
190,Andrew Phillips,A5112182319,Andrew Phillips,alias
1043,Guillaume Tcherkez,A5059709008,Tcherkez Guillaume,alias
240,Yang Liu,A5082624624,Yang Liu,alias
1627,Andrew Millar,A5090901429,Millar Andrew,alias
189,Chen Li,A5095109038,Chen Li,alias
1233,Nicole Moore,A5070970034,Nicole J. Moore,alias
445,Jack Hall,A5060723462,John J. Hall,alias
2000,Jian Li,A5071953366,Jian Li,alias
831,Ying Zhang,A5010076430,Ying Zhang,alias
749,Qiang Fu,A5053861121,Qiang Fu,alias
196,Zhifeng Bao,A5097357818,Zhifeng Bao,alias
1768,Michael Smith,A5103402767,Smith Michael,alias
1385,Andrew Mitchell,A5074114860,A. E. Mitchell,alias
975,Guillermo Gomez,A5055292674,Guillermo Andres Gomez,alias
1791,John Hammond,A5017417451,H Connor John,alias
728,Jian Yang,A5110190844,Yang Jian,alias
507,Yao Zheng,A5110366158,Zheng Yao,alias
1601,Rui Zhang,A5110367778,Zhang Rui,alias
87,Gang Li,A5110371815,Li Gang,alias
14,Jia Wu,A5110373616,Wu Jia,alias
1970,Michael Brown,A5110436151,Michael Brown,alias
442,CHI CHENG,A5110521864,Chi. Cheng,alias
1970,Michael Brown,A5110569935,Michael Brown,alias
343,Jee Hyun Kim,A5110603004,Hyun Jee Kim,alias
573,Dan Liu,A5110786893,Dan Liu,alias
123,Jun Li,A5110847327,Jun LI,alias
831,Ying Zhang,A5110875508,Ying Peng Zhang,alias
125,Jamie Hicks,A5110989297,Jamie Hicks,alias
1903,Stephen Williams,A5111046616,Stephen Williams,alias
921,Yuan Chen,A5111181701,Yuan Chen,alias
800,Hao Liu,A5111185904,Hao Liu,alias
606,Da-Wei Wang,A5111201653,Da-Wei Wang,alias
576,Lu Qin,A5111205612,Lu Qin,alias
728,Jian Yang,A5075764882,Yang Jian,alias
589,Daniel Huber,A5094550982,Daniel Huber,alias
240,Yang Liu,A5096025143,Liu Yang,alias
1057,Nicholas Cox,A5078303988,Nicholas Cox,alias
2000,Jian Li,A5100300712,Li Jian,alias
87,Gang Li,A5107875470,Li Gang,alias
103,Jun Zhang,A5100301754,Zhang Jun,alias
1351,Spencer Williams,A5002872171,Spencer Williams,alias
857,Andrew Marshall,A5047129311,Andrew Marshall,alias
234,JIA WANG,A5105218003,Jia Wang,alias
1540,Stephen Cameron,A5001980067,Stephen Cameron,alias
800,Hao Liu,A5003333310,Hao Liu,alias
831,Ying Zhang,A5100300000,Zhang Ying,alias
921,Yuan Chen,A5104582103,Chen Yuan,alias
1118,Benjamin Goldsmith,A5098787066,Benjamin Goldsmith,alias
675,Antonio Di Ieva,A5097027967,Ieva Antonio Di,alias
240,Yang Liu,A5100923774,Yang Liu,alias
102,Xu Huang,A5100927199,Xu Huang,alias
103,Jun Zhang,A5100930466,Zhang Jun,alias
136,Min Xu,A5100943002,Xu Min,alias
831,Ying Zhang,A5100987260,Ying Zhang,alias
1154,Bo Li,A5100993298,Bo Li,alias
1924,Yun Liu,A5101060175,Yun Liu,alias
103,Jun Zhang,A5101120543,Zhang Jun,alias
103,Jun Zhang,A5101124496,Zhang Jun,alias
666,Andrew Cox,A5101251192,ANDREW COX,alias
240,Yang Liu,A5101313926,Yang Liu,alias
216,Jin Zhang,A5101389822,Jin Zhang,alias
240,Yang Liu,A5101395800,Yang Liu,alias
1953,Ashish Sharma,A5101709066,Ashish Sharma,alias
573,Dan Liu,A5101810129,Liu Dan,alias
2056,Sean Connell,A5096324425,Sean Connell,alias
2104,David Hunter,A5105345671,David Hunter,alias
2157,Peter Anderson,A5108568958,Peter L. Anderson,alias
2157,Peter Anderson,A5050286745,Anderson Peter,alias
2204,Jie Zhang,A5093895421,Jie Zhang,alias
491,Paul Evans,A5102381678,Paul Evans,alias
831,Ying Zhang,A5102431884,Zhang Ying,alias
1009,Alistair Paterson,A5109420209,Alistair Paterson,alias
1924,Yun Liu,A5100307573,Yun Liu,alias
320,Zhi-Gang Chen,A5100299748,Chen Zhigang,alias
1704,Hark Hoe Tan,A5110953485,Hark Hoe Tan,alias
1907,Ingrid van der Mei,A5027007380,van der Mei Ingrid,alias
1447,Louise D'Arcens,A5098834593,Louise D'Arcens,alias
1619,Kristofer Thurecht,A5098464657,Thurecht Kristofer,alias
728,Jian Yang,A5104666222,Jian Yang,alias
644,Natalie Klein,A5104673835,Natalie Klein,alias
693,Jun Li,A5106396929,Jun Li,alias
582,Laura Wilson,A5085832744,Laura Wilson,alias
1882,Maria Lugaro,A5108735454,Lugaro Maria,alias
961,Ting Liao,A5040165125,LIAO Ting,alias
1055,Zhi-Yong Li,A5053350643,Zhiyong Li,alias
240,Yang Liu,A5104100096,Liu Yang,alias
1154,Bo Li,A5107724690,Bo Li,alias
794,Timothy Smith,A5103798179,Timothy Smith,alias
234,JIA WANG,A5063171183,Jia WANG,alias
1753,Dan Li,A5013054378,Li-Dan,alias
822,Tim Winter,A5099459769,Tim Winter,alias
216,Jin Zhang,A5004046552,Jin Zhang,alias
720,Dong Xu,A5015897663,Dong-xu,alias
720,Dong Xu,A5079057737,Dongxu,alias
928,Alexander Mackay,A5103055832,Alexander Mackay,alias
800,Hao Liu,A5102905393,Hao Liu,alias
1340,Stefanie Becker,A5113736702,S Becker,alias
720,Dong Xu,A5101441731,Dong Xu,alias
475,Joseph Richardson,A5102880448,Joseph B. Richardson,alias
1133,Martin White,A5100872595,Martin S. White,alias
1024,Christine Wells,A5113792014,Christine L. Wells,alias
240,Yang Liu,A5102165110,Liu Yang,alias
272,Yanjun Zhou,A5101125826,Yanjun Zhou,alias
2070,Sanjay Srivastava,A5109508725,Srivastava Sanjay,alias
2085,David White,A5001680060,D.W. White,alias
2129,Ying Tan,A5016184337,Ying Tan,alias
2215,Thomas Reuter,A5102489003,Thomas Reuter,alias
279,Chang Xu,A5082874076,Chang Xu,alias
972,Kai He,A5000478109,Kai He,alias
806,Daniel Harris,A5022678709,Daniel Harris,alias
159,Craig Anderson,A5054519475,Craig Anderson,alias
19,Shuying Wu,A5055622131,Shuying Wu,alias
333,Vanessa Adams,A5021448449,Vanessa Adams,alias
240,Yang Liu,A5101332532,Yang Liu,alias
1425,Zheng Jiang,A5102217829,JIANG ZHENG,alias
419,Li Wei,A5102365704,Wei Li,alias
1333,David Evans,A5102456684,David Evans,alias
80,Amy MacDonald,A5102505412,Amy MacDonald,alias
135,Andrew King,A5105915364,Andrew King,alias
1353,Susan Broomhall,A5105964962,Susan Broomhall,alias
231,Yi Liu,A5017017733,Y.W. Liu,alias
438,Amanda Johnson,A5031163669,Amanda Johnson,alias
252,James Osborne,A5022544931,James Osborne,alias
419,Li Wei,A5100318009,Wei Li,alias
1069,Lishan Liu,A5110763312,Lishan Liu,alias
1639,Jung Ho Kim,A5100426051,Jung Ho Kim,alias
419,Li Wei,A5100318261,Wei Li,alias
218,Ling Chen,A5100411111,Ling Chen,alias
1982,Yuan Feng,A5110137735,Yuan Feng,alias
1776,Andrew Bradley,A5110232570,Andrew Bradley,alias
1541,Sebastien Perrier,A5110701630,Sebastien Perrier,alias
240,Yang Liu,A5105301389,Liu Yang,alias
1008,Mark Waters,A5030212806,Mark Waters,alias
682,Tom Murray,A5050641006,Tom Murray,alias
935,Simon Ho,A5059870041,S. M. Francis Ho,alias
240,Yang Liu,A5100588370,Yang Liu,alias
234,JIA WANG,A5100600640,Jia Wang,alias
619,Guo Chen,A5100767014,Guo Chen,alias
2003,Charles Warren,A5105740352,Charles Warren,alias
903,Daniel Horsley,A5107672027,Daniel Horsley,alias
1269,Philip Stevenson,A5111453749,Philip Stevenson,alias
234,JIA WANG,A5111478158,Wang Jia,alias
1984,James Murphy,A5111608963,James F. Murphy,alias
2000,Jian Li,A5112072592,Li An Jian,alias
1749,Colin Clifford,A5112076630,Clifford Colin,alias
1593,Min Chen,A5100578867,CHEN Min,alias
728,Jian Yang,A5102270368,YANG Jian,alias
102,Xu Huang,A5101624846,Huang Xu,alias
1242,David Wood,A5101043748,David A. Wood,alias
840,Jianhua Guo,A5102377153,Guo JianHua,alias
515,Simon Williams,A5102302658,Simon Williams,alias
485,Christopher Brown,A5101579882,C. Brown,alias
1342,Matthew Hill,A5105876027,Matthew Hill,alias
678,Yan Jiao,A5102384743,Jiao Yan,alias
1627,Andrew Millar,A5073171791,Andrew Millar,alias
438,Amanda Johnson,A5103233203,A Johnson,alias
1242,David Wood,A5102992359,David Wood,alias
693,Jun Li,A5101443197,Jun Li,alias
1593,Min Chen,A5101947771,Min Chen,alias
270,Julie Brown,A5102378066,Julie Brown,alias
573,Dan Liu,A5103023733,Dan Liu,alias
2097,Derek Richard,A5035008551,Derek Richard,alias
2204,Jie Zhang,A5101584949,Jie Zhang,alias
369,Jun Huang,A5101550580,Jun Huang,alias
2000,Jian Li,A5101445873,Li Jian,alias
1924,Yun Liu,A5101768811,Yun Liu,alias
240,Yang Liu,A5101784205,Yang Liu,alias
747,Thomas White,A5102787528,Thomas White,alias
619,Guo Chen,A5101992305,Guo Chen,alias
621,Yang Song,A5058813761,Yang Song,alias
720,Dong Xu,A5101370097,Dong Xu,alias
1484,Tao Liu,A5101474362,Tao Liu,alias
728,Jian Yang,A5101838351,Jian Yang,alias
240,Yang Liu,A5025424763,Yang Liu,alias
749,Qiang Fu,A5101932649,Qiang Fu,alias
619,Guo Chen,A5101872689,Chen Guo,alias
800,Hao Liu,A5113849212,Hao Liu,alias
123,Jun Li,A5101551153,Jun Li,alias
492,Zhi Li,A5101555124,Li Zhi,alias
123,Jun Li,A5100434714,Jun Li,alias
693,Jun Li,A5100434714,Jun Li,alias
1753,Dan Li,A5102841611,Dan Dan Li,alias
481,Yuling Wang,A5004708928,Yuling Wang,alias
1230,Lee Arnold,A5057343253,Lee W. Arnold,alias
800,Hao Liu,A5063978201,Hao Liu,alias
1638,Kelly Smith,A5017004303,Kelly M Smith,alias
1150,Haihui Wang,A5047940526,Haihui Wang,alias
569,Yuting Zhang,A5041273615,Yuting Zhang,alias
123,Jun Li,A5086869074,Jun Li,alias
1415,Andrew Leach,A5041139181,Andrew Leach,alias
1076,Giang Nguyen,A5110335733,Nguyen Giang,alias
103,Jun Zhang,A5092490713,Jun Zhang,alias
1048,Elena Marchetti,A5110341724,Elena Marchetti,alias
23,Wenjie Tian,A5103904857,Tian Wenjie,alias
831,Ying Zhang,A5027024075,Ying Zhang,alias
263,Zeinab Khalil,A5063900816,Zeinab M. Khalil,alias
800,Hao Liu,A5012982386,Hao Liu,alias
561,Sarah Phillips,A5108074485,Sarah T. Phillips,alias
72,Siqi Ma,A5059798926,Siqi Ma,alias
1601,Rui Zhang,A5055587586,Rui Zhang,alias
1077,Vipul Bansal,A5089136896,Vipul Bansal,alias
1678,Duanfang Lu,A5072268868,Duanfang Lu,alias
572,Neeraj Sharma,A5063023743,Neeraj Sharma,alias
590,Timothy Scott,A5006810031,Timothy Scott,alias
240,Yang Liu,A5043414234,Yang Liu,alias
335,Daniel Noble,A5066247790,Daniel Noble,alias
1425,Zheng Jiang,A5103663271,Jiang Zheng,alias
304,Travis Johnson,A5103492923,Travis Johnson,alias
1484,Tao Liu,A5101625012,Tao Liu,alias
769,Michael Richardson,A5103275989,Michael J. Richardson,alias
831,Ying Zhang,A5006946816,Ying Zhang,alias
1425,Zheng Jiang,A5028811262,Zheng Jiang,alias
492,Zhi Li,A5104156571,Zhi Li,alias
1485,Alison Ross,A5046865316,Alison Ross,alias
240,Yang Liu,A5103080788,Yang Liu,alias
739,Andreas Leibbrandt,A5055338828,Leibbrandt Andreas,alias
481,Yuling Wang,A5045408556,Wang Yu-ling,alias
921,Yuan Chen,A5047180792,Chen Yuan,alias
1700,Kate Shaw,A5106377964,Kate Shaw,alias
1484,Tao Liu,A5035160436,Tao Liu,alias
123,Jun Li,A5010846614,Jun Li,alias
1559,Yonghui Li,A5049299197,Yonghui Li,alias
800,Hao Liu,A5089339172,H Liu,alias
1484,Tao Liu,A5107072470,Tao Liu,alias
103,Jun Zhang,A5049357851,Jun Zhang,alias
1753,Dan Li,A5050318554,Dan Li,alias
234,JIA WANG,A5038301605,Jia Hao Wang,alias
2075,Zhong Tao,A5101837681,Tao Zhong,alias
2075,Zhong Tao,A5053846099,Tao Zhong,alias
2204,Jie Zhang,A5101791360,Jie Zhang,alias
2204,Jie Zhang,A5079544997,Jie Zhang,alias
2204,Jie Zhang,A5103670154,Zhang Jie,alias
2204,Jie Zhang,A5035004499,J.-S. Zhang,alias
2204,Jie Zhang,A5015596552,jie zhang,alias
800,Hao Liu,A5023534894,Hao Liu,alias
720,Dong Xu,A5052387663,Dong Xu Dong Xu,alias
419,Li Wei,A5105123461,W. Z. Li,alias
231,Yi Liu,A5040128188,Yi Liu,alias
345,Jiakun Liu,A5081619356,Liu Jiakun,alias
216,Jin Zhang,A5082939064,Jin-Zhang,alias
1601,Rui Zhang,A5076152874,Rui Zhang,alias
279,Chang Xu,A5034618381,Chang Xu,alias
582,Laura Wilson,A5010995756,Laura Wilson,alias
1551,Philippe Caroff-Gaonac'h,A5076615781,Philippe Caroff-Gaonac'h,alias
1333,David Evans,A5076734162,David EVANS,alias
234,JIA WANG,A5100404671,Jia Wang,alias
693,Jun Li,A5100678956,Jun Li,alias
1753,Dan Li,A5100380733,Dan Li,alias
606,Da-Wei Wang,A5100445460,Da‐Wei Wang,alias
1154,Bo Li,A5100624421,Bo Li,alias
419,Li Wei,A5100318101,Wei Li,alias
2000,Jian Li,A5100402404,Jian Li,alias
890,Michael Rotkowitz,A5001049101,Michael Rotkowitz,alias
800,Hao Liu,A5100458818,Hao Liu,alias
