rid,aus_name,authorid,match_type,host_id
2183,Glenn Almany,A5112385289,alias,I86467917
1482,Cyrille Boyer,A5001395511,exact,I31746571
419,Li Wei,A5100454543,alias,I129604602
1292,Andrew Fleming,A5055319905,alias,I78757542
278,Andrew Phillips,A5085155706,alias,I165143802
1641,Jan Hemmi,A5032101089,fuzzy,I177877127
1619,Kristofer Thurecht,A5014665196,alias,I165143802
420,Wanli Ouyang,A5087818121,exact,I129604602
774,Jennifer Kelley,A5080625000,alias,I177877127
1148,Michael Milford,A5078340555,alias,I160993911
104,Gianluca Demartini,A5052565959,alias,I165143802
671,Rick Stuart-Smith,A5007589148,alias,I129801699
205,Rosalie Hocking,A5002235771,alias,I57093077
859,Deanna D'Alessandro,A5003296253,alias,I129604602
914,Jake Chandler,A5066130935,exact,I196829312
560,Frank Neumann,A5089531887,exact,I5681781
678,Yan Jiao,A5034195419,exact,I5681781
2035,Jinhu Lu,A5027725400,exact,I82951845
517,Stephen Warren-Smith,A5047448028,alias,I170239107
35,Grace Shephard,A5004083328,alias,I118347636
1951,Benjamin Hogan,A5082699033,alias,I165143802
659,Volker Herzig,A5062525294,alias,I174025329
130,Xi Zheng,A5081182489,alias,I99043593
1204,Simon Phipps,A5081379226,alias,I217937681
1856,Craig O'Neill,A5037735809,alias,I99043593
1620,Danielle Navarro,A5045288622,alias,I31746571
1477,Shahram Akbarzadeh,A5005738569,exact,I149704539
514,David Chapple,A5034621182,alias,I56590836
486,Julia Blanchard,A5047035656,alias,I129801699
241,Khoon Lim,A5015866577,alias,I129604602
1085,Irene Suarez-Martinez,A5064260162,alias,I205640436
1550,Christopher Tonkin,A5088878681,alias,I196021976
1256,Joanna Groom,A5030092965,alias,I196021976
625,Alex Collie,A5034586000,exact,I56590836
861,Kristin Laurens,A5052018941,alias,I160993911
2186,Sarah Russell,A5036763393,alias,I57093077
1683,Andre Renzaho,A5026185306,fuzzy,I63525965
576,Lu Qin,A5046220908,exact,I114017466
2076,Suzanne Cutts,A5006525314,fuzzy,I196829312
685,Ullrich Ecker,A5043657584,alias,I177877127
771,Felicity Cox,A5077554384,exact,I99043593
24,Sharna Jamadar,A5056707559,alias,I56590836
1752,Amanda Karakas,A5088116706,alias,I56590836
1572,Kirrie Ballard,A5017814150,alias,I129604602
346,Joel Pearson,A5012993883,exact,I31746571
619,Guo Chen,A5100445744,exact,I31746571
1355,Paul Frijters,A5077002222,exact,I165143802
131,Jane Catford,A5033756643,alias,I118347636
813,Jessica Mar,A5025645526,alias,I165143802
1374,Yvonne Buckley,A5000167575,alias,I165143802
694,Emma Sherratt,A5010059340,exact,I5681781
554,Yinghui Tian,A5059885036,exact,I165779595
903,Daniel Horsley,A5028146693,alias,I56590836
376,Jason Byrne,A5053951579,exact,I129801699
1083,Ian McCulloch,A5009037328,alias,I165143802
1396,Wenhui Duan,A5068445233,alias,I56590836
663,Gustavo Carneiro,A5029215323,alias,I5681781
2180,Nam Mai-Duy,A5054983995,alias,I185523456
743,Thanh Vinh Nguyen,A5089229400,alias,I31746571
1174,Michael Kasumovic,A5089001016,alias,I31746571
1788,Mark McKenna,A5019173682,exact,I129604602
806,Daniel Harris,A5003772111,alias,I82951845
2215,Thomas Reuter,A5020671798,exact,I165779595
150,Christopher Baker,A5061582278,alias,I165143802
442,CHI CHENG,A5048600285,alias,I31746571
1878,Joseph Ciarrochi,A5069689429,exact,I86695891
1512,Georgina Such,A5080650707,alias,I165779595
2000,Jian Li,A5109971899,alias,I56590836
1485,Alison Ross,A5068597653,exact,I56590836
1159,Konstantin Bliokh,A5081616947,alias,I118347636
1442,Justine Ellis,A5034161059,alias,I4210150290
1388,Killugudi Swaminatha-Iyer,A5113884574,exact,I177877127
1395,James Leach,A5091634097,exact,I177877127
1526,Marcus Meinzer,A5020155709,alias,I165143802
146,Daniel Franks,A5058493222,alias,I165143802
1857,Helen MacDonald,A5073606029,exact,I165779595
2027,Anthony Uren,A5074016040,alias,I196021976
494,Kim Scott,A5023336784,exact,I205640436
913,Alexandra Corbett,A5013628614,alias,I165779595
2172,Rowena Ball,A5058161910,exact,I118347636
2004,Thomas Nann,A5081385176,alias,I170239107
491,Paul Evans,A5064109901,fuzzy,I165143802
756,Ivan Maksymov,A5071681496,alias,I57093077
2028,Simon Lucey,A5055053078,alias,I1292875679
400,Caroline Foster,A5031652547,alias,I31746571
322,Emily O'Gorman,A5024219772,alias,I99043593
1988,Mark Donohue,A5069158338,alias,I118347636
419,Li Wei,A5100318396,alias,I129604602
1039,Yusuke Yamauchi,A5108103024,exact,I165143802
111,Martijn Konings,A5053678026,alias,I129604602
1635,Geoffrey Levey,A5064014730,alias,I31746571
570,Fleur Johns,A5050887599,exact,I129604602
1290,Nathan Clisby,A5014176746,alias,I57093077
332,Zhaojun Han,A5076167668,alias,I160993911
840,Jianhua Guo,A5107942391,exact,I165143802
2000,Jian Li,A5100738731,alias,I56590836
1121,Susan Harris Rimmer,A5108291483,exact,I11701301
2144,Yuesheng Li,A5029062399,fuzzy,I217937681
1905,Melinda Cooper,A5057158351,exact,I129604602
847,Qinian Jin,A5101410597,alias,I118347636
561,Sarah Phillips,A5059065788,exact,I129604602
216,Jin Zhang,A5115603695,exact,I31746571
1443,Seok-Hee Hong,A5112525956,alias,I129604602
1076,Giang Nguyen,A5021635788,alias,I5681781
878,Karen Gregory,A5113209986,exact,I56590836
248,Min Hong,A5011980528,alias,I185523456
501,Jennifer Atchison,A5112822367,exact,I204824540
548,Stephen Gould,A5110401625,alias,I118347636
986,Evangelia Anagnostou-Laoutides,A5041835511,alias,I99043593
785,Eric May,A5103742568,alias,I177877127
1886,Andrew Harris,A5104002860,exact,I129604602
216,Jin Zhang,A5100706289,alias,I31746571
171,Shino Konishi,A5012830076,exact,I177877127
240,Yang Liu,A5111585027,alias,I160993911
1197,Jeffrey Cooke,A5110010276,alias,I57093077
1857,Helen MacDonald,A5010635935,exact,I165779595
1416,John Zhu,A5103415080,fuzzy,I165143802
2207,Zhenxiang Cheng,A5108085472,exact,I204824540
1532,Lianzhou Wang,A5107875972,alias,I165143802
565,Susanne Protschky,A5083308382,alias,I149704539
1768,Michael Smith,A5082298686,alias,I165779595
1880,Tamara Davis,A5106819656,fuzzy,I165143802
1151,Hua Xia,A5086765076,alias,I118347636
492,Zhi Li,A5101555124,alias,I31746571
332,Zhaojun Han,A5071194107,exact,I160993911
1768,Michael Smith,A5049536222,fuzzy,I165779595
1436,Hongxia Wang,A5100373288,alias,I160993911
2149,Chengzhong Yu,A5102763795,alias,I165143802
231,Yi Liu,A5100330488,exact,I31746571
800,Hao Liu,A5115602439,alias,I114017466
1709,Clare Corbould,A5015349783,exact,I149704539
492,Zhi Li,A5100601794,exact,I31746571
434,Tianyi Ma,A5009196694,alias,I82951845
1484,Tao Liu,A5052426057,exact,I31746571
1099,Claire Roberts,A5040208075,alias,I165779595
2046,Jonathan Schaffer,A5112231006,alias,I118347636
176,Maria Fernanda Adame,A5037539333,fuzzy,I11701301
252,James Osborne,A5077047759,alias,I165779595
419,Li Wei,A5100644295,alias,I129604602
1408,Jochen Mueller,A5111378196,exact,I165143802
2000,Jian Li,A5100402527,exact,I56590836
1426,Michael Piper,A5041773447,alias,I165143802
6,Lina Yao,A5052731721,exact,I99043593
217,Anina Rich,A5103722895,alias,I99043593
1368,Xiaolin Wang,A5103768311,alias,I204824540
419,Li Wei,A5103261233,alias,I129604602
843,Elizabeth Stephens,A5020827699,alias,I165143802
50,Hamid Laga,A5050127367,alias,I176790772
1769,Richard Collins,A5100699495,exact,I31746571
1625,John Canning,A5037901723,exact,I129604602
1327,Chenghua Sun,A5058308419,alias,I57093077
248,Min Hong,A5091024708,exact,I185523456
541,Ke Meng,A5058006896,exact,I31746571
2178,Dragan Nesic,A5035230630,alias,I165779595
359,Annan Zhou,A5056380462,alias,I82951845
1467,Scott Brown,A5074709577,exact,I78757542
1482,Cyrille Boyer,A5001395511,alias,I31746571
278,Andrew Phillips,A5085155706,exact,I165143802
420,Wanli Ouyang,A5087818121,alias,I129604602
1148,Michael Milford,A5078340555,exact,I160993911
104,Gianluca Demartini,A5052565959,exact,I165143802
914,Jake Chandler,A5066130935,alias,I196829312
560,Frank Neumann,A5089531887,alias,I5681781
678,Yan Jiao,A5034195419,alias,I5681781
2035,Jinhu Lu,A5027725400,alias,I82951845
659,Volker Herzig,A5062525294,exact,I174025329
130,Xi Zheng,A5081182489,exact,I99043593
1204,Simon Phipps,A5081379226,exact,I217937681
1085,Irene Suarez-Martinez,A5064260162,exact,I205640436
576,Lu Qin,A5046220908,alias,I114017466
771,Felicity Cox,A5077554384,alias,I99043593
346,Joel Pearson,A5012993883,alias,I31746571
619,Guo Chen,A5100445744,alias,I31746571
1355,Paul Frijters,A5077002222,alias,I165143802
694,Emma Sherratt,A5010059340,alias,I5681781
554,Yinghui Tian,A5059885036,alias,I165779595
903,Daniel Horsley,A5028146693,exact,I56590836
376,Jason Byrne,A5053951579,alias,I129801699
1396,Wenhui Duan,A5068445233,exact,I56590836
663,Gustavo Carneiro,A5029215323,exact,I5681781
743,Thanh Vinh Nguyen,A5089229400,exact,I31746571
1788,Mark McKenna,A5019173682,alias,I129604602
2215,Thomas Reuter,A5020671798,alias,I165779595
1878,Joseph Ciarrochi,A5069689429,alias,I86695891
1485,Alison Ross,A5068597653,alias,I56590836
1442,Justine Ellis,A5034161059,exact,I4210150290
1388,Killugudi Swaminatha-Iyer,A5113884574,alias,I177877127
1395,James Leach,A5091634097,alias,I177877127
1857,Helen MacDonald,A5073606029,alias,I165779595
494,Kim Scott,A5023336784,alias,I205640436
2172,Rowena Ball,A5058161910,alias,I118347636
2004,Thomas Nann,A5081385176,exact,I170239107
2028,Simon Lucey,A5055053078,exact,I1292875679
400,Caroline Foster,A5031652547,exact,I31746571
1988,Mark Donohue,A5069158338,exact,I118347636
1039,Yusuke Yamauchi,A5108103024,alias,I165143802
111,Martijn Konings,A5053678026,exact,I129604602
570,Fleur Johns,A5050887599,alias,I129604602
1290,Nathan Clisby,A5014176746,exact,I57093077
332,Zhaojun Han,A5076167668,exact,I160993911
840,Jianhua Guo,A5107942391,alias,I165143802
2000,Jian Li,A5100738731,exact,I56590836
1121,Susan Harris Rimmer,A5108291483,alias,I11701301
1905,Melinda Cooper,A5057158351,alias,I129604602
847,Qinian Jin,A5101410597,exact,I118347636
561,Sarah Phillips,A5059065788,alias,I129604602
216,Jin Zhang,A5115603695,alias,I31746571
1443,Seok-Hee Hong,A5112525956,exact,I129604602
878,Karen Gregory,A5113209986,alias,I56590836
501,Jennifer Atchison,A5112822367,alias,I204824540
548,Stephen Gould,A5110401625,exact,I118347636
1886,Andrew Harris,A5104002860,alias,I129604602
171,Shino Konishi,A5012830076,alias,I177877127
240,Yang Liu,A5111585027,exact,I160993911
1197,Jeffrey Cooke,A5110010276,exact,I57093077
1857,Helen MacDonald,A5010635935,alias,I165779595
2207,Zhenxiang Cheng,A5108085472,alias,I204824540
332,Zhaojun Han,A5071194107,alias,I160993911
1436,Hongxia Wang,A5100373288,exact,I160993911
2149,Chengzhong Yu,A5102763795,exact,I165143802
231,Yi Liu,A5100330488,alias,I31746571
1709,Clare Corbould,A5015349783,alias,I149704539
492,Zhi Li,A5100601794,alias,I31746571
434,Tianyi Ma,A5009196694,exact,I82951845
1484,Tao Liu,A5052426057,alias,I31746571
2046,Jonathan Schaffer,A5112231006,exact,I118347636
1408,Jochen Mueller,A5111378196,alias,I165143802
2000,Jian Li,A5100402527,alias,I56590836
1426,Michael Piper,A5041773447,exact,I165143802
6,Lina Yao,A5052731721,alias,I99043593
50,Hamid Laga,A5050127367,exact,I176790772
1769,Richard Collins,A5100699495,alias,I31746571
1970,Michael Brown,A5022787224,alias,I56590836
1133,Martin White,A5017618655,alias,I5681781
1449,Shaomin Liu,A5100638193,exact,I205640436
1375,Daniel Price,A5013805663,alias,I56590836
1947,Kevin Pfleger,A5066839373,alias,I177877127
2055,Veena Sahajwalla,A5041041634,alias,I31746571
1987,Bryan Fry,A5073667848,alias,I165143802
1685,Sarah Medland,A5011519020,alias,I217937681
1098,John McMurtrie,A5048957496,alias,I160993911
1520,Richard Fuller,A5036770672,alias,I165143802
1419,Gilles Guillemin,A5075562396,alias,I99043593
875,Amir Karton,A5062367420,exact,I177877127
653,Parastoo Sadeghi,A5068612701,alias,I31746571
219,Tu'uhevaha Kaitu'u-Lino,A5081990591,alias,I165779595
46,Amy Pennay,A5068440678,exact,I196829312
1891,Karen Kheruntsyan,A5078510078,alias,I165143802
1822,Xiu Song Zhao,A5100445703,alias,I165143802
1809,Christine Beveridge,A5021798737,alias,I165143802
1797,Michelle Baker,A5069294286,alias,I1292875679
1568,Elizabeth Leane,A5086871189,alias,I129801699
1605,Peter Solomon,A5066146500,alias,I118347636
1870,Beate Escher,A5019740923,fuzzy,I165143802
1168,Xia-Ji Liu,A5065851954,exact,I57093077
1940,Michael Kearney,A5066939927,alias,I165779595
790,Tjeerd Boonstra,A5069969267,alias,I31746571
2065,Kaye Truscott,A5044117119,alias,I196829312
540,David White,A5019518324,exact,I31746571
536,Carissa Klein,A5008875069,alias,I165143802
1044,Peter Keller,A5025896672,alias,I63525965
1165,Girish Nair,A5021984276,alias,I165779595
991,Paola Escudero,A5025374032,alias,I63525965
1152,Gianluca Ranzi,A5065103253,alias,I129604602
74,Kristin Gainey,A5002720959,alias,I177877127
566,Nicola Henry,A5060066744,alias,I82951845
648,Jizheng He,A5068325756,alias,I165779595
349,Margaret Young,A5112058414,fuzzy,I165779595
2157,Peter Anderson,A5063008596,alias,I165779595
1274,Jacqueline Batley,A5086358262,exact,I177877127
498,Yinglong Chen,A5036995439,alias,I177877127
2051,Irina Harris,A5013682054,alias,I129604602
1137,Jimin Yu,A5077338822,alias,I118347636
617,Simone Ciampi,A5050840673,exact,I205640436
998,Tara Murphy,A5041621306,alias,I129604602
1909,Adrienne Nicotra,A5034281205,alias,I118347636
415,Ben Beck,A5074963018,exact,I56590836
96,Glen Wheeler,A5052058766,exact,I204824540
1915,Patricia Valery,A5087222566,alias,I29894533
1967,Shannon Notley,A5078815015,alias,I118347636
1519,Catherine Suter,A5078579946,alias,I19514445
1930,Yuantong Gu,A5108068122,exact,I160993911
1262,Sango Mahanty,A5006075360,alias,I118347636
2161,Christina Lim,A5032554580,alias,I165779595
1589,Marc Oxenham,A5075258991,alias,I118347636
1604,Sheshanath Bhosale,A5044696583,alias,I82951845
1212,Steven Flammia,A5007129549,alias,I129604602
1172,Glenn Kacprzak,A5046904827,alias,I57093077
728,Jian Yang,A5100604690,exact,I165143802
584,Allan McRae,A5025726582,alias,I165143802
135,Andrew King,A5076705497,alias,I165779595
769,Michael Richardson,A5090429070,alias,I99043593
1340,Stefanie Becker,A5047893798,alias,I165143802
668,Kristian Kempe,A5009042033,alias,I56590836
2002,Menna Jones,A5027613128,alias,I129801699
620,Pingan Song,A5044707487,alias,I185523456
542,Mark Moore,A5016691270,alias,I90745801
1106,Timothy Dempster,A5029411990,alias,I165779595
1473,David Warton,A5054836512,alias,I31746571
2059,Margaret Barbour,A5076068024,alias,I129604602
1164,Helen McGregor,A5014678668,alias,I204824540
722,Kristina Murphy,A5001906574,alias,I11701301
369,Jun Huang,A5052713328,exact,I129604602
1196,Susan Laurance,A5012015233,alias,I86467917
2190,Justin Rubio,A5061300992,alias,I242743682
1383,Natasha Harvey,A5086662582,alias,I170239107
661,Haolan Xu,A5061683222,exact,I170239107
929,Jiayu Wen,A5081634959,exact,I118347636
1437,Marcel Jackson,A5032939431,alias,I196829312
2036,Jane Latimer,A5085028090,exact,I129604602
1178,Peter Munro,A5003524485,alias,I177877127
1868,Adrian Manning,A5048135041,alias,I118347636
1827,Ajayan Vinu,A5015562487,exact,I170239107
942,Dongchen Qi,A5003339166,alias,I160993911
499,Stijn Glorie,A5057911678,alias,I5681781
747,Thomas White,A5103046101,alias,I118347636
184,Fabio Cortesi,A5008527692,alias,I165143802
1621,Selena Bartlett,A5062881529,alias,I160993911
1724,Andrew Lowe,A5071737201,alias,I205640436
1631,David Lupton,A5008812521,alias,I56590836
1220,Andrew Burton-Jones,A5071993179,exact,I165143802
372,Nicholas Veldhuis,A5026397595,alias,I56590836
598,Scott Ling,A5053541360,alias,I129801699
1169,Ester Cerin,A5048260631,alias,I86695891
1855,Maureen O'Malley,A5052479288,alias,I129604602
2072,Catherine Whitby,A5053768852,alias,I170239107
927,Elisa Hill,A5069788701,alias,I82951845
829,Ryan Loxton,A5066144982,exact,I205640436
123,Jun Li,A5100635867,alias,I114017466
1736,Francesca McInerney,A5007267778,alias,I5681781
261,Jonathan Benjamin,A5053771328,alias,I169541294
2018,Zudi Lu,A5022214887,alias,I5681781
1975,Jake Baum,A5018262996,alias,I196021976
1805,Clive Schofield,A5090985498,alias,I204824540
865,Stephan Tillmann,A5060650935,exact,I129604602
1415,Andrew Leach,A5102019485,exact,I129604602
396,Ivo Labbe,A5078828621,exact,I57093077
727,Julia Pagan,A5063634904,alias,I165143802
1920,Josephine McDonald,A5030327003,alias,I177877127
1162,Yanbo Wang,A5100452596,exact,I129604602
615,Ramon Lobato,A5047430649,alias,I57093077
1601,Rui Zhang,A5100421978,exact,I165779595
446,Tooran Alizadeh,A5007334682,alias,I129604602
1753,Dan Li,A5100683362,exact,I56590836
1287,Catia Domingues,A5058586357,alias,I129801699
1614,James Bailey,A5065024170,exact,I165779595
1892,Christopher Wright,A5028602730,alias,I31746571
1925,Paulette van Vliet,A5030814059,fuzzy,I78757542
98,Andrew Lawrence,A5065550610,alias,I118347636
590,Timothy Scott,A5027020150,alias,I56590836
243,Shiyang Tang,A5004070252,alias,I31746571
1892,Christopher Wright,A5101483076,alias,I31746571
248,Min Hong,A5100567279,alias,I185523456
1385,Andrew Mitchell,A5019024810,alias,I165779595
277,Petr Sedlacek,A5068400819,alias,I31746571
106,Georgios Konstantinou,A5058549592,alias,I31746571
1149,Simon Baxter,A5086984989,alias,I5681781
278,Andrew Phillips,A5108193345,exact,I165143802
1892,Christopher Wright,A5059968426,alias,I31746571
1129,Robert Izzard,A5073609162,alias,I56590836
1210,Paula Dawson,A5008007080,alias,I31746571
1001,Julie Kalman,A5008194410,exact,I56590836
935,Simon Ho,A5110495744,fuzzy,I129604602
492,Zhi Li,A5100382265,alias,I31746571
1335,Valerie Harwood,A5019740879,alias,I129604602
576,Lu Qin,A5109301174,alias,I114017466
840,Jianhua Guo,A5101408831,exact,I165143802
1601,Rui Zhang,A5100422091,exact,I165779595
625,Alex Collie,A5103999787,alias,I56590836
674,Scott Findlay,A5111792502,alias,I56590836
311,David Farrugia,A5046379553,exact,I149704539
1478,Matthew Burke,A5113220585,alias,I11701301
189,Chen Li,A5100367516,alias,I56590836
1493,Onisha Patel,A5042148105,alias,I196021976
369,Jun Huang,A5061836008,exact,I129604602
231,Yi Liu,A5017639311,fuzzy,I31746571
136,Min Xu,A5109488337,exact,I114017466
596,Antonio Tricoli,A5035573758,exact,I129604602
480,Saman Atapattu,A5103265891,exact,I82951845
1682,Bronwen Morgan,A5114011238,alias,I31746571
12,Samuel Baron,A5022130761,alias,I165779595
258,Kim Loh,A5063814387,alias,I86695891
50,Hamid Laga,A5104804783,alias,I176790772
2174,Christopher Reid,A5058800016,alias,I242743682
1749,Colin Clifford,A5112468705,fuzzy,I31746571
1076,Giang Nguyen,A5055933955,alias,I5681781
632,Eva Alisic,A5019718280,alias,I165779595
1936,Stephen Turner,A5065802985,alias,I165779595
1907,Ingrid van der Mei,A5106038867,fuzzy,I129801699
15,Anne Thomas,A5060639360,alias,I129604602
575,Dana Kulic,A5014952160,exact,I56590836
481,Yuling Wang,A5115695048,alias,I99043593
800,Hao Liu,A5100458826,alias,I114017466
167,Daniel Bennett,A5022934623,alias,I165779595
2000,Jian Li,A5102832588,exact,I56590836
2070,Sanjay Srivastava,A5101606090,alias,I118347636
1475,Thomas Carlson,A5101513349,fuzzy,I129604602
693,Jun Li,A5100610954,exact,I205640436
563,Andrea Gaynor,A5078823713,exact,I177877127
2000,Jian Li,A5051581280,alias,I56590836
2032,Colin Smith,A5087506302,alias,I196829312
16,Edward Simpson,A5055643169,fuzzy,I118347636
160,Chris Greening,A5104706688,exact,I56590836
419,Li Wei,A5115604755,alias,I129604602
359,Annan Zhou,A5112965575,alias,I82951845
1449,Shaomin Liu,A5100638193,alias,I205640436
2055,Veena Sahajwalla,A5041041634,exact,I31746571
875,Amir Karton,A5062367420,alias,I177877127
653,Parastoo Sadeghi,A5068612701,exact,I31746571
46,Amy Pennay,A5068440678,alias,I196829312
1568,Elizabeth Leane,A5086871189,exact,I129801699
1168,Xia-Ji Liu,A5065851954,alias,I57093077
1940,Michael Kearney,A5066939927,exact,I165779595
540,David White,A5019518324,alias,I31746571
