rid,eu_name,authorid,match_type,host_id,source
3125,Mathieu Couttenier,A5026351385,exact,,name_unique
3126,Paula Bustos,A5011506926,exact,I170486558,round2_inst
3127,Andrew Rhodes,A5056779507,exact,I4210092408,round3_semantic
3128,Luigi Iovino,A5051884508,exact,,round3_semantic
3129,Christoph Trebesch,A5060997583,exact,I1308524038,round2_inst
3130,Roland Rathelot,A5043732987,exact,,name_unique
3131,Gaetano Gaballo,A5050845326,exact,I83860666,round2_inst
3132,Iris Kesternich,A5055391075,exact,,name_unique
3133,Antonio Penta,A5000575461,exact,I170486558,round2_inst
3134,Luigi Pascali,A5005979151,exact,,round3_semantic
3135,Gabriel Zucman,A5090091703,exact,I57995698,round2_inst
3136,Jonas Krabbe Hjort,A5022127778,alias,,round3_semantic
3137,Davide Cantoni,A5061039550,exact,,name_unique
3138,Tobias Berg,A5074576628,exact,,round4_semtie
3139,Sandro Shelegia,A5004424082,exact,,name_unique
3140,Janne Tukiainen,A5057106966,exact,I155660961,round2_inst
3141,Koen Jochmans,A5089120715,exact,I4210092408,round2_inst
3142,Monica Martinez-Bravo,A5073753535,exact,I4210121976,round2_inst
3143,Clement De Chaisemartin,A5037977205,exact,I205092303,round2_inst
3144,Ghazala Azmat,A5087433849,exact,I205092303,round4_semtie
3145,Ingvild Almås,A5013143506,exact,I161593684,round2_inst
3146,Filip Matějka,A5033652389,exact,,name_unique
3147,Francesco Decarolis,A5018849379,exact,,name_unique
3149,Mar Reguant Rido,A5017948131,exact,,name_unique
3150,Camille Landais,A5078514269,exact,I909854389,round2_inst
3151,Peter Koudijs,A5089752790,exact,,name_unique
3152,Eduardo Perez,A5073946143,exact,I205092303,round3_semantic
3154,Johan Hombert,A5089604953,exact,,name_unique
3155,Vasco Miguel Pereira Marques De Carvalho,A5037879038,fuzzy,I241749,round2_inst
3156,Paolo Pinotti,A5063890448,exact,,round3_semantic
3157,Benjamin Moll,A5032528341,exact,I909854389,round2_inst
3158,Alfred Galichon,A5081456457,exact,I205092303,round2_inst
3159,Ramana Nanda,A5050841292,exact,I47508984,round2_inst
3160,Ulrich Wagner,A5089763609,exact,,round4_maxpapers
3161,Marek Pycia,A5001011963,exact,,name_unique
3162,Seda Ertac,A5028194805,exact,,name_unique
3163,Stephen Hansen,A5044176523,exact,I45129253,round3_semantic
3164,Gabriella Conti,A5017127452,exact,,name_unique
3165,Ralph Ossa,A5090816742,exact,,name_unique
3166,Uta Schoenberg,A5013007062,exact,,name_unique
3167,Jan Kamiel S. De Loecker,A5085160521,fuzzy,I99464096,round2_inst
3168,Nicola Fuchs-Schündeln,A5009244859,exact,,name_unique
3169,Donal Crilly,A5088465493,exact,,name_unique
3170,Michael Francis Mcmahon,A5007518474,alias,I40120149,round2_inst
3171,Martin Weidner,A5017693750,exact,I40120149,round2_inst
3172,Rocco Macchiavello,A5042337597,exact,,name_unique
3173,Philipp Albert Theodor Kircher,A5012937129,fuzzy,I95674353,round2_inst
3174,Jakub Steiner,A5029973134,exact,I4210121259,round2_inst
3175,Natalia Fabra Portela,A5063268037,exact,,name_unique
3176,Alessandro Gavazza,A5090222442,exact,,name_unique
3177,Daniel Alberto Paravisini Maggi,A5088730075,fuzzy,,round4_maxpapers
3178,Maria Libertad González Luna,A5102776436,fuzzy,I170486558,round4_maxpapers
3179,Paolo Surico,A5080174692,exact,,name_unique
3180,Elias Papaioannou,A5112360343,exact,,name_unique
3181,Christoph Rothe,A5110481205,exact,,name_unique
3182,Moritz Henning Peter Schularick,A5073446068,fuzzy,I135140700,round2_inst
3183,Andrea Galeotti,A5036109808,exact,,name_unique
3184,Sigrid Suetens,A5021209074,exact,,name_unique
3185,Michelle Sovinsky,A5086476765,exact,,name_unique
3186,Kalina Manova,A5113264418,exact,,name_unique
3187,Julian Di Giovanni,A5071184783,exact,,name_unique
3188,Christian Walter Bayer,A5102975433,fuzzy,I135140700,round2_inst
3189,Adam Gyorgy Szeidl,A5065432388,fuzzy,I198945027,round2_inst
3190,Refet Gurkaynak,A5086789254,alias,I168864056,round2_inst
3191,Gilat Levy,A5051398775,exact,,name_unique
3192,Bård Gjul Harstad,A5112601992,alias,I184942183,round2_inst
3193,Henrik Jacobsen Kleven,A5055310448,alias,I909854389,round2_inst
3194,Debopam Bhattacharya,A5039352694,exact,I241749,round2_inst
3195,Marcin Kacperczyk,A5012056505,exact,,name_unique
3196,Vasiliki Skreta,A5034682157,exact,,name_unique
3197,Ricardo Augusto Marcos Rocha Reis,A5006318958,fuzzy,I909854389,round4_semtie
3198,Alp Enver Atakan,A5043934998,alias,,round3_semantic
3200,William Martin Fuchs,A5072666097,fuzzy,I50357001,round2_inst
3201,Raffaella Giacomini,A5072253763,exact,,name_unique
3202,Pedro Manuel Amaro Da Costa Luz Carneiro,A5002726046,alias,I45129253,round2_inst
3203,Ekaterina Zhuravskaya,A5003763829,exact,I57995698,round2_inst
3204,Philipp Daniel Koellinger,A5059104743,fuzzy,,round3_semantic
3205,Marta Reynal Querol,A5050966104,exact,I170486558,round2_inst
3206,Sophocles Mavroeidis,A5044862033,exact,,name_unique
3207,Paolo Surico,A5080174692,exact,,name_unique
3208,Jose Luis Peydro Alcalde,A5079370524,exact,,name_unique
3209,Tommaso Nannicini,A5040204992,exact,,name_unique
3210,Sok Bae Lee,A5076578866,exact,,name_unique
3211,Nicola Gennaioli,A5050249057,exact,,name_unique
3212,Yann Algan,A5051037471,exact,I205092303,round4_semtie
3213,Barbara Rossi,A5101804566,exact,I170486558,round3_semantic
3214,Per Einar Pettersson Lidbom,A5008323839,fuzzy,I161593684,round4_semtie
3215,Donato (Dino) Gerardi,A5076100220,fuzzy,,round4_maxpapers
3216,Alberto Miguel Martin,A5008945530,fuzzy,,round4_semtie
3217,Pierpaolo Benigno,A5110505087,exact,,round3_semantic
3218,Yann Bramoullé,A5015186076,exact,I21491767,round2_inst
3219,Daniel Li Chen,A5027012259,exact,,name_unique
3220,Mariacristina De Nardi,A5051392110,exact,I45129253,round2_inst
3221,Laurens Julien Henri Cherchye,A5008745851,fuzzy,I99464096,round2_inst
3222,Taisuke Otsu,A5049853792,exact,,name_unique
3223,Zhichao Kathy Yuan,A5110739338,alias,I909854389,round2_inst
3224,Michael Becher,A5062885607,exact,I125068653,round2_inst
3225,Jean-Benoit Falisse,A5005616128,exact,I98677209,round2_inst
3226,Thibault Schrepel,A5009098941,exact,,name_unique
3227,Tore Wig,A5051438092,exact,I184942183,round2_inst
3228,Efe Tokdemir,A5080299965,exact,,name_unique
3229,Mary Rogan,A5048723929,exact,I205274468,round2_inst
3230,Lene Aarøe,A5014485549,exact,,name_unique
3231,Abbey Steele,A5045226820,exact,I887064364,round2_inst
3232,Matthijs Rooduijn,A5055817949,exact,,name_unique
3233,Sofia Vasilopoulou,A5062487626,exact,I183935753,round2_inst
3234,Brian Barry,A5075497189,exact,I205274468,round2_inst
3235,Nicola Leveringhaus,A5042123045,exact,,name_unique
3236,Devorah Manekin,A5072703485,alias,I197251160,round2_inst
3237,Lisa Dellmuth,A5080647482,exact,I161593684,round2_inst
3238,Eldar Haber,A5066026585,exact,I91203450,round2_inst
3239,Frederik Dhondt,A5062979135,exact,I13469542,round2_inst
3240,Steffen Eckhard,A5028821349,exact,,name_unique
3241,Catherine O'Rourke,A5017632440,exact,,round4_maxpapers
3242,Linda Gröning,A5013061549,exact,I4432739,round2_inst
3243,Ignacio Jurado,A5086594266,exact,,name_unique
3244,Matthew Canfield,A5045057091,exact,,name_unique
3245,Tine Destrooper,A5083011831,exact,,name_unique
3246,Xavier Prevost,A5049523120,exact,,round3_semantic
3247,Inga Winkler,A5102783009,alias,I913481162,round2_inst
3248,Julian Garritzmann,A5077213410,alias,,round3_semantic
3249,Tomas Dumbrovsky,A5054090695,exact,,name_unique
3250,Cathryn Costello,A5059559512,exact,I100930933,round2_inst
3251,Maebh Harding,A5079823089,exact,I100930933,round2_inst
3252,Jorge Fernandes,A5003252828,exact,,round4_semtie
3253,Bart Klem,A5000634474,exact,,name_unique
3254,Aidan Regan,A5052813357,exact,,name_unique
3255,Steffen Hurka,A5022004002,exact,,name_unique
3256,Christina Eckes,A5088436513,exact,,name_unique
3257,Sorcha Macleod,A5075116351,alias,I124055696,round2_inst
3258,Sarah Eaton,A5009771753,exact,,round4_semtie
3259,Alice Vadrot,A5005429444,alias,I129774422,round2_inst
3260,Wim Hardyns,A5039222863,exact,I32597200,round2_inst
3261,Juan Antonio Mayoral,A5102729352,alias,I50357001,round2_inst
3262,Iosif Kovras,A5006219746,exact,,name_unique
3263,Cosmin Cercel,A5031421372,exact,I32597200,round2_inst
3264,Aisling Swaine,A5020464119,exact,I100930933,round2_inst
3265,Hila Shamir,A5068215012,exact,,name_unique
3267,Julia Fleischer,A5005593801,exact,,name_unique
3268,Aoife Daly,A5086530124,exact,,round4_semtie
3269,Roja Fazaeli,A5080620059,exact,,name_unique
3270,Dave De Ruysscher,A5040701845,exact,,name_unique
3271,Tom Van Der Meer,A5010780363,exact,I887064364,round2_inst
3272,Orna Rabinovich-Einy,A5021041220,exact,I91203450,round2_inst
3273,Clara Burbano Herrera,A5011422120,exact,,name_unique
3274,Charles Butcher,A5066118007,exact,I204778367,round2_inst
3275,Kevin Koehler,A5075209032,exact,,round3_semantic
3276,Markus Wagner,A5039706040,exact,I129774422,round3_semantic
3277,Barbara Vis,A5062911752,exact,,name_unique
3278,Maria Malksoo,A5029193606,exact,I124055696,round4_semtie
3279,Luis Simon,A5085626090,exact,I13469542,round2_inst
3280,Andrea Herrmann,A5022652001,exact,I145872427,round2_inst
3281,Nicole Bolleyer,A5064890257,exact,,name_unique
3282,Raluca Cornelia Grosescu,A5088116558,fuzzy,,round3_semantic
3283,Carlos Sebastian Villasante Larramendi,A5083204317,exact,,name_unique
3284,Inger Skjelsbaek,A5089894308,alias,I184942183,round2_inst
3285,Charles Wilson,A5033157082,exact,I40120149,round2_inst
3286,Elisabeth Ivarsflaten,A5054413363,exact,,name_unique
3287,David Kosar,A5058353802,exact,,round4_semtie
3288,Guillaume Touya,A5015586473,exact,,name_unique
3289,Sven-Oliver Proksch,A5055289415,exact,,name_unique
3290,Marcus Collier,A5041902167,exact,I205274468,round2_inst
3291,Thomas Chadefaux,A5059531306,exact,,name_unique
3292,Rutgerd Boelens,A5003945663,exact,I913481162,round2_inst
3293,Ragnhild Louise Muriaas,A5097050890,exact,,name_unique
3294,Chinwe Ijeoma Ifejika Speranza,A5004736369,fuzzy,I118564535,round4_maxpapers
3295,Tobias Kuemmerle,A5060331729,exact,,round4_maxpapers
3297,Kristine Eck,A5009884188,exact,,name_unique
3298,Anne Rasmussen,A5004039145,exact,I183935753,round2_inst
3299,Primavera Margot Maria Sasa Gravier De Filippi,A5087793409,fuzzy,I1294671590,round2_inst
3300,Delia Ferri,A5025276430,exact,I157286207,round2_inst
3301,Anja Neundorf,A5057708902,exact,,name_unique
3302,Joan Ballester,A5004971197,exact,,name_unique
3303,Carl Henrik Knutsen,A5031648851,exact,I184942183,round2_inst
3304,Matthias Vom Hau,A5066756431,exact,,name_unique
3305,Benjamin Straumann,A5035554697,exact,I202697423,round2_inst
3306,Catherine De Vries - Netjes,A5012831238,fuzzy,,round3_semantic
3307,Joost Van Spanje,A5067804593,exact,I184558857,round2_inst
3308,Andrew Futter,A5005944375,exact,I153648349,round2_inst
3309,Rune Slothuus,A5089657516,exact,,name_unique
3310,Achim Goerres,A5009103150,exact,,name_unique
3312,Francesco Ragazzi,A5041985142,exact,,name_unique
3313,Harriet Hawkins,A5004391156,exact,I184558857,round2_inst
3314,Zaili Yang,A5034690093,exact,I63098007,round2_inst
3315,Katherine Browne,A5112788480,exact,,round4_maxpapers
3316,Stefanie Walter,A5004723245,exact,I202697423,round2_inst
3317,Niels Petersen,A5065018261,exact,I22465464,round4_semtie
3318,Eoin Carolan,A5102849467,exact,I100930933,round3_semantic
3319,Dawn Watkins,A5078266473,exact,,name_unique
3320,James Woodcock,A5036593639,exact,I241749,round2_inst
3321,Benjamin Van Rooij,A5046979130,exact,,name_unique
3322,Lorraine Elisabeth Whitmarsh,A5012606238,fuzzy,I51601045,round2_inst
3323,Detlef Van Vuuren,A5082748474,alias,I193662353,round2_inst
3324,Carsten Jensen,A5065496081,exact,I204337017,round2_inst
3325,Claudia Elena Aradau,A5071973534,alias,I183935753,round2_inst
3326,Matti Kummu,A5079266139,exact,,name_unique
3327,Gara Villalba Méndez,A5010005419,alias,I123044942,round2_inst
3328,Julia Catherine Gallagher,A5004605831,fuzzy,I31575130,round2_inst
3329,Jean-Benoit Pilet,A5036219475,exact,I132053463,round4_semtie
3330,Colin Mcfarlane,A5025397186,exact,I190082696,round2_inst
3331,Christian Enemark,A5046189272,exact,I43439940,round2_inst
3332,Johanna Kantola,A5016833571,exact,,name_unique
3334,Giuliano Di Baldassarre,A5050776780,exact,I123387679,round2_inst
3335,Denisa Kostovicova,A5060371611,exact,,name_unique
3336,Prabha Kotiswaran,A5074885923,exact,I183935753,round2_inst
3337,Victoria Reyes-García,A5080550633,exact,I123044942,round4_maxpapers
3338,Daniel Moeckli,A5061753184,exact,I202697423,round2_inst
3339,Kaius Tapani Tuori,A5046171527,alias,I133731052,round2_inst
3340,Oksana Mont,A5045512462,exact,I187531555,round2_inst
3341,Inanna Hamati-Ataya,A5025730021,exact,,name_unique
3342,Caspar Gerard Chorus,A5112855701,exact,,name_unique
3343,Janine Clark,A5056587194,exact,,round3_semantic
3344,Xandra Ellen Kramer,A5085372272,alias,I913958620,round2_inst
3345,Roland Erne,A5056505437,exact,I100930933,round2_inst
3346,Staffan I. Lindberg,A5082109923,exact,I881427289,round2_inst
3347,Stefan Giljum,A5036854135,exact,I102248843,round2_inst
3348,Eva Kristine Østergaard-Nielsen,A5065419522,alias,I123044942,round2_inst
3349,Zoe Georgina Davies,A5053168179,alias,I20581793,round2_inst
3350,Panagiotis Delimatsis,A5027327104,exact,I193700539,round3_semantic
3351,Andreas Duer,A5066000546,exact,,name_unique
3352,Clionadh Raleigh,A5041513832,exact,I162608824,round2_inst
3353,Juliëtte Schaafsma,A5003300336,exact,,name_unique
3354,Jochen Peter,A5037694810,exact,I887064364,round4_maxpapers
3355,Sven Aron Oskarsson,A5058805863,fuzzy,I123387679,round3_semantic
3356,Jason Aaron Reifler,A5037475402,alias,I23923803,round2_inst
3357,Rachel Mary Brooks,A5056231080,alias,,round3_semantic
3358,Marieke De Goede,A5042484381,exact,I887064364,round2_inst
3359,Don Weenink,A5051897361,exact,,name_unique
3360,Carey Louisa Jewitt,A5047922190,fuzzy,I45129253,round2_inst
3361,Marina Castelo Branco Da Costa Lobo,A5113457805,fuzzy,I4392738132,round2_inst
3362,Maarten Vink,A5072424366,exact,,name_unique
3363,Lynn Cooke,A5113184306,exact,,name_unique
3364,Klaus Lindgaard Hoeyer,A5017257181,alias,I124055696,round2_inst
3365,Nicola Mai,A5020790788,exact,,round3_semantic
3366,Tobias William Kelly,A5056976070,fuzzy,I98677209,round2_inst
3367,Eileen Marie Moyer,A5039934786,fuzzy,I887064364,round2_inst
3368,Phillip Hellwege,A5034364757,exact,I179225836,round2_inst
3369,Halvard Buhaug,A5038498708,exact,I60419261,round2_inst
3370,Benjamin Crewe,A5060742517,exact,,name_unique
3371,Philip Howard,A5019176699,exact,,round3_semantic
3372,Lotta Marie Christine Vikström,A5090771140,fuzzy,,round3_semantic
3373,Sara Binzer Hobolt,A5070013933,alias,I909854389,round2_inst
3374,Claes Holger De Vreese,A5103785726,exact,,name_unique
3375,Károly Takács,A5015566794,exact,,round3_semantic
3376,Helena Cristina Ferreira Machado,A5079541400,alias,I99682543,round2_inst
3378,Michal Alberstein,A5061589101,exact,I13955877,round2_inst
3379,Andreas Fred Fischer-Lescano,A5022588809,fuzzy,I180437899,round2_inst
3380,Peter Alexandrov Stamatov,A5035651320,fuzzy,I50357001,round2_inst
3381,Benjamin Olivier Joseph René Marie Rubbers,A5061776748,fuzzy,I157674565,round2_inst
3382,Martin Holbraad,A5043854209,exact,I45129253,round2_inst
3383,Markus Gangl,A5017166131,exact,,name_unique
3385,Jane Calvert,A5060206174,exact,I98677209,round2_inst
3386,Vinh-Kim Nguyen,A5042365595,exact,,round4_semtie
3387,Jan Beyers,A5074422626,exact,I149213910,round2_inst
3388,Séverine Dusollier,A5080177771,exact,,name_unique
3389,Jani Petteri Erola,A5077102480,fuzzy,I155660961,round2_inst
3390,Moniek Adrienne Buijzen,A5035909713,fuzzy,I145872427,round2_inst
3391,Aouatef Amade M'Charek,A5044269922,alias,I887064364,round2_inst
3392,Edward Simpson,A5018349673,exact,I31575130,round4_semtie
3393,Sofia Isabel Da Costa D'Aboim Inglez,A5087786404,alias,,round3_semantic
3394,Hans Alves,A5023392792,exact,,name_unique
3395,Yatun Sastramidjaja,A5045020889,exact,I887064364,round2_inst
3396,Patrick Naef,A5070850900,alias,,round3_semantic
3397,Jaron Harambam,A5052722218,exact,I887064364,round2_inst
3398,Thijs Bol,A5025186963,exact,,name_unique
3399,Pablo Alonso Gonzalez,A5046619694,exact,I134820265,round3_semantic
3400,Laura Taylor,A5109423856,exact,,round4_semtie
3401,Fredy Mora Gamez,A5007219677,exact,,name_unique
3402,Borja Martinović,A5049804099,exact,,name_unique
3403,Patty Leijten,A5048264494,exact,,name_unique
3404,Nicolas Sommet,A5017371717,exact,,name_unique
3405,Juliane Lischka,A5031084511,alias,I159176309,round2_inst
3406,Claire Blencowe,A5028479609,exact,I39555362,round2_inst
3407,Karin Doolan,A5060195074,exact,,name_unique
3408,Orhan Agirdag,A5035605779,alias,I99464096,round2_inst
3409,Marie Rosenkrantz Lindegaard,A5042695244,exact,,round3_semantic
3410,Harriet Thomson,A5084415989,exact,,name_unique
3411,Carsten Sauer,A5001091566,exact,,name_unique
3412,Harriet Over,A5056830537,exact,I52099693,round2_inst
3413,Milena Tsvetkova,A5069791094,exact,I909854389,round2_inst
3414,Liselot Hudders,A5028800885,exact,,name_unique
3415,Maike Luhmann,A5030819819,exact,,name_unique
3416,Pieter-Paul Verhaeghe,A5079259006,exact,,name_unique
3417,Naomi Millner,A5066749543,exact,,name_unique
3418,Rebekka Friedman,A5049284557,exact,,name_unique
3419,Lai Ma,A5101614347,exact,I100930933,round2_inst
3420,Ilona Croy,A5012388054,exact,,round3_semantic
3421,Luigi Achilli,A5045347137,exact,,round3_semantic
3422,Vanessa Wijngaarden,A5030545036,exact,,name_unique
3423,Radhika Gupta,A5101183744,exact,I121797337,round2_inst
3424,Sabina Cehajic-Clancy,A5023810719,exact,I161593684,round2_inst
3425,Edyta Roszko,A5022180961,exact,,name_unique
3426,Michael Quayle,A5052854928,exact,I230495080,round2_inst
3427,Heidi Stöckl,A5068645875,exact,,name_unique
3428,Anna Harris,A5031049095,exact,I34352273,round2_inst
3429,Magdalena Wojcieszak,A5044652655,exact,,name_unique
3430,Ariane Sadjed,A5081377703,exact,,round4_maxpapers
3431,Flor Dinis De Araújo Avelino,A5031610815,fuzzy,I193662353,round2_inst
3432,Judith Bovensiepen,A5011659010,exact,,name_unique
3433,Roberta Sinatra,A5056242621,exact,,name_unique
3434,Sahana Udupa,A5089986506,exact,I8204097,round2_inst
3435,Philipp Lersch,A5097279014,exact,,round4_maxpapers
3436,Megha Amrith,A5017841745,exact,,name_unique
3437,Jeanine Dagyeli,A5037343994,exact,,name_unique
3438,Maya Benish-Weisman,A5008725627,exact,I197251160,round4_semtie
3439,Valentina Bonifacio,A5014487385,exact,I149461666,round2_inst
3440,Pablo Gracia,A5020662752,exact,I123044942,round2_inst
3441,Tali Kristal,A5060541841,exact,,name_unique
3442,David Reimer,A5068682284,exact,I165368041,round2_inst
3443,Moris Triventi,A5001480581,exact,I189158943,round2_inst
3444,Egil Nygaard,A5058371653,exact,,name_unique
3445,Joris Mulder,A5068435789,exact,I193700539,round3_semantic
3446,Tina Kretschmer,A5043912939,exact,,name_unique
3447,Martijn Koster,A5063676883,exact,I913481162,round2_inst
3448,Erica Weiss,A5076899110,exact,I16391192,round2_inst
3449,Miri Yemini,A5024461173,exact,,name_unique
3450,Matti Eräsaari,A5035606586,exact,,name_unique
3451,Verónica Policarpo,A5034663534,exact,,name_unique
3452,Marta Bucholc,A5027000197,exact,I4654613,round2_inst
3453,Jochen Gebauer,A5042962645,exact,,name_unique
3454,Marius Warg Næss,A5015563417,exact,,name_unique
3455,Steffen Dalsgaard,A5001563642,exact,,name_unique
3456,Tobias Stark,A5000979874,exact,I193662353,round2_inst
3457,Seth Holmes,A5106266285,exact,,round3_semantic
3458,Eivind Ystrøm,A5003425738,exact,,name_unique
3459,Suvi Saarikallio,A5007264746,exact,,name_unique
3460,Loes Keijsers,A5043730373,exact,I913958620,round2_inst
3461,Hallvard Moe,A5012542798,exact,I4432739,round4_semtie
3462,Ana Cristina Santos,A5064304942,exact,I4392738281,round2_inst
3463,Rosana Pinheiro Machado,A5033421040,exact,I100930933,round2_inst
3464,Eva Beaujouan,A5002714445,exact,I129774422,round2_inst
3468,Elisabetta Crocetti,A5061083625,exact,,name_unique
3469,Alessia Melegaro,A5061900944,exact,,name_unique
3470,Jennifer Beam Dowd,A5009798144,alias,I40120149,round2_inst
3471,Simon Chauchard,A5045934118,exact,,name_unique
3472,Raya Muttarak,A5012213855,exact,I9360294,round2_inst
3473,Maria Melchior,A5020661226,exact,I154526488,round3_semantic
3474,Lasse Lindekilde,A5074529181,exact,,name_unique
3475,Roger Canals Vilageliu,A5089635816,fuzzy,,round4_semtie
3476,Antonio De Lauri,A5081034645,exact,I2800297018,round2_inst
3477,Ignacio Ariel Farías Hurtado,A5019931763,fuzzy,,round4_semtie
3478,Dimitrios Pavlopoulos,A5080609103,fuzzy,,round4_maxpapers
3479,Dace Agnese Dzenovska,A5038442344,alias,I40120149,round2_inst
3480,Nicola Barban,A5065594776,exact,I9360294,round2_inst
3481,Sander Thomaes,A5069445706,exact,I193662353,round2_inst
3482,Iñaki Permanyer Ugartemendia,A5013717810,exact,,name_unique
3483,Anna Matysiak,A5080204326,exact,I4654613,round2_inst
3484,Irena Kogan,A5082684875,exact,I177802217,round2_inst
3485,Eran Halperin,A5042631896,exact,I197251160,round4_semtie
3486,Sonja Zmerli,A5046470069,exact,I899635006,round3_semantic
3487,Daniel Patrick Balliet,A5080560235,alias,,round3_semantic
3488,Jennifer Gabrys,A5030599574,exact,I241749,round2_inst
3489,Shaul Shalvi,A5077814535,exact,,name_unique
3490,Isto Huvila,A5085072172,exact,I123387679,round2_inst
3491,Shanshan Lan,A5047905663,exact,I887064364,round2_inst
3492,Limor Shifman,A5044191299,exact,,name_unique
3493,Henrik Zachrisson,A5050079971,alias,I184942183,round2_inst
3494,Jørgen Koren Carling,A5039589388,fuzzy,I60419261,round2_inst
3495,Ayse Uskul,A5008533719,exact,,name_unique
3497,Helga De Valk,A5103954271,exact,,name_unique
3498,Torkild Hovde Lyngstad,A5022144815,exact,I184942183,round3_semantic
3499,Katrina Elly Jungnickel,A5064992654,alias,,round4_maxpapers
3500,Jacob Copeman,A5005471124,exact,I200284239,round2_inst
3501,Florian Toepfl,A5063735924,exact,,name_unique
3502,Martijn Oosterbaan,A5061316038,exact,I193662353,round2_inst
3503,Mara Yerkes,A5069138370,alias,I193662353,round2_inst
3504,Jenny Van Der Steen,A5108592939,exact,,name_unique
3505,Jean-Louis Van Gelder,A5060700933,exact,,name_unique
3506,Bianca Beersma,A5070439681,exact,,name_unique
3507,Paula Marie Madelén Evertsson,A5087668674,fuzzy,,round3_semantic
3508,Man Yee Kan,A5012209144,exact,I40120149,round2_inst
3509,Lucie Dale Cluver,A5063549016,alias,I40120149,round2_inst
3510,Gael Georges Marcel Le Mens,A5074137374,fuzzy,I170486558,round2_inst
3512,Susi Geiger,A5046293617,exact,,name_unique
3513,Maria Almudena Sevilla,A5026432397,fuzzy,,round3_semantic
3514,Camille Georges Régis Roth,A5032110850,fuzzy,I1294671590,round2_inst
3515,Christian Borch,A5083575490,exact,I180519160,round2_inst
3516,Jakub Kazimierz Bijak,A5063239904,fuzzy,I43439940,round2_inst
3517,Michelle Kim Ryan,A5083992883,exact,,name_unique
3518,Henrik Vigh,A5078315010,exact,I124055696,round2_inst
3519,Marit Sissel Irene Skivenes,A5056629631,fuzzy,I4432739,round2_inst
3520,Daniele Vignoli,A5075260851,exact,,name_unique
3522,Judi Mesman,A5086422376,exact,I121797337,round2_inst
3523,Marc Anton Luy,A5090508615,fuzzy,,round3_semantic
3524,Silvia Rodriguez Maeso,A5085489947,exact,,name_unique
3525,Hadas Mandel Levy,A5054027319,fuzzy,,round3_semantic
3526,Benjamin William Anthony Ansell,A5110857298,fuzzy,,round4_maxpapers
3528,Christiaan Willem Simon Monden,A5110883201,exact,,name_unique
3529,Martin Sokol,A5040533039,exact,I205274468,round2_inst
3530,Michele Graziano Ceddia,A5071351712,exact,,name_unique
3531,Valentina Mazzucato,A5049878471,exact,I34352273,round2_inst
3532,Maja Schlüter,A5016983952,alias,I161593684,round2_inst
3533,Francesco Laio,A5090057711,exact,,name_unique
3534,Inga Dora Sigfusdottir,A5105792354,exact,I123185442,round3_semantic
3535,Hein Gysbert De Haas,A5001239700,fuzzy,I887064364,round2_inst
3536,Ludovic Leclercq,A5059748671,exact,,name_unique
3537,Basile Georges Paul Chaix,A5020601268,fuzzy,I154526488,round4_semtie
3538,Anna Ray Davies,A5017955133,alias,I205274468,round2_inst
3539,Mark Antonius Jan Huijbregts,A5080182359,fuzzy,I145872427,round2_inst
3540,Evelyn Sharon Ruppert,A5021340448,alias,,round3_semantic
3541,Steffen Martin Fritz,A5040252235,fuzzy,I1317774081,round4_semtie
3542,Stephane Hess,A5072345703,exact,I130828816,round2_inst
3543,Maarten Van Ham,A5060637918,exact,,name_unique
3544,Jörn Fischer,A5080047841,exact,,round4_semtie
3545,Melinda Mills,A5106477940,exact,I40120149,round3_semantic
3546,Joerg Fingerhut,A5047374678,exact,,round3_semantic
3547,Lars Meyer,A5068448582,exact,I149899117,round3_semantic
3548,Marina Kalashnikova,A5043494058,exact,I4210104355,round2_inst
3549,Tobias Hauser,A5111441196,exact,,round3_semantic
3550,John Mansfield,A5064414060,exact,I202697423,round2_inst
3551,Stephanie Forkel,A5017441301,alias,I145872427,round2_inst
3552,Okko Räsänen,A5016518233,exact,,name_unique
3553,Sylvie Nozaradan,A5076449743,exact,,name_unique
3554,Ryszard Auksztulewicz,A5026508978,exact,,name_unique
3555,Dora Matzke,A5034870294,exact,,name_unique
3556,Martin Vinck,A5033216984,exact,,name_unique
3557,Amber Gayle Thalmayer,A5071598825,exact,I202697423,round2_inst
3558,Alexandra Woolgar,A5062680873,exact,,name_unique
3559,Christiaan Vinkers,A5017312170,alias,,round4_semtie
3560,Laura Dugue,A5025502344,exact,,name_unique
3561,Marina Lopez Sola,A5023740479,exact,I71999127,round2_inst
3562,Marie Lallier,A5033180394,exact,I4210104355,round2_inst
3563,Alireza Salami,A5029416913,exact,I28166907,round2_inst
3564,Andrea Martin,A5080064387,exact,,round3_semantic
3565,Konstantinos Tsetsos,A5009152397,exact,,name_unique
3566,Emma Sprooten,A5017663367,exact,,name_unique
3567,Laura Grestenberger,A5016609151,exact,,name_unique
3568,Strijkers Kristof,A5110432546,exact,,name_unique
3569,Gordon Feld,A5112822055,exact,,name_unique
3570,Neil Cohn,A5091201289,exact,I193700539,round2_inst
3571,Paola Binda,A5026349147,exact,,name_unique
3572,Giovanni Petri,A5063367289,exact,,name_unique
3573,Scott Cairney,A5071690413,alias,I52099693,round2_inst
3574,Siri Leknes,A5082617490,exact,I184942183,round3_semantic
3575,Roberto Bottini,A5071261878,exact,,name_unique
3576,Lisa Genzel,A5027934644,exact,,name_unique
3577,Caspar Schwiedrzik,A5065568970,alias,,round3_semantic
